"","idhous00","age00","educat00","civsta00","nbadul00","nbkid00","aoldki00","ayouki00","region00","com2.00","sex","birthy","jan00","feb00","mar00","apr00","may00","jun00","jul00","aug00","sep00","oct00","nov00","dec00"
"2613",56281,48,"full-time vocational school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
"2004",43181,31,"apprenticeship","married",2,0,-3,-3,"Ticino","Centres","woman",1969,"B","B","B","B","B","B","B","B","B","B","B","B"
"5272",109111,53,"compulsory school, elementary vocational training","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1947,"D","D","C","C","C","C","C","C","C","C","C","C"
"1195",24591,75,"apprenticeship","widower/widow",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","man",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
"51",2211,23,"maturity","single, never married",4,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1977,"A","A","A","A","A","A","A","A","A","A","A","A"
"1115",23171,18,"compulsory school, elementary vocational training","single, never married",3,3,16,9,"North-west Switzerland  (BS, BL, AG)","Mixed agricultural communes","woman",1982,"C","C","C","C","C","C","C","C","C","C","C","D"
"1957",42071,55,"full-time vocational school","single, never married",1,0,-3,-3,"Ticino","Rural commuter communes","woman",1945,"D","D","D","D","D","D","D","D","D","D","D","D"
"2341",50441,44,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1956,"A","A","A","A","A","A","A","A","A","A","A","A"
"2880",61231,37,"maturity","married",2,2,7,5,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1963,"A","A","A","A","A","A","D","D","D","D","D","D"
"4121",86461,39,"vocational high school","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral agricultural communes","man",1961,"A","A","A","A","A","A","A","A","A","A","A","A"
"3675",76761,66,"apprenticeship","single, never married",1,0,-3,-3,"Zurich","Suburban communes","woman",1934,"D","D","D","D","D","D","D","D","D","D","D","D"
"4164",87361,29,"apprenticeship","single, never married",5,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","man",1971,"D","D","D","D","D","D","D","A","A","A","B","B"
"873",18061,22,"apprenticeship","single, never married",3,1,9,9,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1978,"D","D","D","D","D","D","D","D","D","D","D","D"
"5533",115251,16,"compulsory school, elementary vocational training","single, never married",3,1,16,16,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1984,"D","D","D","D","D","D","D","D","D","D","D","D"
"5339",110431,41,"domestic science course, 1 year school of commerce","married",2,3,11,6,"Zurich","Wealthy communes","woman",1959,"B","B","B","B","B","B","B","B","B","B","B","B"
"5881",122031,52,"university, higher specialized school","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1948,"A","A","A","A","A","A","A","A","A","A","A","A"
"226",6211,61,"full-time vocational school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","man",1939,"A","A","A","A","A","A","A","A","A","A","A","A"
"1411",29421,68,"university, higher specialized school","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1932,"D","D","D","D","D","D","D","D","D","D","D","D"
"2561",55171,36,"apprenticeship","married",2,2,10,5,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1964,"D","D","D","D","D","D","D","D","D","D","D","D"
"5858",121741,84,"technical or vocational school","widower/widow",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1916,"D","D","D","D","D","D","D","D","D","D","D","D"
"4766",99941,27,"maturity","married",2,2,4,2,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1973,"A","A","A","A","A","A","A","A","A","A","C","C"
"4287",89811,38,"vocational high school","married",2,3,11,7,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
"1823",38911,40,"vocational high education","single, never married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Wealthy communes","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
"4920",102721,25,"maturity","single, never married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1975,"C","C","C","C","C","C","C","C","C","C","C","C"
"1302",26861,46,"full-time vocational school","married",2,3,8,6,"Zurich","Centres","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
"1442",30161,15,"incomplete compulsory school","single, never married",4,1,15,15,"Zurich","Suburban communes","man",1985,"A","A","A","A","A","A","A","A","A","A","A","A"
"26",1851,41,"apprenticeship","married",2,1,12,12,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1959,"D","D","D","D","D","D","D","D","A","A","A","A"
"2109",45061,37,"university, higher specialized school","married",2,1,1,1,"Ticino","Peripheral urban communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
"3479",72711,26,"apprenticeship","married",2,1,1,1,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1974,"D","D","D","D","D","D","D","D","D","D","D","D"
"3716",77591,35,"university, higher specialized school","married",2,1,0,0,"Zurich","Centres","woman",1965,"C","C","C","C","C","C","C","C","C","B","B","B"
"6669",139351,18,"apprenticeship","single, never married",4,1,16,16,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1982,"A","A","A","A","A","A","A","A","A","A","A","A"
"1706",36551,58,"apprenticeship","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral urban communes","woman",1942,"B","B","B","B","B","B","B","B","B","B","B","B"
"2090",44821,37,"maturity","single, never married",1,0,-3,-3,"Ticino","Centres","woman",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
"1225",25271,74,"full-time vocational school","married",2,0,-3,-3,"Zurich","Wealthy communes","woman",1926,"D","D","D","D","D","D","D","D","D","D","D","D"
"253",6881,38,"apprenticeship","married",2,2,9,6,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
"6053",125431,24,"apprenticeship","single, never married",1,0,-3,-3,"Zurich","Centres","woman",1976,"A","A","A","A","A","A","A","A","A","A","A","A"
"6956",145481,59,"apprenticeship","married",2,0,-3,-3,"Zurich","Wealthy communes","man",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
"1653",35281,36,"apprenticeship","married",2,3,7,3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1964,"C","C","C","C","C","C","C","C","C","C","C","C"
"499",11541,59,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
"1088",22741,59,"university, higher specialized school","married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1941,"B","B","B","B","B","B","B","B","A","A","A","A"
"5583",116091,35,"university, higher specialized school","divorced",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
"3026",64511,28,"apprenticeship","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","man",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
"6480",135611,22,"apprenticeship","single, never married",5,2,16,15,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","man",1978,"B","B","B","B","B","B","B","B","B","B","B","B"
"2405",51991,47,"university, higher specialized school","married",3,1,17,17,"Lake Geneva (VD, VS, GE)","Wealthy communes","man",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
"5308",109641,48,"maturity","married",2,4,11,6,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
"799",16681,27,"university, higher specialized school","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1973,"B","B","B","B","B","B","B","B","B","B","B","B"
"582",12571,54,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1946,"B","B","B","B","B","B","B","B","B","B","B","B"
"2053",44181,28,"university, higher specialized school","married",2,0,-3,-3,"Ticino","Centres","woman",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
"6686",139711,69,"vocational high school","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Suburban communes","man",1931,"D","D","D","D","D","D","D","D","D","D","D","D"
"2859",60841,43,"domestic science course, 1 year school of commerce","married",3,1,13,13,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1957,"A","A","A","A","A","A","A","A","A","A","A","A"
"3086",65521,14,"incomplete compulsory school","single, never married",2,1,14,14,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
"4132",86581,59,"apprenticeship","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
"5648",117311,62,"full-time vocational school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1938,"C","C","C","C","C","C","C","C","C","D","D","D"
"32",1901,76,"technical or vocational school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1924,"D","D","D","D","D","D","D","D","D","D","D","D"
"3855",80511,36,"apprenticeship","married",2,4,7,5,"Zurich","Suburban communes","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
"3317",69471,33,"apprenticeship","married",2,5,16,2,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
"6176",128111,68,"vocational high education","married",2,0,-3,-3,"Zurich","Wealthy communes","man",1932,"D","D","D","D","D","D","D","D","D","D","D","D"
"4800",100391,52,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1948,"B","B","B","B","B","B","B","B","B","B","B","B"
"945",19311,51,"apprenticeship","married",2,1,16,16,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1949,"A","A","A","A","A","A","A","A","A","A","A","A"
"4633",97931,43,"vocational high education","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1957,"A","A","A","A","A","A","A","A","A","A","A","A"
"3643",76191,33,"apprenticeship","married",2,4,15,4,"Zurich","Peripheral urban communes","woman",1967,"C","C","C","C","C","C","C","C","C","C","D","D"
"5668",117741,33,"vocational high education","married",2,1,1,1,"Lake Geneva (VD, VS, GE)","Centres","man",1967,"A","A","A","A","A","A","A","A","A","D","D","D"
"6221",129181,43,"apprenticeship","single, never married",1,0,-3,-3,"Zurich","Peripheral urban communes","man",1957,"A","A","A","A","A","A","A","A","A","A","B","B"
"3878",81111,55,"maturity","married",4,0,-3,-3,"Zurich","Peripheral urban communes","woman",1945,"D","D","D","D","D","D","D","D","D","D","D","D"
"184",5371,71,"full-time vocational school","divorced",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
"67",2471,16,"compulsory school, elementary vocational training","single, never married",2,3,16,11,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1984,"D","D","D","D","D","D","D","D","D","D","D","D"
"2661",57291,40,"vocational high education","married",2,3,10,5,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
"4226",88901,65,"compulsory school, elementary vocational training","married",3,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1935,"D","D","D","D","D","D","D","D","D","D","D","D"
"2054",44191,33,"apprenticeship","married",2,2,7,0,"Ticino","Suburban communes","woman",1967,"D","D","D","D","D","D","D","D","D","D","D","D"
"4009",83811,25,"apprenticeship","single, never married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Rural commuter communes","woman",1975,"C","C","C","C","C","C","C","C","C","C","C","C"
"5467",113191,42,"vocational high school","married",2,3,12,10,"Zurich","Suburban communes","man",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
"2752",58871,76,"apprenticeship","widower/widow",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1924,"D","D","D","D","D","D","D","D","D","D","D","D"
"3659",76361,42,"domestic science course, 1 year school of commerce","married",2,2,15,13,"Zurich","Peripheral urban communes","woman",1958,"C","C","C","C","C","C","C","C","C","C","C","C"
"1182",24341,37,"university, higher specialized school","married",2,2,8,6,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
"3995",83581,18,"compulsory school, elementary vocational training","single, never married",4,2,14,9,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral agricultural communes","woman",1982,"A","A","A","A","A","A","A","A","A","A","A","A"
"3733",78181,29,"apprenticeship","single, never married",2,1,9,9,"Zurich","Centres","woman",1971,"A","A","A","A","A","A","D","D","D","A","A","A"
"4637",98001,56,"compulsory school, elementary vocational training","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1944,"B","B","B","B","B","B","B","B","B","B","B","B"
"1248",25661,76,"maturity","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1924,"D","D","D","D","D","D","D","D","D","D","D","D"
"4528",95251,52,"full-time vocational school","single, never married",1,1,12,12,"Ticino","Suburban communes","woman",1948,"A","A","A","A","A","A","A","A","A","A","A","A"
"3105",65861,29,"apprenticeship","married",2,2,3,1,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1971,"C","C","D","D","D","C","C","C","C","B","B","B"
"1907",40881,38,"full-time vocational school","married",2,3,5,2,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Rural commuter communes","woman",1962,"C","D","D","C","C","C","C","C","C","C","C","C"
"4994",104001,41,"apprenticeship","married",2,1,12,12,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1959,"B","B","B","B","B","B","B","B","B","B","B","B"
"448",10511,37,"compulsory school, elementary vocational training","married",2,2,15,4,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1963,"D","D","D","D","D","D","D","D","D","D","D","D"
"7006",146501,25,"maturity","single, never married",4,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","woman",1975,"D","D","D","D","D","D","D","D","D","D","D","D"
"5644",117271,58,"university, higher specialized school","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1942,"B","B","B","B","B","B","B","B","A","A","B","B"
"1216",25081,55,"apprenticeship","married",3,1,16,16,"Zurich","Suburban communes","man",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
"3450",72121,56,"apprenticeship","single, never married",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1944,"A","A","A","A","A","A","A","A","A","A","A","A"
"1007",20651,71,"full-time vocational school","married",3,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
"4439",93011,50,"technical or vocational school","married",2,3,16,9,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
"2620",56471,49,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1951,"D","D","D","D","D","D","D","D","C","B","B","B"
"1506",32041,16,"compulsory school, elementary vocational training","single, never married",3,1,15,15,"Zurich","Centres","woman",1984,"C","C","C","C","C","C","C","C","C","C","D","D"
"2558",55121,62,"compulsory school, elementary vocational training","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1938,"A","A","A","A","A","A","A","A","A","A","A","A"
"4508",94861,23,"apprenticeship","single, never married",3,1,13,13,"Ticino","Peripheral urban communes","man",1977,"A","A","A","A","A","A","A","A","A","A","A","A"
"4168",87411,36,"apprenticeship","divorced",1,1,8,8,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Suburban communes","woman",1964,"B","B","B","B","B","B","B","B","B","B","B","B"
"3904",81601,39,"apprenticeship","single, never married",1,2,15,10,"Zurich","Peripheral urban communes","woman",1961,"B","B","B","B","B","B","B","B","B","B","B","B"
"4019",84091,38,"apprenticeship","married",2,2,4,0,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1962,"D","D","D","D","D","D","D","D","D","D","D","D"
