"","chemoLowerLinearAdjust.chemoUpperLinearAdjust.Velocity.Displacement"
"6023","0.04,0.45,2.27928914203767,34.2913719197691"
"6024","0.04,0.45,2.4016408175413,42.0277939650303"
"6025","0.04,0.45,2.94610402795725,43.3022736998957"
"6026","0.04,0.45,3.18828667027536,41.8897178696371"
"6027","0.04,0.45,2.29706333804756,42.3464678347204"
"6028","0.04,0.45,2.95603111493701,48.139080898076"
"6029","0.04,0.45,2.38254060217321,43.3502141309981"
"6030","0.04,0.45,3.32678764757461,46.4055772248885"
"6031","0.04,0.45,2.23105046798046,45.2733583208969"
"6032","0.04,0.45,3.29387761959136,54.7460064480885"
"6033","0.04,0.45,4.40174506768788,56.6307064436619"
"6034","0.04,0.45,2.55282947640104,40.374206815058"
"6035","0.04,0.45,2.38799737877963,40.1348114571557"
"6036","0.04,0.45,2.83119958363329,44.1874121145891"
"6037","0.04,0.45,2.99564464480079,46.6308867772022"
"6038","0.04,0.45,2.30537136141227,37.6686802778637"
"6039","0.04,0.45,2.78291806761716,48.6192557835144"
"6040","0.04,0.45,2.96600914648909,52.8648824807067"
"6041","0.04,0.45,2.88089331846621,47.8947191095334"
"6042","0.04,0.45,2.35936679630498,40.222338768385"
"6043","0.04,0.45,2.83032459461608,48.4434050875487"
"6044","0.04,0.45,2.39546260113292,38.3244542994246"
"6045","0.04,0.45,3.58017078585948,44.146979794653"
"6046","0.04,0.45,2.81764768022935,40.4064780082373"
"6047","0.04,0.45,2.32179697278279,35.3773128474581"
"6048","0.04,0.45,2.43134558378787,38.547238828886"
"6049","0.04,0.45,2.78588457743224,48.1957629000465"
"6050","0.04,0.45,3.24380010680459,43.1814166638636"
"6051","0.04,0.45,3.66418340904626,56.6245999871725"
"6052","0.04,0.45,4.80342567683504,52.1045053871266"
"6053","0.04,0.45,2.37778488708303,38.9659637785485"
"6054","0.04,0.45,4.612585477958,56.9686466182807"
"6055","0.04,0.45,2.95077453243162,46.4508130255286"
"6056","0.04,0.45,2.67898963679596,49.8926316620504"
"6057","0.04,0.45,2.3867531059774,40.5346341859398"
"6058","0.04,0.45,2.38811672520336,47.2398270961976"
"6059","0.04,0.45,2.33123649873378,41.6650615646769"
"6060","0.04,0.45,2.37111652716965,46.9199468473552"
"6061","0.04,0.45,4.14083059969339,54.2326888784688"
"6062","0.04,0.45,2.7012662361605,47.89210820549"
"6063","0.04,0.45,2.29937080316542,42.3349090066159"
"6064","0.04,0.45,5.07595084525739,50.9426137558518"
"6065","0.04,0.45,3.04409697062982,48.7466614411893"
"6066","0.04,0.45,3.66876523639941,51.0821268658379"
"6067","0.04,0.45,4.01455414902458,57.4761076711798"
"6068","0.04,0.45,2.87122465377274,46.1485162634908"
"6069","0.04,0.45,3.05004003756488,55.6696468792196"
"6070","0.04,0.45,2.52074351726707,42.1187172299382"
"6071","0.04,0.45,2.28148263281308,40.7096910219873"
"6072","0.04,0.45,2.84617544451635,38.6936532466508"
"6073","0.04,0.45,2.80179948276357,37.6628130338729"
"6074","0.04,0.45,2.99438222534269,53.9563957601126"
"6075","0.04,0.45,2.34906677351448,40.1579934951617"
"6076","0.04,0.45,2.36067340943698,35.8775434147542"
"6077","0.04,0.45,2.24640383383011,43.99038259836"
"6078","0.04,0.45,2.2473226346184,43.5648325604783"
"6079","0.04,0.45,3.55044976848196,57.7075833369525"
"6080","0.04,0.45,3.80020906023119,54.7039798598732"
"6081","0.04,0.45,3.10785466645928,46.6689709709598"
"6082","0.04,0.45,2.69565537068789,44.6482224605839"
"6083","0.04,0.45,4.48569283344767,58.2064189971452"
"6084","0.04,0.45,2.42562140326905,43.2573370992321"
"6085","0.04,0.45,2.20174885668436,38.1384736378286"
"6086","0.04,0.45,4.30260877641999,48.6826722934397"
"6087","0.04,0.45,3.00985745903225,47.5549569004983"
"6088","0.04,0.45,2.89875496120597,49.0182075693568"
"6089","0.04,0.45,3.52944743610831,54.5091898855371"
"6090","0.04,0.45,2.8206428156283,49.8743837782978"
"6091","0.04,0.45,2.26536191811971,36.1306907053785"
"6092","0.04,0.45,2.44315465863264,41.5001370319074"
"6093","0.04,0.45,2.6810470933826,45.9329910674525"
"6094","0.04,0.45,2.26355008899363,46.391288562386"
"6095","0.04,0.45,2.93350127145445,48.0358104560751"
"6096","0.04,0.45,4.22626157200143,56.8566154212865"
"6097","0.04,0.45,2.88285306336902,49.9061242379485"
"6098","0.04,0.45,4.40757272589252,52.3670026519026"
"6099","0.04,0.45,4.20606861728433,52.2908787609975"
"6100","0.04,0.45,3.74433027125785,45.2418414904413"
"6101","0.04,0.45,2.41547845323565,41.7868609024452"
"6102","0.04,0.45,2.37968901034261,39.592473419242"
"6103","0.04,0.45,3.53804372658015,51.9518643320577"
"6104","0.04,0.45,2.39362629378192,41.5703239126168"
"6105","0.04,0.45,2.62404968072224,43.8572005927389"
"6106","0.04,0.45,3.421844008477,54.7149856465118"
"6107","0.04,0.45,2.28577328150109,44.8238961672517"
"6108","0.04,0.45,2.28854684276228,43.3720073122849"
"6109","0.04,0.45,2.34847093369689,40.0722829924229"
"6110","0.04,0.45,2.67954463040278,42.7083754429935"
"6111","0.04,0.45,2.34510712997858,43.3337874932149"
"6112","0.04,0.45,4.1870698367628,56.1567278749743"
"6113","0.04,0.45,2.81767266265275,51.620175702024"
"6114","0.04,0.45,3.82395751120773,52.7768546875729"
"6115","0.04,0.45,3.6268647984154,48.7171372326298"
"6116","0.04,0.45,2.82215073080782,48.347398767019"
"6117","0.04,0.45,2.43708883554861,38.7035950281265"
"6118","0.04,0.45,2.7705146528695,47.0769004062164"
"6119","0.04,0.45,2.80411480987685,55.9924419624796"
"6120","0.04,0.45,2.77495205198694,48.1035578887074"
"6121","0.04,0.45,3.0006131207101,45.3266948636878"
"6122","0.04,0.45,2.57663111303971,49.121645312462"
"6123","0.04,0.45,5.2832408131469,51.4285792929954"
"6124","0.04,0.45,2.32497128887677,42.2025870067615"
"6125","0.04,0.45,4.7391508738288,54.1895940239809"
"6126","0.04,0.45,3.02990697966249,44.1402841725418"
"6127","0.04,0.45,2.36147043560862,42.0775772737162"
"6128","0.04,0.45,2.60670206447486,44.6852549478049"
"6129","0.04,0.45,3.90657977129527,53.4586287677914"
"6130","0.04,0.45,2.24595407735861,36.9823494988987"
"6131","0.04,0.45,2.45924635848483,43.4224638767332"
"6132","0.04,0.45,2.65982251090961,41.2799449605934"
"6133","0.04,0.45,2.33057003472661,40.2525296472011"
"6134","0.04,0.45,3.76814137508368,53.618941934521"
"6135","0.04,0.45,2.77007477397219,46.6195520163623"
"6136","0.04,0.45,2.98588871203658,44.6399363260125"
"6137","0.04,0.45,2.8196623481392,45.1016911564044"
"6138","0.04,0.45,4.4,48.1805009010457"
"6139","0.04,0.45,2.45294499181107,47.9391274184532"
"6140","0.04,0.45,2.70756853037451,52.4485545748482"
"6141","0.04,0.45,3.38569757250723,51.1011702879615"
"6142","0.04,0.45,2.82562355226503,50.1121359407307"
"6143","0.04,0.45,2.94809819182755,50.3041996982741"
"6144","0.04,0.45,2.89059163417273,49.217838344775"
"6145","0.04,0.45,2.87106932556824,50.4406285735438"
"6146","0.04,0.45,4.3826791669013,53.2337336081436"
"6147","0.04,0.45,3.0348583193218,52.7606436372663"
"6148","0.04,0.45,2.29564894952082,47.1786547836888"
"6149","0.04,0.45,2.47867780216788,38.0789471510398"
"6150","0.04,0.45,2.82890651687833,50.7459028525911"
"6151","0.04,0.45,3.05730677691123,48.920621671695"
"6152","0.04,0.45,2.77954973587736,52.8094271702077"
"6153","0.04,0.45,2.58601547702577,40.9133250786048"
"6154","0.04,0.45,2.32416322506474,42.4634250488641"
"6155","0.04,0.45,2.42508275152086,45.8651120451378"
"6156","0.04,0.45,2.95982855586909,49.0827514327219"
"6157","0.04,0.45,2.53799417967427,40.5592772895143"
"6158","0.04,0.45,3.48243662868355,42.5223032884229"
"6159","0.04,0.45,4.06559460125569,56.9051569762637"
"6160","0.04,0.45,4.96174632599301,56.7619229486787"
"6161","0.04,0.45,2.3616378642084,45.0901522311235"
"6162","0.04,0.45,5.09453667446898,56.8482256057452"
"6163","0.04,0.45,3.63116551785188,53.0237726952367"
"6164","0.04,0.45,2.21489413951727,43.8528765988069"
"6165","0.04,0.45,4.97776623081216,59.5334249476813"
"6166","0.04,0.45,2.78420687212775,50.0682107282661"
"6167","0.04,0.45,4.65514986095336,50.9958451213111"
"6168","0.04,0.45,4.23448338378458,59.435910086944"
"6169","0.04,0.45,2.32091558546086,42.1823635271645"
"6170","0.04,0.45,2.32187617248023,39.3348252338818"
"6171","0.04,0.45,2.54111103867292,42.3222523703527"
"6172","0.04,0.45,3.88601539998876,55.3260947011882"
"6173","0.04,0.45,2.61015324829625,45.9478739097232"
"6174","0.04,0.45,4.1287672676367,54.9332029746771"
"6175","0.04,0.45,3.51025520565534,44.8521044319486"
"6176","0.04,0.45,4.08992658847861,55.1288615231061"
"6177","0.04,0.45,2.26405743582387,42.797209205327"
"6178","0.04,0.45,4.82841479233177,55.2137541255605"
"6179","0.04,0.45,2.74694325557573,40.2222612471812"
"6180","0.04,0.45,2.31847401663452,40.6952194904644"
"6181","0.04,0.45,2.95060507926119,46.8396684513809"
"6182","0.04,0.45,2.85829914562445,51.0524803916612"
"6183","0.04,0.45,4.95440737710358,58.166495009303"
"6184","0.04,0.45,2.4369475083448,45.982402867629"
"6185","0.04,0.45,2.3609643905082,39.8584152333128"
"6186","0.04,0.45,4.34522616702722,51.4301302803939"
"6187","0.04,0.45,2.70208495384986,44.1288984243834"
"6188","0.04,0.45,2.7675451801321,42.2601825167201"
"6189","0.04,0.45,2.93556224786846,49.2476805066347"
"6190","0.04,0.45,2.31747142601408,39.5041875760651"
"6191","0.04,0.45,4.45704041260996,57.6552763919629"
"6192","0.04,0.45,2.65555089914931,44.0329846429483"
"6193","0.04,0.45,3.50722058641991,57.0656102172323"
"6194","0.04,0.45,2.42376747914939,40.6329026629983"
"6195","0.04,0.45,2.58124524287965,46.1573842663298"
"6196","0.04,0.45,4.13218191107786,55.2361330339088"
"6197","0.04,0.45,3.061996327099,53.507126159729"
"6198","0.04,0.45,2.20781523598781,38.3527982823462"
"6199","0.04,0.45,2.87373752580804,47.4583197534828"
"6200","0.04,0.45,2.91252749816325,46.229227576141"
"6201","0.04,0.45,3.60008163758991,53.884459382468"
"6202","0.04,0.45,3.473017203898,49.2268810772457"
"6203","0.04,0.45,3.54132926311595,50.4831973604198"
"6204","0.04,0.45,2.7140197635532,45.0054231082068"
"6205","0.04,0.45,3.61446827540253,53.8479522482235"
"6206","0.04,0.45,2.73344269481613,42.3742880190755"
"6207","0.04,0.45,4.0114306186508,55.661095898993"
"6208","0.04,0.45,2.33046488977342,35.7694375326342"
"6209","0.04,0.45,3.42087654435716,42.8864186920506"
"6210","0.04,0.45,2.7803909634311,51.374630150303"
"6211","0.04,0.45,3.86051237001547,54.8003556297408"
"6212","0.04,0.45,2.9402390297131,51.0859722236788"
"6213","0.04,0.45,2.29931030107687,42.9868747474502"
"6214","0.04,0.45,2.82165097227927,45.3319989950829"
"6215","0.04,0.45,4,53.2540733964838"
"6216","0.04,0.45,2.74488343591724,45.9857291479893"
"6217","0.04,0.45,2.39294343793267,42.3648212773285"
"6218","0.04,0.45,4.47704558580343,55.3253437678026"
"6219","0.04,0.45,2.29892583157245,36.0332818491439"
"6220","0.04,0.45,2.78334471955215,51.3836230023565"
"6221","0.04,0.45,2.74536467982281,47.2666612446501"
"6222","0.04,0.45,2.77844978700451,43.6072538834601"
"6223","0.04,0.45,2.24209671419006,39.3476905272557"
"6224","0.04,0.45,2.72957793318497,48.2992313904877"
"6225","0.04,0.45,3.0144908726964,45.1283341930381"
"6226","0.04,0.45,2.62943377398832,42.7061025869574"
"6227","0.04,0.45,4.32196518350572,56.3640202164648"
"6228","0.04,0.45,2.33846868813242,36.8882484360348"
"6229","0.04,0.45,2.86355604232984,46.8054052958005"
"6230","0.04,0.45,3.95408357986619,55.0721765761621"
"6231","0.04,0.45,2.40366455630348,38.4237655882622"
"6232","0.04,0.45,4.23460242491034,55.3934086261396"
"6233","0.04,0.45,4.29159700347467,56.5774806075231"
"6234","0.04,0.45,3.7085766259611,57.223716446354"
"6235","0.04,0.45,2.35744622173197,44.2670850465633"
"6236","0.04,0.45,2.2942740146313,37.926522484607"
"6237","0.04,0.45,2.81778585781803,53.9725485476571"
"6238","0.04,0.45,2.18417867550698,42.5090271874782"
"6239","0.04,0.45,2.88393925371204,50.2982724750502"
"6240","0.04,0.45,4.36978094017472,54.4235052030511"
"6241","0.04,0.45,2.96996926057953,45.4630588170846"
"6242","0.04,0.45,2.77130748140941,45.0963894052832"
"6243","0.04,0.45,2.32279437561508,38.9502727261344"
"6244","0.04,0.45,4.0613333136595,54.9561324188482"
"6245","0.04,0.45,2.69570335753273,48.9624706110743"
"6246","0.04,0.45,4.22753526960287,59.9293674190716"
"6247","0.04,0.45,3.03336308938789,48.7899852035005"
"6248","0.04,0.45,2.35650856171979,40.9536223865524"
"6249","0.04,0.45,2.27048703025104,43.2227946369938"
"6250","0.04,0.45,2.71072277094566,47.9923273896636"
"6251","0.04,0.45,3.40269439128269,49.7912421235267"
"6252","0.04,0.45,3.03428564263176,49.8011660353468"
"6253","0.04,0.45,2.80028988924572,43.9566571005868"
"6254","0.04,0.45,2.65988639198337,51.2611947727611"
"6255","0.04,0.45,2.32202217887294,42.7056556923424"
"6256","0.04,0.45,2.20577794180887,38.8901021290237"
"6257","0.04,0.45,3.66913974509621,54.1884505905649"
"6258","0.04,0.5,2.30969245814718,38.9792815961213"
"6259","0.04,0.5,4.31925230220916,55.5108324791976"
"6260","0.04,0.5,2.47109386602558,38.9076062598784"
"6261","0.04,0.5,2.81249474542023,47.5967307402275"
"6262","0.04,0.5,4,56.2156508479387"
"6263","0.04,0.5,3.00900037615199,50.1068967424867"
"6264","0.04,0.5,2.75350718058313,52.8515367296863"
"6265","0.04,0.5,2.93542832252917,45.2139095040617"
"6266","0.04,0.5,4.03009833865498,54.3482428481579"
"6267","0.04,0.5,2.15953760437425,38.3956159011053"
"6268","0.04,0.5,3.51797478977927,46.6086774094496"
"6269","0.04,0.5,2.37291231048119,42.5457604487621"
"6270","0.04,0.5,3.01442783078562,53.4009538296273"
"6271","0.04,0.5,4.05915510272975,54.1324584275605"
"6272","0.04,0.5,2.20532907390844,39.1553641072032"
"6273","0.04,0.5,2.94444979440978,51.2862765150999"
"6274","0.04,0.5,3.57639209085357,52.6783123746043"
"6275","0.04,0.5,2.99867390551055,44.2141419489309"
"6276","0.04,0.5,3.02352989867407,49.8345814778524"
"6277","0.04,0.5,2.78039844232665,48.7397555846796"
"6278","0.04,0.5,2.46384585976518,43.005340737638"
"6279","0.04,0.5,2.93495634186126,56.0659807369533"
"6280","0.04,0.5,4.06896761726631,54.8730820996579"
"6281","0.04,0.5,4.81831001824557,63.0373870433664"
"6282","0.04,0.5,4.31594495025125,56.1422952423231"
"6283","0.04,0.5,2.27860928177096,39.2102194611414"
"6284","0.04,0.5,3.68957766099371,59.19444632863"
"6285","0.04,0.5,2.37356220842717,39.9618312835925"
"6286","0.04,0.5,2.96939398082148,48.6664622531348"
"6287","0.04,0.5,2.377447871204,39.5956776374516"
"6288","0.04,0.5,2.95552128257391,46.7252245468367"
"6289","0.04,0.5,2.95599150911679,45.4105256372641"
"6290","0.04,0.5,2.30902358261488,39.6514641089346"
"6291","0.04,0.5,4.26369493694132,56.8117059877376"
"6292","0.04,0.5,4.48528200005501,47.5914637391446"
"6293","0.04,0.5,2.91261298457594,43.1310590239983"
"6294","0.04,0.5,3.98157796432411,56.621659145428"
"6295","0.04,0.5,4.55612410345994,55.9659797777158"
"6296","0.04,0.5,3.48239323079444,47.7833585143852"
"6297","0.04,0.5,2.32328388176595,40.7476945627996"
"6298","0.04,0.5,3.47319740604689,56.4895459114679"
"6299","0.04,0.5,2.95427393147223,46.6888832761399"
"6300","0.04,0.5,4.31425713826178,46.7629143263045"
"6301","0.04,0.5,2.75499635778581,44.1833105821427"
"6302","0.04,0.5,2.40511811857334,46.5128954146604"
"6303","0.04,0.5,2.61914355694961,50.1456149680754"
"6304","0.04,0.5,2.66920521200174,51.6089176479376"
"6305","0.04,0.5,2.87022018540493,48.7725840424781"
"6306","0.04,0.5,2.64594999650211,40.0360389453719"
"6307","0.04,0.5,3.70797174307176,54.6383006607037"
"6308","0.04,0.5,2.18789524697163,42.069411140327"
"6309","0.04,0.5,3.02418390930223,50.8820875797174"
"6310","0.04,0.5,2.3854350530458,46.3419795226424"
"6311","0.04,0.5,2.33920937665849,39.6515152589039"
"6312","0.04,0.5,2.83931462783153,50.3886865348427"
"6313","0.04,0.5,2.77073235980167,47.0113679710571"
"6314","0.04,0.5,3.08188287670993,49.3906020688176"
"6315","0.04,0.5,2.79221809945941,48.9711135140028"
"6316","0.04,0.5,3.08118503362723,43.4581852370657"
"6317","0.04,0.5,3.74874957805615,48.9712703875106"
"6318","0.04,0.5,3.65580602186384,50.3966267734033"
"6319","0.04,0.5,2.19509406871959,41.3622853774038"
"6320","0.04,0.5,3.82116846363251,47.7584132419846"
"6321","0.04,0.5,2.2510365673491,37.0907843180933"
"6322","0.04,0.5,2.45707045482174,39.2430936104326"
"6323","0.04,0.5,2.47745685765759,43.3922514700851"
"6324","0.04,0.5,2.3584922060485,38.5500913635577"
"6325","0.04,0.5,2.98567471972405,46.6662015263318"
"6326","0.04,0.5,4.34167981652677,54.72438472733"
"6327","0.04,0.5,3.09375819566366,52.6077360332618"
"6328","0.04,0.5,2.22816778572675,41.2026017319807"
"6329","0.04,0.5,4.567891095729,56.2869452223557"
"6330","0.04,0.5,3.41978751047375,51.9657048934107"
"6331","0.04,0.5,3.44819673172504,53.4248759406185"
"6332","0.04,0.5,3.82757802255265,47.2069282143609"
"6333","0.04,0.5,2.86680059948073,48.450450616622"
"6334","0.04,0.5,2.3578750933465,43.7230035922081"
"6335","0.04,0.5,2.31653324639396,41.9016858280758"
"6336","0.04,0.5,2.26985046238112,39.4206695287537"
"6337","0.04,0.5,2.95471048197351,48.4512340306953"
"6338","0.04,0.5,4.27780689411292,57.6164891486576"
"6339","0.04,0.5,2.43661629103871,39.4453216880153"
"6340","0.04,0.5,2.34382025724755,40.9250645589908"
"6341","0.04,0.5,2.86096556578865,54.9662153294862"
"6342","0.04,0.5,2.72173571502202,48.3570269441163"
"6343","0.04,0.5,3.80715534565903,47.3457620595325"
"6344","0.04,0.5,3.22027168710685,47.185937525128"
"6345","0.04,0.5,2.77569469574238,49.5223255352125"
"6346","0.04,0.5,3.808239361066,58.9571994318905"
"6347","0.04,0.5,2.74753234995926,40.7587174772429"
"6348","0.04,0.5,2.58163631295587,41.6813850679257"
"6349","0.04,0.5,2.67435578448506,47.14438965116"
"6350","0.04,0.5,3.53023550124982,55.3627811860015"
"6351","0.04,0.5,2.93830287639188,53.5519365504481"
"6352","0.04,0.5,2.41977688638294,41.8985279497397"
"6353","0.04,0.5,2.79197998954276,50.742270921063"
"6354","0.04,0.5,2.38340239115777,36.1061751453672"
"6355","0.04,0.5,2.88282248239451,48.9050364488362"
"6356","0.04,0.5,3.0561535513576,46.6390054056691"
"6357","0.04,0.5,2.30161978237186,42.1614294005044"
"6358","0.04,0.5,2.47729369511107,42.9891835308546"
"6359","0.04,0.5,4.40970362381273,53.1913261428732"
"6360","0.04,0.5,3.73364188463463,56.8078165331744"
"6361","0.04,0.5,2.27293767006458,41.360165282478"
"6362","0.04,0.5,3.32456736534631,51.5747711204315"
"6363","0.04,0.5,2.32122241786067,42.2315457543572"
"6364","0.04,0.5,2.3855266377904,45.168004479289"
"6365","0.04,0.5,3.78928906561668,41.8249058095789"
"6366","0.04,0.5,2.39834558367188,41.1888614887226"
"6367","0.04,0.5,3.7072304063687,49.4120330348678"
"6368","0.04,0.5,3.50712567941822,45.9073155675473"
"6369","0.04,0.5,3.88937197497026,53.1566628217896"
"6370","0.04,0.5,3.77059797554732,50.8434953599508"
"6371","0.04,0.5,2.95855207588421,52.2229903162585"
"6372","0.04,0.5,2.30800966097243,40.3870266492368"
"6373","0.04,0.5,2.89333014408402,53.8645076965437"
"6374","0.04,0.5,2.37926942714352,44.5801767556718"
"6375","0.04,0.5,2.49162950233721,43.0517924015852"
"6376","0.04,0.5,3.59266445415453,51.370356246058"
"6377","0.04,0.5,3.41533282003775,50.0139497804127"
"6378","0.04,0.5,4.43874810564174,60.1653326243151"
"6379","0.04,0.5,4.66138609203603,57.1805704993603"
"6380","0.04,0.5,2.30016176952461,43.7583578279547"
"6381","0.04,0.5,2.98718905003939,47.1829296867996"
"6382","0.04,0.5,2.352317682884,39.3388729084824"
"6383","0.04,0.5,3.15462590085155,50.4547423309914"
"6384","0.04,0.5,2.28255669560347,43.5524526736042"
"6385","0.04,0.5,2.79739961414502,45.4373177078213"
"6386","0.04,0.5,2.3767890610677,37.6633416032871"
"6387","0.04,0.5,2.38756078042328,34.5805075266124"
"6388","0.04,0.5,3.46096464198361,49.3132812057627"
"6389","0.04,0.5,2.84129624309548,49.9426109450403"
"6390","0.04,0.5,2.92081919656926,46.2198673554254"
"6391","0.04,0.5,4.32186319596086,53.4219043404728"
"6392","0.04,0.5,2.44486346557483,43.764121016475"
"6393","0.04,0.5,2.68155957361311,42.3787193411766"
"6394","0.04,0.5,2.66782404168771,46.4450355289342"
"6395","0.04,0.5,3.58196920261889,47.3114904241814"
"6396","0.04,0.5,4.63736627630272,57.3058760740294"
"6397","0.04,0.5,4.04685689251258,60.8672996312169"
"6398","0.04,0.5,3.04327034320021,48.3783563731598"
"6399","0.04,0.5,3.64142249412515,54.7153651640025"
"6400","0.04,0.5,2.72025051639224,43.1201523107296"
"6401","0.04,0.5,2.81324778314556,47.9224915557647"
"6402","0.04,0.5,2.45651557798677,40.8213604523419"
