"","ID","XCOO","YCOO","Ag","Ag_INAA","Al","Al2O3","As","As_INAA","Au_INAA","B","Ba","Ba_INAA","Be","Bi","Br_IC","Br_INAA","Ca","Ca_INAA","CaO","Cd","Ce_INAA","Cl_IC","Co","Co_INAA","EC","Cr","Cr_INAA","Cs_INAA","Cu","Eu_INAA","F_IC","Fe","Fe_INAA","Fe2O3","Hf_INAA","Hg","Hg_INAA","Ir_INAA","K","K2O","La","La_INAA","Li","LOI","Lu_INAA","wt_INAA","Mg","MgO","Mn","MnO","Mo","Mo_INAA","Na","Na_INAA","Na2O","Nd_INAA","Ni","Ni_INAA","NO3_IC","P","P2O5","Pb","pH","PO4_IC","Rb","S","Sb","Sb_INAA","Sc","Sc_INAA","Se","Se_INAA","Si","SiO2","Sm_INAA","Sn_INAA","SO4_IC","Sr","Sr_INAA","SUM_XRF","Ta_INAA","Tb_INAA","Te","Th","Th_INAA","Ti","TiO2","U_INAA","V","W_INAA","Y","Yb_INAA","Zn","Zn_INAA","ELEV","COUN","ASP","TOPC","LITO","Al_XRF","Ca_XRF","Fe_XRF","K_XRF","Mg_XRF","Mn_XRF","Na_XRF","P_XRF","Si_XRF","Ti_XRF"
"488",626,825331,7597180,0.012,2.5,8220,13.43,0.3,0.25,0.001,1.5,24.3,530,0.15,0.015,0.001,6.1,880,20000,2.96,0.015,76,0.005,3.8,10,0.63,37.5,110,0.5,8.3,0.9,5e-04,16100,42400,6.97,5,0.01,0.5,0.0025,600,1.28,12,41,4.6,5.13,0.27,39.36,1880,2.07,53,0.09,0.1,0.5,70,21400,2.99,36,14.8,10,0.0017,364,0.1,1.7,6.3,0.002,50,62,0.005,0.05,1.3,12,0.052,1.5,110,63.94,4,50,9,8.7,250,99.5,2.6,0.25,0.0015,15,18,636,0.54,0.25,38.5,0.5,2,1.6,14.6,25,180,3,32,48,20,7.1,2.11,4.87,1.06,1.24,0.069,2.21,0.043,29.88,0.323
"489",627,401820,7533060,0.005,2.5,6700,12.64,2.2,4.3,0.001,1.5,17.4,970,0.16,0.021,0.001,0.25,2380,30000,3.4,0.024,30,0.001,8.6,18,0.27,18.6,60,0.5,18.4,1,5e-04,13300,39200,5,5,0.01,0.5,0.0025,400,1.85,6.3,14,5.1,1.17,0.27,32.52,3270,1.9,166,0.08,0.1,0.5,160,28900,3.41,5,12.3,10,5e-04,402,0.1,1.3,6.2,0.002,110,14,0.012,0.3,2.5,15,0.043,1.5,100,69.01,2.5,50,4,6.4,250,99.24,0.25,0.25,0.007,4,4.6,809,0.67,2.5,35.8,0.5,3.5,1.9,13.3,25,232,1,34,45,51,6.69,2.42,3.49,1.53,1.14,0.061,2.52,0.043,32.25,0.401
"490",628,614500,7570200,0.006,2.5,5460,16.81,0.1,0.25,0.001,1.5,21,360,0.09,0.006,0.001,4.3,620,20000,2.01,0.02,72,0.001,3.3,26,0.3,18.8,260,0.5,3.6,1.1,5e-04,7250,98900,9.44,10,0.01,0.5,0.0025,300,1.81,11.3,34,1.9,1.83,1.23,38.01,1280,3.9,55,0.12,0.1,0.5,80,7800,1.44,27,11.3,10,5e-04,147,0.07,1.4,6.2,0.002,7.5,29,0.005,0.05,1.4,36,0.017,1.5,130,61.09,6.7,50,3,2.6,250,99.56,0.25,1.5,0.011,8,17,377,1.04,0.25,23.9,0.5,2,8,10.3,207,130,3,3,55,32,8.89,1.43,6.6,1.5,2.35,0.092,1.06,0.03,28.55,0.623
"491",631,476540,7566480,0.005,2.5,29200,13.09,1.1,0.25,0.003,1.5,158,410,0.33,0.031,0.001,2.8,4140,60000,6.98,0.024,42,0.003,25.2,57,0.27,280,640,3,139,1.1,5e-04,45300,98200,13.64,4,0.02,0.5,0.0025,6000,1.58,16.3,21,19.3,4.75,0.46,32.02,19800,9.27,430,0.18,0.1,0.5,270,13300,1.57,18,151,250,5e-04,251,0.08,1.1,5.9,0.002,100,24,0.005,0.05,6.1,34,0.093,1.5,180,47.17,3.4,50,3,14.4,250,99.22,0.25,0.25,0.018,8,3.1,2360,0.91,0.25,90,0.5,8.5,2.8,29.5,165,280,1,14,35,1,6.92,4.98,9.53,1.31,5.58,0.139,1.16,0.034,22.04,0.545
"492",633,484107,7422400,0.003,2.5,6730,12.52,0.6,1.4,0.001,1.5,24.3,700,0.24,0.019,0.001,3.3,1620,20000,2.39,0.013,42,0.001,5,9,0.27,21.9,62,2,9.8,0.9,5e-04,12600,26500,3.41,5,0.01,0.5,0.0025,700,2.57,15.4,22,5.1,1.44,0.22,32.08,2190,1.18,98.1,0.05,0.1,0.5,120,26300,3.29,13,9.2,110,5e-04,369,0.09,2,5.7,0.002,95,18,0.005,0.2,2.1,8.6,0.032,1.5,120,71.61,2.6,50,5,5.3,250,99.04,2.6,0.25,0.004,9,9.7,775,0.5,2.4,29.1,0.5,4.3,1.3,9.5,25,260,1,1,51,1,6.62,1.7,2.38,2.13,0.71,0.038,2.44,0.039,33.47,0.299
"493",634,634681,7447640,0.009,2.5,9910,13.37,0.5,0.25,0.001,1.5,32.4,750,0.2,0.039,0.001,0.25,740,30000,2.64,0.019,29,0.004,3.5,8,0.27,18.5,92,0.5,4.8,0.8,5e-04,8150,21300,2.74,6,0.02,0.5,0.0025,700,1.67,7.8,15,6.6,1.87,0.13,30.87,2220,1.19,61,0.04,0.1,3,80,27100,3.39,9,10.1,10,5e-04,246,0.06,1.8,5.8,0.002,69,35,0.005,0.05,1.5,7.5,0.019,1.5,110,72.06,2.1,50,7,5.3,250,99.42,0.25,0.25,0.008,4,4.3,608,0.38,1.9,18.3,0.5,2,1,12.4,123,280,3,12,52,1,7.07,1.88,1.91,1.38,0.71,0.03,2.51,0.026,33.68,0.227
"494",635,698130,7483530,0.005,2.5,4770,14.09,0.3,0.25,0.009,1.5,31,300,0.11,0.029,0.001,3.2,1210,5000,5.2,0.02,22,0.001,5.1,15,0.25,26.7,170,1,11.7,0.8,5e-04,8450,36600,7.16,4,0.01,0.5,0.0025,900,1.08,4.9,11,7.9,1.22,0.24,31.59,1800,3.01,97.6,0.14,0.1,0.5,80,24200,3.09,9,15,10,5e-04,270,0.1,0.9,5.5,0.002,7.5,16,0.005,0.05,1.3,13,0.035,1.5,150,63.72,1.9,50,5,4,250,99.46,0.25,0.25,0.008,3,3.1,419,0.63,0.25,15.7,0.5,1.2,1.6,10.9,25,200,3,12,45,1,7.45,3.71,5,0.89,1.81,0.108,2.29,0.043,29.78,0.377
"495",636,498801,7541900,0.005,2.5,9130,11.43,3.7,5.3,0.001,1.5,39,540,0.31,0.037,0.001,0.25,1630,5000,3.02,0.055,29,0.001,15,32,0.24,90.9,190,0.5,28.7,0.9,5e-04,23800,47400,6.36,4,0.02,0.5,0.0025,800,1.54,9.6,16,3.6,1.78,0.28,33.07,3790,2.66,391,0.11,0.3,0.5,130,22800,2.88,13,34.3,10,5e-04,347,0.08,12.7,6,0.002,7.5,27,0.022,0.2,3.5,15,0.129,1.5,130,68.67,2.5,50,1,5.5,250,99.27,0.25,0.25,0.0015,5,4,801,0.74,2,55.2,0.5,4.1,1.6,18,25,310,1,2,46,7,6.04,2.15,4.44,1.27,1.6,0.085,2.13,0.034,32.09,0.443
"496",637,759403,7670580,0.004,2.5,8440,15.25,0.3,0.25,0.001,1.5,72.5,310,0.11,0.016,0.001,12,2020,20000,3.59,0.012,40,0.004,6.2,8,0.28,13.3,39,0.5,16.1,1.1,5e-04,16400,28400,3.78,6,0.01,0.5,0.0025,2700,0.92,12.2,22,12.5,1.98,0.13,32.91,3990,1.05,124,0.05,0.1,0.5,130,32500,4.32,13,10.3,10,5e-04,549,0.14,0.8,5.8,0.002,38,37,0.005,0.05,1.5,7.3,0.038,1.5,100,67.82,2.6,50,3,7.6,250,99.31,0.25,0.25,0.004,5,3.6,852,0.41,1.3,30.6,0.5,2.5,1,32.5,25,60,3,4,65,4,8.07,2.56,2.64,0.76,0.63,0.038,3.2,0.061,31.69,0.245
"497",638,638087,7569750,0.005,2.5,6580,13.98,0.2,0.25,0.001,1.5,35.3,550,0.12,0.011,0.001,3.5,1810,30000,3.45,0.026,40,0.001,7,16,0.19,50.2,340,2,7,1.1,5e-04,10000,39500,5.85,6,0.01,0.5,0.0025,1200,1.27,8.4,20,4.2,1.01,0.35,32.75,3570,3.05,114,0.08,0.1,0.5,160,25500,3.03,19,28.2,200,5e-04,342,0.08,1.2,6.1,0.002,51,18,0.005,0.05,1.8,14,0.017,1.5,120,67.17,3.2,50,1,6.1,250,99.58,0.25,0.25,0.0015,3,4.2,610,0.6,0.25,21.7,0.5,2.8,2.5,13.7,118,310,3,14,42,1,7.39,2.46,4.09,1.05,1.83,0.061,2.24,0.034,31.39,0.359
"498",639,773463,7562850,0.007,2.5,10500,14.9,0.2,0.25,0.001,1.5,94.4,650,0.42,0.026,0.001,3.1,2450,20000,3.68,0.024,41,0.001,4.7,10,0.24,20,92,2,13.7,0.8,5e-04,9300,27400,4.08,5,0.01,0.5,0.0025,1400,1.79,10.6,19,5.5,1.52,0.23,36.37,2940,1.72,116,0.08,0.1,0.5,380,28200,3.67,13,14.2,10,5e-04,370,0.09,1.1,6.4,0.002,71,19,0.005,0.05,1.8,8.7,0.026,1.5,110,69.19,2.5,50,1,52.5,250,101.18,0.25,0.25,0.008,4,4,670,0.48,0.25,21.2,0.5,3,1.4,15.8,25,210,3,2,30,20,7.88,2.63,2.85,1.48,1.03,0.061,2.72,0.039,32.33,0.287
"499",640,603600,7674400,0.011,2.5,6200,13.99,0.3,0.25,0.001,1.5,25.8,600,0.12,0.016,0.001,4.7,2500,20000,3.49,0.025,54,0.003,3.9,12,0.23,14.1,67,0.5,14.1,1.2,5e-04,10500,38500,4.95,6,0.01,0.5,0.0025,500,1.35,13.4,28,2.7,0.77,0.38,37.01,2300,1.88,111,0.08,0.1,0.5,230,23800,2.99,19,7.5,10,5e-04,523,0.1,1.5,6,0.002,43,16,0.005,0.05,2.4,15,0.035,1.5,130,69.08,4,50,3,7.6,250,99.16,0.25,0.25,0.006,6,8.1,508,0.49,0.25,25.5,0.5,4.7,2.5,12.3,25,180,3,0,32,22,7.4,2.49,3.46,1.12,1.13,0.061,2.21,0.043,32.28,0.293
"500",642,444423,7568690,0.019,2.5,15700,14.45,3.4,5.5,0.001,1.5,39.5,840,0.34,0.05,0.001,3.9,1490,30000,3.76,0.038,27,0.001,10,20,0.3,30.9,120,2,27.9,0.8,5e-04,17800,45900,5.88,4,0.01,0.5,0.0025,700,1.68,7.2,13,9.8,3.21,0.24,33.5,3950,2.55,170,0.09,0.1,0.5,140,24000,3.13,9,24.5,10,5e-04,192,0.06,7.6,5.7,0.002,61,37,0.045,0.4,2.9,16,0.111,1.5,110,64.5,2,50,2,6.4,250,99.97,0.25,0.25,0.006,5,4.9,1130,0.64,2.9,41.3,0.5,3.1,1.6,30.1,107,310,1,32,40,1,7.64,2.68,4.11,1.39,1.53,0.069,2.32,0.026,30.14,0.383
"501",643,634063,7466470,0.01,2.5,10000,13.64,0.4,0.25,0.001,1.5,40,610,0.23,0.047,0.001,3.1,750,20000,2.52,0.02,20,0.001,5.5,8,0.21,25.5,61,2,9.9,0.7,5e-04,9320,17900,2.71,2,0.01,0.5,0.0025,1800,1.59,8.3,11,11.7,1.88,0.1,34.54,3140,1.16,98.1,0.04,0.1,0.5,80,25400,3.5,6,15.2,10,5e-04,221,0.06,1.7,5.6,0.002,32,20,0.012,0.05,2,5.7,0.029,1.5,100,72.54,1.7,50,1,4.3,250,99.95,0.25,0.25,0.0015,8,3.2,655,0.31,0.7,21.2,0.5,1.7,0.6,19.2,69,300,3,0,34,1,7.21,1.8,1.89,1.32,0.69,0.03,2.59,0.026,33.9,0.185
"502",646,639808,7541780,0.005,2.5,5500,13.71,0.3,0.25,0.001,1.5,19.8,690,0.13,0.032,0.001,2.4,1840,5000,3.09,0.019,21,0.001,3.9,10,0.25,21.4,140,0.5,5.2,0.8,5e-04,7290,21000,2.87,4,0.01,0.5,0.0025,800,1.77,9.3,12,7.3,1.05,0.2,33.53,2180,1.45,77.1,0.05,0.1,0.5,120,30800,3.91,11,12.6,10,5e-04,455,0.09,1.4,6.1,0.002,72,13,0.005,0.05,1.3,7.7,0.019,1.5,90,73.12,2,50,2,9.1,250,101.44,0.25,0.25,0.0015,4,2.8,516,0.34,0.8,15.1,0.5,2.5,1.1,15.5,73,130,3,0,35,1,7.25,2.2,2,1.46,0.87,0.038,2.9,0.039,34.17,0.203
"503",648,677411,7452580,0.005,2.5,8350,14.79,0.2,0.25,0.004,1.5,53.1,450,0.12,0.0025,0.001,15,1250,30000,4.2,0.021,19,0.001,6.3,15,0.22,32.3,220,0.5,11.2,0.6,5e-04,10100,25800,4.12,3,0.01,0.5,0.0025,1800,1.12,3.9,9.8,9.7,1.63,0.12,36.4,3540,3.12,137,0.07,0.1,0.5,130,28700,3.92,11,29.1,120,5e-04,320,0.08,1,5.9,0.002,7.5,26,0.005,0.05,1.5,8.1,0.043,1.5,90,65.8,1.5,50,1,4.9,250,99.2,0.25,0.25,0.003,1.5,1.2,685,0.35,0.25,17.4,0.5,1.2,0.6,21.9,25,270,3,0,44,1,7.82,3,2.88,0.92,1.88,0.054,2.9,0.034,30.75,0.209
"504",649,494102,7695940,0.009,2.5,10700,14.4,0.3,0.25,0.001,1.5,111,750,0.17,0.0025,0.001,7.5,1010,20000,1.82,0.023,65,0.001,8.5,15,0.22,39.8,130,0.5,18.9,1.5,5e-04,16200,53600,7.23,7,0.01,0.5,0.0025,2400,1.77,11.9,38,4.3,1.47,0.62,35.57,5210,2.74,90,0.08,0.1,0.5,110,14100,1.72,25,24.7,90,5e-04,249,0.07,1.9,5.8,0.002,53,31,0.005,0.05,3.1,19,0.074,1.5,110,68.38,4.8,50,1,5.5,250,100.48,1.1,0.25,0.007,7,9.2,794,0.79,0.25,39.1,0.5,3.4,4.1,19.3,114,280,1,3,40,32,7.62,1.3,5.05,1.46,1.65,0.061,1.27,0.03,31.96,0.473
"505",650,451700,7808820,0.007,2.5,5380,8.34,1.2,1.5,0.001,1.5,29.9,410,0.29,0.032,0.001,6,18800,30000,4.28,0.036,47,0.001,4.8,12,1.88,23.4,110,1,10,1,5e-04,11100,35200,4.76,8,0.01,0.5,0.0025,600,1.22,8.7,24,4.2,4.72,0.51,31.69,13100,3.64,209,0.08,0.1,0.5,260,9800,1.14,20,12.5,10,5e-04,244,0.07,3.4,6.7,0.002,46,25,0.017,0.05,2.2,13,0.037,1.5,130,71.42,3.8,50,1,16.5,250,100.18,0.25,0.6,0.004,1.5,6,324,0.51,1.3,22.4,0.5,6.2,3.3,11.8,81,70,2,0,63,10,4.41,3.05,3.32,1.01,2.19,0.061,0.84,0.03,33.38,0.305
"506",651,428129,7594680,0.01,2.5,19200,14.24,0.9,1.6,0.001,1.5,44.2,500,0.36,0.038,0.001,5.2,1920,40000,4.85,0.031,40,0.002,11.2,28,0.29,41.2,120,1,48.6,1.1,5e-04,24100,70300,9.76,5,0.04,0.5,0.0025,700,1.22,11.1,17,7.3,3.68,0.35,33.9,5210,3.74,162,0.13,0.1,0.5,210,21500,2.74,16,22.5,85,5e-04,299,0.09,2.2,5.7,0.002,46,50,0.025,0.05,4.7,24,0.131,1.5,110,58.42,3.3,50,4,7.1,250,100.09,0.25,0.7,0.0015,7,5,1470,1.22,2.1,70.6,0.5,4.9,2.5,24.5,144,340,1,3,35,51,7.53,3.46,6.82,1.01,2.25,0.1,2.03,0.039,27.3,0.731
"507",652,465051,7773350,0.011,2.5,7600,14,0.7,0.25,0.004,1.5,25.2,750,0.21,0.042,0.001,6.5,350,5000,4.86,0.009,61,0.001,4.6,9,0.29,13.2,63,1,15.7,1.5,5e-04,13600,35600,9.78,6,0.01,0.5,0.0025,600,1.22,8.8,38,11.7,3.66,0.44,34.3,2740,3.68,78.1,0.13,0.3,0.5,50,10900,2.71,26,13,10,5e-04,206,0.09,5.8,5.5,0.002,73,66,0.015,0.05,1.6,11,0.087,1.5,110,58.02,3.8,50,1,3.7,250,99.35,0.25,0.25,0.011,6,7.4,106,1.23,1.9,13.7,0.5,3.4,2.6,17.1,93,500,2,0,30,10,7.41,3.47,6.84,1.01,2.21,0.1,2.01,0.039,27.11,0.737
"508",653,587750,7689000,0.007,2.5,3750,13.66,0.3,0.25,0.001,1.5,20.1,490,0.09,0.08,0.001,1.3,1330,30000,3.02,0.011,19,0.001,2.9,8,0.18,7.5,38,0.5,17.1,0.6,5e-04,6360,20600,2.57,2,0.01,0.5,0.0025,1300,1.57,6.3,9.5,6.2,0.74,0.13,34.37,2090,1.05,83.2,0.04,0.1,0.5,60,32000,4.02,2.5,6.4,10,5e-04,190,0.05,1.9,7.6,0.002,46,16,0.011,0.05,0.9,7,0.011,1.5,90,72.33,1.3,50,1,3.7,250,99.3,0.25,0.25,0.0015,4,2.4,444,0.25,0.25,11.5,0.5,1.7,0.8,14.1,25,95,2,4,50,51,7.23,2.15,1.79,1.3,0.63,0.03,2.98,0.021,33.8,0.149
"509",654,423243,7721530,0.002,2.5,3750,7.63,0.2,0.25,0.001,1.5,19.9,590,0.1,0.013,0.001,1.5,730,5000,0.96,0.009,18,0.001,3.7,6,0.16,31.9,110,0.5,4.6,0.5,5e-04,6080,16600,1.84,5,0.01,0.5,0.0025,1300,2.26,5.1,9.1,3.1,0.84,0.14,32.71,3430,1.24,56,0.02,0.1,0.5,40,13900,1.5,10,13.2,10,5e-04,174,0.04,0.6,7.1,0.002,89,2.5,0.005,0.05,0.9,5.8,0.024,1.5,90,81.94,1.2,50,1,2.5,250,98.51,1.2,0.25,0.0015,1.5,2.4,373,0.24,0.25,12.1,0.5,1.7,0.8,5.2,75,340,2,0,42,1,4.03,0.68,1.28,1.87,0.74,0.015,1.11,0.017,38.29,0.143
"510",655,425231,7614170,0.005,2.5,13300,13.22,0.8,0.25,0.001,1.5,37.6,700,0.28,0.025,0.001,2.5,2250,30000,3.59,0.017,41,0.002,14.2,23,0.29,71.2,180,0.5,30.9,1.2,5e-04,22100,45200,6.24,5,0.01,0.5,0.0025,600,1.37,19.7,25,5.5,2.44,0.28,32.55,5630,2.96,208,0.08,0.1,0.5,170,26300,3.37,19,31.7,10,5e-04,174,0.05,1.2,7,0.002,32,14,0.005,0.05,4.9,17,0.027,1.5,160,65.8,3.3,50,3,11.8,250,99.86,0.25,0.25,0.0015,8,5.7,1270,0.76,2.5,57.2,0.5,6.8,1.8,21.8,25,340,1,4,40,51,6.99,2.56,4.36,1.13,1.78,0.061,2.5,0.021,30.75,0.455
"511",656,667889,7624720,0.007,2.5,10300,15.49,0.2,1.2,0.001,1.5,80.9,820,0.17,0.0025,0.001,2.4,2010,30000,3.92,0.019,60,0.001,8.5,19,0.28,32.7,140,0.5,19.4,1.7,5e-04,15300,54800,7.46,6,0.01,0.5,0.0025,1200,1.34,12.5,31,3.8,1.42,0.56,32.17,3590,3.16,101,0.1,0.1,0.5,250,22600,2.62,20,22.6,10,5e-04,523,0.12,0.9,7,0.002,36,31,0.005,0.05,2.8,19,0.037,1.5,240,62.62,4.6,50,3,8.7,700,99.05,0.25,0.25,0.0015,6,4.4,892,0.82,0.25,44.3,0.5,4.4,3.5,17.3,114,100,3,0,25,22,8.19,2.8,5.21,1.11,1.9,0.077,1.94,0.052,29.26,0.491
"512",657,601100,7689000,0.004,2.5,3240,13.73,0.2,0.25,0.001,1.5,12.7,520,0.06,0.009,0.001,3.6,1530,20000,3.93,0.022,16,0.001,1.7,11,0.21,6.1,55,0.5,6.1,0.8,5e-04,4690,33000,3.97,3,0.01,0.5,0.0025,300,1.06,3.8,9.8,2.3,1.1,0.23,34.23,1100,1.62,43.3,0.06,0.1,0.5,90,27700,3.46,7,3,10,5e-04,300,0.07,0.9,5.8,0.002,7.5,17,0.005,0.05,0.8,14,0.012,1.5,190,69.76,1.8,50,1,4.6,250,99.1,0.25,0.25,0.0015,1.5,2.2,229,0.33,0.9,11.8,0.5,1.4,1.4,8.8,25,60,3,1,57,51,7.26,2.8,2.77,0.88,0.97,0.046,2.56,0.03,32.6,0.197
"513",658,580500,7606700,0.008,2.5,8830,17.55,0.5,0.25,0.001,1.5,58.8,840,0.1,0.015,0.001,5.9,510,5000,1.34,0.018,75,0.002,6.5,15,0.26,23.1,150,0.5,20.4,1.6,5e-04,14700,59700,8.61,10,0.01,0.5,0.0025,1600,2.32,15,44,3.6,1.67,0.7,36.12,3280,2.99,70.3,0.08,0.5,5,80,9500,1.08,26,21.7,10,5e-04,183,0.07,1.9,5.7,0.002,64,32,0.013,0.05,2.4,20,0.058,1.5,130,61.67,5.7,50,1,3,250,98.27,0.25,0.9,0.007,10,13,466,0.9,1.7,25.3,0.5,3.4,4.9,24.5,122,100,3,0,53,31,9.28,0.95,6.02,1.92,1.8,0.061,0.8,0.03,28.82,0.539
"514",662,575250,7859150,0.014,2.5,24600,16.64,4.2,6.2,0.002,1.5,19,760,0.56,0.193,0.001,12,1740,5000,0.42,0.067,140,0.002,23.3,24,0.55,26.6,84,5,55.8,1.6,5e-04,45300,48600,6.7,8,0.03,0.5,0.0025,900,3.49,28.1,37,28.3,5.32,0.72,34.91,8630,2.04,772,0.1,0.2,0.5,40,10000,1.28,33,40.7,10,0.0014,831,0.18,16.9,5.7,0.002,130,48,0.195,1.1,2.4,17,0.144,1.5,120,63.53,6.1,50,4,11.8,250,100.73,0.25,1.1,0.01,20,14,419,1.02,5.3,23,0.5,15.1,4.9,113,140,50,2,0,68,9,8.8,0.3,4.68,2.89,1.23,0.077,0.94,0.078,29.69,0.611
"515",663,703600,7684910,0.006,2.5,6090,13.77,0.2,0.25,0.001,1.5,31,1000,0.23,0.009,0.001,4.8,2600,20000,2.56,0.022,71,0.002,3.9,7,0.27,17,54,0.5,5.1,1.2,5e-04,12300,23300,3.73,7,0.01,0.5,0.0025,800,2.7,22.5,38,5.6,1.73,0.3,35.08,1770,0.98,90.2,0.05,0.1,0.5,180,26200,3.36,30,9.6,10,5e-04,615,0.16,3.2,5.7,0.002,93,27,0.005,0.05,1.8,6.6,0.024,1.5,110,69.57,4.7,50,3,8.2,250,99.08,0.25,0.25,0.0015,11,10,822,0.47,2.3,24.9,0.5,7.6,1.8,17.7,25,160,3,0,38,20,7.28,1.82,2.6,2.24,0.59,0.038,2.49,0.069,32.51,0.281
"516",664,594509,7729200,0.005,2.5,19800,14.74,1.2,2.6,0.001,1.5,169,1200,0.65,0.089,0.001,1.8,6810,20000,2.96,0.021,150,0.001,13.1,16,0.46,47.4,76,2,28.1,1.8,0.0041,34000,42900,5.79,9,0.01,0.5,0.0025,3300,3.18,77.9,93,24.5,2.72,0.35,31.3,9910,2.16,301,0.07,0.4,6,440,23700,3.06,57,27,10,0.0011,1130,0.26,7.2,5.9,0.002,130,31,0.005,0.1,6.5,12,0.03,1.5,130,63.64,7.2,50,3,33.3,500,99.34,1.8,0.25,0.0015,32,24,2530,0.76,4.8,71,0.5,13,1.9,56,120,60,2,0,20,20,7.8,2.11,4.04,2.64,1.3,0.054,2.27,0.113,29.74,0.455
"517",666,394943,7531110,0.008,2.5,10800,12.84,2.2,2.7,0.001,1.5,41.8,700,0.3,0.032,0.001,2.4,3650,20000,3.6,0.032,33,0.001,10.1,17,0.3,28.2,68,0.5,24.7,1.1,5e-04,19400,41400,5.93,5,0.01,0.5,0.0025,800,2.04,12,18,7.1,1.97,0.26,33.48,3950,2.22,182,0.08,0.1,0.5,300,23400,3.22,11,16.6,10,5e-04,551,0.13,1,5.6,0.002,62,19,0.005,0.2,3.5,14,0.024,1.5,210,67.03,2.8,50,4,9,250,99.91,0.25,0.25,0.0015,7,4.6,1220,0.84,2,51.9,0.5,5.2,1.8,16.4,25,260,1,32,42,51,6.79,2.57,4.14,1.69,1.33,0.061,2.38,0.056,31.32,0.503
"518",667,455068,7419600,0.005,2.5,10000,12.81,0.9,1.7,0.001,1.5,53.1,870,0.3,0.021,0.001,2.6,1290,20000,2.06,0.011,55,0.006,5.3,9,0.38,36.2,74,0.5,13,0.9,5e-04,15200,25700,3.21,6,0.02,0.5,0.0025,1200,2.52,23.9,33,6.9,1.77,0.22,31.03,3220,1.17,110,0.04,0.1,5,110,26000,3.26,21,14.4,10,5e-04,491,0.1,2,5.4,0.002,92,30,0.005,0.05,2.6,8,0.045,1.5,140,71.63,3.4,50,8,5.6,250,99.05,0.25,0.25,0.0015,13,13,1100,0.5,4.2,36.6,0.5,5.6,1.4,14.2,25,235,1,14,40,7,6.78,1.47,2.24,2.09,0.7,0.03,2.41,0.043,33.47,0.299
"519",668,512295,7732020,0.004,2.5,6010,13.85,0.2,0.25,0.001,1.5,28.7,600,0.11,0.008,0.001,8.5,1980,20000,2.97,0.016,39,0.001,3.7,9,0.23,12.2,69,0.5,6.7,1.2,5e-04,9730,34100,5.04,5,0.01,0.5,0.0025,500,1.05,9.5,21,2.8,1,0.36,32.84,2620,2,107,0.08,0.1,0.5,160,27900,3.13,15,6.1,10,5e-04,396,0.1,0.9,5.6,0.002,7.5,18,0.005,0.05,2.1,14,0.005,1.5,190,69.75,3.1,50,1,9.9,250,99.45,1,0.7,0.0015,4,4.1,456,0.49,0.8,23.7,0.5,3.6,2.4,12.2,79,277,1,14,45,20,7.33,2.12,3.52,0.87,1.2,0.061,2.32,0.043,32.6,0.293
"520",670,586615,7385620,0.005,2.5,12400,10.95,0.4,0.25,0.001,1.5,9.2,490,0.27,0.025,0.001,2.6,670,10000,1.98,0.009,17,0.003,2.5,6,0.48,38.8,73,0.5,2.7,0.6,5e-04,15700,22800,3.29,3,0.03,0.5,0.0025,100,1.7,8.7,11,3,4.28,0.12,36.6,1280,1.18,37.7,0.03,0.1,0.5,70,19700,2.65,8,7.5,10,5e-04,391,0.07,1.4,5.4,0.002,40,93,0.005,0.05,1.7,6.3,0.023,1.5,370,72.66,1.4,50,4,2.1,250,99.2,1.2,0.25,0.008,7,4.8,766,0.41,0.9,39.8,0.5,2.2,0.8,6.5,25,280,1,12,55,52,5.79,1.41,2.3,1.41,0.71,0.023,1.96,0.03,33.96,0.245
"521",671,568072,7713520,0.005,2.5,5400,13.58,0.1,0.25,0.001,1.5,13.4,690,0.24,0.028,0.001,5.5,2930,20000,2.67,0.015,46,0.003,3.5,8,0.27,8.2,34,0.5,10.3,1,5e-04,8740,24100,3.22,7,0.01,0.5,0.0025,400,2.83,14.9,26,5.3,1.17,0.3,33.62,1920,1,109,0.05,0.1,3,200,28500,3.48,17,5.2,10,5e-04,404,0.09,3.1,5.4,0.002,130,17,0.005,0.05,2.2,9,0.011,1.5,120,71.06,2.9,50,3,7.4,250,99.54,1.4,0.7,0.0015,11,9.8,714,0.41,2.3,17.6,0.5,6.4,1.9,13.1,25,180,1,1,50,7,7.18,1.9,2.25,2.34,0.6,0.038,2.58,0.039,33.21,0.245
"522",672,527100,7855800,0.031,2.5,23200,16.68,1.6,1.5,0.003,1.5,96.5,1000,0.59,0.121,0.001,16,980,5000,0.87,0.026,120,0.004,14.6,16,0.51,26.7,68,5,27.6,2.1,5e-04,36800,43700,6.04,11,0.05,0.5,0.0025,6700,3.53,55.6,61,23.6,4.28,0.81,35.83,7790,1.43,273,0.12,0.5,3,120,15000,1.9,51,23.4,10,5e-04,642,0.14,12.8,5.4,0.002,120,61,0.038,0.05,4.1,15,0.099,1.5,100,63.04,8.7,50,12,6.4,250,99.09,0.25,2.1,0.007,20,15,1920,1.06,2.7,38.1,4,26.9,5.3,82.5,114,40,2,0,42,10,8.82,0.62,4.22,2.93,0.86,0.092,1.4,0.061,29.46,0.635
