"","age","ethnicity","mstatus"
"9967",24,"European","Single"
"9969",36,"European","Married/Partnered"
"9970",33,"European","Married/Partnered"
"9971",28,"European","Single"
"9972",45,"European","Married/Partnered"
"9973",66,"European","Married/Partnered"
"9977",51,"European","Married/Partnered"
"9980",44,"European","Married/Partnered"
"9981",35,"European","Married/Partnered"
"9982",47,"European","Married/Partnered"
"9983",27,"European","Single"
"9984",44,"European","Married/Partnered"
"9985",36,"European","Married/Partnered"
"9986",31,"European","Married/Partnered"
"9987",59,"European","Married/Partnered"
"9988",50,"European","Married/Partnered"
"9989",47,"European","Married/Partnered"
"9991",37,"European","Married/Partnered"
"9992",28,"European","Married/Partnered"
"9993",50,"European","Married/Partnered"
"9995",40,"European","Married/Partnered"
"9996",43,"European","Married/Partnered"
"9997",45,"European","Married/Partnered"
"9999",20,"European","Single"
"10000",40,"European","Married/Partnered"
"10002",56,"European","Married/Partnered"
"10004",33,"European","Married/Partnered"
"10005",29,"European","Married/Partnered"
"10006",59,"European","Married/Partnered"
"10007",32,"European","Single"
"10008",45,"European","Married/Partnered"
"10009",38,"European","Married/Partnered"
"10011",43,"European","Married/Partnered"
"10012",46,"European","Married/Partnered"
"10013",40,"European","Married/Partnered"
"10014",29,"European","Married/Partnered"
"10015",39,"European","Married/Partnered"
"10016",42,"European","Married/Partnered"
"10017",42,"European","Married/Partnered"
"10018",32,"European","Married/Partnered"
"10022",35,"European","Single"
"10023",46,"European","Married/Partnered"
"10024",35,"European","Married/Partnered"
"10025",50,"European","Married/Partnered"
"10026",22,"European","Single"
"10027",30,"European","Single"
"10028",30,"European","Single"
"10033",36,"European","Married/Partnered"
"10034",42,"European","Married/Partnered"
"10037",34,"European","Married/Partnered"
"10038",29,"European","Married/Partnered"
"10039",52,"European","Married/Partnered"
"10041",28,"European","Single"
"10043",41,"European","Married/Partnered"
"10044",38,"European","Married/Partnered"
"10045",40,"European","Married/Partnered"
"10046",51,"European","Married/Partnered"
"10047",43,"European","Married/Partnered"
"10049",36,"European","Married/Partnered"
"10050",19,"European","Single"
"10051",29,"European","Married/Partnered"
"10052",54,"European","Married/Partnered"
"10053",37,"European","Single"
"10054",33,"European","Married/Partnered"
"10057",43,"European","Married/Partnered"
"10058",59,"European","Married/Partnered"
"10059",35,"European","Married/Partnered"
"10060",43,"European","Married/Partnered"
"10061",28,"European","Married/Partnered"
"10062",38,"European","Married/Partnered"
"10063",58,"European","Married/Partnered"
"10064",46,"European","Widowed"
"10065",55,"European","Married/Partnered"
"10066",26,"European","Single"
"10067",59,"European","Married/Partnered"
"10068",33,"European","Married/Partnered"
"10071",34,"European","Married/Partnered"
"10072",38,"European","Married/Partnered"
"10073",28,"European","Married/Partnered"
"10077",53,"European","Single"
"10078",26,"European","Single"
"10079",26,"European","Married/Partnered"
"10080",33,"European","Married/Partnered"
"10081",28,"European","Single"
"10083",24,"European","Single"
"10084",32,"European","Married/Partnered"
"10085",27,"European","Single"
"10086",52,"European","Married/Partnered"
"10087",22,"European","Single"
"10088",38,"European","Married/Partnered"
"10089",35,"European","Married/Partnered"
"10090",39,"European","Single"
"10091",39,"European","Single"
"10092",33,"European","Married/Partnered"
"10093",34,"European","Married/Partnered"
"10094",21,"European","Single"
"10096",53,"European","Married/Partnered"
"10097",34,"European","Married/Partnered"
"10098",44,"European","Married/Partnered"
"10099",33,"European","Married/Partnered"
"10100",28,"European","Married/Partnered"
"10101",56,"European","Married/Partnered"
"10102",57,"European","Married/Partnered"
"10103",52,"European","Married/Partnered"
"10104",46,"European","Married/Partnered"
"10105",46,"European","Married/Partnered"
"10106",20,"European","Single"
"10109",53,"European","Married/Partnered"
"10110",41,"European","Married/Partnered"
"10111",35,"European","Married/Partnered"
"10112",46,"European","Married/Partnered"
"10113",55,"European","Divorced/Separated"
"10114",35,"European","Married/Partnered"
"10115",50,"European","Married/Partnered"
"10116",56,"European","Married/Partnered"
"10117",47,"European","Married/Partnered"
"10118",23,"European","Single"
"10119",52,"European","Married/Partnered"
"10120",24,"European","Single"
"10122",53,"European","Married/Partnered"
"10123",28,"European","Single"
"10126",19,"European","Single"
"10128",49,"European","Married/Partnered"
"10129",27,"European","Married/Partnered"
"10130",37,"European","Divorced/Separated"
"10131",37,"European","Married/Partnered"
"10132",41,"European","Married/Partnered"
"10133",32,"European","Married/Partnered"
"10134",47,"European","Divorced/Separated"
"10136",44,"European","Married/Partnered"
"10137",36,"European","Married/Partnered"
"10138",52,"European","Married/Partnered"
"10141",38,"European","Married/Partnered"
"10142",44,"European","Married/Partnered"
"10143",47,"European","Married/Partnered"
"10144",33,"European","Married/Partnered"
"10145",58,"European","Married/Partnered"
"10146",29,"European","Married/Partnered"
"10147",48,"European","Married/Partnered"
"10148",37,"European","Married/Partnered"
"10151",50,"European","Married/Partnered"
"10152",53,"European","Married/Partnered"
"10155",55,"European","Married/Partnered"
"10156",32,"European","Married/Partnered"
"10158",26,"European","Married/Partnered"
"10160",60,"European","Married/Partnered"
"10162",58,"European","Married/Partnered"
"10164",23,"European","Married/Partnered"
"10166",32,"European","Married/Partnered"
"10170",30,"European","Married/Partnered"
"10171",45,"European","Married/Partnered"
"10172",46,"European","Married/Partnered"
"10173",59,"European","Married/Partnered"
"10174",45,"European","Married/Partnered"
"10175",54,"European","Married/Partnered"
"10176",36,"European","Married/Partnered"
"10177",29,"European","Married/Partnered"
"10179",44,"European","Married/Partnered"
"10180",20,"European","Single"
"10181",36,"European","Married/Partnered"
"10182",32,"European","Married/Partnered"
"10183",60,"European","Married/Partnered"
"10184",42,"European","Married/Partnered"
"10185",59,"European","Married/Partnered"
"10187",35,"European","Married/Partnered"
"10188",24,"European","Married/Partnered"
"10189",21,"European","Single"
"10190",22,"European","Single"
"10191",32,"European","Married/Partnered"
"10192",37,"European","Married/Partnered"
"10193",23,"European","Single"
"10196",52,"European","Married/Partnered"
"10197",45,"European","Divorced/Separated"
"10198",21,"European","Single"
"10200",34,"European","Married/Partnered"
"10201",44,"European","Married/Partnered"
"10202",48,"European","Married/Partnered"
"10203",26,"European","Single"
"10204",30,"European","Married/Partnered"
"10205",47,"European","Married/Partnered"
"10206",24,"European","Married/Partnered"
"10207",33,"European","Married/Partnered"
"10208",25,"European","Married/Partnered"
"10209",38,"European","Married/Partnered"
"10210",42,"European","Married/Partnered"
"10211",41,"European","Married/Partnered"
"10212",33,"European","Married/Partnered"
"10213",30,"European","Married/Partnered"
"10214",45,"European","Married/Partnered"
"10215",36,"European","Married/Partnered"
"10216",42,"European","Married/Partnered"
"10217",36,"European","Married/Partnered"
"10218",45,"European","Married/Partnered"
"10219",34,"European","Married/Partnered"
"10220",52,"European","Divorced/Separated"
"10221",53,"European","Married/Partnered"
"10223",25,"European","Divorced/Separated"
"10224",44,"European","Married/Partnered"
"10225",53,"European","Married/Partnered"
"10226",45,"European","Married/Partnered"
"10227",31,"European","Single"
"10228",23,"European","Single"
"10230",52,"European","Divorced/Separated"
"10231",35,"European","Married/Partnered"
"10232",45,"European","Divorced/Separated"
"10233",31,"European","Married/Partnered"
"10234",42,"European","Married/Partnered"
"10235",26,"European","Single"
"10240",43,"European","Married/Partnered"
"10241",47,"European","Married/Partnered"
"10243",31,"European","Married/Partnered"
"10244",48,"European","Married/Partnered"
"10245",41,"European","Married/Partnered"
"10247",42,"European","Married/Partnered"
"10248",24,"European","Single"
"10250",48,"European","Married/Partnered"
"10251",40,"European","Single"
"10257",36,"European","Married/Partnered"
"10258",45,"European","Married/Partnered"
"10259",52,"European","Married/Partnered"
"10260",29,"European","Married/Partnered"
"10261",52,"European","Single"
"10262",52,"European","Married/Partnered"
"10263",34,"European","Married/Partnered"
"10265",45,"European","Married/Partnered"
"10266",47,"European","Married/Partnered"
"10267",26,"European","Married/Partnered"
"10268",26,"European","Married/Partnered"
"10269",48,"European","Married/Partnered"
"10270",32,"European","Married/Partnered"
"10271",26,"European","Single"
"10272",48,"European","Married/Partnered"
"10274",37,"European","Married/Partnered"
"10276",27,"European","Single"
"10277",38,"European","Single"
"10278",59,"European","Married/Partnered"
"10279",20,"European","Single"
"10280",55,"European","Married/Partnered"
"10281",50,"European","Married/Partnered"
"10282",52,"European","Married/Partnered"
"10284",32,"European","Married/Partnered"
"10285",45,"European","Married/Partnered"
"10286",42,"European","Married/Partnered"
"10287",62,"European","Married/Partnered"
"10288",33,"European","Single"
"10289",24,"European","Single"
"10291",22,"European","Single"
"10292",35,"European","Married/Partnered"
"10294",32,"European","Married/Partnered"
"10295",22,"European","Single"
"10296",27,"European","Divorced/Separated"
"10297",40,"European","Married/Partnered"
"10298",60,"European","Married/Partnered"
"10299",53,"European","Single"
"10300",35,"European","Married/Partnered"
"10301",40,"European","Single"
"10302",39,"European","Married/Partnered"
"10303",28,"European","Single"
"10304",49,"European","Married/Partnered"
"10305",23,"European","Single"
"10307",53,"European","Married/Partnered"
"10308",20,"European","Single"
"10309",35,"European","Married/Partnered"
"10310",50,"European","Married/Partnered"
"10311",32,"European","Married/Partnered"
"10312",40,"European","Married/Partnered"
"10313",31,"European","Married/Partnered"
"10315",26,"European","Married/Partnered"
"10316",56,"European","Married/Partnered"
"10317",36,"European","Married/Partnered"
"10318",25,"European","Married/Partnered"
"10320",47,"European","Married/Partnered"
"10321",45,"European","Married/Partnered"
"10322",30,"European","Married/Partnered"
"10323",37,"European","Married/Partnered"
"10324",55,"European","Married/Partnered"
"10325",86,"European","Married/Partnered"
"10326",36,"European","Married/Partnered"
"10328",48,"European","Married/Partnered"
"10330",37,"European","Married/Partnered"
"10331",57,"European","Married/Partnered"
"10332",44,"European","Married/Partnered"
"10333",49,"European","Married/Partnered"
"10334",22,"European","Married/Partnered"
"10335",54,"European","Married/Partnered"
"10336",50,"European","Married/Partnered"
"10337",48,"European","Married/Partnered"
"10338",25,"European","Married/Partnered"
"10339",26,"European","Divorced/Separated"
"10340",23,"European","Single"
"10341",40,"European","Married/Partnered"
"10342",35,"European","Married/Partnered"
"10343",53,"European","Married/Partnered"
"10344",51,"European","Married/Partnered"
"10346",42,"European","Single"
"10347",50,"European","Married/Partnered"
"10348",54,"European","Married/Partnered"
"10349",48,"European","Married/Partnered"
"10350",54,"European","Married/Partnered"
"10351",37,"European","Married/Partnered"
"10352",45,"European","Married/Partnered"
"10353",55,"European","Married/Partnered"
"10354",46,"European","Married/Partnered"
"10355",36,"European","Married/Partnered"
"10356",44,"European","Married/Partnered"
"10358",52,"European","Married/Partnered"
"10359",43,"European","Married/Partnered"
"10361",34,"European","Married/Partnered"
"10362",43,"European","Married/Partnered"
"10363",38,"European","Married/Partnered"
"10364",36,"European","Married/Partnered"
"10365",25,"European","Single"
"10366",27,"European","Married/Partnered"
"10367",19,"European","Single"
"10368",37,"European","Married/Partnered"
"10369",42,"European","Married/Partnered"
"10370",36,"European","Married/Partnered"
"10371",51,"European","Married/Partnered"
"10372",39,"European","Married/Partnered"
"10373",37,"European","Married/Partnered"
"10374",46,"European","Married/Partnered"
"10375",35,"European","Married/Partnered"
"10376",43,"European","Married/Partnered"
"10380",46,"European","Divorced/Separated"
"10382",37,"European","Married/Partnered"
"10383",39,"European","Married/Partnered"
"10386",36,"European","Married/Partnered"
"10387",21,"European","Single"
"10388",26,"European","Married/Partnered"
