"","id","name","location","river","stationDescription","catchmentDescription","hydrometricArea","operator","haName","gridReference","stationType","catchmentArea","gdfStart","gdfEnd","farText","categories","altitude","sensitivity","lat","lon","Region","RecordedYears"
"1377","79002","Nith at Friars Carse","Friars Carse","Nith","Velocity-area station with cableway. Straight approach with sharp bend (with gravel bar) 150m below station which probably controls higher flows. Shallow section with gravel bed. Narrow floodplain on left bank, more extensive on right. Rating used from 1/1/05 - Nov 2009 is well gauged from 2 to 200 cumecs. Historic high flow gaugings to almost 500 cumecs provide a good fit to this rating. High flow event November 2009 thought to have remodelled low flow control; new rating produced in 2010 review to reflect this. Afton Res. has a minor influence on the flow regime.","Silurian shales and mudstones. Land use: hill pasture with mixed farming in the valley bottom.","79","Scottish Environment Protection Agency - South West","Nith","NX923851","Velocity-area",799,1957,2014,NA,"BENCHMARK,FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NHMP,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,TRENDS,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",19.8,7.6,55.1484862020297,-3.69146124599124,"Scotland",57
"1378","79003","Nith at Hall Bridge","Hall Bridge","Nith","Velocity-area station. All flows contained by bridge opening below station which is likely high flow control. Low flows controlled by riffles near bridge. Straight and uniform approach. Largely natural with controlled storage of Afton Res. having occasional significant effect. Ratings extrapolated above 2.0m (approx. 65 cumecs), and rating above 10 cumecs is believed to have shifted considerably since mid 2006 to now over-predict flows. High flows since this time should therefore be treated with caution.","Silurain shales and Coal Measures overlain by, predominantly, Boulder Clay with Peat in the headwaters. Upland catchment supporting pasture and rough grazing; some forest cover.","79","Scottish Environment Protection Agency - South West","Nith","NS684129","Velocity-area",155,1959,2014,NA,"BENCHMARK,FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",173,33.2,55.3923477063277,-4.07923433031325,"Scotland",55
"1379","79004","Scar Water at Capenoch","Capenoch","Scar Water","Velocity-area station with cableway. Control of pre-cast concrete sections installed during winter of 1986/7 replacing earlier 1981 gabion control. Fairly straight gravel bedded reach. Well confined for all but extreme flows. Rating applied since 17/01/03 is based on gaugings between 0.1 and 35 cumecs; historical gaugings provide confidence in rating up to 130 cumecs. 1984 Jul-Aug flows are under review. Natural regime.","Silurian shales and mudstones with approx. 40% overlain by superficial deposits, mainly Boulder Clay. Land use: predominantly pasture with some wood cover.","79","Scottish Environment Protection Agency - South West","Nith","NX845940","Velocity-area",142,1963,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",48.5,16.9,55.2266609103432,-3.81742137490745,"Scotland",51
"1380","79005","Cluden Water at Fiddlers Ford","Fiddlers Ford","Cluden Water","Velocity-area station with cableway under natural channel control. Straight reach with gravel bed. Ratings gauged up to 2.4m (121 cumecs). No problems at high flows. High stability. Contains Glenkin Res. 1-2% of flows abstracted.","Silurian shales and mudstones in upper catchment; Permian basal breccias, s'sts and mudstones in lower catchment. More than 50% of catchment overlain by superficial deposits; predominantly Boulder Clay with some sands and gravels. Landuse mainly pasture giving way to rough grazing on higher ground with some forestry.","79","Scottish Environment Protection Agency - South West","Nith","NX928795","Velocity-area",238,1963,2014,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",22.9,13.8,55.098295081658,-3.68150401649955,"Scotland",51
"1381","79006","Nith at Drumlanrig","Drumlanrig","Nith","Velocity-area station on long straight reach at a particularly well confined site. Cableway. Gravel and rock bed. Natural channel control. Highest known gauging 3.3m (353 cumecs; about QMED). Sensibly natural flow regime. Afton Reservoir has small influence.","Mostly upland catchment. Silurian shales and mudstones; approx. 2/3 overlain by superficial deposits, predominately Boulder Clay with peat in the headwaters. Mixed farming and pasture in valley bottom; rough grazing, moorland and forestry in upland areas.","79","Scottish Environment Protection Agency - South West","Nith","NX857993","Velocity-area",471,1967,2014,NA,"FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",52.2,6,55.2745415309161,-3.8007171461423,"Scotland",47
"1382","79007","Lochar Water at Kirkblain Bridge","Kirkblain Bridge","Lochar Water","Velocity-area station; natural channel control. Short, straight reach below sharp bend and road bridge. Flood flows contained by bridge used for gauging. Muddy bed. Summer flows badly affected by weed growth. River management scheme and tides affect flow regime (river dredged to beyond tidal limit, treat 1997 flows with extreme caution). HIF record dubious, frequent gaugings undertaken to enable recalibration. Station closed January 2009.","Natural low lying catchment draining Lochar Moss, overlying Permian s'st aquifer. Headwaters drain Silurian shales. More than 90% of catchment overlain by mixed superficial deposits. Land use mixed farming and pasture with some forestry.","79","Scottish Environment Protection Agency - South West","Nith","NY026695","Velocity-area",125,1992,2008,"N: Natural to within 10% at the 95 percentile flow.","HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",8,NA,55.0104892083032,-3.52457067002826,"Scotland",16
"1383","80001","Urr at Dalbeattie","Dalbeattie","Urr","Velocity-area station with cableway located between two sharp bends. Gravel and rock bar forms low flow control. Highest gauging at 3.1m (120 cumecs; ~1.3QMED). Occasional tidal peaks recorded.","Low-lying catchment. Silurian shales and greywackes with granite intrusion in Dalbeattie area. Extensively covered by Boulder Clay. Land use: pasture, hill grazing and forestry.","80","Scottish Environment Protection Agency - South West","Dee (Galloway)","NX821610","Velocity-area",199,1963,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_POOLING,FEH_QMED,FRIEND-EWA,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",10.3,9.6,54.929708355907,-3.84146135225979,"Scotland",51
"1384","80002","Dee at Glenlochar","Glenlochar","Dee","Velocity-area station with cableway on gentle bend about 500m d/s of Glenlochar Barrage. All flows contained at section. Gravel bed with some large boulders. Lowest station on highly regulated river: distribution of flows controlled by Glenlochar Barrage feeding Glenlec HEP station.","Ordovician and Silurian shales and greywackes, with two major granitic intrusions. Glacial drift deposits on lower ground. Scenic catchment with rugged peaks and extensive afforestation giving way to rolling lowland pastures.","80","Scottish Environment Protection Agency - South West","Dee (Galloway)","NX733641","Velocity-area",809,1977,2014,"H: Regulation for hydro-electric power.","HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",42.6,10.8,54.9553915436861,-3.98007320603702,"Scotland",37
"1385","80003","White Laggan Burn at Loch Dee","Loch Dee","White Laggan Burn","Velocity-area station. Informal wooden asymmetrical Flat V weir controls most flows. Occasional backwater effects from Loch Dee after prolonged wet periods. Icing affects data in Jan, Nov, Dec 2010. Gauge on long straight section with gravel bed and low grassy banks. Bypassing may occur above 1.2m through forest drainage channels. Highest known gauging 1.3m (6.7 cumecs).","Very wet rugged upland catchment. Lower catchment Loch Doon Granite; mid catchment metamorphosed country rocks giving way to unaltered Ordovician and Silurian shales and greywackes to the S. Land use is mainly grassland and forestry.","80","Scottish Environment Protection Agency - South West","Dee (Galloway)","NX467781","Velocity-area",5.7,1980,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_QMED,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",226,44.4,55.0736165144974,-4.40259577176811,"Scotland",34
"1386","80004","Green Burn at Loch Dee","Loch Dee","Green Burn","Velocity-area station with an informal timber control. Uncertainty in high flows due to considerable degree of scatter in rating about c0.5 cumecs, caused by changes in channel form and control. Icing of control and stilling well evident in Jan, Nov, Dec 2010. Natural flow regime.","Very wet, moderate relief, moorland catchment. Impermeable bedrock (large granitic component) with some peat on lower slopes. Extensive young coniferous plantations.","80","Scottish Environment Protection Agency - South West","Dee (Galloway)","NX480790","Velocity-area",2.6,1983,2014,"N: Natural to within 10% at the 95 percentile flow.","HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",228,18.7,55.0820968077619,-4.38273477839059,"Scotland",31
"1387","80005","Dargall Lane at Loch Dee","Loch Dee","Dargall Lane","Velocity-area station; natural river section with boulder control. Reasonable approach, gauged by wading. Freezing of stilling well is evident in hydrograph for Jan, Nov, Dec 2010 (when the burn itself was noted to be frozen). Natural flow regime (note: true rainfall may be underestimated).","Very wet catchment. High relief moorland catchment. Impermeable bedrock (large granitic component) with some Boulder Clay cover on lower slopes.","80","Scottish Environment Protection Agency - South West","Dee (Galloway)","NX450787","Velocity-area",2.1,1983,2014,"N: Natural to within 10% at the 95 percentile flow.","FUTURE_FLOWS,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",259,30.6,55.0784752765772,-4.42952207496418,"Scotland",31
"1388","80006","Blackwater at Loch Dee","Loch Dee","Blackwater","Velocity-area station on outflow from Loch Dee. Gravel bed, natural channel control. Flood flows overbank from approx 1.0m stage / 2.5 cumecs although the current rating puts this at 1.181m / c3.5 cumecs. Confidence in the rating is backed by gaugings up to c2.5 cumecs, diminishes beyond this point, and is unreliable above 5.5 cumecs. Flows from Mar 2002 reprocessed in 2012.","Rugged moorland upland catchment on granite and Silurian shales. Boulder Clay and shallow peat on lower slopes. Some forestry.","80","Scottish Environment Protection Agency - South West","Dee (Galloway)","NX478796","Velocity-area",15.6,1983,2014,"N: Natural to within 10% at the 95 percentile flow.","HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",229,NA,55.0874224321422,-4.38618581020451,"Scotland",31
"1389","81001","Penwhirn Burn at Penwhirn Reservoir","Penwhirn Reservoir","Penwhirn Burn","Compound V notch and rectangular weir below Penwhirn Reservoir, measures compensation flows and spillage.","","81","Dumfries and Galloway Regional Council (Department of Water and Sewerage)","Cree Group","NX128694","Rectangular thin-plate weir",18.2,1965,1968,"S: Reservoir(s) in catchment affect runoff.","HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",151,NA,54.9839143914115,-4.92714853295721,"Scotland",3
"1390","81002","Cree at Newton Stewart","Newton Stewart","Cree","Velocity-area station located on long, reasonably straight, gravel bedded reach. Cableway. Channel control but gravel riffle 50m below site controls lower flows.","Natural catchment with a few small lochs, moorland and approx. 40% forestry. Impermeable bedrock with approx. 50% overlain by superficial deposits.","81","Scottish Environment Protection Agency - South West","Cree Group","NX412653","Velocity-area",368,1963,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NHMP,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",4.8,7.6,54.9569730232759,-4.48153895265874,"Scotland",51
"1391","81003","Luce at Airyhemming","Airyhemming","Luce","Velocity-area station on long straight and uniform reach with wooded banks. Natural channel control. Cableway. Ratings extrapolated above 2.8m (188 cumecs). Penwhirn Reservoir abstractions constitute approx. 2% of flows.","Predominantly lowland catchment. Bedrock Silurian shales and greywackes with extensive peat cover. Natural moorland catchment draining westerly end of Southern Uplands. Landuse mainly hill grazing and forest cover (approx. 15%).","81","Scottish Environment Protection Agency - South West","Cree Group","NX180599","Velocity-area",171,1967,2014,NA,"FEH_POOLING,FEH_QMED,FRIEND-EWA,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",19,15.4,54.9005777186142,-4.83997319069197,"Scotland",47
"1392","81004","Bladnoch at Low Malzie","Low Malzie","Bladnoch","Velocity-area station on straight reach in a meandering section of river situated in pastures. Long cableway ensures flows over berms gauged. Weedy islands below gauge. Natural control.","Lowland catchment. Impermeable bedrock (Silurian shales and greywackes) overlain by Boulder Clay and substantial areas of peat. Land use; grassland and forestry; significant number of lochs.","81","Scottish Environment Protection Agency - South West","Cree Group","NX382544","Velocity-area",334,1977,2014,"N: Natural to within 10% at the 95 percentile flow.","HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",11.3,21.5,54.8581529020489,-4.52221090459291,"Scotland",37
"1393","81005","Piltanton Burn at Barsolus","Barsolus","Piltanton Burn","Artificial channel maintained by statutory drainage scheme. Station utilises check weir as control to low flows. Flood flows generally contained. Cableway. Major weed growth problems requiring complicated rating (not yet applied to 1997 dmfs, treat with caution). Very poor high flow rating. Some abstraction may take place.","Lowland catchment. Ordovician shales and greywackes; approx. 80% overlain by superficial deposits. Land use: grassland & arable; a little forestry in upper catchment.","81","Scottish Environment Protection Agency - South West","Cree Group","NX106563","Velocity-area",34.2,1985,2011,"N: Natural to within 10% at the 95 percentile flow.","HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",6.2,28,54.8655194672183,-4.95284939383526,"Scotland",26
"1394","81006","Water of Minnoch at Minnoch Bridge","Minnoch Bridge","Water of Minnoch","Velocity-area station on straight reach with gravel bed below steep rocky section. Cableway spans across low rh floodbank - which is occasionally breached.","Natural catchment including rugged uplands. Impermeable bedrock (Ordovician shales and greywackes) overlain with superficial deposits. Extensive forestry (Glentrool Forest); several lochs.","81","Scottish Environment Protection Agency - South West","Cree Group","NX362746","Velocity-area",141,1986,2014,"N: Natural to within 10% at the 95 percentile flow.","HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",27.4,24,55.0388427618917,-4.56486302860427,"Scotland",28
"1395","81007","Water of Fleet at Rusko","Rusko","Water of Fleet","Velocity-area station on short straight reach with gravel bed and gravel shoal control. Flows well contained with help from rh floodbank. New rating applied since 10/10/2008 when a flood event resulted in control change.","Predominatly low-lying catchment. Impermeable bedrock (Silurian shales with granitic intrusion which forms highest point in catchment at Cairnsmore of Fleet); overlain with superficial deposits. Rugged moorland catchment with extensive forestry.","81","Scottish Environment Protection Agency - South West","Cree Group","NX591589","Velocity-area",77,1988,2014,"N: Natural to within 10% at the 95 percentile flow.","FUTURE_FLOWS,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",7.6,6,54.9048855594837,-4.19909655628697,"Scotland",26
