"","Saison","Spieltag","Datum","Anpfiff","Heim","Gast","Tore.Heim","Tore.Gast","Tore.Heim.Halbzeit","Tore.Gast.Halbzeit"
"9544","1994/1995",13,1994-11-12,"15:30","FC Bayern Muenchen","FC Schalke 04",2,0,0,0
"9545","1994/1995",13,1994-11-13,"18:00","Hamburger SV","TSV 1860 Muenchen",3,0,1,0
"9546","1994/1995",14,1994-11-18,"20:00","1. FC Koeln","Hamburger SV",1,1,1,0
"9547","1994/1995",14,1994-11-18,"20:00","FC Schalke 04","Dynamo Dresden",4,0,2,0
"9548","1994/1995",14,1994-11-19,"15:30","Borussia Dortmund","SC Freiburg",1,1,0,0
"9549","1994/1995",14,1994-11-19,"15:30","Eintracht Frankfurt","Borussia Moenchengladbach",2,1,0,0
"9550","1994/1995",14,1994-11-19,"15:30","1. FC Kaiserslautern","MSV Duisburg",1,0,0,0
"9551","1994/1995",14,1994-11-19,"15:30","Karlsruher SC","FC Bayern Muenchen",2,2,0,0
"9552","1994/1995",14,1994-11-19,"15:30","TSV 1860 Muenchen","Bayer Leverkusen",1,1,0,0
"9553","1994/1995",14,1994-11-19,"15:30","VfB Stuttgart","VfL Bochum",2,2,1,1
"9554","1994/1995",14,1994-11-19,"15:30","KFC Uerdingen 05","SV Werder Bremen",1,3,0,2
"9555","1994/1995",15,1994-11-25,"20:00","VfL Bochum","KFC Uerdingen 05",2,1,1,0
"9556","1994/1995",15,1994-11-25,"20:00","SV Werder Bremen","FC Schalke 04",2,1,0,0
"9557","1994/1995",15,1994-11-26,"15:30","Dynamo Dresden","Karlsruher SC",1,1,0,0
"9558","1994/1995",15,1994-11-26,"15:30","SC Freiburg","VfB Stuttgart",2,0,0,0
"9559","1994/1995",15,1994-11-26,"15:30","Hamburger SV","1. FC Kaiserslautern",0,0,0,0
"9560","1994/1995",15,1994-11-26,"15:30","1. FC Koeln","TSV 1860 Muenchen",2,1,0,0
"9561","1994/1995",15,1994-11-26,"15:30","Borussia Moenchengladbach","Borussia Dortmund",3,3,1,3
"9562","1994/1995",15,1994-11-26,"15:30","FC Bayern Muenchen","Bayer Leverkusen",2,1,1,1
"9563","1994/1995",15,1994-11-27,"18:00","MSV Duisburg","Eintracht Frankfurt",1,0,1,0
"9564","1994/1995",16,1994-12-02,"20:00","Borussia Dortmund","MSV Duisburg",1,0,1,0
"9565","1994/1995",16,1994-12-02,"20:00","1. FC Kaiserslautern","TSV 1860 Muenchen",1,1,0,0
"9566","1994/1995",16,1994-12-03,"15:30","Eintracht Frankfurt","Hamburger SV",2,0,1,0
"9567","1994/1995",16,1994-12-03,"15:30","Karlsruher SC","SV Werder Bremen",3,1,1,1
"9568","1994/1995",16,1994-12-03,"15:30","Bayer Leverkusen","1. FC Koeln",3,1,2,1
"9569","1994/1995",16,1994-12-03,"15:30","FC Bayern Muenchen","Dynamo Dresden",2,1,0,0
"9570","1994/1995",16,1994-12-03,"15:30","VfB Stuttgart","Borussia Moenchengladbach",2,4,2,0
"9571","1994/1995",16,1994-12-03,"15:30","KFC Uerdingen 05","SC Freiburg",0,2,0,1
"9572","1994/1995",16,1994-12-04,"18:00","FC Schalke 04","VfL Bochum",3,2,2,1
"9573","1994/1995",17,1994-11-29,"20:00","VfL Bochum","Karlsruher SC",0,1,0,1
"9574","1994/1995",17,1994-11-29,"20:00","1. FC Koeln","1. FC Kaiserslautern",0,1,0,1
"9575","1994/1995",17,1994-11-29,"20:00","Borussia Moenchengladbach","KFC Uerdingen 05",1,0,1,0
"9576","1994/1995",17,1994-12-09,"19:30","SC Freiburg","FC Schalke 04",3,0,1,0
"9577","1994/1995",17,1994-12-10,"15:30","SV Werder Bremen","FC Bayern Muenchen",0,0,0,0
"9578","1994/1995",17,1994-12-10,"15:30","Dynamo Dresden","Bayer Leverkusen",1,1,0,0
"9579","1994/1995",17,1994-12-10,"15:30","MSV Duisburg","VfB Stuttgart",2,0,0,0
"9580","1994/1995",17,1994-12-10,"15:30","Hamburger SV","Borussia Dortmund",0,4,0,0
"9581","1994/1995",17,1994-12-10,"15:30","TSV 1860 Muenchen","Eintracht Frankfurt",2,1,1,0
"9582","1994/1995",18,1995-02-17,"19:30","MSV Duisburg","KFC Uerdingen 05",2,0,1,0
"9583","1994/1995",18,1995-02-17,"20:00","SC Freiburg","Karlsruher SC",2,1,1,1
"9584","1994/1995",18,1995-02-17,"20:00","1. FC Koeln","Eintracht Frankfurt",3,0,1,0
"9585","1994/1995",18,1995-02-18,"15:30","VfL Bochum","FC Bayern Muenchen",1,2,0,1
"9586","1994/1995",18,1995-02-18,"15:30","SV Werder Bremen","Dynamo Dresden",1,0,1,0
"9587","1994/1995",18,1995-02-18,"15:30","Hamburger SV","VfB Stuttgart",0,2,0,2
"9588","1994/1995",18,1995-02-18,"15:30","1. FC Kaiserslautern","Bayer Leverkusen",1,0,0,0
"9589","1994/1995",18,1995-02-18,"15:30","Borussia Moenchengladbach","FC Schalke 04",0,1,0,0
"9590","1994/1995",18,1995-02-18,"15:30","TSV 1860 Muenchen","Borussia Dortmund",1,5,0,1
"9591","1994/1995",19,1995-02-24,"20:00","Dynamo Dresden","VfL Bochum",0,2,0,1
"9592","1994/1995",19,1995-02-24,"20:00","KFC Uerdingen 05","Hamburger SV",4,1,3,1
"9593","1994/1995",19,1995-02-25,"15:30","Borussia Dortmund","1. FC Koeln",2,1,2,0
"9594","1994/1995",19,1995-02-25,"15:30","Eintracht Frankfurt","1. FC Kaiserslautern",1,3,0,0
"9595","1994/1995",19,1995-02-25,"15:30","Bayer Leverkusen","SV Werder Bremen",1,2,1,1
"9596","1994/1995",19,1995-02-25,"15:30","FC Bayern Muenchen","SC Freiburg",2,2,1,2
"9597","1994/1995",19,1995-02-25,"15:30","FC Schalke 04","MSV Duisburg",0,0,0,0
"9598","1994/1995",19,1995-02-25,"15:30","VfB Stuttgart","TSV 1860 Muenchen",1,1,1,1
"9599","1994/1995",19,1995-02-26,"18:00","Karlsruher SC","Borussia Moenchengladbach",2,4,1,1
"9600","1994/1995",20,1995-03-03,"19:30","MSV Duisburg","Karlsruher SC",0,0,0,0
"9601","1994/1995",20,1995-03-03,"20:00","VfL Bochum","SV Werder Bremen",1,3,1,2
"9602","1994/1995",20,1995-03-04,"15:30","Eintracht Frankfurt","Bayer Leverkusen",2,0,0,0
"9603","1994/1995",20,1995-03-04,"15:30","SC Freiburg","Dynamo Dresden",3,1,2,1
"9604","1994/1995",20,1995-03-04,"15:30","Hamburger SV","FC Schalke 04",3,0,1,0
"9605","1994/1995",20,1995-03-04,"15:30","1. FC Kaiserslautern","Borussia Dortmund",1,0,1,0
"9606","1994/1995",20,1995-03-04,"15:30","Borussia Moenchengladbach","FC Bayern Muenchen",2,2,1,1
"9607","1994/1995",20,1995-03-05,"18:00","1. FC Koeln","VfB Stuttgart",1,0,0,0
"9608","1994/1995",20,1995-03-21,"20:00","TSV 1860 Muenchen","KFC Uerdingen 05",1,1,0,1
"9609","1994/1995",21,1995-03-10,"20:00","SV Werder Bremen","SC Freiburg",5,1,3,0
"9610","1994/1995",21,1995-03-10,"20:00","FC Bayern Muenchen","MSV Duisburg",1,1,1,0
"9611","1994/1995",21,1995-03-11,"15:30","Borussia Dortmund","Eintracht Frankfurt",1,1,1,1
"9612","1994/1995",21,1995-03-11,"15:30","Dynamo Dresden","Borussia Moenchengladbach",0,3,0,1
"9613","1994/1995",21,1995-03-11,"15:30","Karlsruher SC","Hamburger SV",2,0,1,0
"9614","1994/1995",21,1995-03-11,"15:30","Bayer Leverkusen","VfL Bochum",1,3,0,3
"9615","1994/1995",21,1995-03-11,"15:30","VfB Stuttgart","1. FC Kaiserslautern",2,2,1,0
"9616","1994/1995",21,1995-03-11,"15:30","KFC Uerdingen 05","1. FC Koeln",0,0,0,0
"9617","1994/1995",21,1995-03-12,"18:00","FC Schalke 04","TSV 1860 Muenchen",6,2,3,0
"9618","1994/1995",22,1995-03-17,"20:00","1. FC Kaiserslautern","KFC Uerdingen 05",1,1,1,1
"9619","1994/1995",22,1995-03-17,"20:00","Borussia Moenchengladbach","SV Werder Bremen",2,0,0,0
"9620","1994/1995",22,1995-03-18,"15:30","Borussia Dortmund","Bayer Leverkusen",0,3,0,1
"9621","1994/1995",22,1995-03-18,"15:30","Eintracht Frankfurt","VfB Stuttgart",2,2,0,1
"9622","1994/1995",22,1995-03-18,"15:30","SC Freiburg","VfL Bochum",1,2,0,1
"9623","1994/1995",22,1995-03-18,"15:30","Hamburger SV","FC Bayern Muenchen",1,1,0,0
"9624","1994/1995",22,1995-03-18,"15:30","1. FC Koeln","FC Schalke 04",5,1,3,1
"9625","1994/1995",22,1995-03-18,"15:30","TSV 1860 Muenchen","Karlsruher SC",1,0,1,0
"9626","1994/1995",22,1995-03-19,"18:00","MSV Duisburg","Dynamo Dresden",1,1,1,0
"9627","1994/1995",23,1995-03-24,"20:00","SV Werder Bremen","MSV Duisburg",5,1,3,0
"9628","1994/1995",23,1995-03-24,"20:00","Bayer Leverkusen","SC Freiburg",2,4,1,2
"9629","1994/1995",23,1995-03-24,"20:00","KFC Uerdingen 05","Eintracht Frankfurt",1,1,0,0
"9630","1994/1995",23,1995-03-25,"15:30","VfL Bochum","Borussia Moenchengladbach",0,2,0,1
"9631","1994/1995",23,1995-03-25,"15:30","Dynamo Dresden","Hamburger SV",1,1,0,0
"9632","1994/1995",23,1995-03-25,"15:30","Karlsruher SC","1. FC Koeln",0,0,0,0
"9633","1994/1995",23,1995-03-25,"15:30","FC Bayern Muenchen","TSV 1860 Muenchen",1,0,1,0
"9634","1994/1995",23,1995-03-25,"15:30","FC Schalke 04","1. FC Kaiserslautern",0,1,0,1
"9635","1994/1995",23,1995-03-25,"15:30","VfB Stuttgart","Borussia Dortmund",0,0,0,0
"9636","1994/1995",24,1995-03-31,"19:30","MSV Duisburg","VfL Bochum",3,1,1,1
"9637","1994/1995",24,1995-03-31,"20:00","Eintracht Frankfurt","FC Schalke 04",0,3,0,0
"9638","1994/1995",24,1995-04-01,"15:30","Borussia Dortmund","KFC Uerdingen 05",3,1,1,0
"9639","1994/1995",24,1995-04-01,"15:30","1. FC Kaiserslautern","Karlsruher SC",0,0,0,0
"9640","1994/1995",24,1995-04-01,"15:30","1. FC Koeln","FC Bayern Muenchen",3,1,1,1
"9641","1994/1995",24,1995-04-01,"15:30","Borussia Moenchengladbach","SC Freiburg",1,2,1,2
"9642","1994/1995",24,1995-04-01,"15:30","TSV 1860 Muenchen","Dynamo Dresden",3,1,1,0
"9643","1994/1995",24,1995-04-01,"15:30","VfB Stuttgart","Bayer Leverkusen",4,2,2,2
"9644","1994/1995",24,1995-04-02,"18:00","Hamburger SV","SV Werder Bremen",0,0,0,0
"9645","1994/1995",25,1995-04-07,"20:00","VfL Bochum","Hamburger SV",0,0,0,0
"9646","1994/1995",25,1995-04-07,"20:00","KFC Uerdingen 05","VfB Stuttgart",4,1,2,0
"9647","1994/1995",25,1995-04-08,"15:30","Dynamo Dresden","1. FC Koeln",1,3,1,0
"9648","1994/1995",25,1995-04-08,"15:30","SC Freiburg","MSV Duisburg",3,0,2,0
"9649","1994/1995",25,1995-04-08,"15:30","Karlsruher SC","Eintracht Frankfurt",1,1,1,0
"9650","1994/1995",25,1995-04-08,"15:30","Bayer Leverkusen","Borussia Moenchengladbach",3,1,1,0
"9651","1994/1995",25,1995-04-08,"15:30","FC Bayern Muenchen","1. FC Kaiserslautern",1,1,1,1
"9652","1994/1995",25,1995-04-08,"15:30","FC Schalke 04","Borussia Dortmund",0,0,0,0
"9653","1994/1995",25,1995-04-09,"18:00","SV Werder Bremen","TSV 1860 Muenchen",2,0,0,0
"9654","1994/1995",26,1995-04-13,"20:00","Borussia Dortmund","Karlsruher SC",2,1,0,1
"9655","1994/1995",26,1995-04-13,"20:00","Hamburger SV","SC Freiburg",1,2,1,1
"9656","1994/1995",26,1995-04-13,"20:00","KFC Uerdingen 05","Bayer Leverkusen",0,1,0,1
"9657","1994/1995",26,1995-04-15,"15:30","MSV Duisburg","Borussia Moenchengladbach",0,2,0,1
"9658","1994/1995",26,1995-04-15,"15:30","1. FC Kaiserslautern","Dynamo Dresden",3,1,1,0
"9659","1994/1995",26,1995-04-15,"15:30","1. FC Koeln","SV Werder Bremen",1,1,0,0
"9660","1994/1995",26,1995-04-15,"15:30","VfB Stuttgart","FC Schalke 04",1,1,0,0
"9661","1994/1995",26,1995-04-16,"18:00","TSV 1860 Muenchen","VfL Bochum",4,0,3,0
"9662","1994/1995",26,1995-04-15,"15:30","Eintracht Frankfurt","FC Bayern Muenchen",2,0,NA,NA
"9663","1994/1995",27,1995-04-21,"20:00","VfL Bochum","1. FC Koeln",1,0,0,0
"9664","1994/1995",27,1995-04-21,"20:00","Karlsruher SC","VfB Stuttgart",3,1,3,0
"9665","1994/1995",27,1995-04-21,"20:00","Borussia Moenchengladbach","Hamburger SV",2,1,1,0
"9666","1994/1995",27,1995-04-22,"15:30","SV Werder Bremen","1. FC Kaiserslautern",2,2,0,2
"9667","1994/1995",27,1995-04-22,"15:30","Dynamo Dresden","Eintracht Frankfurt",1,2,1,0
"9668","1994/1995",27,1995-04-22,"15:30","SC Freiburg","TSV 1860 Muenchen",1,1,0,1
"9669","1994/1995",27,1995-04-22,"15:30","Bayer Leverkusen","MSV Duisburg",2,0,1,0
"9670","1994/1995",27,1995-04-22,"15:30","FC Bayern Muenchen","Borussia Dortmund",2,1,0,0
"9671","1994/1995",27,1995-04-22,"15:30","FC Schalke 04","KFC Uerdingen 05",2,0,0,0
"9672","1994/1995",28,1995-04-28,"20:00","Hamburger SV","MSV Duisburg",3,0,1,0
"9673","1994/1995",28,1995-04-28,"20:00","1. FC Koeln","SC Freiburg",2,0,1,0
"9674","1994/1995",28,1995-04-29,"15:30","Borussia Dortmund","Dynamo Dresden",2,0,0,0
"9675","1994/1995",28,1995-04-29,"15:30","1. FC Kaiserslautern","VfL Bochum",3,1,2,0
"9676","1994/1995",28,1995-04-29,"15:30","TSV 1860 Muenchen","Borussia Moenchengladbach",2,0,1,0
"9677","1994/1995",28,1995-04-29,"15:30","FC Schalke 04","Bayer Leverkusen",3,2,0,0
"9678","1994/1995",28,1995-04-29,"15:30","VfB Stuttgart","FC Bayern Muenchen",0,2,0,1
"9679","1994/1995",28,1995-04-29,"15:30","KFC Uerdingen 05","Karlsruher SC",0,0,0,0
"9680","1994/1995",28,1995-04-30,"18:00","Eintracht Frankfurt","SV Werder Bremen",0,0,0,0
"9681","1994/1995",29,1995-05-05,"19:30","MSV Duisburg","TSV 1860 Muenchen",1,1,0,1
"9682","1994/1995",29,1995-05-05,"20:00","SC Freiburg","1. FC Kaiserslautern",4,1,1,1
"9683","1994/1995",29,1995-05-06,"15:30","VfL Bochum","Eintracht Frankfurt",0,1,0,1
"9684","1994/1995",29,1995-05-06,"15:30","Dynamo Dresden","VfB Stuttgart",1,1,0,0
"9685","1994/1995",29,1995-05-06,"15:30","Karlsruher SC","FC Schalke 04",2,2,1,1
"9686","1994/1995",29,1995-05-06,"15:30","Bayer Leverkusen","Hamburger SV",3,1,0,1
"9687","1994/1995",29,1995-05-06,"15:30","Borussia Moenchengladbach","1. FC Koeln",0,0,0,0
"9688","1994/1995",29,1995-05-06,"15:30","FC Bayern Muenchen","KFC Uerdingen 05",2,1,1,1
"9689","1994/1995",29,1995-05-07,"20:00","SV Werder Bremen","Borussia Dortmund",3,1,0,0
"9690","1994/1995",30,1995-05-12,"20:00","Karlsruher SC","Bayer Leverkusen",2,4,1,2
"9691","1994/1995",30,1995-05-12,"20:00","KFC Uerdingen 05","Dynamo Dresden",3,1,1,1
"9692","1994/1995",30,1995-05-13,"15:30","Borussia Dortmund","VfL Bochum",3,1,0,0
"9693","1994/1995",30,1995-05-13,"15:30","Eintracht Frankfurt","SC Freiburg",1,2,1,1
"9694","1994/1995",30,1995-05-13,"15:30","1. FC Kaiserslautern","Borussia Moenchengladbach",2,2,1,1
"9695","1994/1995",30,1995-05-13,"15:30","1. FC Koeln","MSV Duisburg",0,3,0,1
"9696","1994/1995",30,1995-05-13,"15:30","TSV 1860 Muenchen","Hamburger SV",1,1,1,0
"9697","1994/1995",30,1995-05-13,"15:30","VfB Stuttgart","SV Werder Bremen",1,4,0,2
"9698","1994/1995",30,1995-05-14,"18:00","FC Schalke 04","FC Bayern Muenchen",0,3,0,2
"9699","1994/1995",31,1995-05-19,"20:00","Hamburger SV","1. FC Koeln",0,4,0,3
"9700","1994/1995",31,1995-05-19,"20:00","Bayer Leverkusen","TSV 1860 Muenchen",0,2,0,1
"9701","1994/1995",31,1995-05-20,"15:30","VfL Bochum","VfB Stuttgart",4,0,2,0
"9702","1994/1995",31,1995-05-20,"15:30","SV Werder Bremen","KFC Uerdingen 05",6,1,2,0
"9703","1994/1995",31,1995-05-20,"15:30","Dynamo Dresden","FC Schalke 04",2,1,1,0
"9704","1994/1995",31,1995-05-20,"15:30","MSV Duisburg","1. FC Kaiserslautern",3,2,1,2
"9705","1994/1995",31,1995-05-20,"15:30","SC Freiburg","Borussia Dortmund",1,1,0,0
"9706","1994/1995",31,1995-05-20,"15:30","FC Bayern Muenchen","Karlsruher SC",0,1,0,1
"9707","1994/1995",31,1995-05-21,"18:00","Borussia Moenchengladbach","Eintracht Frankfurt",2,0,0,0
"9708","1994/1995",32,1995-05-26,"20:00","1. FC Kaiserslautern","Hamburger SV",4,1,1,1
"9709","1994/1995",32,1995-05-26,"20:00","TSV 1860 Muenchen","1. FC Koeln",2,1,2,0
"9710","1994/1995",32,1995-05-27,"15:30","Eintracht Frankfurt","MSV Duisburg",4,1,2,0
"9711","1994/1995",32,1995-05-27,"15:30","Karlsruher SC","Dynamo Dresden",5,3,2,2
"9712","1994/1995",32,1995-05-27,"15:30","Bayer Leverkusen","FC Bayern Muenchen",2,0,1,0
"9713","1994/1995",32,1995-05-27,"15:30","FC Schalke 04","SV Werder Bremen",4,2,2,0
"9714","1994/1995",32,1995-05-27,"15:30","VfB Stuttgart","SC Freiburg",1,0,1,0
"9715","1994/1995",32,1995-05-27,"15:30","KFC Uerdingen 05","VfL Bochum",2,1,0,0
"9716","1994/1995",32,1995-05-28,"20:00","Borussia Dortmund","Borussia Moenchengladbach",1,1,0,0
"9717","1994/1995",33,1995-06-10,"15:30","VfL Bochum","FC Schalke 04",5,1,2,1
"9718","1994/1995",33,1995-06-10,"15:30","SV Werder Bremen","Karlsruher SC",2,1,2,0
"9719","1994/1995",33,1995-06-10,"15:30","Dynamo Dresden","FC Bayern Muenchen",0,1,0,0
"9720","1994/1995",33,1995-06-10,"15:30","MSV Duisburg","Borussia Dortmund",2,3,1,0
"9721","1994/1995",33,1995-06-10,"15:30","SC Freiburg","KFC Uerdingen 05",1,0,0,0
"9722","1994/1995",33,1995-06-10,"15:30","Hamburger SV","Eintracht Frankfurt",3,1,0,0
"9723","1994/1995",33,1995-06-10,"15:30","1. FC Koeln","Bayer Leverkusen",3,3,0,1
"9724","1994/1995",33,1995-06-10,"15:30","Borussia Moenchengladbach","VfB Stuttgart",3,1,0,1
"9725","1994/1995",33,1995-06-10,"15:30","TSV 1860 Muenchen","1. FC Kaiserslautern",1,3,1,2
"9726","1994/1995",34,1995-06-17,"15:30","Borussia Dortmund","Hamburger SV",2,0,2,0
"9727","1994/1995",34,1995-06-17,"15:30","Eintracht Frankfurt","TSV 1860 Muenchen",3,1,2,0
"9728","1994/1995",34,1995-06-17,"15:30","1. FC Kaiserslautern","1. FC Koeln",3,1,1,0
"9729","1994/1995",34,1995-06-17,"15:30","Karlsruher SC","VfL Bochum",2,2,0,1
"9730","1994/1995",34,1995-06-17,"15:30","Bayer Leverkusen","Dynamo Dresden",2,2,1,0
"9731","1994/1995",34,1995-06-17,"15:30","FC Bayern Muenchen","SV Werder Bremen",3,1,2,1
"9732","1994/1995",34,1995-06-17,"15:30","FC Schalke 04","SC Freiburg",1,2,1,1
"9733","1994/1995",34,1995-06-17,"15:30","VfB Stuttgart","MSV Duisburg",3,1,1,0
"9734","1994/1995",34,1995-06-17,"15:30","KFC Uerdingen 05","Borussia Moenchengladbach",3,2,2,0
"9735","1995/1996",1,1995-08-11,"20:00","SV Werder Bremen","Fortuna Duesseldorf",1,1,1,1
"9736","1995/1996",1,1995-08-11,"20:00","Borussia Dortmund","1. FC Kaiserslautern",1,1,0,0
"9737","1995/1996",1,1995-08-11,"20:00","VfB Stuttgart","KFC Uerdingen 05",0,0,0,0
"9738","1995/1996",1,1995-08-12,"15:30","Eintracht Frankfurt","Karlsruher SC",2,2,1,1
"9739","1995/1996",1,1995-08-12,"15:30","1. FC Koeln","FC Schalke 04",0,1,0,0
"9740","1995/1996",1,1995-08-12,"15:30","FC Bayern Muenchen","Hamburger SV",3,2,1,1
"9741","1995/1996",1,1995-08-12,"15:30","Hansa Rostock","Bayer Leverkusen",1,2,1,1
"9742","1995/1996",1,1995-08-12,"15:30","FC St. Pauli","TSV 1860 Muenchen",4,2,1,1
"9743","1995/1996",1,1995-08-13,"18:00","Borussia Moenchengladbach","SC Freiburg",1,0,0,0
"9744","1995/1996",2,1995-08-18,"19:30","SC Freiburg","FC St. Pauli",0,2,0,0
"9745","1995/1996",2,1995-08-18,"20:00","Hamburger SV","SV Werder Bremen",3,3,2,1
"9746","1995/1996",2,1995-08-18,"20:00","FC Schalke 04","Hansa Rostock",1,3,0,1
"9747","1995/1996",2,1995-08-19,"15:30","1. FC Kaiserslautern","Borussia Moenchengladbach",1,3,0,1
"9748","1995/1996",2,1995-08-19,"15:30","Karlsruher SC","FC Bayern Muenchen",2,6,1,3
"9749","1995/1996",2,1995-08-19,"15:30","Bayer Leverkusen","Borussia Dortmund",1,1,0,0
"9750","1995/1996",2,1995-08-19,"15:30","TSV 1860 Muenchen","VfB Stuttgart",1,1,1,0
"9751","1995/1996",2,1995-08-19,"15:30","KFC Uerdingen 05","Eintracht Frankfurt",1,1,0,1
"9752","1995/1996",2,1995-08-20,"18:00","Fortuna Duesseldorf","1. FC Koeln",1,1,1,0
"9753","1995/1996",3,1995-08-29,"19:30","Hansa Rostock","Borussia Dortmund",3,2,1,2
"9754","1995/1996",3,1995-08-29,"20:00","SV Werder Bremen","Karlsruher SC",1,0,0,0
"9755","1995/1996",3,1995-08-29,"20:00","1. FC Koeln","Hamburger SV",3,2,1,0
"9756","1995/1996",3,1995-08-29,"20:00","Borussia Moenchengladbach","Bayer Leverkusen",0,0,0,0
"9757","1995/1996",3,1995-08-29,"20:00","FC St. Pauli","1. FC Kaiserslautern",1,2,0,2
"9758","1995/1996",3,1995-08-30,"20:00","Eintracht Frankfurt","TSV 1860 Muenchen",4,2,0,0
"9759","1995/1996",3,1995-08-30,"20:00","FC Bayern Muenchen","KFC Uerdingen 05",2,0,1,0
"9760","1995/1996",3,1995-08-30,"20:00","FC Schalke 04","Fortuna Duesseldorf",1,1,0,1
"9761","1995/1996",3,1995-08-30,"20:00","VfB Stuttgart","SC Freiburg",3,1,2,1
"9762","1995/1996",4,1995-09-01,"20:00","Borussia Dortmund","Borussia Moenchengladbach",2,1,0,1
"9763","1995/1996",4,1995-09-01,"20:00","Karlsruher SC","1. FC Koeln",1,0,0,0
"9764","1995/1996",4,1995-09-02,"15:30","Fortuna Duesseldorf","Hansa Rostock",2,2,0,1
"9765","1995/1996",4,1995-09-02,"15:30","SC Freiburg","Eintracht Frankfurt",2,0,1,0
"9766","1995/1996",4,1995-09-02,"15:30","Hamburger SV","FC Schalke 04",1,1,0,1
"9767","1995/1996",4,1995-09-02,"15:30","1. FC Kaiserslautern","VfB Stuttgart",1,1,1,0
"9768","1995/1996",4,1995-09-02,"15:30","Bayer Leverkusen","FC St. Pauli",1,1,0,0
"9769","1995/1996",4,1995-09-02,"15:30","TSV 1860 Muenchen","FC Bayern Muenchen",0,2,0,0
"9770","1995/1996",4,1995-09-02,"15:30","KFC Uerdingen 05","SV Werder Bremen",3,0,1,0
"9771","1995/1996",5,1995-09-08,"20:00","SV Werder Bremen","TSV 1860 Muenchen",2,0,0,0
"9772","1995/1996",5,1995-09-08,"20:00","1. FC Koeln","KFC Uerdingen 05",0,0,0,0
"9773","1995/1996",5,1995-09-09,"15:30","Fortuna Duesseldorf","Hamburger SV",2,2,1,1
"9774","1995/1996",5,1995-09-09,"15:30","Eintracht Frankfurt","1. FC Kaiserslautern",3,1,1,0
"9775","1995/1996",5,1995-09-09,"15:30","FC Bayern Muenchen","SC Freiburg",2,0,1,0
"9776","1995/1996",5,1995-09-09,"15:30","Hansa Rostock","Borussia Moenchengladbach",2,3,2,2
"9777","1995/1996",5,1995-09-09,"15:30","FC Schalke 04","Karlsruher SC",2,1,1,0
"9778","1995/1996",5,1995-09-09,"15:30","FC St. Pauli","Borussia Dortmund",0,3,0,0
"9779","1995/1996",5,1995-09-09,"15:30","VfB Stuttgart","Bayer Leverkusen",1,4,0,0
"9780","1995/1996",6,1995-09-15,"20:00","1. FC Kaiserslautern","FC Bayern Muenchen",2,3,1,2
"9781","1995/1996",6,1995-09-15,"20:00","Karlsruher SC","Fortuna Duesseldorf",3,1,1,1
"9782","1995/1996",6,1995-09-16,"15:30","Borussia Dortmund","VfB Stuttgart",6,3,4,1
"9783","1995/1996",6,1995-09-16,"15:30","SC Freiburg","SV Werder Bremen",0,1,0,0
"9784","1995/1996",6,1995-09-16,"15:30","Bayer Leverkusen","Eintracht Frankfurt",2,0,1,0
"9785","1995/1996",6,1995-09-16,"15:30","TSV 1860 Muenchen","1. FC Koeln",2,1,1,1
"9786","1995/1996",6,1995-09-16,"15:30","KFC Uerdingen 05","FC Schalke 04",1,1,0,1
"9787","1995/1996",6,1995-09-17,"18:00","Hamburger SV","Hansa Rostock",1,1,1,1
"9788","1995/1996",6,1995-09-17,"18:00","Borussia Moenchengladbach","FC St. Pauli",2,4,0,3
"9789","1995/1996",7,1995-09-22,"20:00","Fortuna Duesseldorf","KFC Uerdingen 05",1,0,0,0
"9790","1995/1996",7,1995-09-22,"20:00","Eintracht Frankfurt","Borussia Dortmund",3,4,3,2
"9791","1995/1996",7,1995-09-23,"15:30","SV Werder Bremen","1. FC Kaiserslautern",1,1,1,0
"9792","1995/1996",7,1995-09-23,"15:30","Hamburger SV","Karlsruher SC",0,0,0,0
"9793","1995/1996",7,1995-09-23,"15:30","1. FC Koeln","SC Freiburg",1,1,0,1
"9794","1995/1996",7,1995-09-23,"15:30","FC Bayern Muenchen","Bayer Leverkusen",1,0,0,0
"9795","1995/1996",7,1995-09-23,"15:30","Hansa Rostock","FC St. Pauli",2,0,1,0
"9796","1995/1996",7,1995-09-23,"15:30","VfB Stuttgart","Borussia Moenchengladbach",5,0,2,0
"9797","1995/1996",7,1995-09-24,"18:00","FC Schalke 04","TSV 1860 Muenchen",1,1,1,0
"9798","1995/1996",8,1995-09-29,"20:00","FC St. Pauli","VfB Stuttgart",1,3,1,2
"9799","1995/1996",8,1995-09-29,"20:00","KFC Uerdingen 05","Hamburger SV",1,1,0,1
"9800","1995/1996",8,1995-09-30,"15:30","SC Freiburg","FC Schalke 04",1,2,0,0
"9801","1995/1996",8,1995-09-30,"15:30","1. FC Kaiserslautern","1. FC Koeln",1,1,1,1
"9802","1995/1996",8,1995-09-30,"15:30","Karlsruher SC","Hansa Rostock",0,2,0,0
"9803","1995/1996",8,1995-09-30,"15:30","Bayer Leverkusen","SV Werder Bremen",2,2,1,1
"9804","1995/1996",8,1995-09-30,"15:30","TSV 1860 Muenchen","Fortuna Duesseldorf",2,1,1,1
"9805","1995/1996",8,1995-10-01,"18:00","Borussia Moenchengladbach","Eintracht Frankfurt",4,1,2,1
"9806","1995/1996",8,1995-10-01,"20:15","Borussia Dortmund","FC Bayern Muenchen",3,1,1,0
