"","county","population","top","second","third"
"3059","wisconsin,dane",426526,"German","Norwegian","Irish"
"3060","wisconsin,dodge",85897,"German","Irish","American"
"3061","wisconsin,door",27961,"German","Belgian","Norwegian"
"3062","wisconsin,douglas",43287,"German","Norwegian","Swedish"
"3063","wisconsin,dunn",39858,"German","Norwegian","Irish"
"3064","wisconsin,eau claire",93142,"German","Norwegian","Irish"
"3065","wisconsin,florence",5088,"German","Swedish","Polish"
"3066","wisconsin,fond du lac",97296,"German","Irish","American"
"3067","wisconsin,forest",10024,"German","Polish","Irish"
"3068","wisconsin,grant",49597,"German","English","Irish"
"3069","wisconsin,green",33647,"German","Swiss","Norwegian"
"3070","wisconsin,green lake",19105,"German","Polish","Irish"
"3071","wisconsin,iowa",22780,"German","Norwegian","English"
"3072","wisconsin,iron",6861,"German","Italian","Finnish"
"3073","wisconsin,jackson",19100,"German","Norwegian","Irish"
"3074","wisconsin,jefferson",74021,"German","Norwegian","Irish"
"3075","wisconsin,juneau",24316,"German","Irish","Norwegian"
"3076","wisconsin,kenosha",149577,"German","Italian","Irish"
"3077","wisconsin,kewaunee",20187,"German","Belgian","Czech"
"3078","wisconsin,la crosse",107120,"German","Norwegian","Irish"
"3079","wisconsin,lafayette",16137,"German","Norwegian","Irish"
"3080","wisconsin,langlade",20740,"German","Polish","Irish"
"3081","wisconsin,lincoln",29641,"German","Polish","Norwegian"
"3082","wisconsin,manitowoc",82887,"German","Polish","Czech"
"3083","wisconsin,marathon",125834,"German","Polish","Norwegian"
"3084","wisconsin,marinette",43384,"German","Polish","French (except Basque)"
"3085","wisconsin,marquette",15832,"German","Irish","Polish"
"3086","wisconsin,menominee",4562,"German","Irish","English"
"3087","wisconsin,milwaukee",940164,"German","Polish","Irish"
"3088","wisconsin,monroe",40899,"German","Norwegian","Irish"
"3089","wisconsin,oconto",35634,"German","Polish","French (except Basque)"
"3090","wisconsin,oneida",36776,"German","Polish","Irish"
"3091","wisconsin,outagamie",160971,"German","Dutch","Irish"
"3092","wisconsin,ozaukee",82317,"German","Irish","Polish"
"3093","wisconsin,pepin",7213,"German","Norwegian","Austrian"
"3094","wisconsin,pierce",36804,"German","Norwegian","Swedish"
"3095","wisconsin,polk",41319,"German","Norwegian","Swedish"
"3096","wisconsin,portage",67182,"Polish","German","Norwegian"
"3097","wisconsin,price",15822,"German","Norwegian","Swedish"
"3098","wisconsin,racine",188831,"German","Polish","Irish"
"3099","wisconsin,richland",17924,"German","Norwegian","Irish"
"3100","wisconsin,rock",152307,"German","Norwegian","Irish"
"3101","wisconsin,rusk",15347,"German","Polish","Norwegian"
"3102","wisconsin,st croix",63155,"German","Norwegian","Irish"
"3103","wisconsin,sauk",55225,"German","Irish","Norwegian"
"3104","wisconsin,sawyer",16196,"German","Irish","Norwegian"
"3105","wisconsin,shawano",40664,"German","Polish","American"
"3106","wisconsin,sheboygan",112646,"German","Dutch","American"
"3107","wisconsin,taylor",19680,"German","Polish","American"
"3108","wisconsin,trempealeau",27010,"Norwegian","German","Polish"
"3109","wisconsin,vernon",28056,"Norwegian","German","Irish"
"3110","wisconsin,vilas",21033,"German","Polish","Irish"
"3111","wisconsin,walworth",93759,"German","Irish","Polish"
"3112","wisconsin,washburn",16036,"German","Norwegian","Irish"
"3113","wisconsin,washington",117493,"German","Polish","Irish"
"3114","wisconsin,waukesha",360767,"German","Polish","Irish"
"3115","wisconsin,waupaca",51731,"German","Norwegian","Irish"
"3116","wisconsin,waushara",23154,"German","Polish","Irish"
"3117","wisconsin,winnebago",156763,"German","Irish","Polish"
"3118","wisconsin,wood",75555,"German","Polish","Norwegian"
"3119","wyoming,albany",32014,"German","English","Irish"
"3120","wyoming,big horn",11461,"German","English","American"
"3121","wyoming,campbell",33698,"German","English","Irish"
"3122","wyoming,carbon",15639,"German","English","Irish"
"3123","wyoming,converse",12052,"German","American","English"
"3124","wyoming,crook",5887,"German","English","Irish"
"3125","wyoming,fremont",35804,"German","English","Irish"
"3126","wyoming,goshen",12538,"German","English","American"
"3127","wyoming,hot springs",4882,"German","English","Irish"
"3128","wyoming,johnson",7075,"German","English","Irish"
"3129","wyoming,laramie",81607,"German","English","Irish"
"3130","wyoming,lincoln",14573,"English","German","American"
"3131","wyoming,natrona",66533,"German","English","American"
"3132","wyoming,niobrara",2407,"German","English","Irish"
"3133","wyoming,park",25786,"German","English","Irish"
"3134","wyoming,platte",8807,"German","Irish","English"
"3135","wyoming,sheridan",26560,"German","English","Irish"
"3136","wyoming,sublette",5920,"German","English","American"
"3137","wyoming,sweetwater",37613,"German","English","American"
"3138","wyoming,teton",18251,"German","English","Irish"
"3139","wyoming,uinta",19742,"English","German","American"
"3140","wyoming,washakie",8289,"German","English","Irish"
"3141","wyoming,weston",6644,"German","English","Irish"
"3142","puerto rico,adjuntas",19143,"American","West Indian:excluding Hispanic groups ","West Indian:excluding Hispanic groups--West Indian"
"3143","puerto rico,aguada",42042,"American","Arab","Arab:Arab Arabic"
"3144","puerto rico,aguadilla",64685,"American","Italian","Irish"
"3145","puerto rico,aguas buenas",29032,"American","Subsaharan African","Subsaharan African:African"
"3146","puerto rico,aibonito",26493,"American","French (except Basque)","Italian"
"3147","puerto rico,anasco",28348,"American","West Indian:excluding Hispanic groups ","West Indian:excluding Hispanic groups--West Indian"
"3148","puerto rico,arecibo",100131,"American","Italian","Arab"
"3149","puerto rico,arroyo",19117,"American","French (except Basque)","Italian"
"3150","puerto rico,barceloneta",22322,"American","West Indian:excluding Hispanic groups ","West Indian:excluding Hispanic groups--West Indian"
"3151","puerto rico,barranquitas",28909,"American","Subsaharan African","Subsaharan African:African"
"3152","puerto rico,bayamon",224044,"American","Italian","West Indian:excluding Hispanic groups "
"3153","puerto rico,cabo rojo",46911,"American","Italian","French (except Basque)"
"3154","puerto rico,caguas",140502,"American","Arab","Arab:Arab Arabic"
"3155","puerto rico,camuy",35244,"American","Italian","West Indian:excluding Hispanic groups "
"3156","puerto rico,canovanas",43335,"American","Subsaharan African","Subsaharan African:African"
"3157","puerto rico,carolina",186076,"American","West Indian:excluding Hispanic groups ","Italian"
"3158","puerto rico,catano",30071,"American","Italian","Arab"
"3159","puerto rico,cayey",47370,"American","Italian","Arab"
"3160","puerto rico,ceiba",18004,"American","Irish","German"
"3161","puerto rico,ciales",19811,"American","French (except Basque)","Subsaharan African"
"3162","puerto rico,cidra",42753,"American","Subsaharan African","Subsaharan African:African"
"3163","puerto rico,coamo",37597,"American","Italian","Irish"
"3164","puerto rico,comerio",20002,"American","German","Italian"
"3165","puerto rico,corozal",36867,"American","Subsaharan African","Subsaharan African:African"
"3166","puerto rico,culebra",1868,"American","German","English"
"3167","puerto rico,dorado",34017,"American","West Indian:excluding Hispanic groups ","Italian"
"3168","puerto rico,fajardo",40712,"American","West Indian:excluding Hispanic groups ","West Indian:excluding Hispanic groups--West Indian"
"3169","puerto rico,florida",12367,"American","Subsaharan African","Subsaharan African:African"
"3170","puerto rico,guanica",21888,"American","West Indian:excluding Hispanic groups ","Italian"
"3171","puerto rico,guayama",44301,"American","West Indian:excluding Hispanic groups ","West Indian:excluding Hispanic groups--West Indian"
"3172","puerto rico,guayanilla",23072,"American","Italian","French (except Basque)"
"3173","puerto rico,guaynabo",100053,"American","Italian","French (except Basque)"
"3174","puerto rico,gurabo",36743,"American","Subsaharan African","Subsaharan African:African"
"3175","puerto rico,hatillo",38925,"American","Arab","Arab:Arab Arabic"
"3176","puerto rico,hormigueros",16614,"American","Italian","West Indian:excluding Hispanic groups "
"3177","puerto rico,humacao",59035,"American","English","Subsaharan African"
"3178","puerto rico,isabela",44444,"American","West Indian:excluding Hispanic groups ","West Indian:excluding Hispanic groups--Jamaican"
"3179","puerto rico,jayuya",17318,"American","French (except Basque)","Guyanese"
"3180","puerto rico,juana diaz",50531,"American","Italian","Albanian"
"3181","puerto rico,juncos",36452,"American","Subsaharan African","Subsaharan African:African"
"3182","puerto rico,lajas",26261,"American","Italian","Ukrainian"
"3183","puerto rico,lares",34415,"American","Italian","Brazilian"
"3184","puerto rico,las marias",11061,"American","Italian","Arab"
"3185","puerto rico,las piedras",34485,"American","Italian","Croatian"
"3186","puerto rico,loiza",32537,"American","Subsaharan African","Subsaharan African:African"
"3187","puerto rico,luquillo",19817,"American","Italian","Subsaharan African"
"3188","puerto rico,manati",45409,"American","West Indian:excluding Hispanic groups ","West Indian:excluding Hispanic groups--West Indian"
"3189","puerto rico,maricao",6449,"American","European","French (except Basque)"
"3190","puerto rico,maunabo",12741,"American","Italian","European"
"3191","puerto rico,mayaguez",98434,"American","Italian","French (except Basque)"
"3192","puerto rico,moca",39697,"American","Italian","West Indian:excluding Hispanic groups "
"3193","puerto rico,morovis",29965,"American","Arab","Arab:Arab Arabic"
