"","rate.male","LCL95.male","UCL95.male","rate.female","LCL95.female","UCL95.female","state","county"
"virginia,franklin city",336.3,261.7,429.3,203.3,157.3,263.5,"Virginia","Franklin City"
"virginia,fredericksburg city",334.9,277.7,401.8,217.8,180.1,262.8,"Virginia","Fredericksburg City"
"virginia,surry",334.4,251.9,439.5,187.3,132.8,262.3,"Virginia","Surry County"
"virginia,hopewell city",334,283.1,392.8,218.4,185.5,256.2,"Virginia","Hopewell City"
"virginia,bedford city",332.3,255.3,428.9,177.4,125.7,250.4,"Virginia","Bedford City"
"virginia,suffolk city",330.6,297.7,366.8,203.2,182.9,225.3,"Virginia","Suffolk City"
"virginia,charlotte",330.5,270.8,401.1,181.8,143.9,229.2,"Virginia","Charlotte County"
"virginia,richmond city",329.9,311.8,348.8,204.3,193,216.2,"Virginia","Richmond City"
"virginia,nottoway",326.8,272.8,389.3,195.9,160.4,239,"Virginia","Nottoway County"
"virginia,king william",325.3,258.5,406.4,166.9,127.3,216.4,"Virginia","King William County"
"virginia,emporia city",323.7,238.6,433.4,202.2,145.9,278.4,"Virginia","Emporia City"
"virginia,charles city",322.7,231.1,444.7,182.5,127,257.7,"Virginia","Charles City County"
"virginia,king and queen",320.1,243.4,417.1,184.2,132.8,254.5,"Virginia","King and Queen County"
"virginia,dinwiddie",317.7,268.6,374.5,155.3,126.9,189.4,"Virginia","Dinwiddie County"
"virginia,caroline",317,268.2,373.6,183.1,151.8,219.7,"Virginia","Caroline County"
"virginia,portsmouth city",315.9,291.9,341.7,200.9,185.2,217.7,"Virginia","Portsmouth City"
"virginia,highland",314,197.8,502.3,136.3,77.5,284.7,"Virginia","Highland County"
"virginia,norfolk city",310.6,293.2,328.9,199.2,187.7,211.3,"Virginia","Norfolk City"
"virginia,goochland",309.3,252.3,377,203.4,165.3,249.9,"Virginia","Goochland County"
"virginia,wise",309.3,273.7,348.9,194.3,170.7,220.8,"Virginia","Wise County"
"virginia,fairfax city",307.5,256,367.7,217,182.7,257.1,"Virginia","Fairfax City"
"virginia,manassas city",307,245.1,383,188.3,153.6,228.8,"Virginia","Manassas City"
"virginia,gloucester",306.1,266,351.5,171.4,146.6,199.7,"Virginia","Gloucester County"
"virginia,buena vista city",304.9,224,407.4,218.6,161.2,294.9,"Virginia","Buena Vista City"
"virginia,galax city",304.7,228.9,400.4,161.1,117.2,222.3,"Virginia","Galax City"
"virginia,accomack",303.2,269.2,340.8,198.3,175,224.4,"Virginia","Accomack County"
"virginia,colonial heights city",302.5,252.8,360.9,158.4,129.2,194.3,"Virginia","Colonial Heights City"
"virginia,danville city",301.7,272.3,334,165.2,147.4,185.3,"Virginia","Danville City"
"virginia,sussex",300.3,235.7,379.8,211.5,166.3,268.6,"Virginia","Sussex County"
"virginia,winchester city",299.9,253.9,352.9,177.6,148.6,211.5,"Virginia","Winchester City"
"virginia,louisa",298,255,347.3,184,154.8,217.9,"Virginia","Louisa County"
"virginia,clarke",297.3,238.5,368.3,181.5,142.5,231.8,"Virginia","Clarke County"
"virginia,chesapeake city",296.5,276.2,318.2,186.6,174.2,199.7,"Virginia","Chesapeake City"
"virginia,lynchburg city",294.7,267.7,323.8,166.9,150.3,185.3,"Virginia","Lynchburg City"
"virginia,prince george",292.7,240.5,355.5,171.4,138.5,210.7,"Virginia","Prince George County"
"virginia,hampton city",292.5,271.4,315.2,176.5,163,190.8,"Virginia","Hampton City"
"virginia,newport news city",292.4,272.4,313.8,184.2,171.7,197.3,"Virginia","Newport News City"
"virginia,warren",291.4,250.5,338.3,175.3,149.2,205,"Virginia","Warren County"
"virginia,martinsville city",289.9,240.9,347.2,170.3,139.5,208.2,"Virginia","Martinsville City"
"virginia,buckingham",289.4,236,352.9,189.3,151,237.2,"Virginia","Buckingham County"
"virginia,wythe",289.2,249.1,335.1,162.7,138.2,191.3,"Virginia","Wythe County"
"virginia,spotsylvania",287.8,258.2,320.5,179.6,161.2,199.6,"Virginia","Spotsylvania County"
"virginia,lee",287.6,245.8,335.3,172.5,145.1,204.9,"Virginia","Lee County"
"virginia,halifax county with south boston city",284.6,252,320.6,170.2,148.7,194.8,"Virginia","Halifax County with South Boston City"
"virginia,tazewell",284.5,252.1,320.5,148.5,130.1,169.5,"Virginia","Tazewell County"
"virginia,amherst",284.2,245.3,328.5,156.2,132.3,184.1,"Virginia","Amherst County"
"virginia,lancaster",284,237,343.9,187.4,151.9,234.9,"Virginia","Lancaster County"
"virginia,lexington city",283.5,204.9,399.3,200.4,147.8,285.6,"Virginia","Lexington City"
"virginia,roanoke city",282.4,260.8,305.4,168.9,155,184,"Virginia","Roanoke City"
"virginia,smyth",280.2,244.8,320,171.8,149.1,198,"Virginia","Smyth County"
"virginia,manassas park city",279.8,177,551.5,189.4,117.7,301.6,"Virginia","Manassas Park City"
"virginia,richmond",279.1,217.3,357.8,181.9,136.4,244.3,"Virginia","Richmond County"
"virginia,alleghany cnty and clifton forge cty",279,231.5,334.6,175.3,144.3,213.4,"Virginia","Alleghany Cnty and Clifton Forge Cty"
"virginia,campbell",278.6,246.8,314.1,174.7,154.3,197.3,"Virginia","Campbell County"
"virginia,middlesex",277.3,222.7,346.7,158.9,124.6,211.1,"Virginia","Middlesex County"
"virginia,hanover",276.5,250.1,305.6,163.6,147.4,181.2,"Virginia","Hanover County"
"virginia,craig",276.4,186.9,399.3,129.1,78.7,208,"Virginia","Craig County"
"virginia,southampton",276.1,224.2,338.7,150.2,119,189.2,"Virginia","Southampton County"
"virginia,giles",275.5,227.1,332.3,156.4,126.6,193,"Virginia","Giles County"
"virginia,dickenson",274.7,224.4,334.4,175.7,142.2,217.1,"Virginia","Dickenson County"
"virginia,buchanan",273.8,227.4,328.6,209,177.3,246,"Virginia","Buchanan County"
"virginia,scott",273.4,234.4,318.3,180.4,153.1,212.8,"Virginia","Scott County"
"virginia,lunenburg",273.3,221.8,336.1,179.1,139.9,229.2,"Virginia","Lunenburg County"
"virginia,nelson",271.9,221.1,332.9,165.8,132.9,207.4,"Virginia","Nelson County"
"virginia,rappahannock",271.1,197.5,368.8,127.1,83.3,191.6,"Virginia","Rappahannock County"
"virginia,radford city",270.6,207.4,348.8,176.3,132.5,233.6,"Virginia","Radford City"
"virginia,powhatan",266.9,213.1,333.9,194.4,155.5,240.6,"Virginia","Powhatan County"
"virginia,prince edward",265.9,219.1,320.3,200.5,165.2,242.4,"Virginia","Prince Edward County"
"virginia,cumberland",265.8,200.4,348.9,163.5,120.2,220.3,"Virginia","Cumberland County"
"virginia,appomattox",264.2,211.6,327.5,148.5,114.2,191.6,"Virginia","Appomattox County"
"virginia,mecklenburg",264.2,231.6,301,175.7,152.3,202.6,"Virginia","Mecklenburg County"
"virginia,stafford",263.1,230.4,300.1,173.4,152.4,196.6,"Virginia","Stafford County"
"virginia,washington",261.8,233.9,292.6,160.3,142.1,180.8,"Virginia","Washington County"
"virginia,pittsylvania",260.4,234.2,289.2,162,144.7,181.1,"Virginia","Pittsylvania County"
"virginia,pulaski",260,226.4,297.9,184.5,161.2,211.3,"Virginia","Pulaski County"
"virginia,chesterfield",258.4,241,277,182.4,170.9,194.5,"Virginia","Chesterfield County"
"virginia,salem city",258.3,219.5,303,172.1,146.2,203.2,"Virginia","Salem City"
"virginia,orange",256.4,220.1,298,185,158.3,215.9,"Virginia","Orange County"
"virginia,charlottesville city",256.1,219.2,297.9,190,164.2,219.6,"Virginia","Charlottesville City"
"virginia,patrick",255.5,214,304.2,156,127.5,191,"Virginia","Patrick County"
"virginia,page",254.1,213.5,301.5,140.6,115.4,171,"Virginia","Page County"
"virginia,frederick",252.1,223.3,284.2,166.9,146.9,189,"Virginia","Frederick County"
"virginia,henrico",251.5,237.8,265.9,169.2,160.2,178.6,"Virginia","Henrico County"
"virginia,york",250.4,216.2,289.9,169.3,147,194.3,"Virginia","York County"
"virginia,northumberland",247.7,203.3,305.1,132.9,105.5,171.9,"Virginia","Northumberland County"
"virginia,madison",247.3,196.6,308.9,195.6,155.4,245.3,"Virginia","Madison County"
"virginia,alexandria city",246.3,224.6,269.6,159.2,145.5,174.4,"Virginia","Alexandria City"
"virginia,staunton city",246,208.7,289,170.4,145.1,200.5,"Virginia","Staunton City"
"virginia,waynesboro city",245.3,204,293.3,176,146.6,211.2,"Virginia","Waynesboro City"
"virginia,russell",243.5,206.3,286.5,184.7,157.8,215.6,"Virginia","Russell County"
"virginia,virginia beach city",242.6,229.9,256,179.2,170.6,188.2,"Virginia","Virginia Beach City"
"virginia,rockbridge",240.8,200.6,288.4,166.3,136.9,201.8,"Virginia","Rockbridge County"
"virginia,augusta",238.7,213.3,266.7,152.2,135.3,170.9,"Virginia","Augusta County"
"virginia,bedford",237.3,211.9,265.5,159.6,141,180.3,"Virginia","Bedford County"
"virginia,henry",236.6,211.7,264,142.7,126.2,161.2,"Virginia","Henry County"
"virginia,fauquier",235.1,205.8,268.2,166.2,145.6,189.1,"Virginia","Fauquier County"
"virginia,grayson",234.6,193.2,283.9,193,160.2,233.1,"Virginia","Grayson County"
"virginia,shenandoah",234.5,204.9,267.7,172,150.1,197,"Virginia","Shenandoah County"
"virginia,harrisonburg city",234.5,194.8,280.3,142.4,117.9,171.5,"Virginia","Harrisonburg City"
"virginia,prince william",232.4,212.4,254.3,171,158.1,184.9,"Virginia","Prince William County"
"virginia,carroll",231.6,199.2,268.6,129.5,108.7,154.4,"Virginia","Carroll County"
"virginia,bath",229.8,154.3,338.7,183.9,124.6,278.2,"Virginia","Bath County"
"virginia,culpeper",228.5,193.9,268.4,196.2,168.7,227.1,"Virginia","Culpeper County"
"virginia,roanoke",228.3,208,250.3,138.7,125.7,152.9,"Virginia","Roanoke County"
"virginia,floyd",226,180.5,280.7,140,108.2,180.5,"Virginia","Floyd County"
"virginia,rockingham",225.4,201.8,251.3,161,144.4,179.2,"Virginia","Rockingham County"
"virginia,greene",223.6,169.8,291.1,149.6,112,196.4,"Virginia","Greene County"
"virginia,loudoun",222.5,200.6,246.6,169.2,153.9,185.8,"Virginia","Loudoun County"
"virginia,james city",221.7,197.4,248.7,146.1,128.6,165.9,"Virginia","James City County"
"virginia,botetourt",216.7,182,258.1,114.1,93,139.7,"Virginia","Botetourt County"
"virginia,bland",215.4,149.6,305.8,134.5,89.6,202.5,"Virginia","Bland County"
"virginia,poquoson city",214.8,153.8,295.8,177.8,134.7,235.7,"Virginia","Poquoson City"
"virginia,montgomery",214,188.5,242.6,162.3,143.6,182.9,"Virginia","Montgomery County"
"virginia,king george",211.8,161.9,274.6,224.5,178.8,278.8,"Virginia","King George County"
"virginia,mathews",211.1,164.2,273.3,196.7,154,255.2,"Virginia","Mathews County"
"virginia,new kent",204.6,150.7,278.1,214.8,166.7,274.1,"Virginia","New Kent County"
"virginia,albemarle",203,181.7,226.5,139.8,125,155.9,"Virginia","Albemarle County"
"virginia,franklin",202.1,176.4,231.1,151.1,131.8,172.9,"Virginia","Franklin County"
"virginia,falls church city",199.1,144.7,271,155.9,114.7,211.9,"Virginia","Falls Church City"
"virginia,fluvanna",197.4,158.5,245.9,160.2,128.6,198.1,"Virginia","Fluvanna County"
"virginia,fairfax",193,185.4,200.8,147.3,141.9,152.8,"Virginia","Fairfax County"
"virginia,arlington",185.1,170,201.3,155.7,144.3,168.1,"Virginia","Arlington County"
"washington,columbia",332,237,466,174.8,116.6,267.6,"Washington","Columbia County"
"washington,wahkiakum",329.8,233.1,471.6,168.3,108.2,275.4,"Washington","Wahkiakum County"
"washington,grays harbor",290.5,266,316.8,203.4,184.9,223.5,"Washington","Grays Harbor County"
"washington,pend oreille",276.4,219.8,347.2,191.1,148.7,246.2,"Washington","Pend Oreille County"
"washington,franklin",263,227.5,303,174.2,148.4,203.3,"Washington","Franklin County"
"washington,cowlitz",260.8,239.7,283.4,185.7,169.8,202.7,"Washington","Cowlitz County"
"washington,pierce",254.2,245.4,263.3,176.5,170.3,183,"Washington","Pierce County"
"washington,thurston",252.4,237.5,268.1,174.7,164,185.9,"Washington","Thurston County"
"washington,klickitat",250.6,208,300.3,159.5,128.5,197.5,"Washington","Klickitat County"
"washington,pacific",250.3,216.2,290.5,179.9,152.6,213.7,"Washington","Pacific County"
"washington,kittitas",246.4,211.3,285.9,155,129.4,184.9,"Washington","Kittitas County"
"washington,spokane",242,231.8,252.6,165.5,158.3,173,"Washington","Spokane County"
"washington,skamania",241.5,177.4,324.4,144.3,100.8,202.3,"Washington","Skamania County"
"washington,lewis",240.8,219,264.5,196.2,178.3,215.8,"Washington","Lewis County"
"washington,clark",239.3,227.1,252.1,177.2,168.2,186.6,"Washington","Clark County"
"washington,snohomish",238,228.4,247.9,170.5,163.6,177.5,"Washington","Snohomish County"
"washington,stevens",235.2,205,269.2,164.2,141.4,190.4,"Washington","Stevens County"
"washington,kitsap",234.9,220.8,249.8,175.7,165.1,186.9,"Washington","Kitsap County"
"washington,skagit",231.5,213.5,250.5,176.7,162.4,192,"Washington","Skagit County"
"washington,yakima",231.1,216.9,246,158.7,148.4,169.5,"Washington","Yakima County"
"washington,okanogan",229,200,261.5,155,133.5,179.7,"Washington","Okanogan County"
"washington,benton",228.9,210.8,248.3,173.3,159.8,187.7,"Washington","Benton County"
"washington,grant",227.7,204.8,252.5,178.2,159.4,198.8,"Washington","Grant County"
"washington,jefferson",226.3,197.5,260.6,148,126.1,175.1,"Washington","Jefferson County"
"washington,clallam",224.3,205.3,245.2,162,146.8,179,"Washington","Clallam County"
"washington,mason",220.9,197.4,246.8,193.9,173,217.1,"Washington","Mason County"
"washington,king",218,212.9,223.3,158.8,155.1,162.6,"Washington","King County"
"washington,lincoln",217.6,170.7,279,124.3,91.2,172.8,"Washington","Lincoln County"
"washington,adams",217.5,167.3,279.8,142.2,106.1,187.3,"Washington","Adams County"
"washington,asotin",210.8,173.8,254.3,154.6,127.1,187.4,"Washington","Asotin County"
"washington,whatcom",210.1,195.2,225.8,152.9,141.6,164.9,"Washington","Whatcom County"
"washington,walla walla",209.8,186.1,235.9,155.9,137.6,176.3,"Washington","Walla Walla County"
"washington,garfield",208.7,118.5,385.9,NA,NA,NA,"Washington","Garfield County"
"washington,douglas",208.5,176.7,244.7,166.7,141.1,196.1,"Washington","Douglas County"
"washington,ferry",206.2,135.9,306.7,137.4,89.7,206.2,"Washington","Ferry County"
"washington,island",205.2,184.6,227.8,159.7,143.5,177.5,"Washington","Island County"
"washington,san juan",198.4,160.3,247.9,123.2,95,164.8,"Washington","San Juan County"
"washington,chelan",195,173.8,218,159.6,142.6,178.3,"Washington","Chelan County"
"washington,whitman",188.5,157.3,224.1,134.2,110,162.6,"Washington","Whitman County"
"west virginia,clay",386.7,308.6,480.8,184,138.7,240.9,"West Virginia","Clay County"
"west virginia,pleasants",347.7,264.3,452.2,234.4,176.9,308,"West Virginia","Pleasants County"
"west virginia,logan",329.2,290.3,373.1,236.2,209.6,265.9,"West Virginia","Logan County"
"west virginia,lincoln",327.2,278.3,383.2,180.9,149.2,217.9,"West Virginia","Lincoln County"
"west virginia,boone",324.2,279,376,215.6,184.1,251.7,"West Virginia","Boone County"
"west virginia,calhoun",318.7,247.3,408.5,204.6,153.3,273.2,"West Virginia","Calhoun County"
"west virginia,barbour",315.9,262.4,378.1,155.6,123.7,196,"West Virginia","Barbour County"
"west virginia,wayne",308.2,274.1,346,176.9,155.2,201.3,"West Virginia","Wayne County"
"west virginia,mason",301.8,259.2,350.9,176.6,149.5,208.1,"West Virginia","Mason County"
"west virginia,jackson",301.6,260.8,347.7,192.5,165.3,223.8,"West Virginia","Jackson County"
"west virginia,kanawha",295.2,280.2,310.9,192,182,202.5,"West Virginia","Kanawha County"
"west virginia,fayette",293,263,325.9,189.8,169.5,212.6,"West Virginia","Fayette County"
"west virginia,wirt",291.8,202.7,416.2,126.1,78.8,199.8,"West Virginia","Wirt County"
"west virginia,berkeley",289.9,262.4,320.2,185.1,166.4,205.3,"West Virginia","Berkeley County"
"west virginia,mineral",286.6,246,332.9,170.9,144.7,201.3,"West Virginia","Mineral County"
"west virginia,ohio",286.1,257,318,197.6,177.7,219.9,"West Virginia","Ohio County"
"west virginia,harrison",286,261.2,312.8,187.7,170.9,206,"West Virginia","Harrison County"
"west virginia,jefferson",282.2,246.1,323.1,194,169.1,221.7,"West Virginia","Jefferson County"
"west virginia,gilmer",280.2,208.8,372.5,185,132.6,257.6,"West Virginia","Gilmer County"
"west virginia,webster",277.8,217.7,352.2,156.4,115.7,211.3,"West Virginia","Webster County"
"west virginia,cabell",277.2,255.9,300.2,183.4,169.1,199,"West Virginia","Cabell County"
"west virginia,marion",276.5,250.3,305,184.3,166.6,204,"West Virginia","Marion County"
"west virginia,hancock",276.2,242.6,313.7,151.3,129.9,176.3,"West Virginia","Hancock County"
"west virginia,mingo",275.7,231.9,327.5,243,210,280.2,"West Virginia","Mingo County"
"west virginia,mcdowell",274.8,235.3,320.4,233.9,203.4,268.9,"West Virginia","McDowell County"
"west virginia,tucker",273.5,204.4,362.4,174.2,128.5,238.7,"West Virginia","Tucker County"
"west virginia,taylor",271.9,222.3,330.5,203.4,167.8,246.3,"West Virginia","Taylor County"
"west virginia,wyoming",271.8,230.1,320.4,204.5,173.9,240.1,"West Virginia","Wyoming County"
"west virginia,monongalia",269.9,243.2,299.1,176.7,158.8,196.2,"West Virginia","Monongalia County"
"west virginia,braxton",269,220.5,326.3,187.6,150.2,233.3,"West Virginia","Braxton County"
"west virginia,upshur",268.4,227.5,315,183.2,153.4,218.2,"West Virginia","Upshur County"
"west virginia,tyler",267.7,207.4,342.9,155.7,115.6,209.5,"West Virginia","Tyler County"
"west virginia,raleigh",265.5,242.2,291,162.4,147.4,178.8,"West Virginia","Raleigh County"
"west virginia,roane",263.8,214.8,321.8,186.5,149.8,231.3,"West Virginia","Roane County"
"west virginia,doddridge",262.5,191.8,357.4,139,95.4,202,"West Virginia","Doddridge County"
"west virginia,mercer",261.6,237.2,288.2,181.6,164.6,200.4,"West Virginia","Mercer County"
"west virginia,greenbrier",261,229.1,296.6,177.6,155.4,203.1,"West Virginia","Greenbrier County"
"west virginia,ritchie",260.9,202.8,332,206.9,161,265.1,"West Virginia","Ritchie County"
"west virginia,preston",257.4,221.9,297.5,172.9,147.3,202.5,"West Virginia","Preston County"
"west virginia,wetzel",257.3,212.7,309.8,174.8,143.3,213.3,"West Virginia","Wetzel County"
"west virginia,lewis",254.8,209.6,307.9,188.9,155.8,228.8,"West Virginia","Lewis County"
"west virginia,summers",252.2,205.7,308.7,160.1,128.3,202.7,"West Virginia","Summers County"
"west virginia,randolph",251.5,215.3,292.6,169.6,144.2,199.2,"West Virginia","Randolph County"
"west virginia,morgan",250.5,199.8,313.8,204.4,166.5,250.2,"West Virginia","Morgan County"
"west virginia,wood",249.2,228.4,271.5,157.3,143.4,172.5,"West Virginia","Wood County"
"west virginia,brooke",246.3,210.7,287.3,183.1,156.1,215,"West Virginia","Brooke County"
"west virginia,hardy",242.7,192.4,304.8,151.2,115.4,196.9,"West Virginia","Hardy County"
"west virginia,hampshire",232.1,191.3,280.2,165.9,135.4,202.1,"West Virginia","Hampshire County"
"west virginia,putnam",228.3,199.3,261,188.7,166.5,213.2,"West Virginia","Putnam County"
"west virginia,marshall",228,197.9,262,166.9,145.2,191.8,"West Virginia","Marshall County"
"west virginia,monroe",227.4,179.4,287,172.5,137.3,216.8,"West Virginia","Monroe County"
"west virginia,nicholas",225.3,189.7,266.6,170.5,144,201.6,"West Virginia","Nicholas County"
"west virginia,pendleton",219.6,164.4,291.7,105.9,72.1,156.1,"West Virginia","Pendleton County"
"west virginia,grant",192.3,146,250.5,171.1,130.8,222.6,"West Virginia","Grant County"
"west virginia,pocahontas",156.1,112.4,215.2,186.5,141.3,246.8,"West Virginia","Pocahontas County"
"wisconsin,menominee",451.1,259.8,774.3,234.6,136.3,397.8,"Wisconsin","Menominee County"
"wisconsin,douglas",306.8,273.6,343.3,174,152.5,198.2,"Wisconsin","Douglas County"
"wisconsin,juneau",299.9,260,344.9,181.7,153.5,214.6,"Wisconsin","Juneau County"
"wisconsin,milwaukee",267.5,260.1,275.2,174.8,169.8,179.9,"Wisconsin","Milwaukee County"
"wisconsin,marquette",266.3,221.4,319.5,177.7,143.3,221,"Wisconsin","Marquette County"
"wisconsin,waushara",263.8,226.7,306.6,157.2,131.5,188.4,"Wisconsin","Waushara County"
"wisconsin,dodge",263,241.2,286.2,166.9,151.5,183.7,"Wisconsin","Dodge County"
"wisconsin,burnett",262.3,220.3,312.5,164.1,133.4,202.9,"Wisconsin","Burnett County"
"wisconsin,bayfield",257.9,212.3,313.1,210.8,172.3,258.5,"Wisconsin","Bayfield County"
"wisconsin,langlade",257.4,219.5,301.3,154,127.4,186.5,"Wisconsin","Langlade County"
"wisconsin,waupaca",254.6,229.6,282,166.3,147.5,187.3,"Wisconsin","Waupaca County"
"wisconsin,washburn",253,211.4,302.8,182,148.9,223.3,"Wisconsin","Washburn County"
"wisconsin,kenosha",252.5,234.2,271.9,170.8,158.2,184.1,"Wisconsin","Kenosha County"
"wisconsin,green lake",252.4,213,298.4,158.2,129.9,193.2,"Wisconsin","Green Lake County"
"wisconsin,sawyer",251.2,209.4,301.1,178,144.8,219.2,"Wisconsin","Sawyer County"
"wisconsin,lincoln",251,217.3,289,155,131.8,182,"Wisconsin","Lincoln County"
"wisconsin,jackson",250.4,207.8,300,163.4,132.4,200.9,"Wisconsin","Jackson County"
"wisconsin,oconto",248.4,217.5,282.9,167.2,144.1,193.7,"Wisconsin","Oconto County"
"wisconsin,columbia",248.3,221.6,277.5,173.2,153.8,194.9,"Wisconsin","Columbia County"
