"","INCOME","SEX","MARITAL.STATUS","AGE","EDUCATION","OCCUPATION","AREA","DUAL.INCOMES","HOUSEHOLD.SIZE","UNDER18","HOUSEHOLDER","HOME.TYPE","ETHNIC.CLASS","LANGUAGE"
"8036","[20.000-25.000)","F","Single","18-24","1 to 3 years of college","Factory Worker/Laborer/Driver",NA,"Not Married","Four","None","Rent",NA,"Asian","English"
"8037","[50.000-75.000)","F","Married","45-54","Grad Study","Professional/Managerial","10+ years","Yes","Five","One","Own","House","White","English"
"8038","[50.000-75.000)","F","Widowed","65+","1 to 3 years of college","Retired","10+ years","Not Married","One","None","Rent","Apartment","White",NA
"8039","[40.000-50.000)","F","Married","65+","1 to 3 years of college","Retired","10+ years","No","Three","None","Own","House","White","English"
"8040","[10.000-15.000)","M","Married","65+","Grade 8 or less","Retired","10+ years","No","Two","None","Own","House","White","English"
"8041","-10.000)","F","Single","18-24","College graduate","Professional/Managerial","10+ years","Not Married","Five","Two","Family","House","White","English"
"8042","[15.000-20.000)","F","Married","18-24","Graduated High Scool","Sales Worker","1-3 years","Yes","Two","None","Rent","Apartment","White","English"
"8043","[30.000-40.000)","F","Married","25-34","1 to 3 years of college","Clerical/Service Worker","1-3 years","Yes","Five","Three","Rent","House","White","English"
"8044","-10.000)","M","Single","18-24","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Not Married","Three","None","Family","House","White","English"
"8045","[50.000-75.000)","F","Single","35-44","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","None","Own","House","Asian","English"
"8046","[10.000-15.000)","F","Single","18-24","Graduated High Scool","Homemaker","7-10 years","Not Married","Five","One","Rent","House","American Indian","English"
"8047","[10.000-15.000)","F","Single","18-24","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Own","House","White","English"
"8048","[75.000-","F","Married","25-34","Grad Study","Professional/Managerial","1-3 years","Yes","Two","None","Own","Condominium","White","English"
"8049","[15.000-20.000)","F","Single","18-24","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Two","None","Own","House","White","English"
"8050","[75.000-","F","Married","45-54","Grad Study","Professional/Managerial","-1 year","Yes","Three","One","Own","House","White","English"
"8051","[20.000-25.000)","M","Single","18-24","College graduate","Professional/Managerial","7-10 years","Not Married","Two","None","Rent","Apartment","White","English"
"8052","[10.000-15.000)","F","Married","25-34","College graduate","Clerical/Service Worker","1-3 years","Yes","Two","None","Rent","Apartment","Asian","English"
"8053","[20.000-25.000)","F","Married","65+","Graduated High Scool","Homemaker","10+ years","No","Two","None","Own","House","White","English"
"8054","[50.000-75.000)","F","Married","25-34","Grad Study","Unemployed","1-3 years","No","Two","None","Own","Condominium","White","English"
"8055","[30.000-40.000)","F","Widowed","55-64","Graduated High Scool","Retired","10+ years","Not Married","One","None","Own","House","White","English"
"8056","[75.000-","F","Married","45-54","Graduated High Scool","Retired","10+ years","No","Two","None","Own","House","White","English"
"8057","[50.000-75.000)","F","Married","45-54","1 to 3 years of college","Retired","10+ years","No","Two","None","Own","Condominium","White","English"
"8058","[20.000-25.000)","F","Married","18-24","Graduated High Scool","Military","1-3 years","Yes","Two","None","Rent","Apartment","White","English"
"8059","-10.000)","F","Single","18-24","1 to 3 years of college","Sales Worker","10+ years","Not Married","Four","Two","Rent","Condominium","Black","English"
"8060","[50.000-75.000)","M","Married","45-54","College graduate","Professional/Managerial","10+ years","Yes","Four","Two","Rent","Condominium","White","English"
"8061","[30.000-40.000)","M","Together","35-44","Grad Study","Professional/Managerial","7-10 years","Not Married","Two","None","Own","House","White","English"
"8062","[15.000-20.000)","F","Single","35-44","1 to 3 years of college","Clerical/Service Worker","7-10 years","Not Married","One","None","Rent","Apartment","White","English"
"8063","-10.000)","M","Single","25-34","College graduate","Unemployed","10+ years","Not Married","One","None","Family","House","Other","English"
"8064","[15.000-20.000)","F","Divorced","35-44","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","None","Own","House","White","English"
"8065","[20.000-25.000)","M","Single","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married","Five","One","Rent","Apartment","Black","English"
"8066","[10.000-15.000)","M","Single","25-34","Graduated High Scool","Military","1-3 years","Not Married","One","None","Rent","Apartment","White","English"
"8067","[40.000-50.000)","M","Married","55-64","College graduate","Retired","10+ years","No","Three","None","Own","House","White","English"
"8068","[40.000-50.000)","F","Single","35-44","College graduate","Professional/Managerial","10+ years","Not Married","One","None","Own","House","White","English"
"8069","[30.000-40.000)","M","Single","14-17","Grades 9 to 11","Factory Worker/Laborer/Driver","10+ years","Not Married","Five","One","Family","House","Asian","English"
"8070","-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","Two","Family","House","White","English"
"8071","-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","7-10 years","Not Married",NA,"None","Family","House","Asian","English"
"8072","-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","4-6 years","Not Married","Four","One","Family","Apartment","White","English"
"8073","-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Three","One","Family","House","White","English"
"8074","[50.000-75.000)","F","Married","35-44","College graduate","Professional/Managerial","1-3 years","Yes","Two","None","Rent","Apartment","American Indian","English"
"8075","[15.000-20.000)","M","Single","18-24","Graduated High Scool","Military","1-3 years","Not Married","One","None",NA,"Other","White","English"
"8076","[20.000-25.000)","M","Single","35-44","Graduated High Scool","Clerical/Service Worker","1-3 years","Not Married","Two","None","Rent","Apartment","White","Other"
"8077","[40.000-50.000)","F","Married","65+","Graduated High Scool","Homemaker","10+ years","No","Two","None","Rent",NA,"White","English"
"8078","-10.000)","F","Divorced","35-44","Grad Study","Professional/Managerial","7-10 years","Not Married","One","None","Own","House","White","English"
"8079","[10.000-15.000)","F","Single","25-34","Grades 9 to 11","Factory Worker/Laborer/Driver","4-6 years","Not Married","Two","None","Rent","Other","White","English"
"8080","[15.000-20.000)","M","Single","18-24","1 to 3 years of college","Military","-1 year","Not Married","One","None",NA,"Other","White","English"
"8081","[20.000-25.000)","M","Single","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Rent","House","Black","English"
"8082","[30.000-40.000)","F","Married","35-44","1 to 3 years of college","Clerical/Service Worker","10+ years","Yes","Two","None","Rent","Apartment","White","English"
"8083","[20.000-25.000)","F","Married","25-34","Graduated High Scool","Sales Worker","10+ years","Yes","Two","None","Own","House","Other","English"
"8084","[75.000-","M","Single","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Own","House","Asian","Other"
"8085","[30.000-40.000)","F","Divorced","45-54","Graduated High Scool","Professional/Managerial","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"8086","[75.000-","M","Single","18-24","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","One","Family","House","White","English"
"8087","[15.000-20.000)","F","Divorced","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","None","Rent","House","Black","English"
"8088","-10.000)","M","Single","18-24","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Three","None","Family","Apartment","White","English"
"8089","-10.000)","F","Together","25-34","Graduated High Scool","Homemaker","4-6 years","Not Married","Four","Three","Rent","House","White","English"
"8090","[50.000-75.000)","M","Single","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"8091","[75.000-","F","Married","45-54","Graduated High Scool","Homemaker","10+ years","No","Three","One","Own","House","White","English"
"8092","[10.000-15.000)","F","Single","25-34","College graduate","Factory Worker/Laborer/Driver","1-3 years","Not Married","One","None","Rent","Apartment","White","English"
"8093","[50.000-75.000)","M","Single","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married","Four","One","Family","House","White","English"
"8094","[25.000-30.000)","M","Married","18-24","Graduated High Scool","Military","1-3 years","Yes","Two","None","Rent","Apartment","White","English"
"8095","[30.000-40.000)","M","Married","35-44","1 to 3 years of college","Sales Worker","10+ years","Yes","Two","None","Own","House","White","English"
"8096","[75.000-","F",NA,"45-54","Grad Study","Professional/Managerial","10+ years","Yes","Five","None","Own","House","White","English"
"8097","[75.000-","M","Together","18-24","Grade 8 or less","Student, HS or College",NA,"No","Two","None","Own","House","Other","Other"
"8098","[40.000-50.000)","F","Divorced","25-34","College graduate","Professional/Managerial","10+ years","Not Married","Two","None","Own","House","White","English"
"8099","[15.000-20.000)","M","Married","65+","1 to 3 years of college","Retired","10+ years","No","Two","None","Own","House","White","English"
"8100","[10.000-15.000)","M","Widowed","65+","College graduate","Retired","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"8101","[50.000-75.000)","M","Married","65+","1 to 3 years of college","Professional/Managerial","10+ years","No","Two","None","Own","House","White","English"
"8102","[25.000-30.000)","M","Married","65+","1 to 3 years of college","Retired","10+ years","No","Two","None","Own","House","White","English"
"8103","[50.000-75.000)","F","Married","25-34","College graduate","Professional/Managerial","10+ years","Yes","Seven","Five","Own","Other","White","English"
"8104","[25.000-30.000)","F","Single","35-44","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"8105","[25.000-30.000)","M","Married","65+","1 to 3 years of college","Retired","10+ years","Not Married","Three","None","Own","House","White","English"
"8106","[30.000-40.000)","F","Single","55-64","Grad Study","Retired","10+ years","Not Married",NA,"None","Family","Condominium","White","English"
"8107","[25.000-30.000)","F","Divorced","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Own","House","Black","English"
"8108","[30.000-40.000)","F","Married","55-64","Graduated High Scool","Professional/Managerial","10+ years","Yes","Three","None","Own","House","White","English"
"8109","[10.000-15.000)","M","Single","18-24","1 to 3 years of college","Military","1-3 years","Not Married",NA,"None",NA,"Other","White","English"
"8110","-10.000)","M","Single","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Three","None","Rent","Apartment","White","English"
"8111","[10.000-15.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","4-6 years","Not Married","Four","None","Rent","Condominium","White","English"
"8112","[25.000-30.000)","M","Married","35-44","College graduate","Professional/Managerial","1-3 years","Yes","Two","None","Rent","Apartment","White","English"
