"","I101","I102","I103","I104","I105","I106","I107","I108","I109","I110","I111","I113","I114","I115","I116","I117","I118","I119","I120","I121","I122","I123","I124","I125","I126","I127","I128","I129","I130","I131","I132","I133","I134","I135","I136","I137","I138","I139","I140","I141","I142","I143","I144","I145","I146","I147","I148","I149","I150","I151","I152","I154","I155","I156","I157","I158","I159","I160","I161","I162","I163","I164","I165","I166","I167","I168","I169","I170","I171","I172","I173","I174","I175","I176","I177","I178","I179"
"962",1,2,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"F",1,NA,2,"B",NA,NA,"9",3,3,"F",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,9,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"B","C",NA,3,1,NA,2,3,1,NA,NA,"E"
"963",0,1,NA,1,NA,1,2,NA,"A",NA,9,1,2,9,2,"F",1,NA,3,"B",NA,NA,"E",1,3,"D",NA,NA,NA,1,2,NA,NA,1,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,2,1,1,2,1,1,"C",1,NA,"F","C",NA,3,1,NA,2,2,1,NA,NA,"E"
"964",0,NA,2,1,1,NA,NA,1,"F",1,9,NA,NA,9,NA,"F",NA,3,NA,"D",3,3,"E",NA,NA,"B",1,4,3,NA,NA,3,2,NA,2,3,0,3,NA,3,"A",9,3,3,3,3,NA,NA,NA,1,2,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"D","A",3,NA,NA,1,NA,NA,NA,1,2,"E"
"965",0,3,NA,9,NA,1,2,NA,"D",NA,9,2,2,9,1,"C",1,NA,3,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,2,2,1,1,1,"F",1,NA,"A","C",NA,2,3,NA,2,3,1,NA,NA,"E"
"966",0,NA,4,1,2,NA,NA,1,"D",3,0,NA,NA,0,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,2,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",0,3,3,3,3,NA,NA,NA,3,3,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,2,NA,NA,NA,3,1,"E"
"967",3,3,NA,1,NA,1,2,NA,"A",NA,9,2,3,8,1,"F",3,NA,3,"B",NA,NA,"9",3,2,"F",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,9,2,NA,NA,0,NA,NA,9,NA,1,3,2,2,1,1,"8",1,NA,"9","9",NA,2,1,NA,2,2,1,NA,NA,"E"
"968",0,1,NA,1,NA,1,3,NA,"A",NA,9,3,2,1,1,"F",1,NA,2,"B",NA,NA,"E",3,1,"F",NA,NA,NA,2,1,NA,NA,4,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,2,1,3,2,1,1,"C",1,NA,"D","C",NA,3,1,NA,2,1,1,NA,NA,"E"
"969",0,NA,1,8,2,NA,NA,1,"D",3,8,NA,NA,8,NA,"C",NA,2,NA,"B",3,3,"A",NA,NA,"E",1,4,1,NA,NA,3,3,NA,1,1,0,3,NA,3,"A",8,3,3,3,2,NA,NA,NA,3,3,8,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"B","C",1,NA,NA,1,NA,NA,NA,3,1,"E"
"970",0,NA,2,1,2,NA,NA,2,"D",2,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,2,NA,NA,4,2,NA,1,1,0,3,NA,3,"A",1,1,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,3,2,"E"
"971",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,1,"F",3,NA,2,"B",NA,NA,"E",3,3,"A",NA,NA,NA,2,2,NA,NA,1,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"F","C",NA,1,1,NA,2,3,1,NA,NA,"E"
"972",0,3,NA,1,NA,1,2,NA,"F",NA,9,3,2,9,1,"F",1,NA,3,"B",NA,NA,"E",1,3,"B",NA,NA,NA,2,1,NA,NA,4,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,2,2,3,1,2,1,"C",1,NA,"D","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"973",1,1,NA,1,NA,1,2,NA,"9",NA,9,3,2,9,1,"F",3,NA,2,"B",NA,NA,"D",3,3,"B",NA,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,2,2,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"974",3,2,NA,1,NA,1,2,NA,"9",NA,9,3,2,9,1,"C",3,NA,3,"B",NA,NA,"9",3,3,"A",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,0,NA,NA,3,NA,1,2,1,1,1,1,"F",1,NA,"B","9",NA,1,3,NA,2,2,1,NA,NA,"E"
"975",0,2,NA,1,NA,1,2,NA,"D",NA,0,3,2,0,1,"F",1,NA,2,"B",NA,NA,"E",2,3,"B",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,1,1,2,2,1,1,"C",1,NA,"F","C",NA,2,1,NA,2,2,2,NA,NA,"E"
"976",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,3,NA,NA,3,2,NA,3,1,0,3,NA,3,"A",9,3,3,3,2,NA,NA,NA,3,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",2,NA,NA,9,NA,NA,NA,3,1,"E"
"977",0,2,NA,1,NA,1,2,NA,"D",NA,0,2,3,0,1,"F",1,NA,3,"B",NA,NA,"8",3,3,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",8,NA,NA,NA,NA,1,1,2,NA,NA,0,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,3,NA,NA,"E"
"978",1,NA,3,1,1,NA,NA,1,"B",3,9,NA,NA,9,NA,"C",NA,1,NA,"B",2,3,"A",NA,NA,"F",1,3,1,NA,NA,3,2,NA,3,1,0,1,NA,3,"A",0,3,3,3,1,NA,NA,NA,3,2,9,2,1,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,1,"9","D",2,NA,NA,2,NA,NA,NA,1,3,"E"
"979",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,1,1,1,"F",3,NA,2,"B",NA,NA,"E",2,3,"B",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,2,2,2,NA,NA,9,NA,NA,3,NA,1,2,2,1,2,1,"C",1,NA,"A","C",NA,1,2,NA,2,2,1,NA,NA,"E"
"980",0,NA,4,0,2,NA,NA,2,"F",2,0,NA,NA,9,NA,"E",NA,1,NA,"D",3,3,"B",NA,NA,"D",1,3,1,NA,NA,2,2,NA,3,2,0,2,NA,1,"A",9,2,3,3,2,NA,NA,NA,3,2,9,2,1,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,2,"E","C",1,NA,NA,2,NA,NA,NA,3,3,"B"
"981",1,NA,2,1,1,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"A",NA,NA,"F",1,4,2,NA,NA,3,2,NA,3,1,0,3,NA,2,"A",1,1,3,3,2,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"9","C",2,NA,NA,3,NA,NA,NA,1,1,"E"
"982",0,2,NA,1,NA,1,2,NA,"D",NA,1,1,2,1,1,"F",1,NA,2,"B",NA,NA,"A",3,2,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,3,1,1,1,"C",1,NA,"B","C",NA,3,1,NA,2,2,1,NA,NA,"E"
"983",0,NA,1,1,1,NA,NA,1,"B",3,9,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"C",NA,NA,"E",1,4,2,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",1,1,3,3,2,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"A","F",1,NA,NA,3,NA,NA,NA,1,2,"E"
"984",0,1,NA,1,NA,1,2,NA,"D",NA,9,3,1,0,1,"C",3,NA,1,"B",NA,NA,"E",1,1,"C",NA,NA,NA,2,2,NA,NA,1,NA,NA,0,NA,1,NA,"8",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,1,NA,1,2,1,1,1,1,"F",1,NA,"B","A",NA,2,2,NA,3,2,3,NA,NA,"E"
"985",0,NA,2,0,1,NA,NA,3,"C",3,9,NA,NA,0,NA,"C",NA,2,NA,"B",3,2,"D",NA,NA,"F",1,2,1,NA,NA,2,3,NA,3,1,0,3,NA,3,"A",9,1,3,3,2,NA,NA,NA,1,2,9,3,2,NA,2,NA,NA,NA,NA,NA,NA,"F",NA,1,"B","A",1,NA,NA,1,NA,NA,NA,2,3,"E"
"986",0,3,NA,9,NA,1,2,NA,"F",NA,9,2,1,9,1,"F",3,NA,3,"B",NA,NA,"D",3,2,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,2,1,NA,NA,9,NA,NA,2,NA,1,2,1,2,1,1,"C",1,NA,"A","C",NA,2,1,NA,2,1,2,NA,NA,"E"
"987",0,NA,2,1,2,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"F",1,4,3,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",0,1,3,3,2,NA,NA,NA,3,3,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,1,"E"
"988",0,NA,1,1,2,NA,NA,3,"C",3,9,NA,NA,9,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,3,3,NA,NA,4,2,NA,2,3,0,3,NA,3,"A",9,2,3,3,2,NA,NA,NA,3,3,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"D",NA,3,"D","8",3,NA,NA,3,NA,NA,NA,3,2,"E"
"989",0,1,NA,8,NA,2,2,NA,"8",NA,9,3,2,8,1,"C",1,NA,3,"B",NA,NA,"E",1,2,"B",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,1,NA,"D",0,NA,NA,NA,NA,1,1,1,NA,NA,9,NA,NA,3,NA,1,1,2,2,1,1,"F",1,NA,"D","C",NA,2,1,NA,2,2,1,NA,NA,"8"
"990",1,NA,1,1,1,NA,NA,1,"9",3,9,NA,NA,9,NA,"F",NA,1,NA,"9",3,3,"E",NA,NA,"B",1,4,2,NA,NA,3,1,NA,2,1,1,3,NA,3,"A",0,3,3,3,2,NA,NA,NA,2,2,9,2,3,NA,2,NA,NA,NA,NA,NA,NA,"C",NA,3,"8","D",1,NA,NA,2,NA,NA,NA,3,3,"E"
"991",0,1,NA,1,NA,3,2,NA,"B",NA,9,1,3,9,2,"E",3,NA,3,"B",NA,NA,"C",1,1,"A",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,2,NA,"A",9,NA,NA,NA,NA,3,1,2,NA,NA,9,NA,NA,3,NA,3,1,2,1,2,1,"F",3,NA,"E","F",NA,1,2,NA,4,2,2,NA,NA,"D"
"992",0,NA,1,8,9,NA,NA,9,"8",9,8,NA,NA,8,NA,"8",NA,2,NA,"8",3,3,"8",NA,NA,"8",3,2,2,NA,NA,4,9,NA,8,1,0,3,NA,2,"8",8,9,9,3,3,NA,NA,NA,9,9,8,2,9,NA,9,NA,NA,NA,NA,NA,NA,"8",NA,2,"C","A",9,NA,NA,9,NA,NA,NA,3,3,"8"
"993",4,NA,2,1,2,NA,NA,2,"9",3,9,NA,NA,9,NA,"F",NA,3,NA,"D",2,3,"9",NA,NA,"9",1,4,1,NA,NA,3,1,NA,2,1,0,3,NA,3,"A",9,1,3,3,2,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"B","9",2,NA,NA,3,NA,NA,NA,3,3,"E"
"994",0,NA,1,1,1,NA,NA,1,"A",3,1,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"F",NA,NA,"B",4,4,3,NA,NA,4,2,NA,2,1,0,3,NA,3,"A",9,2,3,3,3,NA,NA,NA,3,2,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"D",NA,2,"D","C",2,NA,NA,2,NA,NA,NA,3,3,"E"
"995",0,NA,2,1,2,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"B",NA,NA,"E",1,4,3,NA,NA,3,1,NA,3,1,0,3,NA,3,"A",9,3,3,2,2,NA,NA,NA,2,1,0,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"A","C",3,NA,NA,1,NA,NA,NA,1,1,"E"
"996",0,NA,1,1,1,NA,NA,2,"E",3,9,NA,NA,0,NA,"C",NA,2,NA,"F",3,3,"D",NA,NA,"B",3,4,2,NA,NA,4,1,NA,3,2,0,3,NA,2,"A",9,1,3,3,2,NA,NA,NA,3,1,0,3,3,NA,3,NA,NA,NA,NA,NA,NA,"B",NA,2,"A","8",3,NA,NA,1,NA,NA,NA,2,2,"D"
"997",0,2,NA,0,NA,1,2,NA,"F",NA,0,1,2,0,3,"D",3,NA,3,"B",NA,NA,"E",1,3,"A",NA,NA,NA,2,2,NA,NA,2,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,2,1,1,NA,NA,1,NA,NA,3,NA,1,3,1,1,3,1,"C",1,NA,"D","B",NA,3,2,NA,4,3,2,NA,NA,"E"
"998",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,0,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,1,1,NA,NA,3,2,NA,2,2,0,3,NA,3,"A",9,1,3,3,2,NA,NA,NA,3,3,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"B","C",2,NA,NA,2,NA,NA,NA,3,2,"E"
"999",0,2,NA,1,NA,1,2,NA,"D",NA,0,3,3,1,1,"F",3,NA,2,"B",NA,NA,"E",1,3,"F",NA,NA,NA,2,1,NA,NA,4,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,2,2,3,3,2,1,"C",1,NA,"A","C",NA,1,1,NA,1,2,1,NA,NA,"E"
"1000",0,1,NA,8,NA,1,1,NA,"B",NA,9,1,3,9,1,"C",1,NA,3,"B",NA,NA,"E",3,3,"A",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,2,2,2,2,1,"F",1,NA,"F","C",NA,2,2,NA,2,2,1,NA,NA,"E"
"1001",0,2,NA,1,NA,1,2,NA,"D",NA,0,3,2,9,1,"F",3,NA,3,"B",NA,NA,"E",3,3,"B",NA,NA,NA,2,3,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,2,2,3,2,2,1,"C",1,NA,"A","C",NA,3,3,NA,2,2,1,NA,NA,"E"
"1002",0,NA,1,1,2,NA,NA,1,"B",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"F",2,4,3,NA,NA,3,2,NA,3,3,0,3,NA,3,"A",1,2,3,3,3,NA,NA,NA,3,2,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,2,"A","C",2,NA,NA,2,NA,NA,NA,3,3,"E"
"1003",0,NA,1,8,1,NA,NA,1,"F",2,8,NA,NA,0,NA,"F",NA,2,NA,"C",2,3,"A",NA,NA,"D",1,4,3,NA,NA,3,2,NA,1,1,0,1,NA,1,"D",8,1,3,3,2,NA,NA,NA,1,1,8,3,3,NA,1,NA,NA,NA,NA,NA,NA,"A",NA,1,"C","E",3,NA,NA,2,NA,NA,NA,2,1,"B"
"1004",0,NA,1,1,1,NA,NA,2,"D",3,8,NA,NA,9,NA,"9",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,4,3,NA,NA,3,2,NA,2,2,1,3,NA,3,"F",0,2,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"1005",0,NA,3,0,1,NA,NA,2,"A",3,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,4,3,NA,NA,3,1,NA,2,2,0,3,NA,2,"A",9,1,3,3,2,NA,NA,NA,2,2,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"D","C",3,NA,NA,2,NA,NA,NA,2,1,"E"
"1006",0,2,NA,9,NA,1,2,NA,"B",NA,9,2,3,9,1,"F",1,NA,2,"B",NA,NA,"F",1,1,"E",NA,NA,NA,1,3,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,1,NA,3,3,2,3,2,2,"D",1,NA,"A","C",NA,2,1,NA,2,2,3,NA,NA,"E"
"1007",1,2,NA,1,NA,1,2,NA,"F",NA,9,2,2,1,1,"C",1,NA,2,"B",NA,NA,"9",3,3,"C",NA,NA,NA,2,1,NA,NA,8,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,1,1,2,1,1,"F",1,NA,"A","D",NA,1,2,NA,2,2,1,NA,NA,"E"
"1008",0,3,NA,0,NA,3,2,NA,"F",NA,8,3,3,8,1,"F",2,NA,2,"B",NA,NA,"C",1,2,"A",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",8,NA,NA,NA,NA,2,3,2,NA,NA,8,NA,NA,3,NA,1,2,3,2,1,1,"C",1,NA,"D","B",NA,2,1,NA,2,2,1,NA,NA,"E"
"1009",0,NA,2,0,2,NA,NA,3,"D",3,9,NA,NA,9,NA,"F",NA,2,NA,"B",3,3,"A",NA,NA,"F",4,4,1,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",9,3,3,3,2,NA,NA,NA,3,3,0,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"B","E",1,NA,NA,2,NA,NA,NA,3,2,"E"
"1010",0,3,NA,1,NA,1,2,NA,"F",NA,9,1,2,1,1,"F",1,NA,2,"B",NA,NA,"D",3,1,"B",NA,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,2,NA,"A",0,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,1,2,1,1,1,"D",1,NA,"A","C",NA,1,3,NA,2,2,3,NA,NA,"E"
"1011",0,NA,3,1,1,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,3,NA,NA,3,2,NA,3,1,0,3,NA,3,"A",1,3,3,3,3,NA,NA,NA,1,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,2,NA,NA,NA,2,1,"E"
"1012",0,3,NA,1,NA,3,2,NA,"D",NA,9,1,2,1,2,"C",3,NA,2,"B",NA,NA,"E",1,3,"C",NA,NA,NA,3,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,1,1,2,3,2,1,"F",1,NA,"B","A",NA,3,1,NA,2,1,1,NA,NA,"E"
"1013",0,NA,1,1,3,NA,NA,1,"F",2,9,NA,NA,9,NA,"C",NA,3,NA,"B",2,3,"E",NA,NA,"C",1,4,3,NA,NA,3,2,NA,1,2,0,1,NA,3,"A",9,3,3,3,2,NA,NA,NA,3,2,1,2,1,NA,2,NA,NA,NA,NA,NA,NA,"F",NA,3,"D","B",3,NA,NA,3,NA,NA,NA,2,3,"E"
"1014",2,NA,3,1,1,NA,NA,1,"9",3,9,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"9",NA,NA,"B",1,4,1,NA,NA,3,2,NA,3,1,0,3,NA,3,"A",0,2,3,3,2,NA,NA,NA,3,3,8,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,1,NA,NA,NA,2,3,"E"
"1015",0,NA,1,0,2,NA,NA,1,"E",2,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"D",NA,NA,"A",4,3,2,NA,NA,4,2,NA,3,3,0,1,NA,1,"E",9,2,3,3,2,NA,NA,NA,2,2,0,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,2,"B","C",3,NA,NA,3,NA,NA,NA,2,2,"D"
"1016",0,NA,1,1,1,NA,NA,1,"C",3,9,NA,NA,9,NA,"C",NA,2,NA,"B",2,3,"E",NA,NA,"D",1,4,3,NA,NA,4,2,NA,1,2,0,3,NA,3,"A",0,2,3,3,2,NA,NA,NA,3,2,9,2,3,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,2,"F","A",2,NA,NA,2,NA,NA,NA,2,2,"E"
"1017",0,NA,1,0,1,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",9,2,3,3,3,NA,NA,NA,3,3,9,2,1,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"A","C",2,NA,NA,2,NA,NA,NA,2,2,"E"
"1018",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,2,NA,NA,3,2,NA,3,1,0,3,NA,1,"A",1,1,3,3,2,NA,NA,NA,3,3,1,2,3,NA,1,NA,NA,NA,NA,NA,NA,"C",NA,3,"B","A",2,NA,NA,3,NA,NA,NA,2,1,"E"
"1019",0,1,NA,1,NA,1,2,NA,"D",NA,0,1,2,0,1,"C",3,NA,3,"B",NA,NA,"E",1,3,"B",NA,NA,NA,3,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,2,1,1,2,1,3,"F",1,NA,"A","C",NA,2,1,NA,2,1,3,NA,NA,"E"
"1020",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,1,9,1,"F",1,NA,2,"B",NA,NA,"E",1,3,"B",NA,NA,NA,1,3,NA,NA,1,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,2,2,2,2,1,"C",1,NA,"A","C",NA,2,1,NA,2,1,1,NA,NA,"E"
"1021",1,NA,1,1,2,NA,NA,3,"9",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"A",1,4,1,NA,NA,3,2,NA,2,3,0,2,NA,3,"A",9,3,3,2,1,NA,NA,NA,2,2,9,3,3,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,3,"D","C",3,NA,NA,1,NA,NA,NA,2,3,"E"
"1022",0,NA,4,1,1,NA,NA,2,"D",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"B",NA,NA,"F",1,4,2,NA,NA,3,2,NA,2,1,0,3,NA,2,"A",9,2,3,3,2,NA,NA,NA,3,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"E",NA,3,"A","C",3,NA,NA,1,NA,NA,NA,3,2,"E"
"1023",0,2,NA,1,NA,1,2,NA,"D",NA,9,3,1,9,1,"C",2,NA,1,"B",NA,NA,"A",2,3,"B",NA,NA,NA,2,1,NA,NA,4,NA,NA,0,NA,2,NA,"A",9,NA,NA,NA,NA,1,1,3,NA,NA,9,NA,NA,3,NA,2,3,2,2,1,1,"F",1,NA,"F","C",NA,3,3,NA,2,2,2,NA,NA,"E"
"1024",0,1,NA,1,NA,1,2,NA,"A",NA,9,2,2,9,3,"F",3,NA,3,"B",NA,NA,"D",1,1,"B",NA,NA,NA,2,3,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,2,2,2,NA,NA,9,NA,NA,3,NA,1,2,2,1,2,3,"C",1,NA,"F","C",NA,2,2,NA,2,2,1,NA,NA,"E"
"1025",0,NA,3,1,1,NA,NA,2,"A",2,9,NA,NA,8,NA,"D",NA,1,NA,"B",2,3,"B",NA,NA,"F",1,4,2,NA,NA,3,3,NA,3,1,0,2,NA,3,"C",9,1,2,3,2,NA,NA,NA,2,2,9,2,3,NA,2,NA,NA,NA,NA,NA,NA,"F",NA,2,"D","C",1,NA,NA,2,NA,NA,NA,2,3,"E"
"1026",0,3,NA,1,NA,2,2,NA,"B",NA,9,2,2,9,1,"F",1,NA,2,"B",NA,NA,"D",2,2,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,2,1,2,1,1,"C",1,NA,"A","C",NA,3,1,NA,2,3,1,NA,NA,"E"
"1027",0,2,NA,1,NA,1,2,NA,"D",NA,8,3,2,0,1,"F",1,NA,2,"B",NA,NA,"B",3,3,"F",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,0,NA,NA,3,NA,2,1,2,2,1,1,"C",1,NA,"A","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"1028",0,NA,1,1,1,NA,NA,1,"F",3,9,NA,NA,9,NA,"F",NA,2,NA,"B",2,3,"D",NA,NA,"A",1,4,3,NA,NA,4,1,NA,3,2,0,3,NA,3,"A",9,2,3,3,2,NA,NA,NA,2,2,9,1,3,NA,1,NA,NA,NA,NA,NA,NA,"C",NA,2,"B","C",2,NA,NA,2,NA,NA,NA,2,1,"E"
"1029",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,1,"F",1,NA,2,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,2,NA,NA,8,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,2,3,2,NA,NA,0,NA,NA,3,NA,1,1,3,2,1,2,"C",1,NA,"D","C",NA,3,3,NA,2,2,1,NA,NA,"E"
"1030",1,NA,1,1,2,NA,NA,3,"9",2,9,NA,NA,9,NA,"F",NA,3,NA,"9",2,3,"D",NA,NA,"B",1,4,2,NA,NA,3,2,NA,2,1,1,3,NA,3,"A",9,3,3,3,1,NA,NA,NA,3,3,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","E",2,NA,NA,3,NA,NA,NA,2,1,"E"
