"","hypo.p","kidney.p","liver.p"
"1452896_at",0.357921713,0.561049755,0.126087691
"1452907_at",0.222196715,0.487924742,0.618146204
"1452919_a_at",0.258914587,0.773867191,0.030515587
"1452920_a_at",0.356038008,0.474846245,0.241482089
"1452925_a_at",0.139498051,0.052072329,0.836771407
"1452927_x_at",0.490340462,0.411348336,0.413250581
"1452929_at",0.03157624,0.007508973,0.226011795
"1452959_a_at",0.119041715,0.278449526,0.371588881
"1452976_a_at",0.261739013,0.184570825,0.33764777
"1452997_at",0.030090669,0.001144354,0.947366231
"1452999_at",0.863650745,0.972005031,0.227982392
"1453014_a_at",0.999756016,0.889519584,0.822237633
"1453016_at",0.759320651,0.876685929,0.071319824
"1453095_at",0.320502681,0.11879863,0.421527409
"1453096_x_at",0.367883346,0.345418632,0.828642996
"1453097_a_at",0.473905104,0.735773296,0.531688707
"1453111_a_at",0.006266153,0.000679878,0.713949438
"1453124_at",0.532964417,0.445931036,0.635397349
"1453156_s_at",0.566588988,0.111956295,0.048596961
"1453169_a_at",0.098852443,0.101916119,0.344906774
"1453198_at",0.76372028,0.35942845,0.209409195
"1453207_at",0.236688825,0.004281708,0.697644245
"1453208_at",0.031215293,0.05327381,0.101604491
"1453238_s_at",0.839604912,0.802545565,0.610721471
"1453253_a_at",0.662160174,0.131880004,0.960417006
"1453256_at",0.058597147,0.071757463,0.489786832
"1453299_a_at",0.559106343,0.042954449,0.047689979
"1453317_a_at",0.752625696,0.108706008,0.056071911
"1453362_x_at",0.944455786,0.54228774,0.259567651
"1453367_a_at",0.305633237,0.024651761,0.408804259
"1453406_a_at",0.524575083,0.894389038,0.122711893
"1453412_a_at",0.930385556,0.00936638,0.198592403
"1453467_s_at",0.693117233,0.739941615,0.573400386
"1453473_a_at",0.020682908,0.308695738,0.030431641
"1453554_a_at",0.958447502,0.95344318,0.316373289
"1453556_x_at",0.408724289,0.825362947,0.665954067
"1453564_a_at",0.364198791,0.177301043,0.548803112
"1453572_a_at",0.009936541,0.322847926,0.877341688
"1453604_a_at",0.182180436,0.280274362,0.240946494
"1453634_a_at",0.346973474,0.289053191,0.482116409
"1453651_a_at",0.666213142,0.096816396,0.032212071
"1453686_x_at",0.006157198,0.064519789,0.166718672
"1453722_s_at",0.30119087,0.107451903,0.360776455
"1453723_x_at",0.780345796,0.521403411,0.45504298
"1453725_a_at",0.223993201,0.073222627,0.305846111
"1453728_a_at",0.465622608,0.286963037,0.515856143
"1453729_a_at",0.588937487,0.467650925,0.497001669
"1453731_a_at",0.657691794,0.056998224,0.052586795
"1453733_a_at",0.581255602,0.611385431,0.295506718
"1453740_a_at",0.201157669,0.103863513,0.786587105
"1453744_a_at",0.836676572,0.519987067,0.688389702
"1453784_at",0.871805575,0.654712178,0.722117466
"1453796_a_at",0.357612131,0.246011105,0.170304335
"1453804_a_at",0.901329171,0.482857956,0.511048147
"1453836_a_at",0.313115604,0.851853989,0.809713712
"1453848_s_at",0.003863532,0.804453354,0.642055325
"1453849_s_at",0.211324364,0.563245553,0.550259467
"1453881_x_at",0.079415304,0.156524111,0.023450828
"1453915_a_at",0.90394125,0.818904071,0.158762491
"1453920_a_at",0.220787256,0.052647943,0.069816561
"1453928_a_at",0.701423466,0.058821302,0.358665211
"1453960_a_at",0.666333762,0.474837119,0.144346012
"1453988_a_at",0.341889275,0.264014444,0.118282694
"1453993_a_at",0.537770951,0.997635409,0.325313407
"1453995_a_at",0.465398573,0.709487781,0.743280948
"1454011_a_at",0.254360277,0.848620907,0.129752762
"1454036_a_at",0.343301306,0.30619289,0.121669752
"1454044_a_at",0.938087917,0.430648809,0.260788423
"1454045_a_at",0.417282984,0.03673721,0.46489108
"1454047_a_at",0.213143434,0.289727642,0.131106667
"1454060_a_at",0.63921093,0.078514945,0.127738142
"1454064_a_at",0.642927371,0.539801741,0.194649979
"1454067_a_at",0.265726752,0.00100545,0.01578865
"1454074_a_at",0.332017665,0.061432036,0.428613512
"1454078_a_at",0.773257398,0.362589952,0.050860762
"1454109_a_at",0.04032616,0.264455414,0.05511562
"1454116_a_at",0.317584001,0.099085043,0.539705
"1454136_a_at",0.574320754,0.68203062,0.29747425
"1454159_a_at",0.024156173,0.069181142,0.498956104
"1454161_s_at",0.572375784,0.483175269,0.24086829
"1454168_a_at",0.042152097,0.045654067,0.036272319
"1454602_s_at",0.948390029,0.819912026,0.856259067
"1454603_a_at",0.252307177,0.809145047,0.692609752
"1454605_a_at",0.523692667,0.781768917,0.993431477
"1454610_at",0.01250881,0.000849317,0.663331122
"1454611_a_at",0.405629095,0.133442875,0.330776659
"1454615_x_at",0.824129565,0.723818903,0.075419588
"1454620_x_at",0.965970892,0.841511687,0.784470638
"1454626_at",0.196217287,0.063135932,0.756543632
"1454627_a_at",0.320679216,0.646509457,0.486852816
"1454631_at",0.044426363,0.006753898,0.61149395
"1454633_at",0.323835632,0.299938641,0.584569051
"1454635_at",0.420399559,0.901561167,0.324146789
"1454636_at",0.209875114,0.001646797,0.533748606
"1454640_at",0.026074215,0.004375115,0.938517179
"1454641_at",0.214597407,0.033454438,0.578410555
"1454647_at",0.173847703,0.000101554,0.087852342
"1454648_s_at",0.262089305,0.427187187,0.585131807
"1454652_at",0.007734244,0.011799043,0.960857283
"1454657_s_at",0.638448692,0.210825358,0.118505246
"1454661_at",0.78114142,0.637928076,0.087339606
"1454663_at",0.498051372,0.403709501,0.114027799
"1454664_a_at",0.354164712,0.739284493,0.267473152
"1454668_at",0.96464393,0.401290683,0.477675764
"1454669_at",0.822673577,0.802440833,0.324433252
"1454670_at",0.713271646,0.00947495,0.523504175
"1454673_at",0.84463399,0.964259941,0.371951311
"1454682_at",0.079600563,0.011101406,0.424435425
"1454686_at",0.728992735,0.011792064,0.053577617
"1454688_x_at",0.351114101,0.218968653,0.918455084
"1454696_at",0.12228296,0.003290414,0.859439859
"1454697_at",0.494590715,0.888189336,0.206285986
"1454698_at",0.017617106,0.005800672,0.844406953
"1454699_at",0.352413503,0.047158751,0.208738202
"1454705_at",0.470065169,0.86581534,0.289041082
"1454706_at",0.97810946,0.818708512,0.431250046
"1454712_at",0.40967314,0.962858981,0.512701921
"1454716_x_at",0.456065807,0.372203882,0.518260744
"1454722_at",0.036107729,0.018489265,0.912543339
"1454725_at",0.140664026,0.084213821,0.215908557
"1454732_at",0.387786646,0.01335843,0.527958998
"1454735_at",0.295702668,0.005338049,0.196592827
"1454738_x_at",0.944505971,0.420619986,0.969818306
"1454747_a_at",0.756172155,0.313368764,0.082684013
"1454753_at",0.181207221,0.022857725,0.843079215
"1454754_a_at",0.176174495,0.227971506,0.153058483
"1454758_a_at",0.258488475,0.152807513,0.323752212
"1454760_at",0.64115099,0.047048597,0.602279762
"1454763_at",0.432788784,0.079620764,0.975928367
"1454778_x_at",0.796830297,0.409707208,0.533824826
"1454783_at",0.981484082,0.008179942,0.075772535
"1454789_x_at",0.438282079,0.947740915,0.386354634
"1454791_a_at",0.35544373,0.550868994,0.501248455
"1454793_x_at",0.666341919,0.854984473,0.455245761
"1454802_x_at",0.834937363,0.852277561,0.789438002
"1454804_at",0.356134695,0.886298305,0.426043256
"1454805_at",0.998308512,0.566092015,0.740138204
"1454807_a_at",0.085475282,0.834812513,0.399157195
"1454811_a_at",0.063467744,0.028930246,0.186757544
"1454813_at",0.4219455,0.768367443,0.143905862
"1454815_at",0.186031769,0.14436218,0.531114916
"1454817_at",0.102815097,0.183633464,0.136082323
"1454837_at",0.006997175,0.021837097,0.800590356
"1454849_x_at",0.054077277,0.012942669,0.180587927
"1454856_x_at",0.790330305,0.830679983,0.342930436
"1454859_a_at",0.228015984,0.80114119,0.195646567
"1454860_x_at",0.110223634,0.185356811,0.832176331
"1454875_a_at",0.430547407,0.80293464,0.514852007
"1454879_s_at",0.274098082,0.114974615,0.091371625
"1454887_at",0.552579102,0.59063957,0.490796226
"1454906_at",0.442365213,0.840879525,0.222358789
"1454914_at",0.736748279,0.405059214,0.719036683
"1454921_at",0.633386881,0.926722222,0.066277101
"1454925_x_at",0.436401495,0.483622412,0.126272439
"1454932_at",0.569104885,0.553585347,0.867434152
"1454941_at",0.071413759,0.010679764,0.813298156
"1454947_a_at",0.45644094,0.426922503,0.891306758
"1454955_at",0.071740553,0.040279653,0.643605466
"1454959_s_at",0.690296585,0.049732108,0.997539489
"1454967_at",0.270880341,0.074497691,0.65819425
"1454971_x_at",0.451636627,0.10016045,0.428768388
"1454979_at",0.415842134,0.852270914,0.450867399
"1454987_a_at",0.491055349,0.01657587,0.399518628
"1454993_a_at",0.829036012,0.226948851,0.235347574
"1455001_x_at",0.836226914,0.303432516,0.850315407
"1455002_at",0.011341128,0.083388561,0.484818796
"1455006_at",0.996848962,0.889150849,0.375060722
"1455007_s_at",0.921641793,0.106193039,0.557360304
"1455009_at",0.997379595,0.184303201,0.637741192
"1455013_at",0.561555725,0.315408225,0.924833116
"1455036_s_at",0.891217703,0.994402386,0.738878253
"1455039_a_at",0.006666364,0.186209799,0.201177097
"1455042_at",0.295873287,0.030217449,0.293165909
"1455047_at",0.107340714,0.510202558,0.347187328
"1455054_a_at",0.126395423,0.470514705,0.635901346
"1455058_at",0.036829394,0.094006906,0.273174906
"1455061_a_at",0.068497029,0.007620915,0.390696677
"1455065_x_at",0.082238108,0.024464361,0.727676908
"1455066_s_at",0.331252283,0.383166573,0.979671956
"1455069_x_at",0.846160654,0.042720625,0.948590459
"1455072_at",0.088394533,0.024613268,0.950319371
"1455073_at",0.89972681,0.263175663,0.197268995
"1455077_a_at",0.77323257,0.032306399,0.383852999
"1455084_x_at",0.146376132,0.001544202,0.012984748
"1455105_at",0.107692982,0.167551652,0.867293283
"1455106_a_at",0.426635496,0.002336744,0.754865194
"1455126_x_at",0.241302031,0.564462956,0.534117071
"1455128_x_at",0.008483494,0.006065257,0.414573524
"1455129_at",0.149720733,0.159471889,0.068033862
"1455138_x_at",0.39955062,0.059090304,0.972682455
"1455141_at",0.072632103,0.043959258,0.687808099
"1455152_at",0.323136698,0.181456193,0.991781251
"1455158_at",0.64283919,0.288226142,0.982497905
"1455168_a_at",0.238818605,0.431065641,0.832115053
"1455171_at",0.48357152,0.239242849,0.853170864
"1455175_at",0.350048681,0.746901022,0.105818832
"1455204_at",0.058796691,0.162120614,0.122855824
"1455205_a_at",0.787482489,0.819740484,0.703160074
"1455207_at",0.252203879,0.211903224,0.381201965
"1455211_a_at",0.43484724,0.16021522,0.502802843
"1455222_a_at",0.06475622,0.058816027,0.633230914
"1455235_x_at",0.095759701,0.533825383,0.853184481
"1455236_x_at",0.308687146,0.098774636,0.755498167
"1455242_at",0.001757274,0.00015847,0.905867804
"1455245_x_at",0.497023862,0.63837773,0.166434804
"1455254_at",0.011876633,0.028824043,0.671387804
"1455255_at",0.030245409,0.014489727,0.567408518
"1455264_at",0.77898,0.959485849,0.798560856
"1455283_x_at",0.34664959,0.108937261,0.096923895
"1455285_at",0.084765381,0.003312658,0.192510209
"1455286_at",0.499150077,0.112172469,0.621569286
"1455291_s_at",0.763198908,0.110320322,0.799376969
"1455305_x_at",0.411400543,0.170252612,0.774377724
"1455316_x_at",0.126153388,0.008993859,0.518854155
"1455319_x_at",0.763188968,0.169286147,0.51796696
"1455348_x_at",0.651020277,0.57053219,0.595629545
"1455349_at",0.419084027,0.594280843,0.323850068
"1455350_at",0.006744436,0.383243757,0.038560815
"1455357_x_at",0.820105587,0.640807141,0.839582069
"1455364_a_at",0.80401466,0.600700399,0.104426977
"1455372_at",0.257763506,0.975317039,0.12996579
"1455384_x_at",0.714713225,0.787932863,0.032951209
"1455434_a_at",0.061819651,0.001926234,0.879827282
"1455439_a_at",0.020431781,0.490434493,0.233884571
"1455456_a_at",0.062196605,0.007596508,0.678622345
"1455458_x_at",0.387624097,0.602270715,0.484569978
"1455462_at",0.027102244,0.007938618,0.833345246
"1455470_x_at",0.746765417,0.789495861,0.212858498
"1455479_a_at",0.131811208,0.164325161,0.274700201
"1455480_s_at",0.084143054,0.101962422,0.273119972
"1455485_x_at",0.813131389,0.422663546,0.717984798
"1455491_at",0.799022718,0.214478865,0.044139007
"1455504_a_at",0.038853333,0.437915664,0.093344408
"1455534_s_at",0.18053281,0.946552737,0.609339395
"1455546_s_at",0.867492525,0.371262427,0.339816655
"1455550_x_at",0.332624536,0.899688838,0.997184712
"1455551_at",0.315564862,0.665108147,0.843556271
"1455562_at",0.419751844,0.21366534,0.593784994
"1455570_x_at",0.91582258,0.553266545,0.320852688
"1455571_x_at",0.452045303,0.06981093,0.175711111
"1455572_x_at",0.245678698,0.371045582,0.581410122
"1455602_x_at",0.604641217,0.137280945,0.769564195
"1455605_at",0.828015846,0.159898857,0.136981453
"1455618_x_at",0.546410633,0.171747813,0.067447521
"1455640_a_at",0.336149931,0.029840001,0.484132389
"1455655_a_at",0.490363418,0.214285075,0.45005264
"1455662_x_at",0.353014754,0.808274118,0.397858474
"1455675_a_at",0.496281577,0.21916226,0.351851584
"1455676_x_at",0.63155825,0.273982398,0.577404407
"1455693_x_at",0.572644189,0.371221423,0.957196788
"1455700_at",0.711337292,0.458678507,0.468414782
"1455710_x_at",0.828186191,0.729569645,0.370638494
"1455713_x_at",0.116074538,0.005340627,0.352061037
"1455725_a_at",0.543892659,0.967640906,0.240137461
"1455727_at",0.739197047,0.050291985,0.553200025
"1455742_x_at",0.395359786,0.111962792,0.440865871
"1455749_x_at",0.269049855,0.050699688,0.851145102
"1455752_a_at",0.087391696,0.024614843,0.558285805
"1455767_x_at",0.939153647,0.217488974,0.564626674
"1455777_x_at",0.971910745,0.114892599,0.368870456
"1455789_x_at",0.931356756,0.210844785,0.559047999
"1455800_x_at",0.403793365,0.115913489,0.180316877
"1455801_x_at",0.850654458,0.928142215,0.796969067
"1455806_x_at",0.254391616,0.406956729,0.697094133
"1455815_a_at",0.138635641,0.007315356,0.560099599
"1455819_at",0.6819332,0.860765232,0.065557547
"1455821_x_at",0.656303794,0.801830768,0.137177111
"1455822_x_at",0.267347093,0.149587976,0.683741552
"1455824_x_at",0.172315158,0.120416288,0.971189512
"1455825_s_at",0.023550054,0.165375332,0.410557592
"1455855_x_at",0.350743064,0.934231471,0.800005269
"1455868_a_at",0.621880497,0.3620576,0.054472889
"1455871_s_at",0.087999764,0.261016188,0.744031741
"1455875_x_at",0.719506923,0.511727683,0.36311364
"1455880_s_at",0.961139946,0.798584879,0.46087658
"1455895_x_at",0.249234466,0.110786048,0.682460776
"1455897_x_at",0.374353101,0.90010431,0.997990095
"1455905_at",0.184762253,0.672010859,0.401750512
"1455908_a_at",0.090189898,0.173004844,0.963665956
"1455911_x_at",0.822374376,0.623638665,0.06248464
"1455927_x_at",0.016674411,0.027128404,0.110618355
"1455928_x_at",0.950286899,0.875004186,0.398615219
"1455929_x_at",0.202189826,0.007859027,0.403961229
"1455938_x_at",0.776664575,0.911342688,0.707103214
"1455939_x_at",0.802057644,0.901754062,0.068485337
"1455940_x_at",0.045314221,0.000275334,0.739387618
"1455950_x_at",0.764716051,0.921754813,0.448332309
"1455955_s_at",0.929430247,0.084610791,0.790289928
"1455958_s_at",0.747537329,0.436115238,0.981995543
"1455959_s_at",0.745248189,0.106306084,0.11690359
"1455961_at",0.052174123,0.016456258,0.110624196
"1455968_x_at",0.529921458,0.584535075,0.508939927
"1455972_x_at",0.046499197,0.010832723,0.292485674
"1455975_x_at",0.683438401,0.258885558,0.99744824
"1455976_x_at",0.710755896,0.598618347,0.258596482
"1455988_a_at",0.792281091,0.702574692,0.802017794
"1455991_at",0.041599874,2.1e-05,0.044287347
"1455997_a_at",0.797927022,0.558752329,0.599543533
"1456012_x_at",0.304550458,0.28057306,0.57479752
"1456015_x_at",0.246938543,0.018264727,0.151431448
"1456032_x_at",0.607700932,0.976951412,0.099719702
"1456036_x_at",0.816982484,0.899028306,0.230570154
"1456037_x_at",0.31050212,0.028413008,0.328402157
"1456039_at",0.697649145,0.627685285,0.689852174
"1456040_at",0.334365195,0.51643104,0.593374188
"1456054_a_at",0.525726317,0.061763084,0.662485956
"1456056_a_at",0.096676557,0.252726076,0.19448749
"1456057_x_at",0.434506288,0.843014346,0.803325575
"1456059_at",0.53285071,0.763065008,0.86918565
"1456071_a_at",0.669507802,0.653708843,0.543488035
"1456078_x_at",1,1,1
"1456080_a_at",0.110826653,0.900616123,0.993554844
"1456083_x_at",0.294897799,0.52208605,0.311582999
"1456085_x_at",0.03301862,0.194471032,0.972868125
"1456086_x_at",0.077200616,0.040955158,0.229886588
"1456107_x_at",0.752562619,0.717723696,0.749637818
"1456109_a_at",0.470893165,0.329232821,0.668052868
"1456112_at",0.003722412,0.004276203,0.454052045
"1456117_at",0.052563459,0.012122212,0.4241964
"1456125_a_at",0.832490852,0.017011912,0.047646054
"1456135_s_at",0.042133592,0.010652264,0.666462863
"1456142_x_at",0.192726742,0.044315622,0.316682588
"1456155_x_at",0.005456032,0.000457699,0.521706553
"1456170_x_at",0.501915368,0.676326598,0.848555897
"1456175_a_at",0.765905752,0.629926065,0.968499487
"1456176_x_at",0.025428596,0.002786486,0.993510913
"1456177_x_at",0.521145105,0.368817139,0.050775204
"1456193_x_at",0.078340798,0.025096082,0.476845647
"1456194_a_at",0.332301185,0.044768314,0.30387806
"1456195_x_at",0.261896112,0.17988379,0.649369771
"1456196_x_at",0.731476237,0.038508909,0.258505044
"1456199_x_at",0.889039242,0.69435262,0.052507763
"1456205_x_at",0.480949,0.574497913,0.278747065
"1456213_x_at",0.500569485,0.878513355,0.891350219
"1456227_x_at",0.850823321,0.437036942,0.729495027
"1456241_a_at",0.709267858,0.5153442,0.350131188
"1456243_x_at",0.729214542,0.605245482,0.61359392
"1456244_x_at",0.431394053,0.26391431,0.284773431
"1456245_x_at",0.262770056,0.962502061,0.392501634
"1456250_x_at",0.236743912,0.326714273,0.788508978
"1456292_a_at",0.35451814,0.088588176,0.058158892
"1456293_s_at",0.743499983,0.639122624,0.891113322
"1456312_x_at",0.037715628,0.556899216,0.183295467
"1456313_x_at",0.41809119,0.463715101,0.988104056
"1456314_x_at",0.898581439,0.162101769,0.51379377
"1456315_a_at",0.062013875,0.27862059,0.178580707
"1456319_at",1,0.207220277,0.449229279
"1456341_a_at",0.354659404,0.434159191,0.020804661
"1456349_x_at",0.847262109,0.535726013,0.316569668
"1456352_a_at",0.435692349,0.776564267,0.611556791
"1456373_x_at",0.748169719,0.851654489,0.306635688
"1456374_x_at",0.528106134,0.891014113,0.169058061
"1456377_x_at",0.329936111,0.417041864,0.032132745
"1456380_x_at",0.792166868,0.696572852,0.647604512
"1456381_x_at",0.621064351,0.871005445,0.277230922
"1456383_at",0.542510932,0.980545552,0.778200613
"1456388_at",0.79954774,0.587453767,0.034753211
"1456393_at",0.008171338,0.019212592,0.58770828
"1456398_at",0.020511045,0.004426553,0.562189031
"1456405_at",0.598165144,0.212146637,0.653725643
"1456436_x_at",0.594800628,0.753784461,0.28626274
"1456438_x_at",0.240039958,0.986781696,0.567652997
"1456462_x_at",0.032285298,0.352175115,0.822423646
"1456466_x_at",0.811724056,0.284687246,0.61604128
"1456497_x_at",0.60145137,0.949313758,0.633450051
"1456530_x_at",0.22933082,0.137134969,0.018683533
