"","sex","A","P","N"
"7591",1,95,2008,569
"7592",2,95,2008,1994
"7593",1,96,2008,370
"7594",2,96,2008,1404
"7595",1,97,2008,243
"7596",2,97,2008,1069
"7597",1,98,2008,141
"7598",2,98,2008,699
"7599",1,99,2008,182
"7600",2,99,2008,1092
"7601",1,0,2009,33656
"7602",2,0,2009,31648
"7603",1,1,2009,33212
"7604",2,1,2009,31678
"7605",1,2,2009,33943
"7606",2,2,2009,32119
"7607",1,3,2009,33253
"7608",2,3,2009,31998
"7609",1,4,2009,33421
"7610",2,4,2009,32004
"7611",1,5,2009,33513
"7612",2,5,2009,31926
"7613",1,6,2009,33328
"7614",2,6,2009,31511
"7615",1,7,2009,33661
"7616",2,7,2009,32289
"7617",1,8,2009,34634
"7618",2,8,2009,33132
"7619",1,9,2009,34232
"7620",2,9,2009,32849
"7621",1,10,2009,34601
"7622",2,10,2009,32821
"7623",1,11,2009,35378
"7624",2,11,2009,33605
"7625",1,12,2009,35631
"7626",2,12,2009,33779
"7627",1,13,2009,36995
"7628",2,13,2009,34927
"7629",1,14,2009,36956
"7630",2,14,2009,35386
"7631",1,15,2009,35943
"7632",2,15,2009,34140
"7633",1,16,2009,36487
"7634",2,16,2009,34506
"7635",1,17,2009,34853
"7636",2,17,2009,33190
"7637",1,18,2009,34695
"7638",2,18,2009,32938
"7639",1,19,2009,33891
"7640",2,19,2009,32284
"7641",1,20,2009,33189
"7642",2,20,2009,31605
"7643",1,21,2009,32480
"7644",2,21,2009,30934
"7645",1,22,2009,32566
"7646",2,22,2009,31138
"7647",1,23,2009,31849
"7648",2,23,2009,30912
"7649",1,24,2009,30904
"7650",2,24,2009,30118
"7651",1,25,2009,30247
"7652",2,25,2009,29891
"7653",1,26,2009,31205
"7654",2,26,2009,30497
"7655",1,27,2009,30808
"7656",2,27,2009,30663
"7657",1,28,2009,32617
"7658",2,28,2009,32628
"7659",1,29,2009,33337
"7660",2,29,2009,33230
"7661",1,30,2009,34475
"7662",2,30,2009,34285
"7663",1,31,2009,34414
"7664",2,31,2009,34085
"7665",1,32,2009,35993
"7666",2,32,2009,35283
"7667",1,33,2009,38647
"7668",2,33,2009,38681
"7669",1,34,2009,38158
"7670",2,34,2009,38058
"7671",1,35,2009,38389
"7672",2,35,2009,37967
"7673",1,36,2009,39978
"7674",2,36,2009,39741
"7675",1,37,2009,40010
"7676",2,37,2009,38881
"7677",1,38,2009,38250
"7678",2,38,2009,37449
"7679",1,39,2009,38355
"7680",2,39,2009,37207
"7681",1,40,2009,39908
"7682",2,40,2009,38384
"7683",1,41,2009,42519
"7684",2,41,2009,41315
"7685",1,42,2009,45776
"7686",2,42,2009,44238
"7687",1,43,2009,44166
"7688",2,43,2009,42914
"7689",1,44,2009,43449
"7690",2,44,2009,41723
"7691",1,45,2009,42217
"7692",2,45,2009,41146
"7693",1,46,2009,39988
"7694",2,46,2009,38837
"7695",1,47,2009,38723
"7696",2,47,2009,37882
"7697",1,48,2009,38749
"7698",2,48,2009,37779
"7699",1,49,2009,37033
"7700",2,49,2009,36381
"7701",1,50,2009,37062
"7702",2,50,2009,36418
"7703",1,51,2009,36789
"7704",2,51,2009,36219
"7705",1,52,2009,36994
"7706",2,52,2009,36477
"7707",1,53,2009,36515
"7708",2,53,2009,35839
"7709",1,54,2009,35362
"7710",2,54,2009,35435
"7711",1,55,2009,35966
"7712",2,55,2009,35829
"7713",1,56,2009,35090
"7714",2,56,2009,35124
"7715",1,57,2009,34588
"7716",2,57,2009,34262
"7717",1,58,2009,35079
"7718",2,58,2009,35567
"7719",1,59,2009,34760
"7720",2,59,2009,35254
"7721",1,60,2009,36538
"7722",2,60,2009,36713
"7723",1,61,2009,38570
"7724",2,61,2009,38859
"7725",1,62,2009,39787
"7726",2,62,2009,39680
"7727",1,63,2009,38066
"7728",2,63,2009,38126
"7729",1,64,2009,35585
"7730",2,64,2009,36138
"7731",1,65,2009,32043
"7732",2,65,2009,33366
"7733",1,66,2009,30013
"7734",2,66,2009,30985
"7735",1,67,2009,26109
"7736",2,67,2009,27530
"7737",1,68,2009,24940
"7738",2,68,2009,26602
"7739",1,69,2009,23476
"7740",2,69,2009,25004
"7741",1,70,2009,22652
"7742",2,70,2009,24679
"7743",1,71,2009,20987
"7744",2,71,2009,23775
"7745",1,72,2009,19878
"7746",2,72,2009,22323
"7747",1,73,2009,18315
"7748",2,73,2009,21059
"7749",1,74,2009,17192
"7750",2,74,2009,20229
"7751",1,75,2009,15807
"7752",2,75,2009,18881
"7753",1,76,2009,14700
"7754",2,76,2009,18537
"7755",1,77,2009,13782
"7756",2,77,2009,17569
"7757",1,78,2009,12962
"7758",2,78,2009,17005
"7759",1,79,2009,12106
"7760",2,79,2009,16134
"7761",1,80,2009,11473
"7762",2,80,2009,15854
"7763",1,81,2009,10075
"7764",2,81,2009,14805
"7765",1,82,2009,9442
"7766",2,82,2009,14302
"7767",1,83,2009,8402
"7768",2,83,2009,13656
"7769",1,84,2009,7547
"7770",2,84,2009,12844
"7771",1,85,2009,6345
"7772",2,85,2009,11918
"7773",1,86,2009,5446
"7774",2,86,2009,10415
"7775",1,87,2009,4873
"7776",2,87,2009,10108
"7777",1,88,2009,4078
"7778",2,88,2009,9114
"7779",1,89,2009,2937
"7780",2,89,2009,6867
"7781",1,90,2009,2438
"7782",2,90,2009,6015
"7783",1,91,2009,1776
"7784",2,91,2009,4927
"7785",1,92,2009,1434
"7786",2,92,2009,4171
"7787",1,93,2009,1029
"7788",2,93,2009,3159
"7789",1,94,2009,797
"7790",2,94,2009,2667
"7791",1,95,2009,519
"7792",2,95,2009,1967
"7793",1,96,2009,386
"7794",2,96,2009,1511
"7795",1,97,2009,248
"7796",2,97,2009,1016
"7797",1,98,2009,169
"7798",2,98,2009,741
"7799",1,99,2009,211
"7800",2,99,2009,1174
"7801",1,0,2010,32435
"7802",2,0,2010,30743
"7803",1,1,2010,33984
"7804",2,1,2010,31993
"7805",1,2,2010,33380
"7806",2,2,2010,31825
"7807",1,3,2010,34034
"7808",2,3,2010,32214
"7809",1,4,2010,33339
"7810",2,4,2010,32120
"7811",1,5,2010,33465
"7812",2,5,2010,32081
"7813",1,6,2010,33553
"7814",2,6,2010,31981
"7815",1,7,2010,33373
"7816",2,7,2010,31568
"7817",1,8,2010,33671
"7818",2,8,2010,32305
"7819",1,9,2010,34689
"7820",2,9,2010,33188
"7821",1,10,2010,34294
"7822",2,10,2010,32922
"7823",1,11,2010,34644
"7824",2,11,2010,32890
"7825",1,12,2010,35439
"7826",2,12,2010,33630
"7827",1,13,2010,35681
"7828",2,13,2010,33833
"7829",1,14,2010,37062
"7830",2,14,2010,34982
"7831",1,15,2010,37064
"7832",2,15,2010,35482
"7833",1,16,2010,36169
"7834",2,16,2010,34313
"7835",1,17,2010,36576
"7836",2,17,2010,34588
"7837",1,18,2010,34915
"7838",2,18,2010,33236
"7839",1,19,2010,35233
"7840",2,19,2010,33352
"7841",1,20,2010,34474
"7842",2,20,2010,32954
"7843",1,21,2010,33892
"7844",2,21,2010,32633
"7845",1,22,2010,32988
"7846",2,22,2010,31587
"7847",1,23,2010,33000
"7848",2,23,2010,31683
"7849",1,24,2010,32064
"7850",2,24,2010,31260
"7851",1,25,2010,30911
"7852",2,25,2010,30408
"7853",1,26,2010,30251
"7854",2,26,2010,30151
"7855",1,27,2010,31251
"7856",2,27,2010,30658
"7857",1,28,2010,30846
"7858",2,28,2010,30951
"7859",1,29,2010,32698
"7860",2,29,2010,32845
"7861",1,30,2010,33363
"7862",2,30,2010,33449
"7863",1,31,2010,34603
"7864",2,31,2010,34407
"7865",1,32,2010,34437
"7866",2,32,2010,34208
"7867",1,33,2010,36046
"7868",2,33,2010,35411
"7869",1,34,2010,38629
"7870",2,34,2010,38816
"7871",1,35,2010,38170
"7872",2,35,2010,38140
"7873",1,36,2010,38407
"7874",2,36,2010,38095
"7875",1,37,2010,39964
"7876",2,37,2010,39846
"7877",1,38,2010,40024
"7878",2,38,2010,38961
"7879",1,39,2010,38214
"7880",2,39,2010,37572
"7881",1,40,2010,38326
"7882",2,40,2010,37252
"7883",1,41,2010,39790
"7884",2,41,2010,38396
"7885",1,42,2010,42457
"7886",2,42,2010,41351
"7887",1,43,2010,45694
"7888",2,43,2010,44254
"7889",1,44,2010,44069
"7890",2,44,2010,42984
"7891",1,45,2010,43338
"7892",2,45,2010,41740
"7893",1,46,2010,42126
"7894",2,46,2010,41133
"7895",1,47,2010,39857
"7896",2,47,2010,38822
"7897",1,48,2010,38626
"7898",2,48,2010,37830
"7899",1,49,2010,38600
"7900",2,49,2010,37763
"7901",1,50,2010,36822
"7902",2,50,2010,36329
"7903",1,51,2010,36885
"7904",2,51,2010,36370
"7905",1,52,2010,36609
"7906",2,52,2010,36140
"7907",1,53,2010,36760
"7908",2,53,2010,36395
"7909",1,54,2010,36271
"7910",2,54,2010,35716
"7911",1,55,2010,35072
"7912",2,55,2010,35290
"7913",1,56,2010,35671
"7914",2,56,2010,35667
"7915",1,57,2010,34822
"7916",2,57,2010,34953
"7917",1,58,2010,34285
"7918",2,58,2010,34072
"7919",1,59,2010,34769
"7920",2,59,2010,35403
"7921",1,60,2010,34416
"7922",2,60,2010,35070
"7923",1,61,2010,36093
"7924",2,61,2010,36460
"7925",1,62,2010,38138
"7926",2,62,2010,38577
"7927",1,63,2010,39284
"7928",2,63,2010,39349
"7929",1,64,2010,37527
"7930",2,64,2010,37743
"7931",1,65,2010,35030
"7932",2,65,2010,35812
"7933",1,66,2010,31517
"7934",2,66,2010,32990
"7935",1,67,2010,29466
"7936",2,67,2010,30609
"7937",1,68,2010,25602
"7938",2,68,2010,27174
"7939",1,69,2010,24414
"7940",2,69,2010,26227
"7941",1,70,2010,22933
"7942",2,70,2010,24602
"7943",1,71,2010,22037
"7944",2,71,2010,24284
"7945",1,72,2010,20401
"7946",2,72,2010,23330
"7947",1,73,2010,19250
"7948",2,73,2010,21837
"7949",1,74,2010,17659
"7950",2,74,2010,20535
"7951",1,75,2010,16478
"7952",2,75,2010,19688
"7953",1,76,2010,15085
"7954",2,76,2010,18293
"7955",1,77,2010,13990
"7956",2,77,2010,17878
"7957",1,78,2010,12984
"7958",2,78,2010,16847
"7959",1,79,2010,12141
"7960",2,79,2010,16256
"7961",1,80,2010,11275
"7962",2,80,2010,15335
"7963",1,81,2010,10630
"7964",2,81,2010,15016
"7965",1,82,2010,9228
"7966",2,82,2010,13948
"7967",1,83,2010,8549
"7968",2,83,2010,13368
"7969",1,84,2010,7536
"7970",2,84,2010,12662
"7971",1,85,2010,6677
"7972",2,85,2010,11819
"7973",1,86,2010,5549
"7974",2,86,2010,10853
"7975",1,87,2010,4646
"7976",2,87,2010,9308
"7977",1,88,2010,4125
"7978",2,88,2010,8985
"7979",1,89,2010,3396
"7980",2,89,2010,7986
"7981",1,90,2010,2406
"7982",2,90,2010,5873
"7983",1,91,2010,1912
"7984",2,91,2010,5055
"7985",1,92,2010,1364
"7986",2,92,2010,4118
"7987",1,93,2010,1074
"7988",2,93,2010,3391
"7989",1,94,2010,741
"7990",2,94,2010,2475
"7991",1,95,2010,595
"7992",2,95,2010,2045
"7993",1,96,2010,379
"7994",2,96,2010,1445
"7995",1,97,2010,260
"7996",2,97,2010,1111
"7997",1,98,2010,162
"7998",2,98,2010,706
"7999",1,99,2010,256
"8000",2,99,2010,1251
"8001",1,0,2011,32628
"8002",2,0,2011,31111
"8003",1,1,2011,32714
"8004",2,1,2011,30951
"8005",1,2,2011,34125
"8006",2,2,2011,32110
"8007",1,3,2011,33490
"8008",2,3,2011,31916
"8009",1,4,2011,34127
"8010",2,4,2011,32323
"8011",1,5,2011,33361
"8012",2,5,2011,32171
"8013",1,6,2011,33556
"8014",2,6,2011,32091
"8015",1,7,2011,33579
"8016",2,7,2011,32004
"8017",1,8,2011,33427
"8018",2,8,2011,31612
"8019",1,9,2011,33693
"8020",2,9,2011,32373
"8021",1,10,2011,34729
"8022",2,10,2011,33225
"8023",1,11,2011,34343
"8024",2,11,2011,32980
"8025",1,12,2011,34687
"8026",2,12,2011,32937
"8027",1,13,2011,35511
"8028",2,13,2011,33670
"8029",1,14,2011,35737
"8030",2,14,2011,33906
"8031",1,15,2011,37173
"8032",2,15,2011,35137
"8033",1,16,2011,37315
"8034",2,16,2011,35705
"8035",1,17,2011,36228
"8036",2,17,2011,34387
"8037",1,18,2011,36686
"8038",2,18,2011,34690
"8039",1,19,2011,35425
"8040",2,19,2011,33720
"8041",1,20,2011,35744
"8042",2,20,2011,34032
"8043",1,21,2011,35076
"8044",2,21,2011,33801
"8045",1,22,2011,34353
"8046",2,22,2011,33191
"8047",1,23,2011,33480
"8048",2,23,2011,32192
"8049",1,24,2011,33344
"8050",2,24,2011,32246
"8051",1,25,2011,32248
"8052",2,25,2011,31692
"8053",1,26,2011,31189
"8054",2,26,2011,30720
"8055",1,27,2011,30545
"8056",2,27,2011,30493
"8057",1,28,2011,31525
"8058",2,28,2011,30913
"8059",1,29,2011,31041
"8060",2,29,2011,31182
"8061",1,30,2011,32918
"8062",2,30,2011,32966
"8063",1,31,2011,33557
"8064",2,31,2011,33527
"8065",1,32,2011,34664
"8066",2,32,2011,34456
"8067",1,33,2011,34468
"8068",2,33,2011,34362
"8069",1,34,2011,36135
"8070",2,34,2011,35540
"8071",1,35,2011,38704
"8072",2,35,2011,38935
"8073",1,36,2011,38270
"8074",2,36,2011,38253
"8075",1,37,2011,38418
"8076",2,37,2011,38176
"8077",1,38,2011,40010
"8078",2,38,2011,39914
"8079",1,39,2011,40057
"8080",2,39,2011,39051
"8081",1,40,2011,38160
"8082",2,40,2011,37648
"8083",1,41,2011,38315
"8084",2,41,2011,37306
"8085",1,42,2011,39756
"8086",2,42,2011,38465
"8087",1,43,2011,42421
"8088",2,43,2011,41349
"8089",1,44,2011,45591
"8090",2,44,2011,44295
"8091",1,45,2011,43975
"8092",2,45,2011,42983
"8093",1,46,2011,43246
"8094",2,46,2011,41731
"8095",1,47,2011,42021
"8096",2,47,2011,41113
"8097",1,48,2011,39724
"8098",2,48,2011,38847
"8099",1,49,2011,38480
"8100",2,49,2011,37784
"8101",1,50,2011,38441
"8102",2,50,2011,37690
"8103",1,51,2011,36653
"8104",2,51,2011,36260
"8105",1,52,2011,36712
"8106",2,52,2011,36285
"8107",1,53,2011,36379
"8108",2,53,2011,36022
"8109",1,54,2011,36519
"8110",2,54,2011,36264
"8111",1,55,2011,36005
"8112",2,55,2011,35570
"8113",1,56,2011,34798
"8114",2,56,2011,35153
"8115",1,57,2011,35366
"8116",2,57,2011,35484
"8117",1,58,2011,34546
"8118",2,58,2011,34784
"8119",1,59,2011,33944
"8120",2,59,2011,33893
"8121",1,60,2011,34427
"8122",2,60,2011,35198
"8123",1,61,2011,34010
"8124",2,61,2011,34803
"8125",1,62,2011,35646
"8126",2,62,2011,36198
"8127",1,63,2011,37642
"8128",2,63,2011,38255
"8129",1,64,2011,38741
"8130",2,64,2011,39008
"8131",1,65,2011,37023
"8132",2,65,2011,37350
"8133",1,66,2011,34421
"8134",2,66,2011,35418
"8135",1,67,2011,30981
"8136",2,67,2011,32612
"8137",1,68,2011,28891
"8138",2,68,2011,30237
"8139",1,69,2011,25059
"8140",2,69,2011,26805
"8141",1,70,2011,23895
"8142",2,70,2011,25831
"8143",1,71,2011,22336
"8144",2,71,2011,24209
"8145",1,72,2011,21389
"8146",2,72,2011,23862
"8147",1,73,2011,19718
"8148",2,73,2011,22799
"8149",1,74,2011,18537
"8150",2,74,2011,21270
"8151",1,75,2011,16961
"8152",2,75,2011,20005
"8153",1,76,2011,15770
"8154",2,76,2011,19107
"8155",1,77,2011,14385
"8156",2,77,2011,17701
"8157",1,78,2011,13208
"8158",2,78,2011,17145
"8159",1,79,2011,12223
"8160",2,79,2011,16128
"8161",1,80,2011,11341
"8162",2,80,2011,15437
"8163",1,81,2011,10434
"8164",2,81,2011,14540
"8165",1,82,2011,9702
"8166",2,82,2011,14128
"8167",1,83,2011,8413
"8168",2,83,2011,13033
"8169",1,84,2011,7724
"8170",2,84,2011,12437
"8171",1,85,2011,6680
"8172",2,85,2011,11618
"8173",1,86,2011,5878
"8174",2,86,2011,10773
"8175",1,87,2011,4763
"8176",2,87,2011,9757
"8177",1,88,2011,3913
"8178",2,88,2011,8255
"8179",1,89,2011,3448
"8180",2,89,2011,7865
"8181",1,90,2011,2818
"8182",2,90,2011,6866
"8183",1,91,2011,1926
"8184",2,91,2011,4965
"8185",1,92,2011,1488
"8186",2,92,2011,4212
"8187",1,93,2011,1029
"8188",2,93,2011,3359
"8189",1,94,2011,813
"8190",2,94,2011,2690
"8191",1,95,2011,537
"8192",2,95,2011,1950
"8193",1,96,2011,417
"8194",2,96,2011,1541
"8195",1,97,2011,247
"8196",2,97,2011,1017
"8197",1,98,2011,174
"8198",2,98,2011,816
"8199",1,99,2011,242
"8200",2,99,2011,1259
"8201",1,0,2012,30184
"8202",2,0,2012,29122
"8203",1,1,2012,32854
"8204",2,1,2012,31314
"8205",1,2,2012,32813
"8206",2,2,2012,31029
"8207",1,3,2012,34207
"8208",2,3,2012,32151
"8209",1,4,2012,33582
"8210",2,4,2012,31947
"8211",1,5,2012,34137
"8212",2,5,2012,32369
"8213",1,6,2012,33419
"8214",2,6,2012,32178
"8215",1,7,2012,33577
"8216",2,7,2012,32116
"8217",1,8,2012,33649
"8218",2,8,2012,32018
"8219",1,9,2012,33447
"8220",2,9,2012,31638
"8221",1,10,2012,33741
"8222",2,10,2012,32399
"8223",1,11,2012,34791
"8224",2,11,2012,33299
"8225",1,12,2012,34400
"8226",2,12,2012,33034
"8227",1,13,2012,34750
"8228",2,13,2012,32967
"8229",1,14,2012,35586
"8230",2,14,2012,33740
"8231",1,15,2012,35876
"8232",2,15,2012,34011
"8233",1,16,2012,37383
"8234",2,16,2012,35357
"8235",1,17,2012,37431
"8236",2,17,2012,35773
"8237",1,18,2012,36329
"8238",2,18,2012,34511
"8239",1,19,2012,37246
"8240",2,19,2012,35208
"8241",1,20,2012,36083
"8242",2,20,2012,34738
"8243",1,21,2012,36585
"8244",2,21,2012,35208
"8245",1,22,2012,35546
"8246",2,22,2012,34497
"8247",1,23,2012,34880
"8248",2,23,2012,33734
"8249",1,24,2012,33727
"8250",2,24,2012,32477
"8251",1,25,2012,33477
"8252",2,25,2012,32421
"8253",1,26,2012,32491
"8254",2,26,2012,31914
"8255",1,27,2012,31338
"8256",2,27,2012,30904
"8257",1,28,2012,30566
"8258",2,28,2012,30571
"8259",1,29,2012,31555
"8260",2,29,2012,30953
"8261",1,30,2012,31113
"8262",2,30,2012,31098
"8263",1,31,2012,33014
"8264",2,31,2012,33031
"8265",1,32,2012,33644
"8266",2,32,2012,33569
"8267",1,33,2012,34726
"8268",2,33,2012,34478
"8269",1,34,2012,34541
"8270",2,34,2012,34407
"8271",1,35,2012,36089
"8272",2,35,2012,35631
"8273",1,36,2012,38716
"8274",2,36,2012,38978
"8275",1,37,2012,38261
"8276",2,37,2012,38279
"8277",1,38,2012,38386
"8278",2,38,2012,38202
"8279",1,39,2012,39936
"8280",2,39,2012,39937
"8281",1,40,2012,39931
"8282",2,40,2012,39064
"8283",1,41,2012,38143
"8284",2,41,2012,37669
"8285",1,42,2012,38194
"8286",2,42,2012,37325
"8287",1,43,2012,39713
"8288",2,43,2012,38482
"8289",1,44,2012,42302
"8290",2,44,2012,41361
"8291",1,45,2012,45482
"8292",2,45,2012,44238
"8293",1,46,2012,43900
"8294",2,46,2012,42939
"8295",1,47,2012,43053
"8296",2,47,2012,41703
"8297",1,48,2012,41898
"8298",2,48,2012,41058
"8299",1,49,2012,39559
"8300",2,49,2012,38761
"8301",1,50,2012,38316
"8302",2,50,2012,37693
"8303",1,51,2012,38266
"8304",2,51,2012,37594
"8305",1,52,2012,36475
"8306",2,52,2012,36171
"8307",1,53,2012,36513
"8308",2,53,2012,36218
"8309",1,54,2012,36151
"8310",2,54,2012,35880
"8311",1,55,2012,36277
"8312",2,55,2012,36113
"8313",1,56,2012,35723
"8314",2,56,2012,35421
"8315",1,57,2012,34542
"8316",2,57,2012,34972
"8317",1,58,2012,35085
"8318",2,58,2012,35296
"8319",1,59,2012,34229
"8320",2,59,2012,34585
"8321",1,60,2012,33644
"8322",2,60,2012,33699
"8323",1,61,2012,34068
"8324",2,61,2012,34948
"8325",1,62,2012,33644
"8326",2,62,2012,34568
"8327",1,63,2012,35214
"8328",2,63,2012,35945
"8329",1,64,2012,37175
"8330",2,64,2012,37948
"8331",1,65,2012,38193
"8332",2,65,2012,38646
"8333",1,66,2012,36403
"8334",2,66,2012,36963
"8335",1,67,2012,33802
"8336",2,67,2012,35062
"8337",1,68,2012,30394
"8338",2,68,2012,32238
"8339",1,69,2012,28298
"8340",2,69,2012,29866
"8341",1,70,2012,24537
"8342",2,70,2012,26409
"8343",1,71,2012,23319
"8344",2,71,2012,25443
"8345",1,72,2012,21675
"8346",2,72,2012,23746
"8347",1,73,2012,20742
"8348",2,73,2012,23386
"8349",1,74,2012,19065
"8350",2,74,2012,22268
"8351",1,75,2012,17879
"8352",2,75,2012,20733
"8353",1,76,2012,16249
"8354",2,76,2012,19393
"8355",1,77,2012,14999
"8356",2,77,2012,18464
"8357",1,78,2012,13613
"8358",2,78,2012,17078
"8359",1,79,2012,12398
"8360",2,79,2012,16460
"8361",1,80,2012,11507
"8362",2,80,2012,15388
"8363",1,81,2012,10574
"8364",2,81,2012,14650
"8365",1,82,2012,9628
"8366",2,82,2012,13749
"8367",1,83,2012,8865
"8368",2,83,2012,13237
"8369",1,84,2012,7579
"8370",2,84,2012,12145
"8371",1,85,2012,6944
"8372",2,85,2012,11489
"8373",1,86,2012,5875
"8374",2,86,2012,10608
"8375",1,87,2012,5098
"8376",2,87,2012,9827
"8377",1,88,2012,4083
"8378",2,88,2012,8691
"8379",1,89,2012,3284
"8380",2,89,2012,7307
"8381",1,90,2012,2826
"8382",2,90,2012,6807
"8383",1,91,2012,2253
"8384",2,91,2012,5898
"8385",1,92,2012,1503
"8386",2,92,2012,4153
"8387",1,93,2012,1149
"8388",2,93,2012,3360
"8389",1,94,2012,748
"8390",2,94,2012,2674
"8391",1,95,2012,600
"8392",2,95,2012,2081
"8393",1,96,2012,394
"8394",2,96,2012,1485
"8395",1,97,2012,284
"8396",2,97,2012,1119
"8397",1,98,2012,163
"8398",2,98,2012,719
"8399",1,99,2012,280
"8400",2,99,2012,1339
"8401",1,0,2013,29991
"8402",2,0,2013,28255
"8403",1,1,2013,30402
"8404",2,1,2013,29316
"8405",1,2,2013,33032
"8406",2,2,2013,31390
"8407",1,3,2013,32921
"8408",2,3,2013,31085
"8409",1,4,2013,34325
"8410",2,4,2013,32239
"8411",1,5,2013,33629
"8412",2,5,2013,32014
"8413",1,6,2013,34197
"8414",2,6,2013,32437
"8415",1,7,2013,33446
"8416",2,7,2013,32230
"8417",1,8,2013,33628
"8418",2,8,2013,32173
"8419",1,9,2013,33695
"8420",2,9,2013,32071
"8421",1,10,2013,33498
"8422",2,10,2013,31669
"8423",1,11,2013,33797
"8424",2,11,2013,32476
"8425",1,12,2013,34841
"8426",2,12,2013,33387
"8427",1,13,2013,34455
"8428",2,13,2013,33094
"8429",1,14,2013,34863
"8430",2,14,2013,33040
"8431",1,15,2013,35710
"8432",2,15,2013,33883
"8433",1,16,2013,36099
"8434",2,16,2013,34179
"8435",1,17,2013,37455
"8436",2,17,2013,35379
"8437",1,18,2013,37572
"8438",2,18,2013,35919
"8439",1,19,2013,36981
"8440",2,19,2013,35047
"8441",1,20,2013,37928
"8442",2,20,2013,36018
"8443",1,21,2013,36674
"8444",2,21,2013,35457
"8445",1,22,2013,36904
"8446",2,22,2013,35693
"8447",1,23,2013,36187
"8448",2,23,2013,35150
"8449",1,24,2013,35357
"8450",2,24,2013,34257
"8451",1,25,2013,34078
"8452",2,25,2013,32926
"8453",1,26,2013,33753
"8454",2,26,2013,32701
"8455",1,27,2013,32718
"8456",2,27,2013,32152
"8457",1,28,2013,31548
"8458",2,28,2013,31056
"8459",1,29,2013,30650
"8460",2,29,2013,30640
"8461",1,30,2013,31684
"8462",2,30,2013,30969
"8463",1,31,2013,31250
"8464",2,31,2013,31121
"8465",1,32,2013,33162
"8466",2,32,2013,33060
"8467",1,33,2013,33751
"8468",2,33,2013,33648
"8469",1,34,2013,34842
"8470",2,34,2013,34576
"8471",1,35,2013,34598
"8472",2,35,2013,34498
"8473",1,36,2013,36142
"8474",2,36,2013,35679
"8475",1,37,2013,38717
"8476",2,37,2013,39081
"8477",1,38,2013,38288
"8478",2,38,2013,38333
"8479",1,39,2013,38383
"8480",2,39,2013,38252
"8481",1,40,2013,39925
"8482",2,40,2013,39996
"8483",1,41,2013,39916
"8484",2,41,2013,39131
"8485",1,42,2013,38172
"8486",2,42,2013,37693
"8487",1,43,2013,38172
"8488",2,43,2013,37366
"8489",1,44,2013,39665
"8490",2,44,2013,38507
"8491",1,45,2013,42267
"8492",2,45,2013,41341
"8493",1,46,2013,45376
"8494",2,46,2013,44261
"8495",1,47,2013,43814
"8496",2,47,2013,42912
"8497",1,48,2013,42961
"8498",2,48,2013,41671
"8499",1,49,2013,41768
"8500",2,49,2013,40980
"8501",1,50,2013,39383
"8502",2,50,2013,38708
"8503",1,51,2013,38174
"8504",2,51,2013,37645
"8505",1,52,2013,38105
"8506",2,52,2013,37500
"8507",1,53,2013,36328
"8508",2,53,2013,36056
"8509",1,54,2013,36344
"8510",2,54,2013,36127
"8511",1,55,2013,35939
"8512",2,55,2013,35761
"8513",1,56,2013,36002
"8514",2,56,2013,35963
"8515",1,57,2013,35446
"8516",2,57,2013,35260
"8517",1,58,2013,34255
"8518",2,58,2013,34805
"8519",1,59,2013,34821
"8520",2,59,2013,35129
"8521",1,60,2013,33880
"8522",2,60,2013,34380
"8523",1,61,2013,33298
"8524",2,61,2013,33484
"8525",1,62,2013,33688
"8526",2,62,2013,34725
"8527",1,63,2013,33238
"8528",2,63,2013,34308
"8529",1,64,2013,34812
"8530",2,64,2013,35668
"8531",1,65,2013,36693
"8532",2,65,2013,37607
"8533",1,66,2013,37621
"8534",2,66,2013,38275
"8535",1,67,2013,35774
"8536",2,67,2013,36581
"8537",1,68,2013,33179
"8538",2,68,2013,34665
"8539",1,69,2013,29795
"8540",2,69,2013,31845
"8541",1,70,2013,27667
"8542",2,70,2013,29417
"8543",1,71,2013,23947
"8544",2,71,2013,25976
"8545",1,72,2013,22713
"8546",2,72,2013,25017
"8547",1,73,2013,21019
"8548",2,73,2013,23319
"8549",1,74,2013,20088
"8550",2,74,2013,22831
"8551",1,75,2013,18412
"8552",2,75,2013,21758
"8553",1,76,2013,17154
"8554",2,76,2013,20165
"8555",1,77,2013,15525
"8556",2,77,2013,18786
"8557",1,78,2013,14230
"8558",2,78,2013,17761
"8559",1,79,2013,12849
"8560",2,79,2013,16449
"8561",1,80,2013,11614
"8562",2,80,2013,15687
"8563",1,81,2013,10685
"8564",2,81,2013,14639
"8565",1,82,2013,9746
"8566",2,82,2013,13779
"8567",1,83,2013,8813
"8568",2,83,2013,12860
"8569",1,84,2013,8058
"8570",2,84,2013,12289
