"","s.v.n.x.y"
"8524","7,0,5,321.938,726.484"
"8525","7,0,5,323.25,715.625"
"8526","7,0,5,324.938,704.953"
"8527","7,0,5,327,694"
"8528","7,0,5,327,694"
"8529","7,0,5,332.5,673.625"
"8530","7,0,5,338,654"
"8531","7,0,5,338,654"
"8532","7,0,5,339.892,647.073"
"8533","7,0,5,341.42,640.535"
"8534","7,0,5,342.546,634.378"
"8535","7,0,5,343.234,628.594"
"8536","7,0,5,343.448,623.172"
"8537","7,0,5,343.15,618.105"
"8538","7,0,5,342.798,615.702"
"8539","7,0,5,342.305,613.384"
"8540","7,0,5,341.665,611.151"
"8541","7,0,5,340.875,609"
"8542","7,0,5,339.929,606.931"
"8543","7,0,5,338.824,604.944"
"8544","7,0,5,337.554,603.036"
"8545","7,0,5,336.115,601.207"
"8546","7,0,5,334.503,599.456"
"8547","7,0,5,332.712,597.781"
"8548","7,0,5,330.739,596.181"
"8549","7,0,5,328.578,594.656"
"8550","7,0,5,326.226,593.204"
"8551","7,0,5,323.677,591.825"
"8552","7,0,5,317.971,589.277"
"8553","7,0,5,311.424,587.005"
"8554","7,0,5,304,585"
"8555","7,0,5,304,585"
"8556","7,0,5,280.125,580.375"
"8557","7,0,5,268.422,577.828"
"8558","7,0,5,257,575"
"8559","7,0,5,257,575"
"8560","7,0,5,244.547,571.656"
"8561","7,0,5,231.625,567.75"
"8562","7,0,5,218.891,563.469"
"8563","7,0,5,207,559"
"8564","7,0,5,207,559"
"8565","7,0,5,197.109,554.75"
"8566","7,0,5,187.875,550.5"
"8567","7,0,5,183.24,548.141"
"8568","7,0,5,178.453,545.5"
"8569","7,0,5,173.408,542.484"
"8570","7,0,5,168,539"
"8571","7,0,5,168,539"
"8572","7,0,5,163.283,535.809"
"8573","7,0,5,158.884,532.433"
"8574","7,0,5,154.803,528.887"
"8575","7,0,5,151.041,525.184"
"8576","7,0,5,147.599,521.339"
"8577","7,0,5,144.478,517.366"
"8578","7,0,5,141.679,513.279"
"8579","7,0,5,139.203,509.094"
"8580","7,0,5,137.051,504.823"
"8581","7,0,5,135.223,500.482"
"8582","7,0,5,133.721,496.084"
"8583","7,0,5,132.545,491.645"
"8584","7,0,5,131.697,487.177"
"8585","7,0,5,131.177,482.696"
"8586","7,0,5,130.986,478.215"
"8587","7,0,5,131.125,473.75"
"8588","7,0,5,131.595,469.314"
"8589","7,0,5,132.398,464.921"
"8590","7,0,5,133.533,460.587"
"8591","7,0,5,135.002,456.324"
"8592","7,0,5,136.806,452.148"
"8593","7,0,5,138.945,448.073"
"8594","7,0,5,141.421,444.112"
"8595","7,0,5,144.234,440.281"
"8596","7,0,5,147.386,436.594"
"8597","7,0,5,150.877,433.064"
"8598","7,0,5,154.708,429.706"
"8599","7,0,5,158.881,426.535"
"8600","7,0,5,163.395,423.565"
"8601","7,0,5,168.253,420.809"
"8602","7,0,5,173.454,418.283"
"8603","7,0,5,179,416"
"8604","7,0,5,179,416"
"8605","7,0,5,185.662,413.221"
"8606","7,0,5,192.172,410.828"
"8607","7,0,5,198.564,408.74"
"8608","7,0,5,204.875,406.875"
"8609","7,0,5,217.391,403.484"
"8610","7,0,5,230,400"
"8611","7,0,5,230,400"
"8612","7,0,5,240.922,397.359"
"8613","7,0,5,251.375,395.375"
"8614","7,0,5,261.641,393.953"
"8615","7,0,5,272,393"
"8616","7,0,5,272,393"
"8617","7,0,5,282.953,392.406"
"8618","7,0,5,292.875,392"
"8619","7,0,5,316,391"
"8620","7,0,5,316,391"
"8621","7,0,5,322.374,390.59"
"8622","7,0,5,328.365,389.736"
"8623","7,0,5,333.967,388.44"
"8624","7,0,5,339.172,386.703"
"8625","7,0,5,343.972,384.527"
"8626","7,0,5,348.361,381.912"
"8627","7,0,5,350.399,380.441"
"8628","7,0,5,352.331,378.861"
"8629","7,0,5,354.157,377.172"
"8630","7,0,5,355.875,375.375"
"8631","7,0,5,357.485,373.469"
"8632","7,0,5,358.985,371.455"
"8633","7,0,5,360.375,369.333"
"8634","7,0,5,361.654,367.104"
"8635","7,0,5,363.875,362.321"
"8636","7,0,5,365.641,357.109"
"8637","7,0,5,366.943,351.47"
"8638","7,0,5,367.775,345.404"
"8639","7,0,5,368.13,338.914"
"8640","7,0,5,368,332"
"8641","7,0,5,368,332"
"8642","7,0,5,366.625,308.75"
"8643","7,0,5,366.172,297.969"
"8644","7,0,5,366,287"
"8645","7,0,5,366,287"
"8646","7,0,5,366.125,262.75"
"8647","7,0,5,366.422,251.281"
"8648","7,0,5,367,240"
"8649","7,0,5,367,240"
"8650","7,0,5,367.467,233.959"
"8651","7,0,5,368.109,227.859"
"8652","7,0,5,368.916,221.736"
"8653","7,0,5,369.875,215.625"
"8654","7,0,5,372.203,203.578"
"8655","7,0,5,375,192"
"8656","7,0,5,375,192"
"8657","7,0,5,378.031,179.625"
"8658","7,0,5,381.25,168.75"
"8659","7,0,5,384.844,158.25"
"8660","7,0,5,389,147"
"8661","7,0,5,NA,NA"
"8662","7,0,6,150,373"
"8663","7,0,6,145.505,365.583"
"8664","7,0,6,141.391,358.15"
"8665","7,0,6,137.652,350.706"
"8666","7,0,6,134.282,343.26"
"8667","7,0,6,131.276,335.817"
"8668","7,0,6,128.627,328.385"
"8669","7,0,6,126.331,320.969"
"8670","7,0,6,124.381,313.578"
"8671","7,0,6,122.771,306.218"
"8672","7,0,6,121.496,298.895"
"8673","7,0,6,120.549,291.616"
"8674","7,0,6,119.926,284.389"
"8675","7,0,6,119.62,277.219"
"8676","7,0,6,119.625,270.114"
"8677","7,0,6,119.936,263.08"
"8678","7,0,6,120.547,256.125"
"8679","7,0,6,121.452,249.255"
"8680","7,0,6,122.645,242.476"
"8681","7,0,6,124.12,235.796"
"8682","7,0,6,125.873,229.221"
"8683","7,0,6,127.896,222.758"
"8684","7,0,6,130.184,216.414"
"8685","7,0,6,132.732,210.195"
"8686","7,0,6,135.533,204.109"
"8687","7,0,6,138.582,198.163"
"8688","7,0,6,141.873,192.362"
"8689","7,0,6,145.4,186.713"
"8690","7,0,6,149.157,181.225"
"8691","7,0,6,153.139,175.902"
"8692","7,0,6,157.34,170.753"
"8693","7,0,6,161.754,165.783"
"8694","7,0,6,166.375,161"
"8695","7,0,6,171.197,156.41"
"8696","7,0,6,176.215,152.021"
"8697","7,0,6,181.423,147.838"
"8698","7,0,6,186.815,143.869"
"8699","7,0,6,192.385,140.121"
"8700","7,0,6,198.128,136.599"
"8701","7,0,6,204.037,133.312"
"8702","7,0,6,210.107,130.266"
"8703","7,0,6,216.333,127.467"
"8704","7,0,6,222.707,124.922"
"8705","7,0,6,229.225,122.639"
"8706","7,0,6,235.881,120.623"
"8707","7,0,6,242.669,118.882"
"8708","7,0,6,249.583,117.423"
"8709","7,0,6,256.617,116.251"
"8710","7,0,6,263.766,115.375"
"8711","7,0,6,271.023,114.8"
"8712","7,0,6,278.384,114.534"
"8713","7,0,6,285.841,114.584"
"8714","7,0,6,293.39,114.955"
"8715","7,0,6,301.025,115.655"
"8716","7,0,6,308.74,116.691"
"8717","7,0,6,316.528,118.069"
"8718","7,0,6,324.385,119.797"
"8719","7,0,6,332.304,121.88"
"8720","7,0,6,340.28,124.326"
"8721","7,0,6,348.306,127.142"
"8722","7,0,6,356.378,130.334"
"8723","7,0,6,364.489,133.909"
"8724","7,0,6,372.634,137.874"
"8725","7,0,6,380.806,142.235"
"8726","7,0,6,389,147"
"8727","7,0,6,389,147"
"8728","7,0,6,400.516,154.375"
"8729","7,0,6,411.375,161.75"
"8730","7,0,6,422.047,169.5"
"8731","7,0,6,433,178"
"8732","7,0,6,433,178"
"8733","7,0,6,450.875,194.125"
"8734","7,0,6,459.578,202.328"
"8735","7,0,6,463.83,206.588"
"8736","7,0,6,468,211"
"8737","7,0,6,468,211"
"8738","7,0,6,483.625,229.5"
"8739","7,0,6,491.484,238.562"
"8740","7,0,6,500,248"
"8741","7,0,6,500,248"
"8742","7,0,6,502.813,250.812"
"8743","7,0,6,505.629,253.242"
"8744","7,0,6,508.451,255.286"
"8745","7,0,6,511.281,256.938"
"8746","7,0,6,514.124,258.19"
"8747","7,0,6,516.98,259.039"
"8748","7,0,6,519.855,259.478"
"8749","7,0,6,522.75,259.5"
"8750","7,0,6,525.668,259.101"
"8751","7,0,6,528.613,258.273"
"8752","7,0,6,531.587,257.013"
"8753","7,0,6,534.594,255.312"
"8754","7,0,6,537.635,253.167"
"8755","7,0,6,540.715,250.57"
"8756","7,0,6,543.835,247.517"
"8757","7,0,6,547,244"
"8758","7,0,6,547,244"
"8759","7,0,6,555.531,234.641"
"8760","7,0,6,563.5,226.125"
"8761","7,0,6,567.449,222.213"
"8762","7,0,6,571.469,218.547"
"8763","7,0,6,575.629,215.139"
"8764","7,0,6,580,212"
"8765","7,0,6,580,212"
"8766","7,0,6,583.747,209.598"
"8767","7,0,6,587.473,207.646"
"8768","7,0,6,591.158,206.149"
"8769","7,0,6,594.781,205.109"
"8770","7,0,6,598.323,204.533"
"8771","7,0,6,601.762,204.424"
"8772","7,0,6,605.078,204.786"
"8773","7,0,6,608.25,205.625"
"8774","7,0,6,611.258,206.944"
"8775","7,0,6,614.082,208.748"
"8776","7,0,6,616.701,211.041"
"8777","7,0,6,619.094,213.828"
"8778","7,0,6,621.241,217.113"
"8779","7,0,6,623.121,220.9"
"8780","7,0,6,624.714,225.195"
"8781","7,0,6,626,230"
"8782","7,0,6,626,230"
"8783","7,0,6,627.283,235.506"
"8784","7,0,6,628.203,240.859"
"8785","7,0,6,628.865,246.189"
"8786","7,0,6,629.375,251.625"
"8787","7,0,6,630.359,263.328"
"8788","7,0,6,631.045,269.854"
"8789","7,0,6,632,277"
"8790","7,0,6,632,277"
"8791","7,0,6,632.736,281.159"
"8792","7,0,6,633.807,285.008"
"8793","7,0,6,635.197,288.54"
"8794","7,0,6,636.891,291.75"
"8795","7,0,6,638.871,294.632"
"8796","7,0,6,641.123,297.18"
"8797","7,0,6,643.63,299.388"
"8798","7,0,6,646.375,301.25"
"8799","7,0,6,649.343,302.761"
"8800","7,0,6,652.518,303.914"
"8801","7,0,6,655.883,304.704"
"8802","7,0,6,659.422,305.125"
"8803","7,0,6,663.119,305.171"
"8804","7,0,6,666.959,304.836"
"8805","7,0,6,670.925,304.114"
"8806","7,0,6,675,303"
"8807","7,0,6,675,303"
"8808","7,0,6,679.963,301.746"
"8809","7,0,6,685.078,300.281"
"8810","7,0,6,695.625,297"
"8811","7,0,6,706.359,293.719"
"8812","7,0,6,711.709,292.254"
"8813","7,0,6,717,291"
"8814","7,0,6,717,291"
"8815","7,0,6,723.612,289.823"
"8816","7,0,6,729.586,289.27"
"8817","7,0,6,734.938,289.308"
"8818","7,0,6,737.387,289.539"
"8819","7,0,6,739.688,289.906"
"8820","7,0,6,741.841,290.405"
"8821","7,0,6,743.851,291.032"
"8822","7,0,6,745.718,291.782"
"8823","7,0,6,747.445,292.652"
"8824","7,0,6,749.035,293.638"
"8825","7,0,6,750.489,294.736"
"8826","7,0,6,751.81,295.941"
"8827","7,0,6,753,297.25"
"8828","7,0,6,754.061,298.659"
"8829","7,0,6,754.995,300.163"
"8830","7,0,6,756.492,303.441"
"8831","7,0,6,757.509,307.054"
"8832","7,0,6,758.062,310.969"
"8833","7,0,6,758.171,315.153"
"8834","7,0,6,757.852,319.574"
"8835","7,0,6,757.122,324.201"
"8836","7,0,6,756,329"
"8837","7,0,6,756,329"
"8838","7,0,6,753.992,335.934"
"8839","7,0,6,751.75,342.469"
"8840","7,0,6,749.32,348.582"
"8841","7,0,6,746.75,354.25"
"8842","7,0,6,744.086,359.449"
"8843","7,0,6,741.375,364.156"
"8844","7,0,6,738.664,368.348"
"8845","7,0,6,736,372"
"8846","7,0,6,736,372"
"8847","7,0,6,727.547,384.281"
"8848","7,0,6,720.875,393.75"
"8849","7,0,6,714.766,402.094"
"8850","7,0,6,708,411"
"8851","7,0,6,708,411"
"8852","7,0,6,696.5,425.125"
"8853","7,0,6,691.125,431.953"
"8854","7,0,6,685,440"
"8855","7,0,6,685,440"
"8856","7,0,6,678.558,449.586"
"8857","7,0,6,672.744,459.223"
"8858","7,0,6,670.079,464.06"
"8859","7,0,6,667.578,468.912"
"8860","7,0,6,665.243,473.777"
"8861","7,0,6,663.078,478.656"
"8862","7,0,6,661.084,483.55"
"8863","7,0,6,659.264,488.459"
"8864","7,0,6,657.62,493.384"
"8865","7,0,6,656.154,498.324"
"8866","7,0,6,654.87,503.281"
"8867","7,0,6,653.768,508.253"
"8868","7,0,6,652.853,513.243"
"8869","7,0,6,652.125,518.25"
"8870","7,0,6,651.588,523.274"
"8871","7,0,6,651.243,528.317"
"8872","7,0,6,651.094,533.378"
"8873","7,0,6,651.143,538.457"
"8874","7,0,6,651.391,543.555"
"8875","7,0,6,651.842,548.673"
"8876","7,0,6,652.497,553.811"
"8877","7,0,6,653.359,558.969"
"8878","7,0,6,654.431,564.147"
"8879","7,0,6,655.715,569.346"
"8880","7,0,6,657.213,574.567"
"8881","7,0,6,658.928,579.809"
"8882","7,0,6,660.861,585.073"
"8883","7,0,6,663.016,590.359"
"8884","7,0,6,665.395,595.668"
"8885","7,0,6,668,601"
"8886","7,0,6,668,601"
"8887","7,0,6,678.5,619.5"
"8888","7,0,6,689,638"
"8889","7,0,6,689,638"
"8890","7,0,6,691.865,643.207"
"8891","7,0,6,694.484,648.344"
"8892","7,0,6,696.893,653.434"
"8893","7,0,6,699.125,658.5"
"8894","7,0,6,703.203,668.656"
"8895","7,0,6,707,679"
"8896","7,0,6,707,679"
"8897","7,0,6,709.4,685.852"
"8898","7,0,6,711.391,692.188"
"8899","7,0,6,713.029,698.055"
"8900","7,0,6,714.375,703.5"
"8901","7,0,6,716.422,713.312"
"8902","7,0,6,718,722"
"8903","7,0,6,718,722"
"8904","7,0,6,719.322,729.24"
"8905","7,0,6,720.328,736.047"
"8906","7,0,6,721.076,742.549"
"8907","7,0,6,721.625,748.875"
"8908","7,0,6,722.359,761.516"
"8909","7,0,6,723,775"
"8910","7,0,6,723,775"
"8911","7,0,6,723.105,780.905"
"8912","7,0,6,722.864,786.616"
"8913","7,0,6,722.291,792.127"
"8914","7,0,6,721.396,797.43"
"8915","7,0,6,720.194,802.519"
"8916","7,0,6,718.696,807.388"
"8917","7,0,6,716.913,812.029"
"8918","7,0,6,714.859,816.438"
"8919","7,0,6,712.546,820.605"
"8920","7,0,6,709.986,824.526"
"8921","7,0,6,707.191,828.194"
"8922","7,0,6,704.174,831.602"
"8923","7,0,6,700.946,834.743"
"8924","7,0,6,697.521,837.61"
"8925","7,0,6,693.91,840.198"
"8926","7,0,6,690.125,842.5"
"8927","7,0,6,686.179,844.509"
"8928","7,0,6,682.085,846.218"
"8929","7,0,6,677.854,847.621"
"8930","7,0,6,673.498,848.711"
"8931","7,0,6,669.03,849.482"
"8932","7,0,6,664.463,849.927"
"8933","7,0,6,659.808,850.039"
"8934","7,0,6,655.078,849.812"
"8935","7,0,6,650.285,849.24"
"8936","7,0,6,645.441,848.315"
"8937","7,0,6,640.559,847.032"
"8938","7,0,6,635.65,845.383"
"8939","7,0,6,630.728,843.362"
"8940","7,0,6,625.804,840.962"
"8941","7,0,6,620.891,838.177"
"8942","7,0,6,616,835"
"8943","7,0,6,616,835"
"8944","7,0,6,607.359,828.562"
"8945","7,0,6,597.875,821"
"8946","7,0,6,592.787,816.68"
"8947","7,0,6,587.453,811.938"
"8948","7,0,6,581.861,806.727"
"8949","7,0,6,576,801"
"8950","7,0,6,576,801"
"8951","7,0,6,567.781,792.75"
"8952","7,0,6,559.75,784.5"
"8953","7,0,6,552.094,776.25"
"8954","7,0,6,545,768"
"8955","7,0,6,545,768"
"8956","7,0,6,541.049,763.211"
"8957","7,0,6,537.391,758.562"
"8958","7,0,6,530.625,749.5"
"8959","7,0,6,524.047,740.438"
"8960","7,0,6,517,731"
"8961","7,0,6,517,731"
"8962","7,0,6,512.675,725.362"
"8963","7,0,6,508.32,720.441"
"8964","7,0,6,503.931,716.23"
"8965","7,0,6,499.5,712.719"
"8966","7,0,6,497.267,711.223"
"8967","7,0,6,495.022,709.899"
"8968","7,0,6,492.764,708.746"
"8969","7,0,6,490.492,707.762"
"8970","7,0,6,488.205,706.946"
"8971","7,0,6,485.903,706.298"
"8972","7,0,6,483.585,705.817"
"8973","7,0,6,481.25,705.5"
"8974","7,0,6,478.897,705.347"
"8975","7,0,6,476.526,705.358"
"8976","7,0,6,474.136,705.53"
"8977","7,0,6,471.727,705.863"
"8978","7,0,6,466.845,707.007"
"8979","7,0,6,461.875,708.781"
"8980","7,0,6,456.812,711.176"
"8981","7,0,6,451.648,714.184"
"8982","7,0,6,446.38,717.794"
"8983","7,0,6,441,722"
"8984","7,0,6,441,722"
"8985","7,0,6,428.219,733.422"
"8986","7,0,6,420.5,739.875"
"8987","7,0,6,414.281,744.641"
"8988","7,0,6,406,751"
"8989","7,0,6,406,751"
"8990","7,0,6,395.891,758.328"
"8991","7,0,6,384.375,766.125"
"8992","7,0,6,378.471,769.877"
"8993","7,0,6,372.672,773.359"
"8994","7,0,6,367.131,776.443"
"8995","7,0,6,362,779"
"8996","7,0,6,362,779"
"8997","7,0,6,350.688,784.172"
"8998","7,0,6,341.25,788.125"
"8999","7,0,6,332.188,791.516"
"9000","7,0,6,322,795"
"9001","7,0,6,322,795"
"9002","7,0,6,315.614,796.799"
"9003","7,0,6,309.4,798.263"
"9004","7,0,6,303.363,799.395"
"9005","7,0,6,297.51,800.199"
"9006","7,0,6,291.848,800.68"
"9007","7,0,6,286.385,800.84"
"9008","7,0,6,281.126,800.685"
"9009","7,0,6,276.078,800.219"
"9010","7,0,6,271.249,799.445"
"9011","7,0,6,266.645,798.367"
"9012","7,0,6,262.272,796.989"
"9013","7,0,6,258.139,795.316"
"9014","7,0,6,254.25,793.352"
"9015","7,0,6,250.614,791.1"
"9016","7,0,6,247.237,788.565"
"9017","7,0,6,244.125,785.75"
"9018","7,0,6,241.286,782.66"
"9019","7,0,6,238.726,779.298"
"9020","7,0,6,236.452,775.669"
"9021","7,0,6,234.471,771.777"
"9022","7,0,6,232.789,767.626"
"9023","7,0,6,231.414,763.219"
"9024","7,0,6,230.352,758.561"
"9025","7,0,6,229.609,753.656"
"9026","7,0,6,229.194,748.508"
"9027","7,0,6,229.112,743.121"
"9028","7,0,6,229.37,737.498"
"9029","7,0,6,229.975,731.645"
"9030","7,0,6,230.933,725.564"
"9031","7,0,6,232.253,719.26"
"9032","7,0,6,233.939,712.738"
"9033","7,0,6,236,706"
"9034","7,0,6,236,706"
"9035","7,0,6,239.781,695.188"
"9036","7,0,6,243.75,684.75"
"9037","7,0,6,253,662"
"9038","7,0,6,253,662"
"9039","7,0,6,254.646,658.062"
"9040","7,0,6,256.609,653.75"
"9041","7,0,6,258.924,649.062"
"9042","7,0,6,261.625,644"
"9043","7,0,6,264.748,638.562"
"9044","7,0,6,268.328,632.75"
"9045","7,0,6,272.4,626.562"
"9046","7,0,6,277,620"
"9047","7,0,6,277,620"
"9048","7,0,6,284.312,610.734"
"9049","7,0,6,291.25,602.125"
"9050","7,0,6,297.812,593.703"
"9051","7,0,6,300.953,589.416"
"9052","7,0,6,304,585"
"9053","7,0,6,304,585"
"9054","7,0,6,308.125,578.488"
"9055","7,0,6,311.5,572.422"
"9056","7,0,6,314.125,566.754"
"9057","7,0,6,315.156,564.055"
"9058","7,0,6,316,561.438"
"9059","7,0,6,316.656,558.896"
"9060","7,0,6,317.125,556.426"
"9061","7,0,6,317.406,554.02"
"9062","7,0,6,317.5,551.672"
"9063","7,0,6,317.406,549.377"
"9064","7,0,6,317.125,547.129"
"9065","7,0,6,316.656,544.922"
"9066","7,0,6,316,542.75"
"9067","7,0,6,315.156,540.607"
"9068","7,0,6,314.125,538.488"
"9069","7,0,6,312.906,536.387"
"9070","7,0,6,311.5,534.297"
"9071","7,0,6,308.125,530.129"
"9072","7,0,6,304,525.938"
"9073","7,0,6,299.125,521.676"
"9074","7,0,6,293.5,517.297"
"9075","7,0,6,287.125,512.754"
"9076","7,0,6,280,508"
"9077","7,0,6,280,508"
"9078","7,0,6,271.75,502.719"
"9079","7,0,6,263.5,497.25"
"9080","7,0,6,255.25,491.406"
"9081","7,0,6,247,485"
"9082","7,0,6,247,485"
"9083","7,0,6,238.172,477.344"
"9084","7,0,6,229.625,469.5"
"9085","7,0,6,213,454"
"9086","7,0,6,213,454"
"9087","7,0,6,202.625,443.422"
"9088","7,0,6,193.75,433.875"
"9089","7,0,6,186,424.891"
"9090","7,0,6,179,416"
"9091","7,0,6,179,416"
"9092","7,0,6,171.516,405.625"
"9093","7,0,6,164.125,395.25"
"9094","7,0,6,156.922,384.5"
"9095","7,0,6,153.42,378.867"
"9096","7,0,6,150,373"
"9097","7,0,6,NA,NA"
"9098","7,0,7,185,701"
"9099","7,0,7,176.043,699.26"
"9100","7,0,7,167.36,697.235"
"9101","7,0,7,158.95,694.933"
"9102","7,0,7,150.813,692.362"
"9103","7,0,7,142.949,689.531"
"9104","7,0,7,135.357,686.448"
"9105","7,0,7,128.037,683.123"
"9106","7,0,7,120.988,679.564"
"9107","7,0,7,114.211,675.78"
"9108","7,0,7,107.705,671.779"
"9109","7,0,7,101.47,667.57"
"9110","7,0,7,95.505,663.161"
"9111","7,0,7,89.811,658.561"
"9112","7,0,7,84.386,653.779"
"9113","7,0,7,79.23,648.824"
"9114","7,0,7,74.344,643.703"
"9115","7,0,7,69.726,638.426"
"9116","7,0,7,65.377,633.001"
"9117","7,0,7,61.296,627.438"
"9118","7,0,7,57.483,621.743"
"9119","7,0,7,53.937,615.927"
"9120","7,0,7,50.659,609.998"
"9121","7,0,7,47.647,603.964"
"9122","7,0,7,44.902,597.834"
"9123","7,0,7,42.424,591.617"
"9124","7,0,7,40.211,585.321"
"9125","7,0,7,38.264,578.955"
"9126","7,0,7,36.582,572.527"
"9127","7,0,7,35.165,566.047"
"9128","7,0,7,34.012,559.522"
"9129","7,0,7,33.124,552.962"
"9130","7,0,7,32.5,546.375"
"9131","7,0,7,32.14,539.77"
"9132","7,0,7,32.043,533.155"
"9133","7,0,7,32.209,526.538"
"9134","7,0,7,32.637,519.93"
"9135","7,0,7,33.328,513.338"
"9136","7,0,7,34.281,506.77"
"9137","7,0,7,35.496,500.236"
"9138","7,0,7,36.973,493.744"
"9139","7,0,7,38.71,487.303"
"9140","7,0,7,40.708,480.921"
"9141","7,0,7,42.967,474.607"
"9142","7,0,7,45.486,468.37"
"9143","7,0,7,48.265,462.218"
"9144","7,0,7,51.303,456.16"
"9145","7,0,7,54.6,450.204"
"9146","7,0,7,58.156,444.359"
"9147","7,0,7,61.971,438.635"
"9148","7,0,7,66.044,433.038"
"9149","7,0,7,70.375,427.579"
"9150","7,0,7,74.963,422.265"
"9151","7,0,7,79.809,417.105"
"9152","7,0,7,84.912,412.109"
"9153","7,0,7,90.271,407.284"
"9154","7,0,7,95.887,402.639"
"9155","7,0,7,101.758,398.182"
"9156","7,0,7,107.886,393.924"
"9157","7,0,7,114.268,389.871"
"9158","7,0,7,120.906,386.033"
"9159","7,0,7,127.798,382.418"
"9160","7,0,7,134.945,379.035"
"9161","7,0,7,142.346,375.893"
"9162","7,0,7,150,373"
"9163","7,0,7,150,373"
"9164","7,0,7,156.709,370.51"
"9165","7,0,7,163.359,368.266"
"9166","7,0,7,169.986,366.232"
"9167","7,0,7,176.625,364.375"
"9168","7,0,7,190.078,361.047"
"9169","7,0,7,204,358"
"9170","7,0,7,204,358"
"9171","7,0,7,209.957,356.592"
"9172","7,0,7,215.844,355.359"
"9173","7,0,7,227.5,353.375"
"9174","7,0,7,239.156,351.953"
"9175","7,0,7,251,351"
"9176","7,0,7,251,351"
"9177","7,0,7,262.078,350.406"
"9178","7,0,7,272.875,350"
"9179","7,0,7,283.484,349.594"
"9180","7,0,7,294,349"
"9181","7,0,7,294,349"
"9182","7,0,7,298.161,348.729"
"9183","7,0,7,302.021,348.281"
"9184","7,0,7,305.586,347.646"
"9185","7,0,7,308.859,346.812"
"9186","7,0,7,311.845,345.768"
"9187","7,0,7,314.549,344.5"
"9188","7,0,7,316.974,342.998"
"9189","7,0,7,319.125,341.25"
"9190","7,0,7,321.007,339.244"
"9191","7,0,7,322.623,336.969"
"9192","7,0,7,323.979,334.412"
"9193","7,0,7,325.078,331.562"
"9194","7,0,7,325.926,328.408"
"9195","7,0,7,326.525,324.938"
"9196","7,0,7,326.882,321.139"
"9197","7,0,7,327,317"
"9198","7,0,7,327,317"
"9199","7,0,7,326.869,310.799"
"9200","7,0,7,326.516,304.891"
"9201","7,0,7,325.375,293.625"
"9202","7,0,7,324.047,282.547"
"9203","7,0,7,323.459,276.873"
"9204","7,0,7,323,271"
"9205","7,0,7,323,271"
"9206","7,0,7,322.879,265.225"
"9207","7,0,7,323.25,259.906"
"9208","7,0,7,324.09,255.057"
"9209","7,0,7,325.375,250.688"
"9210","7,0,7,327.082,246.811"
"9211","7,0,7,328.086,245.06"
"9212","7,0,7,329.188,243.438"
"9213","7,0,7,330.382,241.944"
"9214","7,0,7,331.668,240.58"
"9215","7,0,7,333.042,239.348"
"9216","7,0,7,334.5,238.25"
"9217","7,0,7,336.041,237.286"
"9218","7,0,7,337.66,236.459"
"9219","7,0,7,339.356,235.769"
"9220","7,0,7,341.125,235.219"
"9221","7,0,7,342.964,234.809"
"9222","7,0,7,344.871,234.541"
"9223","7,0,7,348.875,234.438"
"9224","7,0,7,353.113,234.92"
"9225","7,0,7,357.562,236"
"9226","7,0,7,362.199,237.689"
"9227","7,0,7,367,240"
"9228","7,0,7,367,240"
"9229","7,0,7,388.625,252.75"
"9230","7,0,7,408,264"
"9231","7,0,7,408,264"
"9232","7,0,7,411.504,265.898"
"9233","7,0,7,414.891,267.463"
"9234","7,0,7,418.16,268.691"
"9235","7,0,7,421.312,269.578"
"9236","7,0,7,424.348,270.119"
"9237","7,0,7,427.266,270.311"
"9238","7,0,7,430.066,270.147"
"9239","7,0,7,432.75,269.625"
"9240","7,0,7,435.316,268.74"
"9241","7,0,7,437.766,267.486"
"9242","7,0,7,440.098,265.861"
"9243","7,0,7,442.312,263.859"
"9244","7,0,7,444.41,261.477"
"9245","7,0,7,446.391,258.709"
"9246","7,0,7,448.254,255.552"
"9247","7,0,7,450,252"
"9248","7,0,7,450,252"
"9249","7,0,7,453.938,242.781"
"9250","7,0,7,458.25,232.25"
"9251","7,0,7,462.938,221.344"
"9252","7,0,7,465.422,216.043"
"9253","7,0,7,468,211"
"9254","7,0,7,468,211"
"9255","7,0,7,470.706,206.198"
"9256","7,0,7,473.566,201.926"
"9257","7,0,7,476.574,198.199"
"9258","7,0,7,479.719,195.031"
"9259","7,0,7,482.993,192.438"
"9260","7,0,7,486.387,190.434"
"9261","7,0,7,488.126,189.657"
"9262","7,0,7,489.892,189.033"
"9263","7,0,7,491.684,188.563"
"9264","7,0,7,493.5,188.25"
"9265","7,0,7,495.34,188.095"
"9266","7,0,7,497.202,188.1"
"9267","7,0,7,499.085,188.267"
"9268","7,0,7,500.988,188.598"
"9269","7,0,7,502.911,189.094"
"9270","7,0,7,504.851,189.757"
"9271","7,0,7,508.781,191.594"
"9272","7,0,7,512.77,194.122"
"9273","7,0,7,516.809,197.355"
"9274","7,0,7,520.888,201.31"
"9275","7,0,7,525,206"
"9276","7,0,7,525,206"
"9277","7,0,7,530.828,213.484"
"9278","7,0,7,533.631,217.408"
"9279","7,0,7,536.375,221.625"
"9280","7,0,7,539.072,226.264"
"9281","7,0,7,541.734,231.453"
"9282","7,0,7,544.373,237.322"
"9283","7,0,7,547,244"
"9284","7,0,7,547,244"
"9285","7,0,7,551.562,255.766"
"9286","7,0,7,555,266.125"
"9287","7,0,7,557.688,275.922"
