"","s.v.i.x.y"
"13472","7,0,53,533.631,217.408"
"13473","7,0,53,536.375,221.625"
"13474","7,0,53,539.072,226.264"
"13475","7,0,53,541.734,231.453"
"13476","7,0,53,544.373,237.322"
"13477","7,0,53,547,244"
"13478","7,0,53,547,244"
"13479","7,0,53,555.531,234.641"
"13480","7,0,53,563.5,226.125"
"13481","7,0,53,567.449,222.213"
"13482","7,0,53,571.469,218.547"
"13483","7,0,53,575.629,215.139"
"13484","7,0,53,580,212"
"13485","7,0,53,580,212"
"13486","7,0,53,576.188,201.484"
"13487","7,0,53,572,190.875"
"13488","7,0,53,569.648,185.506"
"13489","7,0,53,567.062,180.078"
"13490","7,0,53,564.195,174.58"
"13491","7,0,53,561,169"
"13492","7,0,53,561,169"
"13493","7,0,53,550.734,177.594"
"13494","7,0,53,546.533,181.41"
"13495","7,0,53,542.625,185.25"
"13496","7,0,53,538.764,189.371"
"13497","7,0,53,534.703,194.031"
"13498","7,0,53,525,206"
"13499","7,0,53,NA,NA"
"13500","NA,NA,NA,NA,NA"
"13501","7,0,54,525,206"
"13502","7,0,54,530.828,213.484"
"13503","7,0,54,533.631,217.408"
"13504","7,0,54,536.375,221.625"
"13505","7,0,54,539.072,226.264"
"13506","7,0,54,541.734,231.453"
"13507","7,0,54,544.373,237.322"
"13508","7,0,54,547,244"
"13509","7,0,54,547,244"
"13510","7,0,54,543.835,247.517"
"13511","7,0,54,540.715,250.57"
"13512","7,0,54,537.635,253.167"
"13513","7,0,54,534.594,255.312"
"13514","7,0,54,531.587,257.013"
"13515","7,0,54,528.613,258.273"
"13516","7,0,54,525.668,259.101"
"13517","7,0,54,522.75,259.5"
"13518","7,0,54,519.855,259.478"
"13519","7,0,54,516.98,259.039"
"13520","7,0,54,514.124,258.19"
"13521","7,0,54,511.281,256.938"
"13522","7,0,54,508.451,255.286"
"13523","7,0,54,505.629,253.242"
"13524","7,0,54,502.813,250.812"
"13525","7,0,54,500,248"
"13526","7,0,54,500,248"
"13527","7,0,54,501.443,244.432"
"13528","7,0,54,503.484,239.891"
"13529","7,0,54,506.064,234.623"
"13530","7,0,54,509.125,228.875"
"13531","7,0,54,512.607,222.893"
"13532","7,0,54,516.453,216.922"
"13533","7,0,54,520.604,211.209"
"13534","7,0,54,525,206"
"13535","7,0,54,NA,NA"
"13536","NA,NA,NA,NA,NA"
"13537","7,0,55,547,244"
"13538","7,0,55,551.562,255.766"
"13539","7,0,55,555,266.125"
"13540","7,0,55,557.688,275.922"
"13541","7,0,55,560,286"
"13542","7,0,55,560,286"
"13543","7,0,55,568.094,277.516"
"13544","7,0,55,576,269.875"
"13545","7,0,55,583.906,262.797"
"13546","7,0,55,592,256"
"13547","7,0,55,592,256"
"13548","7,0,55,589.422,243.5"
"13549","7,0,55,587.125,234"
"13550","7,0,55,584.266,224.5"
"13551","7,0,55,580,212"
"13552","7,0,55,580,212"
"13553","7,0,55,575.629,215.139"
"13554","7,0,55,571.469,218.547"
"13555","7,0,55,567.449,222.213"
"13556","7,0,55,563.5,226.125"
"13557","7,0,55,555.531,234.641"
"13558","7,0,55,547,244"
"13559","7,0,55,NA,NA"
"13560","NA,NA,NA,NA,NA"
"13561","7,0,56,547,244"
"13562","7,0,56,551.562,255.766"
"13563","7,0,56,555,266.125"
"13564","7,0,56,557.688,275.922"
"13565","7,0,56,560,286"
"13566","7,0,56,560,286"
"13567","7,0,56,555.598,290.429"
"13568","7,0,56,551.031,294.336"
"13569","7,0,56,546.324,297.716"
"13570","7,0,56,541.5,300.562"
"13571","7,0,56,536.582,302.87"
"13572","7,0,56,531.594,304.633"
"13573","7,0,56,526.559,305.845"
"13574","7,0,56,521.5,306.5"
"13575","7,0,56,516.441,306.593"
"13576","7,0,56,511.406,306.117"
"13577","7,0,56,506.418,305.067"
"13578","7,0,56,501.5,303.438"
"13579","7,0,56,496.676,301.222"
"13580","7,0,56,491.969,298.414"
"13581","7,0,56,487.402,295.009"
"13582","7,0,56,483,291"
"13583","7,0,56,483,291"
"13584","7,0,56,488.188,278.938"
"13585","7,0,56,492.25,268.75"
"13586","7,0,56,500,248"
"13587","7,0,56,500,248"
"13588","7,0,56,502.813,250.812"
"13589","7,0,56,505.629,253.242"
"13590","7,0,56,508.451,255.286"
"13591","7,0,56,511.281,256.938"
"13592","7,0,56,514.124,258.19"
"13593","7,0,56,516.98,259.039"
"13594","7,0,56,519.855,259.478"
"13595","7,0,56,522.75,259.5"
"13596","7,0,56,525.668,259.101"
"13597","7,0,56,528.613,258.273"
"13598","7,0,56,531.587,257.013"
"13599","7,0,56,534.594,255.312"
"13600","7,0,56,537.635,253.167"
"13601","7,0,56,540.715,250.57"
"13602","7,0,56,543.835,247.517"
"13603","7,0,56,547,244"
"13604","7,0,56,NA,NA"
"13605","NA,NA,NA,NA,NA"
"13606","7,0,57,797,429"
"13607","7,0,57,793.498,433.039"
"13608","7,0,57,789.797,436.938"
"13609","7,0,57,782.125,444.5"
"13610","7,0,57,778.318,448.258"
"13611","7,0,57,774.641,452.062"
"13612","7,0,57,771.174,455.961"
"13613","7,0,57,768,460"
"13614","7,0,57,768,460"
"13615","7,0,57,780.078,465.094"
"13616","7,0,57,791.125,470"
"13617","7,0,57,801.609,474.906"
"13618","7,0,57,812,480"
"13619","7,0,57,812,480"
"13620","7,0,57,819.828,474.047"
"13621","7,0,57,823.232,471.299"
"13622","7,0,57,826.625,468.375"
"13623","7,0,57,830.252,465.029"
"13624","7,0,57,834.359,461.016"
"13625","7,0,57,845,450"
"13626","7,0,57,845,450"
"13627","7,0,57,833.844,444.469"
"13628","7,0,57,821.75,438.75"
"13629","7,0,57,815.527,435.996"
"13630","7,0,57,809.281,433.406"
"13631","7,0,57,803.082,431.051"
"13632","7,0,57,797,429"
"13633","7,0,57,NA,NA"
"13634","NA,NA,NA,NA,NA"
"13635","7,0,58,768,460"
"13636","7,0,58,765.903,463.494"
"13637","7,0,58,764.111,466.859"
"13638","7,0,58,762.628,470.107"
"13639","7,0,58,761.453,473.25"
"13640","7,0,58,760.589,476.299"
"13641","7,0,58,760.037,479.266"
"13642","7,0,58,759.799,482.162"
"13643","7,0,58,759.875,485"
"13644","7,0,58,760.268,487.791"
"13645","7,0,58,760.979,490.547"
"13646","7,0,58,762.009,493.279"
"13647","7,0,58,763.359,496"
"13648","7,0,58,765.032,498.721"
"13649","7,0,58,767.029,501.453"
"13650","7,0,58,769.351,504.209"
"13651","7,0,58,772,507"
"13652","7,0,58,772,507"
"13653","7,0,58,781.484,501.656"
"13654","7,0,58,786.15,498.809"
"13655","7,0,58,790.875,495.75"
"13656","7,0,58,795.74,492.41"
"13657","7,0,58,800.828,488.719"
"13658","7,0,58,806.221,484.605"
"13659","7,0,58,812,480"
"13660","7,0,58,812,480"
"13661","7,0,58,801.609,474.906"
"13662","7,0,58,791.125,470"
"13663","7,0,58,780.078,465.094"
"13664","7,0,58,768,460"
"13665","7,0,58,NA,NA"
"13666","NA,NA,NA,NA,NA"
"13667","7,0,59,633,693"
"13668","7,0,59,634.156,705.844"
"13669","7,0,59,634.75,717.75"
"13670","7,0,59,634.969,729.281"
"13671","7,0,59,635,741"
"13672","7,0,59,635,741"
"13673","7,0,59,645.203,745.516"
"13674","7,0,59,655.125,750.125"
"13675","7,0,59,676,760"
"13676","7,0,59,676,760"
"13677","7,0,59,676.285,753.543"
"13678","7,0,59,676.406,747.531"
"13679","7,0,59,676.25,736"
"13680","7,0,59,675.719,723.719"
"13681","7,0,59,675,709"
"13682","7,0,59,675,709"
"13683","7,0,59,653.625,701.375"
"13684","7,0,59,643.078,697.328"
"13685","7,0,59,633,693"
"13686","7,0,59,NA,NA"
"13687","NA,NA,NA,NA,NA"
"13688","7,0,60,633,693"
"13689","7,0,60,634.156,705.844"
"13690","7,0,60,634.75,717.75"
"13691","7,0,60,634.969,729.281"
"13692","7,0,60,635,741"
"13693","7,0,60,635,741"
"13694","7,0,60,630.507,739.125"
"13695","7,0,60,626.385,737.629"
"13696","7,0,60,622.605,736.513"
"13697","7,0,60,619.141,735.781"
"13698","7,0,60,615.963,735.436"
"13699","7,0,60,613.045,735.48"
"13700","7,0,60,610.358,735.917"
"13701","7,0,60,607.875,736.75"
"13702","7,0,60,605.568,737.981"
"13703","7,0,60,603.408,739.613"
"13704","7,0,60,601.369,741.65"
"13705","7,0,60,599.422,744.094"
"13706","7,0,60,597.539,746.948"
"13707","7,0,60,595.693,750.215"
"13708","7,0,60,593.856,753.898"
"13709","7,0,60,592,758"
"13710","7,0,60,592,758"
"13711","7,0,60,582.125,747.375"
"13712","7,0,60,575.25,739.75"
"13713","7,0,60,563,726"
"13714","7,0,60,563,726"
"13715","7,0,60,566.719,718.554"
"13716","7,0,60,570.396,711.949"
"13717","7,0,60,574.059,706.159"
"13718","7,0,60,577.734,701.156"
"13719","7,0,60,581.451,696.916"
"13720","7,0,60,585.236,693.41"
"13721","7,0,60,587.164,691.925"
"13722","7,0,60,589.118,690.614"
"13723","7,0,60,591.104,689.473"
"13724","7,0,60,593.125,688.5"
"13725","7,0,60,595.184,687.691"
"13726","7,0,60,597.284,687.042"
"13727","7,0,60,599.429,686.552"
"13728","7,0,60,601.623,686.215"
"13729","7,0,60,603.869,686.029"
"13730","7,0,60,606.17,685.991"
"13731","7,0,60,610.953,686.344"
"13732","7,0,60,616,687.248"
"13733","7,0,60,621.338,688.676"
"13734","7,0,60,626.995,690.602"
"13735","7,0,60,633,693"
"13736","7,0,60,NA,NA"
"13737","NA,NA,NA,NA,NA"
"13738","7,0,61,797,429"
"13739","7,0,61,793.498,433.039"
"13740","7,0,61,789.797,436.938"
"13741","7,0,61,782.125,444.5"
"13742","7,0,61,778.318,448.258"
"13743","7,0,61,774.641,452.062"
"13744","7,0,61,771.174,455.961"
"13745","7,0,61,768,460"
"13746","7,0,61,768,460"
"13747","7,0,61,758.266,456.594"
"13748","7,0,61,749.375,453.75"
"13749","7,0,61,740.297,451.281"
"13750","7,0,61,730,449"
"13751","7,0,61,730,449"
"13752","7,0,61,736.406,441.062"
"13753","7,0,61,742.25,433.5"
"13754","7,0,61,747.719,425.938"
"13755","7,0,61,753,418"
"13756","7,0,61,753,418"
"13757","7,0,61,758.582,418.842"
"13758","7,0,61,764.094,419.859"
"13759","7,0,61,769.559,421.041"
"13760","7,0,61,775,422.375"
"13761","7,0,61,785.906,425.453"
"13762","7,0,61,797,429"
"13763","7,0,61,NA,NA"
"13764","NA,NA,NA,NA,NA"
"13765","7,0,62,768,460"
"13766","7,0,62,765.903,463.494"
"13767","7,0,62,764.111,466.859"
"13768","7,0,62,762.628,470.107"
"13769","7,0,62,761.453,473.25"
"13770","7,0,62,760.589,476.299"
"13771","7,0,62,760.037,479.266"
"13772","7,0,62,759.799,482.162"
"13773","7,0,62,759.875,485"
"13774","7,0,62,760.268,487.791"
"13775","7,0,62,760.979,490.547"
"13776","7,0,62,762.009,493.279"
"13777","7,0,62,763.359,496"
"13778","7,0,62,765.032,498.721"
"13779","7,0,62,767.029,501.453"
"13780","7,0,62,769.351,504.209"
"13781","7,0,62,772,507"
"13782","7,0,62,772,507"
"13783","7,0,62,761.703,511.953"
"13784","7,0,62,752.625,516.625"
"13785","7,0,62,743.734,521.484"
"13786","7,0,62,734,527"
"13787","7,0,62,734,527"
"13788","7,0,62,728.901,522.993"
"13789","7,0,62,724.477,518.85"
"13790","7,0,62,720.72,514.574"
"13791","7,0,62,719.09,512.389"
"13792","7,0,62,717.625,510.172"
"13793","7,0,62,716.324,507.924"
"13794","7,0,62,715.187,505.646"
"13795","7,0,62,714.212,503.339"
"13796","7,0,62,713.398,501.002"
"13797","7,0,62,712.746,498.637"
"13798","7,0,62,712.255,496.243"
"13799","7,0,62,711.923,493.823"
"13800","7,0,62,711.75,491.375"
"13801","7,0,62,711.735,488.901"
"13802","7,0,62,711.878,486.401"
"13803","7,0,62,712.177,483.876"
"13804","7,0,62,712.633,481.326"
"13805","7,0,62,714.009,476.155"
"13806","7,0,62,716,470.891"
"13807","7,0,62,718.601,465.539"
"13808","7,0,62,721.805,460.104"
"13809","7,0,62,725.606,454.589"
"13810","7,0,62,730,449"
"13811","7,0,62,730,449"
"13812","7,0,62,740.297,451.281"
"13813","7,0,62,749.375,453.75"
"13814","7,0,62,758.266,456.594"
"13815","7,0,62,768,460"
"13816","7,0,62,NA,NA"
"13817","NA,NA,NA,NA,NA"
"13818","7,0,63,560,286"
"13819","7,0,63,562.094,297.703"
"13820","7,0,63,564,309.875"
"13821","7,0,63,565.906,321.859"
"13822","7,0,63,568,333"
"13823","7,0,63,568,333"
"13824","7,0,63,576.516,324.656"
"13825","7,0,63,584.375,317.25"
"13826","7,0,63,600,303"
"13827","7,0,63,600,303"
"13828","7,0,63,599.533,298.396"
"13829","7,0,63,598.891,293.547"
"13830","7,0,63,597.125,282.875"
"13831","7,0,63,592,256"
"13832","7,0,63,592,256"
"13833","7,0,63,583.906,262.797"
"13834","7,0,63,576,269.875"
"13835","7,0,63,568.094,277.516"
"13836","7,0,63,560,286"
"13837","7,0,63,NA,NA"
"13838","NA,NA,NA,NA,NA"
"13839","7,0,64,560,286"
"13840","7,0,64,562.094,297.703"
"13841","7,0,64,564,309.875"
"13842","7,0,64,565.906,321.859"
"13843","7,0,64,568,333"
"13844","7,0,64,568,333"
"13845","7,0,64,563.92,336.829"
"13846","7,0,64,559.743,340.442"
"13847","7,0,64,555.474,343.84"
"13848","7,0,64,551.117,347.023"
"13849","7,0,64,546.675,349.993"
"13850","7,0,64,542.151,352.749"
"13851","7,0,64,537.55,355.293"
"13852","7,0,64,532.875,357.625"
"13853","7,0,64,528.13,359.746"
"13854","7,0,64,523.317,361.657"
"13855","7,0,64,518.442,363.359"
"13856","7,0,64,513.508,364.852"
"13857","7,0,64,508.518,366.136"
"13858","7,0,64,503.476,367.214"
"13859","7,0,64,498.385,368.085"
"13860","7,0,64,493.25,368.75"
"13861","7,0,64,488.074,369.21"
"13862","7,0,64,482.86,369.466"
"13863","7,0,64,477.613,369.518"
"13864","7,0,64,472.336,369.367"
"13865","7,0,64,467.032,369.014"
"13866","7,0,64,461.706,368.46"
"13867","7,0,64,456.361,367.705"
"13868","7,0,64,451,366.75"
"13869","7,0,64,445.628,365.596"
"13870","7,0,64,440.247,364.243"
"13871","7,0,64,434.862,362.693"
"13872","7,0,64,429.477,360.945"
"13873","7,0,64,424.094,359.002"
"13874","7,0,64,418.718,356.862"
"13875","7,0,64,413.352,354.528"
"13876","7,0,64,408,352"
"13877","7,0,64,408,352"
"13878","7,0,64,406.5,331.875"
"13879","7,0,64,405,308"
"13880","7,0,64,405,308"
"13881","7,0,64,410.501,311.292"
"13882","7,0,64,416.104,314.037"
"13883","7,0,64,421.767,316.229"
"13884","7,0,64,427.453,317.859"
"13885","7,0,64,433.121,318.922"
"13886","7,0,64,438.732,319.408"
"13887","7,0,64,444.247,319.312"
"13888","7,0,64,446.955,319.043"
"13889","7,0,64,449.625,318.625"
"13890","7,0,64,452.251,318.058"
"13891","7,0,64,454.827,317.341"
"13892","7,0,64,457.35,316.472"
"13893","7,0,64,459.814,315.451"
"13894","7,0,64,462.215,314.277"
"13895","7,0,64,464.547,312.949"
"13896","7,0,64,466.805,311.467"
"13897","7,0,64,468.984,309.828"
"13898","7,0,64,471.08,308.033"
"13899","7,0,64,473.088,306.08"
"13900","7,0,64,475.002,303.968"
"13901","7,0,64,476.818,301.697"
"13902","7,0,64,478.531,299.266"
"13903","7,0,64,480.135,296.673"
"13904","7,0,64,481.627,293.918"
"13905","7,0,64,483,291"
"13906","7,0,64,483,291"
"13907","7,0,64,487.402,295.009"
"13908","7,0,64,491.969,298.414"
"13909","7,0,64,496.676,301.222"
"13910","7,0,64,501.5,303.438"
"13911","7,0,64,506.418,305.067"
"13912","7,0,64,511.406,306.117"
"13913","7,0,64,516.441,306.593"
"13914","7,0,64,521.5,306.5"
"13915","7,0,64,526.559,305.845"
"13916","7,0,64,531.594,304.633"
"13917","7,0,64,536.582,302.87"
"13918","7,0,64,541.5,300.562"
"13919","7,0,64,546.324,297.716"
"13920","7,0,64,551.031,294.336"
"13921","7,0,64,555.598,290.429"
"13922","7,0,64,560,286"
"13923","7,0,64,NA,NA"
"13924","NA,NA,NA,NA,NA"
"13925","7,0,65,432,845"
"13926","7,0,65,427.751,847.856"
"13927","7,0,65,423.448,850.426"
"13928","7,0,65,419.102,852.709"
"13929","7,0,65,414.723,854.705"
"13930","7,0,65,410.322,856.415"
"13931","7,0,65,405.91,857.839"
"13932","7,0,65,401.497,858.976"
"13933","7,0,65,397.094,859.828"
"13934","7,0,65,392.711,860.394"
"13935","7,0,65,388.36,860.675"
"13936","7,0,65,384.05,860.671"
"13937","7,0,65,379.793,860.381"
"13938","7,0,65,375.599,859.806"
"13939","7,0,65,371.478,858.947"
"13940","7,0,65,367.442,857.803"
"13941","7,0,65,363.5,856.375"
"13942","7,0,65,359.664,854.663"
"13943","7,0,65,355.944,852.666"
"13944","7,0,65,352.351,850.386"
"13945","7,0,65,348.895,847.822"
"13946","7,0,65,345.586,844.975"
"13947","7,0,65,342.437,841.844"
"13948","7,0,65,339.457,838.431"
"13949","7,0,65,336.656,834.734"
"13950","7,0,65,334.046,830.755"
"13951","7,0,65,331.637,826.493"
"13952","7,0,65,329.44,821.949"
"13953","7,0,65,327.465,817.123"
"13954","7,0,65,325.723,812.015"
"13955","7,0,65,324.224,806.625"
"13956","7,0,65,322.98,800.953"
"13957","7,0,65,322,795"
"13958","7,0,65,322,795"
"13959","7,0,65,315.614,796.799"
"13960","7,0,65,309.4,798.263"
"13961","7,0,65,303.363,799.395"
"13962","7,0,65,297.51,800.199"
"13963","7,0,65,291.848,800.68"
"13964","7,0,65,286.385,800.84"
"13965","7,0,65,281.126,800.685"
"13966","7,0,65,276.078,800.219"
"13967","7,0,65,271.249,799.445"
"13968","7,0,65,266.645,798.367"
"13969","7,0,65,262.272,796.989"
"13970","7,0,65,258.139,795.316"
"13971","7,0,65,254.25,793.352"
"13972","7,0,65,250.614,791.1"
"13973","7,0,65,247.237,788.565"
"13974","7,0,65,244.125,785.75"
"13975","7,0,65,241.286,782.66"
"13976","7,0,65,238.726,779.298"
"13977","7,0,65,236.452,775.669"
"13978","7,0,65,234.471,771.777"
"13979","7,0,65,232.789,767.626"
"13980","7,0,65,231.414,763.219"
"13981","7,0,65,230.352,758.561"
"13982","7,0,65,229.609,753.656"
"13983","7,0,65,229.194,748.508"
"13984","7,0,65,229.112,743.121"
"13985","7,0,65,229.37,737.498"
"13986","7,0,65,229.975,731.645"
"13987","7,0,65,230.933,725.564"
"13988","7,0,65,232.253,719.26"
"13989","7,0,65,233.939,712.738"
"13990","7,0,65,236,706"
"13991","7,0,65,236,706"
"13992","7,0,65,223.391,705.219"
"13993","7,0,65,210.875,704.25"
"13994","7,0,65,198.172,702.906"
"13995","7,0,65,185,701"
"13996","7,0,65,185,701"
"13997","7,0,65,182.199,710.217"
"13998","7,0,65,179.792,719.303"
"13999","7,0,65,177.769,728.255"
"14000","7,0,65,176.123,737.07"
"14001","7,0,65,174.846,745.745"
"14002","7,0,65,173.929,754.275"
"14003","7,0,65,173.364,762.658"
"14004","7,0,65,173.143,770.891"
"14005","7,0,65,173.257,778.969"
"14006","7,0,65,173.699,786.891"
"14007","7,0,65,174.46,794.652"
"14008","7,0,65,175.532,802.25"
"14009","7,0,65,176.907,809.681"
"14010","7,0,65,178.576,816.941"
"14011","7,0,65,180.532,824.028"
"14012","7,0,65,182.766,830.938"
"14013","7,0,65,185.269,837.667"
"14014","7,0,65,188.035,844.213"
"14015","7,0,65,191.054,850.573"
"14016","7,0,65,194.318,856.742"
"14017","7,0,65,197.819,862.718"
"14018","7,0,65,201.549,868.498"
"14019","7,0,65,205.499,874.077"
"14020","7,0,65,209.662,879.453"
"14021","7,0,65,214.029,884.623"
"14022","7,0,65,218.592,889.583"
"14023","7,0,65,223.343,894.329"
"14024","7,0,65,228.273,898.859"
"14025","7,0,65,233.375,903.17"
"14026","7,0,65,238.639,907.257"
"14027","7,0,65,244.059,911.118"
"14028","7,0,65,249.625,914.75"
"14029","7,0,65,255.33,918.149"
"14030","7,0,65,261.164,921.311"
"14031","7,0,65,267.121,924.234"
"14032","7,0,65,273.192,926.914"
"14033","7,0,65,279.368,929.348"
"14034","7,0,65,285.641,931.533"
"14035","7,0,65,292.004,933.465"
"14036","7,0,65,298.447,935.141"
"14037","7,0,65,304.963,936.557"
"14038","7,0,65,311.544,937.711"
"14039","7,0,65,318.181,938.6"
"14040","7,0,65,324.866,939.219"
"14041","7,0,65,331.591,939.565"
"14042","7,0,65,338.347,939.636"
"14043","7,0,65,345.127,939.428"
"14044","7,0,65,351.922,938.938"
"14045","7,0,65,358.724,938.161"
"14046","7,0,65,365.524,937.096"
"14047","7,0,65,372.316,935.739"
"14048","7,0,65,379.089,934.086"
"14049","7,0,65,385.837,932.134"
"14050","7,0,65,392.55,929.88"
"14051","7,0,65,399.221,927.321"
"14052","7,0,65,405.842,924.453"
"14053","7,0,65,412.404,921.273"
"14054","7,0,65,418.898,917.778"
"14055","7,0,65,425.318,913.964"
"14056","7,0,65,431.654,909.828"
"14057","7,0,65,437.899,905.367"
"14058","7,0,65,444.043,900.578"
"14059","7,0,65,450.08,895.456"
"14060","7,0,65,456,890"
"14061","7,0,65,456,890"
"14062","7,0,65,450.141,880.578"
"14063","7,0,65,444.375,870.875"
"14064","7,0,65,441.439,865.479"
"14065","7,0,65,438.422,859.484"
"14066","7,0,65,435.287,852.717"
"14067","7,0,65,432,845"
"14068","7,0,65,NA,NA"
"14069","NA,NA,NA,NA,NA"
"14070","7,0,66,185,701"
"14071","7,0,66,198.172,702.906"
"14072","7,0,66,210.875,704.25"
"14073","7,0,66,223.391,705.219"
"14074","7,0,66,236,706"
"14075","7,0,66,236,706"
"14076","7,0,66,239.781,695.188"
"14077","7,0,66,243.75,684.75"
"14078","7,0,66,253,662"
"14079","7,0,66,253,662"
"14080","7,0,66,239.703,661.062"
"14081","7,0,66,226.875,659.75"
"14082","7,0,66,214.609,658.062"
"14083","7,0,66,203,656"
"14084","7,0,66,203,656"
"14085","7,0,66,200.422,661.051"
"14086","7,0,66,197.938,666.406"
"14087","7,0,66,195.547,671.996"
"14088","7,0,66,193.25,677.75"
"14089","7,0,66,188.938,689.469"
"14090","7,0,66,185,701"
"14091","7,0,66,NA,NA"
"14092","NA,NA,NA,NA,NA"
"14093","7,0,67,322,795"
"14094","7,0,67,320.859,780.328"
"14095","7,0,67,320.375,766.875"
"14096","7,0,67,320.453,753.234"
"14097","7,0,67,321,738"
"14098","7,0,67,321,738"
"14099","7,0,67,314.849,739.782"
"14100","7,0,67,309.148,741.008"
"14101","7,0,67,303.905,741.683"
"14102","7,0,67,299.125,741.812"
"14103","7,0,67,294.813,741.403"
"14104","7,0,67,292.835,740.998"
"14105","7,0,67,290.977,740.461"
"14106","7,0,67,289.238,739.792"
"14107","7,0,67,287.62,738.991"
"14108","7,0,67,286.124,738.06"
"14109","7,0,67,284.75,737"
"14110","7,0,67,283.499,735.811"
"14111","7,0,67,282.372,734.493"
"14112","7,0,67,281.37,733.048"
"14113","7,0,67,280.492,731.477"
"14114","7,0,67,279.741,729.779"
"14115","7,0,67,279.116,727.956"
"14116","7,0,67,278.619,726.009"
"14117","7,0,67,278.25,723.938"
"14118","7,0,67,277.899,719.427"
"14119","7,0,67,278.07,714.43"
"14120","7,0,67,278.769,708.952"
"14121","7,0,67,280,703"
"14122","7,0,67,280,703"
"14123","7,0,67,268.766,704.312"
"14124","7,0,67,257.625,705.25"
"14125","7,0,67,246.672,705.812"
"14126","7,0,67,236,706"
"14127","7,0,67,236,706"
"14128","7,0,67,233.939,712.738"
"14129","7,0,67,232.253,719.26"
"14130","7,0,67,230.933,725.564"
"14131","7,0,67,229.975,731.645"
"14132","7,0,67,229.37,737.498"
"14133","7,0,67,229.112,743.121"
"14134","7,0,67,229.194,748.508"
"14135","7,0,67,229.609,753.656"
"14136","7,0,67,230.352,758.561"
"14137","7,0,67,231.414,763.219"
"14138","7,0,67,232.789,767.626"
"14139","7,0,67,234.471,771.777"
"14140","7,0,67,236.452,775.669"
"14141","7,0,67,238.726,779.298"
"14142","7,0,67,241.286,782.66"
"14143","7,0,67,244.125,785.75"
"14144","7,0,67,247.237,788.565"
"14145","7,0,67,250.614,791.1"
"14146","7,0,67,254.25,793.352"
"14147","7,0,67,258.139,795.316"
"14148","7,0,67,262.272,796.989"
"14149","7,0,67,266.645,798.367"
"14150","7,0,67,271.249,799.445"
"14151","7,0,67,276.078,800.219"
"14152","7,0,67,281.126,800.685"
"14153","7,0,67,286.385,800.84"
"14154","7,0,67,291.848,800.68"
"14155","7,0,67,297.51,800.199"
"14156","7,0,67,303.363,799.395"
"14157","7,0,67,309.4,798.263"
"14158","7,0,67,315.614,796.799"
"14159","7,0,67,322,795"
"14160","7,0,67,NA,NA"
"14161","NA,NA,NA,NA,NA"
"14162","7,0,68,236,706"
"14163","7,0,68,246.672,705.812"
"14164","7,0,68,257.625,705.25"
