"","SIRE","DAM","POP","SITE","ROW","BLK","varb","resp","id","root","fit"
"4499.fruit","1134","1132","1","K",10,"2","fruit",105,4499,1,1
"4500.fruit","1042","1053","1","K",10,"2","fruit",22,4500,1,1
"4501.fruit","1073","1087","1","K",10,"2","fruit",24,4501,1,1
"4502.fruit","1160","1194","1","K",10,"2","fruit",36,4502,1,1
"4503.fruit","3110","3015","3","K",10,"2","fruit",72,4503,1,1
"4504.fruit","2095","2139","2","K",10,"2","fruit",116,4504,1,1
"4505.fruit","3017","3115","3","K",10,"2","fruit",55,4505,1,1
"4506.fruit","2116","2047","2","K",10,"2","fruit",318,4506,1,1
"4507.fruit","3021","3189","3","K",10,"2","fruit",38,4507,1,1
"4508.fruit","1111","1197","1","K",10,"2","fruit",10,4508,1,1
"4509.fruit","2003","2130","2","K",10,"2","fruit",485,4509,1,1
"4510.fruit","2166","2034","2","K",10,"2","fruit",197,4510,1,1
"4511.fruit","1122","1113","1","K",10,"2","fruit",17,4511,1,1
"4512.fruit","2102","2202","2","K",10,"2","fruit",159,4512,1,1
"4513.fruit","3081","3060","3","K",10,"2","fruit",27,4513,1,1
"4514.fruit","2224","2206","2","K",10,"2","fruit",137,4514,1,1
"4515.fruit","1030","1006","1","K",10,"2","fruit",21,4515,1,1
"4516.fruit","1042","1083","1","K",10,"2","fruit",16,4516,1,1
"4517.fruit","3017","3169","3","K",10,"2","fruit",114,4517,1,1
"4518.fruit","2195","2218","2","K",10,"2","fruit",528,4518,1,1
"4519.fruit","1065","1070","1","K",10,"2","fruit",110,4519,1,1
"4520.fruit","1127","1015","1","K",10,"2","fruit",13,4520,1,1
"4521.fruit","1033","1108","1","K",10,"2","fruit",31,4521,1,1
"4522.fruit","3180","3112","3","K",11,"2","fruit",65,4522,1,1
"4523.fruit","1085","1032","1","K",11,"2","fruit",18,4523,1,1
"4524.fruit","1106","1168","1","K",11,"2","fruit",11,4524,1,1
"4525.fruit","2124","2199","2","K",11,"2","fruit",95,4525,1,1
"4526.fruit","3070","3028","3","K",11,"2","fruit",84,4526,1,1
"4527.fruit","3057","3130","3","K",11,"2","fruit",154,4527,1,1
"4528.fruit","1030","1049","1","K",11,"2","fruit",2,4528,1,1
"4529.fruit","1129","1086","1","K",11,"2","fruit",3,4529,1,1
"4530.fruit","3059","3126","3","K",11,"2","fruit",0,4530,1,1
"4531.fruit","1022","1063","1","K",11,"2","fruit",22,4531,1,1
"4532.fruit","1042","1014","1","K",11,"2","fruit",6,4532,1,1
"4533.fruit","3198","3124","3","K",11,"2","fruit",28,4533,1,1
"4534.fruit","2116","2201","2","K",11,"2","fruit",106,4534,1,1
"4535.fruit","3070","3105","3","K",11,"2","fruit",115,4535,1,1
"4536.fruit","1134","1132","1","K",11,"2","fruit",11,4536,1,1
"4537.fruit","2051","2129","2","K",11,"2","fruit",69,4537,1,1
"4538.fruit","2095","2039","2","K",11,"2","fruit",0,4538,1,1
"4539.fruit","3050","3116","3","K",11,"2","fruit",86,4539,1,1
"4540.fruit","2082","2205","2","K",11,"2","fruit",345,4540,1,1
"4541.fruit","2124","2153","2","K",11,"2","fruit",90,4541,1,1
"4542.fruit","2089","2065","2","K",11,"2","fruit",36,4542,1,1
"4543.fruit","3102","3154","3","K",11,"2","fruit",38,4543,1,1
"4544.fruit","2200","2118","2","K",11,"2","fruit",283,4544,1,1
"4545.fruit","1040","1002","1","K",11,"2","fruit",36,4545,1,1
"4546.fruit","1175","1147","1","K",11,"2","fruit",53,4546,1,1
"4547.fruit","1120","1075","1","K",11,"2","fruit",34,4547,1,1
"4548.fruit","1192","1128","1","K",11,"2","fruit",44,4548,1,1
"4549.fruit","3110","3015","3","K",11,"2","fruit",77,4549,1,1
"4550.fruit","3021","3074","3","K",11,"2","fruit",90,4550,1,1
"4551.fruit","1116","1001","1","K",11,"2","fruit",14,4551,1,1
"4552.fruit","3173","3036","3","K",11,"2","fruit",23,4552,1,1
"4553.fruit","2195","2218","2","K",11,"2","fruit",388,4553,1,1
"4554.fruit","3081","3101","3","K",11,"2","fruit",45,4554,1,1
"4555.fruit","1045","1037","1","K",11,"2","fruit",44,4555,1,1
"4556.fruit","3156","3067","3","K",11,"2","fruit",103,4556,1,1
"4557.fruit","2192","2053","2","K",11,"2","fruit",70,4557,1,1
"4558.fruit","3199","3047","3","K",11,"2","fruit",9,4558,1,1
"4559.fruit","2012","2091","2","K",11,"2","fruit",278,4559,1,1
"4560.fruit","2003","2099","2","K",11,"2","fruit",145,4560,1,1
"4561.fruit","3194","3095","3","K",11,"2","fruit",36,4561,1,1
"4562.fruit","1026","1171","1","K",11,"2","fruit",28,4562,1,1
"4563.fruit","3148","3052","3","K",11,"2","fruit",70,4563,1,1
"4564.fruit","3016","3108","3","K",11,"2","fruit",165,4564,1,1
"4565.fruit","3174","3011","3","K",11,"2","fruit",136,4565,1,1
"4566.fruit","3136","3153","3","K",11,"2","fruit",44,4566,1,1
"4567.fruit","3173","3026","3","K",11,"2","fruit",150,4567,1,1
"4568.fruit","2224","2206","2","K",11,"2","fruit",305,4568,1,1
"4569.fruit","1101","1172","1","K",11,"2","fruit",44,4569,1,1
"4570.fruit","3160","3045","3","K",11,"2","fruit",118,4570,1,1
"4571.fruit","1039","1025","1","K",11,"2","fruit",64,4571,1,1
"4572.fruit","1127","1058","1","K",11,"2","fruit",66,4572,1,1
"4573.fruit","3003","3117","3","K",11,"2","fruit",549,4573,1,1
"4574.fruit","2215","2030","2","K",11,"2","fruit",441,4574,1,1
"4575.fruit","1077","1066","1","K",11,"2","fruit",17,4575,1,1
"4576.fruit","3007","3185","3","K",11,"2","fruit",6,4576,1,1
"4577.fruit","2204","2188","2","K",11,"2","fruit",80,4577,1,1
"4578.fruit","3014","3099","3","K",11,"2","fruit",80,4578,1,1
"4579.fruit","2195","2033","2","K",11,"2","fruit",160,4579,1,1
"4580.fruit","1039","1054","1","K",11,"2","fruit",9,4580,1,1
"4581.fruit","3055","3177","3","K",11,"2","fruit",122,4581,1,1
"4582.fruit","1138","1057","1","K",12,"2","fruit",3,4582,1,1
"4583.fruit","1133","1005","1","K",12,"2","fruit",22,4583,1,1
"4584.fruit","1111","1080","1","K",12,"2","fruit",20,4584,1,1
"4585.fruit","2195","2057","2","K",12,"2","fruit",54,4585,1,1
"4586.fruit","1073","1165","1","K",12,"2","fruit",11,4586,1,1
"4587.fruit","1071","1162","1","K",12,"2","fruit",20,4587,1,1
"4588.fruit","1134","1050","1","K",12,"2","fruit",5,4588,1,1
"4589.fruit","3041","3073","3","K",12,"2","fruit",150,4589,1,1
"4590.fruit","2196","2029","2","K",12,"2","fruit",77,4590,1,1
"4591.fruit","3160","3133","3","K",12,"2","fruit",57,4591,1,1
"4592.fruit","3166","3141","3","K",12,"2","fruit",177,4592,1,1
"4593.fruit","3037","3152","3","K",12,"2","fruit",167,4593,1,1
"4594.fruit","1127","1015","1","K",12,"2","fruit",33,4594,1,1
"4595.fruit","3050","3116","3","K",12,"2","fruit",187,4595,1,1
"4596.fruit","1102","1008","1","K",12,"2","fruit",49,4596,1,1
"4597.fruit","1146","1069","1","K",12,"2","fruit",46,4597,1,1
"4598.fruit","3110","3176","3","K",12,"2","fruit",30,4598,1,1
"4599.fruit","1026","1191","1","K",12,"2","fruit",16,4599,1,1
"4600.fruit","2049","2078","2","K",12,"2","fruit",301,4600,1,1
"4601.fruit","2178","2165","2","K",12,"2","fruit",135,4601,1,1
"4602.fruit","2108","2148","2","K",12,"2","fruit",234,4602,1,1
"4603.fruit","3136","3032","3","K",12,"2","fruit",13,4603,1,1
"4604.fruit","2038","2077","2","K",12,"2","fruit",0,4604,1,1
"4605.fruit","2012","2011","2","K",12,"2","fruit",120,4605,1,1
"4606.fruit","2191","2050","2","K",12,"2","fruit",272,4606,1,1
"4607.fruit","1061","1155","1","K",12,"2","fruit",14,4607,1,1
"4608.fruit","1145","1096","1","K",12,"2","fruit",6,4608,1,1
"4609.fruit","3055","3087","3","K",12,"2","fruit",126,4609,1,1
"4610.fruit","3003","3111","3","K",12,"2","fruit",208,4610,1,1
"4611.fruit","3197","3080","3","K",12,"2","fruit",11,4611,1,1
"4612.fruit","2095","2139","2","K",12,"2","fruit",233,4612,1,1
"4613.fruit","1045","1184","1","K",12,"2","fruit",34,4613,1,1
"4614.fruit","2108","2175","2","K",12,"2","fruit",171,4614,1,1
"4615.fruit","2215","2189","2","K",12,"2","fruit",0,4615,1,1
"4616.fruit","1082","1011","1","K",12,"2","fruit",90,4616,1,1
"4617.fruit","1138","1047","1","K",12,"2","fruit",17,4617,1,1
"4618.fruit","2196","2029","2","K",12,"2","fruit",527,4618,1,1
"4619.fruit","1084","1126","1","K",12,"2","fruit",19,4619,1,1
"4620.fruit","2150","2177","2","K",12,"2","fruit",120,4620,1,1
"4621.fruit","1071","1079","1","K",12,"2","fruit",47,4621,1,1
"4622.fruit","1076","1023","1","K",12,"2","fruit",48,4622,1,1
"4623.fruit","3148","3052","3","K",12,"2","fruit",81,4623,1,1
"4624.fruit","1082","1167","1","K",12,"2","fruit",26,4624,1,1
"4625.fruit","2166","2167","2","K",12,"2","fruit",366,4625,1,1
"4626.fruit","2045","2168","2","K",12,"2","fruit",145,4626,1,1
"4627.fruit","1175","1193","1","K",12,"2","fruit",9,4627,1,1
"4628.fruit","3180","3098","3","K",12,"2","fruit",114,4628,1,1
"4629.fruit","1129","1086","1","K",12,"2","fruit",46,4629,1,1
"4630.fruit","2117","2013","2","K",12,"2","fruit",198,4630,1,1
"4631.fruit","1084","1038","1","K",12,"2","fruit",76,4631,1,1
"4632.fruit","3140","3163","3","K",12,"2","fruit",278,4632,1,1
"4633.fruit","1021","1009","1","K",12,"2","fruit",6,4633,1,1
"4634.fruit","3128","3019","3","K",12,"2","fruit",175,4634,1,1
"4635.fruit","2056","2060","2","K",12,"2","fruit",155,4635,1,1
"4636.fruit","2087","2007","2","K",12,"2","fruit",144,4636,1,1
"4637.fruit","3181","3094","3","K",12,"2","fruit",166,4637,1,1
"4638.fruit","3180","3137","3","K",12,"2","fruit",39,4638,1,1
"4639.fruit","3183","3178","3","K",12,"2","fruit",26,4639,1,1
"4640.fruit","3148","3044","3","K",12,"2","fruit",20,4640,1,1
"4641.fruit","2093","2041","2","K",12,"2","fruit",206,4641,1,1
"4642.fruit","1091","1188","1","K",12,"2","fruit",36,4642,1,1
"4643.fruit","1133","1119","1","K",12,"2","fruit",62,4643,1,1
"4644.fruit","1129","1099","1","K",12,"2","fruit",13,4644,1,1
"4645.fruit","3004","3145","3","K",13,"2","fruit",16,4645,1,1
"4646.fruit","1056","1046","1","K",13,"2","fruit",25,4646,1,1
"4647.fruit","1106","1007","1","K",13,"2","fruit",27,4647,1,1
"4648.fruit","3110","3114","3","K",13,"2","fruit",15,4648,1,1
"4649.fruit","3173","3036","3","K",13,"2","fruit",49,4649,1,1
"4650.fruit","2124","2176","2","K",13,"2","fruit",148,4650,1,1
"4651.fruit","1111","1080","1","K",13,"2","fruit",18,4651,1,1
"4652.fruit","3104","3072","3","K",13,"2","fruit",9,4652,1,1
"4653.fruit","3016","3024","3","K",13,"2","fruit",14,4653,1,1
"4654.fruit","3081","3061","3","K",13,"2","fruit",56,4654,1,1
"4655.fruit","2098","2140","2","K",13,"2","fruit",168,4655,1,1
"4656.fruit","3091","3076","3","K",13,"2","fruit",46,4656,1,1
"4657.fruit","1042","1014","1","K",13,"2","fruit",47,4657,1,1
"4658.fruit","1072","1051","1","K",13,"2","fruit",10,4658,1,1
"4659.fruit","1175","1147","1","K",13,"2","fruit",44,4659,1,1
"4660.fruit","3180","3112","3","K",13,"2","fruit",116,4660,1,1
"4661.fruit","2173","2127","2","K",13,"2","fruit",178,4661,1,1
"4662.fruit","2085","2208","2","K",13,"2","fruit",52,4662,1,1
"4663.fruit","2108","2148","2","K",13,"2","fruit",225,4663,1,1
"4664.fruit","2191","2163","2","K",13,"2","fruit",114,4664,1,1
"4665.fruit","1026","1131","1","K",13,"2","fruit",35,4665,1,1
"4666.fruit","3089","3043","3","K",13,"2","fruit",27,4666,1,1
"4667.fruit","2094","2008","2","K",13,"2","fruit",207,4667,1,1
"4668.fruit","2082","2070","2","K",13,"2","fruit",297,4668,1,1
"4669.fruit","2174","2143","2","K",13,"2","fruit",75,4669,1,1
"4670.fruit","2012","2091","2","K",13,"2","fruit",149,4670,1,1
"4671.fruit","1021","1156","1","K",13,"2","fruit",29,4671,1,1
"4672.fruit","1045","1176","1","K",13,"2","fruit",35,4672,1,1
"4673.fruit","1084","1043","1","K",13,"2","fruit",13,4673,1,1
"4674.fruit","3014","3161","3","K",13,"2","fruit",108,4674,1,1
"4675.fruit","3181","3196","3","K",13,"2","fruit",42,4675,1,1
"4676.fruit","1116","1074","1","K",13,"2","fruit",29,4676,1,1
"4677.fruit","2094","2157","2","K",13,"2","fruit",165,4677,1,1
"4678.fruit","3037","3013","3","K",13,"2","fruit",108,4678,1,1
"4679.fruit","1004","1169","1","K",13,"2","fruit",127,4679,1,1
"4680.fruit","3151","3138","3","K",13,"2","fruit",156,4680,1,1
"4681.fruit","1077","1178","1","K",13,"2","fruit",46,4681,1,1
"4682.fruit","1033","1097","1","K",13,"2","fruit",85,4682,1,1
"4683.fruit","2224","2155","2","K",13,"2","fruit",244,4683,1,1
"4684.fruit","3037","3013","3","K",13,"2","fruit",170,4684,1,1
"4685.fruit","2051","2129","2","K",13,"2","fruit",377,4685,1,1
"4686.fruit","2001","2112","2","K",13,"2","fruit",243,4686,1,1
"4687.fruit","2184","2090","2","K",13,"2","fruit",252,4687,1,1
"4688.fruit","2016","2149","2","K",13,"2","fruit",45,4688,1,1
"4689.fruit","3046","3135","3","K",13,"2","fruit",1,4689,1,1
"4690.fruit","2166","2207","2","K",13,"2","fruit",511,4690,1,1
"4691.fruit","2084","2179","2","K",13,"2","fruit",317,4691,1,1
"4692.fruit","3140","3120","3","K",13,"2","fruit",368,4692,1,1
"4693.fruit","2031","2071","2","K",13,"2","fruit",151,4693,1,1
"4694.fruit","1065","1031","1","K",13,"2","fruit",79,4694,1,1
"4695.fruit","3151","3200","3","K",13,"2","fruit",2,4695,1,1
"4696.fruit","3031","3097","3","K",13,"2","fruit",0,4696,1,1
"4697.fruit","2098","2009","2","K",13,"2","fruit",508,4697,1,1
"4698.fruit","1084","1126","1","K",13,"2","fruit",56,4698,1,1
"4699.fruit","2082","2113","2","K",13,"2","fruit",1051,4699,1,1
"4700.fruit","3007","3131","3","K",13,"2","fruit",1,4700,1,1
"4701.fruit","2102","2212","2","K",13,"2","fruit",757,4701,1,1
"4702.fruit","1160","1117","1","K",13,"2","fruit",87,4702,1,1
"4703.fruit","3156","3067","3","K",13,"2","fruit",73,4703,1,1
"4704.fruit","2184","2211","2","K",13,"2","fruit",357,4704,1,1
"4705.fruit","1118","1055","1","K",13,"2","fruit",153,4705,1,1
"4706.fruit","3030","3078","3","K",14,"2","fruit",0,4706,1,1
"4707.fruit","2094","2008","2","K",14,"2","fruit",227,4707,1,1
"4708.fruit","3035","3127","3","K",14,"2","fruit",0,4708,1,1
"4709.fruit","2098","2140","2","K",14,"2","fruit",214,4709,1,1
"4710.fruit","3166","3134","3","K",14,"2","fruit",60,4710,1,1
"4711.fruit","3059","3126","3","K",14,"2","fruit",144,4711,1,1
"4712.fruit","3148","3157","3","K",14,"2","fruit",0,4712,1,1
"4713.fruit","1022","1151","1","K",14,"2","fruit",111,4713,1,1
"4714.fruit","1040","1115","1","K",14,"2","fruit",68,4714,1,1
"4715.fruit","2116","2142","2","K",14,"2","fruit",132,4715,1,1
"4716.fruit","2172","2080","2","K",14,"2","fruit",30,4716,1,1
"4717.fruit","2215","2189","2","K",14,"2","fruit",112,4717,1,1
"4718.fruit","1146","1036","1","K",14,"2","fruit",83,4718,1,1
"4719.fruit","2089","2120","2","K",14,"2","fruit",24,4719,1,1
"4720.fruit","3017","3115","3","K",14,"2","fruit",63,4720,1,1
"4721.fruit","2089","2065","2","K",14,"2","fruit",102,4721,1,1
"4722.fruit","3070","3028","3","K",14,"2","fruit",46,4722,1,1
"4723.fruit","2051","2209","2","K",14,"2","fruit",19,4723,1,1
"4724.fruit","3057","3092","3","K",14,"2","fruit",126,4724,1,1
"4725.fruit","1127","1058","1","K",14,"2","fruit",37,4725,1,1
"4726.fruit","3021","3058","3","K",14,"2","fruit",24,4726,1,1
"4727.fruit","1041","1105","1","K",14,"2","fruit",93,4727,1,1
"4728.fruit","3136","3119","3","K",14,"2","fruit",31,4728,1,1
"4729.fruit","2196","2137","2","K",14,"2","fruit",15,4729,1,1
"4730.fruit","1116","1001","1","K",14,"2","fruit",29,4730,1,1
"4731.fruit","3173","3026","3","K",14,"2","fruit",57,4731,1,1
"4732.fruit","3198","3155","3","K",14,"2","fruit",347,4732,1,1
"4733.fruit","1042","1083","1","K",14,"2","fruit",0,4733,1,1
"4734.fruit","1021","1179","1","K",1,"3","fruit",2,4734,1,1
"4735.fruit","2224","2114","2","K",1,"3","fruit",251,4735,1,1
"4736.fruit","2085","2208","2","K",1,"3","fruit",46,4736,1,1
"4737.fruit","1101","1052","1","K",1,"3","fruit",35,4737,1,1
"4738.fruit","3175","3201","3","K",1,"3","fruit",170,4738,1,1
"4739.fruit","2150","2223","2","K",1,"3","fruit",61,4739,1,1
"4740.fruit","3151","3018","3","K",1,"3","fruit",33,4740,1,1
"4741.fruit","2024","2194","2","K",1,"3","fruit",179,4741,1,1
"4742.fruit","1111","1196","1","K",1,"3","fruit",90,4742,1,1
"4743.fruit","2056","2018","2","K",1,"3","fruit",21,4743,1,1
"4744.fruit","3151","3138","3","K",1,"3","fruit",160,4744,1,1
"4745.fruit","3081","3101","3","K",1,"3","fruit",286,4745,1,1
"4746.fruit","1138","1047","1","K",1,"3","fruit",5,4746,1,1
"4747.fruit","1077","1066","1","K",1,"3","fruit",21,4747,1,1
"4748.fruit","3187","3071","3","K",1,"3","fruit",139,4748,1,1
"4749.fruit","1077","1154","1","K",1,"3","fruit",36,4749,1,1
"4750.fruit","2172","2156","2","K",1,"3","fruit",180,4750,1,1
"4751.fruit","2192","2159","2","K",1,"3","fruit",44,4751,1,1
"4752.fruit","1101","1172","1","K",1,"3","fruit",29,4752,1,1
"4753.fruit","3084","3056","3","K",1,"3","fruit",216,4753,1,1
"4754.fruit","1033","1097","1","K",1,"3","fruit",88,4754,1,1
"4755.fruit","3014","3099","3","K",1,"3","fruit",71,4755,1,1
"4756.fruit","1082","1011","1","K",1,"3","fruit",41,4756,1,1
"4757.fruit","3016","3108","3","K",1,"3","fruit",312,4757,1,1
"4758.fruit","3091","3083","3","K",1,"3","fruit",144,4758,1,1
"4759.fruit","1021","1156","1","K",1,"3","fruit",15,4759,1,1
"4760.fruit","3037","3125","3","K",1,"3","fruit",175,4760,1,1
"4761.fruit","3199","3195","3","K",1,"3","fruit",166,4761,1,1
"4762.fruit","1004","1140","1","K",1,"3","fruit",8,4762,1,1
"4763.fruit","3035","3193","3","K",1,"3","fruit",100,4763,1,1
"4764.fruit","1061","1141","1","K",1,"3","fruit",29,4764,1,1
"4765.fruit","2003","2130","2","K",1,"3","fruit",203,4765,1,1
"4766.fruit","3003","3191","3","K",1,"3","fruit",83,4766,1,1
"4767.fruit","2214","2203","2","K",1,"3","fruit",207,4767,1,1
"4768.fruit","1065","1104","1","K",1,"3","fruit",46,4768,1,1
"4769.fruit","3049","3109","3","K",1,"3","fruit",202,4769,1,1
"4770.fruit","1077","1154","1","K",1,"3","fruit",3,4770,1,1
"4771.fruit","2010","2101","2","K",1,"3","fruit",35,4771,1,1
"4772.fruit","3166","3134","3","K",1,"3","fruit",212,4772,1,1
"4773.fruit","1160","1194","1","K",1,"3","fruit",40,4773,1,1
"4774.fruit","2020","2073","2","K",1,"3","fruit",100,4774,1,1
"4775.fruit","2024","2067","2","K",1,"3","fruit",95,4775,1,1
"4776.fruit","2184","2211","2","K",1,"3","fruit",104,4776,1,1
"4777.fruit","3187","3165","3","K",1,"3","fruit",232,4777,1,1
"4778.fruit","1039","1025","1","K",1,"3","fruit",25,4778,1,1
"4779.fruit","2038","2021","2","K",1,"3","fruit",75,4779,1,1
"4780.fruit","1146","1112","1","K",1,"3","fruit",32,4780,1,1
"4781.fruit","3198","3124","3","K",1,"3","fruit",132,4781,1,1
"4782.fruit","1073","1136","1","K",1,"3","fruit",15,4782,1,1
"4783.fruit","3049","3033","3","K",1,"3","fruit",208,4783,1,1
"4784.fruit","2184","2211","2","K",1,"3","fruit",147,4784,1,1
"4785.fruit","1082","1167","1","K",1,"3","fruit",27,4785,1,1
"4786.fruit","2102","2202","2","K",1,"3","fruit",41,4786,1,1
"4787.fruit","3055","3164","3","K",1,"3","fruit",202,4787,1,1
"4788.fruit","3007","3185","3","K",1,"3","fruit",239,4788,1,1
"4789.fruit","2151","2048","2","K",1,"3","fruit",212,4789,1,1
"4790.fruit","2174","2216","2","K",1,"3","fruit",183,4790,1,1
"4791.fruit","3199","3047","3","K",1,"3","fruit",111,4791,1,1
"4792.fruit","2098","2009","2","K",1,"3","fruit",283,4792,1,1
"4793.fruit","2196","2220","2","K",1,"3","fruit",131,4793,1,1
"4794.fruit","1127","1058","1","K",1,"3","fruit",113,4794,1,1
"4795.fruit","1040","1010","1","K",1,"3","fruit",0,4795,1,1
"4796.fruit","3035","3193","3","K",2,"3","fruit",150,4796,1,1
"4797.fruit","1138","1089","1","K",2,"3","fruit",12,4797,1,1
"4798.fruit","3199","3167","3","K",2,"3","fruit",113,4798,1,1
"4799.fruit","2116","2047","2","K",2,"3","fruit",117,4799,1,1
"4800.fruit","3077","3051","3","K",2,"3","fruit",140,4800,1,1
"4801.fruit","1056","1148","1","K",2,"3","fruit",62,4801,1,1
"4802.fruit","1076","1018","1","K",2,"3","fruit",299,4802,1,1
"4803.fruit","2108","2175","2","K",2,"3","fruit",93,4803,1,1
"4804.fruit","3102","3154","3","K",2,"3","fruit",213,4804,1,1
"4805.fruit","2031","2071","2","K",2,"3","fruit",46,4805,1,1
"4806.fruit","1107","1093","1","K",2,"3","fruit",195,4806,1,1
"4807.fruit","2192","2103","2","K",2,"3","fruit",200,4807,1,1
"4808.fruit","2150","2177","2","K",2,"3","fruit",166,4808,1,1
"4809.fruit","2098","2140","2","K",2,"3","fruit",226,4809,1,1
"4810.fruit","3050","3144","3","K",2,"3","fruit",230,4810,1,1
"4811.fruit","2012","2091","2","K",2,"3","fruit",205,4811,1,1
"4812.fruit","3166","3141","3","K",2,"3","fruit",81,4812,1,1
"4813.fruit","2012","2055","2","K",2,"3","fruit",298,4813,1,1
"4814.fruit","3065","3121","3","K",2,"3","fruit",197,4814,1,1
"4815.fruit","3180","3137","3","K",2,"3","fruit",59,4815,1,1
"4816.fruit","3166","3040","3","K",2,"3","fruit",43,4816,1,1
"4817.fruit","2089","2120","2","K",2,"3","fruit",377,4817,1,1
"4818.fruit","3089","3043","3","K",2,"3","fruit",321,4818,1,1
"4819.fruit","3046","3002","3","K",2,"3","fruit",202,4819,1,1
"4820.fruit","2133","2105","2","K",2,"3","fruit",34,4820,1,1
"4821.fruit","1091","1198","1","K",2,"3","fruit",3,4821,1,1
"4822.fruit","2150","2096","2","K",2,"3","fruit",173,4822,1,1
"4823.fruit","1029","1035","1","K",2,"3","fruit",50,4823,1,1
"4824.fruit","2001","2112","2","K",2,"3","fruit",241,4824,1,1
"4825.fruit","3175","3039","3","K",2,"3","fruit",295,4825,1,1
"4826.fruit","2151","2213","2","K",2,"3","fruit",175,4826,1,1
"4827.fruit","2085","2147","2","K",2,"3","fruit",254,4827,1,1
"4828.fruit","2056","2018","2","K",2,"3","fruit",58,4828,1,1
"4829.fruit","2016","2149","2","K",2,"3","fruit",284,4829,1,1
"4830.fruit","1094","1150","1","K",2,"3","fruit",47,4830,1,1
"4831.fruit","2016","2152","2","K",2,"3","fruit",257,4831,1,1
"4832.fruit","3156","3038","3","K",2,"3","fruit",181,4832,1,1
"4833.fruit","1034","1081","1","K",2,"3","fruit",16,4833,1,1
"4834.fruit","1111","1197","1","K",2,"3","fruit",24,4834,1,1
"4835.fruit","1094","1020","1","K",2,"3","fruit",46,4835,1,1
"4836.fruit","3057","3186","3","K",2,"3","fruit",70,4836,1,1
"4837.fruit","3160","3182","3","K",2,"3","fruit",154,4837,1,1
"4838.fruit","3174","3011","3","K",2,"3","fruit",226,4838,1,1
"4839.fruit","2134","2190","2","K",2,"3","fruit",123,4839,1,1
"4840.fruit","1134","1132","1","K",2,"3","fruit",31,4840,1,1
