"","id","state","county","population","housingUnits","totalArea","waterArea","landArea"
"2698","0100000US","Texas","Kendall County","33410","14055",663.03,0.58,662.45
"2699","0100000US","Texas","Kenedy County","416","233",1945.8,487.47,1458.33
"2700","0100000US","Texas","Kent County","808","552",902.92,0.41,902.51
"2701","0100000US","Texas","Kerr County","49625","23831",1107.28,3.96,1103.32
"2702","0100000US","Texas","Kimble County","4607","3371",1251.18,0.19,1250.99
"2703","0100000US","Texas","King County","286","186",913.34,2.47,910.87
"2704","0100000US","Texas","Kinney County","3598","1940",1365.12,5.07,1360.05
"2705","0100000US","Texas","Kleberg County","32061","12787",1090.21,208.9,881.31
"2706","0100000US","Texas","Knox County","3719","2044",855.48,4.86,850.62
"2707","0100000US","Texas","Lamar County","49793","22481",933.1,25.91,907.19
"2708","0100000US","Texas","Lamb County","13977","6128",1017.72,1.53,1016.18
"2709","0100000US","Texas","Lampasas County","19677","8718",713.93,1.09,712.84
"2710","0100000US","Texas","La Salle County","6886","2746",1494.23,7.54,1486.69
"2711","0100000US","Texas","Lavaca County","19263","10344",970.44,0.73,969.71
"2712","0100000US","Texas","Lee County","16612","7499",634.1,5.08,629.02
"2713","0100000US","Texas","Leon County","16801","9509",1080.62,7.47,1073.15
"2714","0100000US","Texas","Liberty County","75643","28759",1176.34,17.92,1158.42
"2715","0100000US","Texas","Limestone County","23384","10536",933.16,27.88,905.29
"2716","0100000US","Texas","Lipscomb County","3302","1512",932.29,0.12,932.18
"2717","0100000US","Texas","Live Oak County","11531","6065",1078.88,39.18,1039.7
"2718","0100000US","Texas","Llano County","19301","14280",965.86,31.82,934.03
"2719","0100000US","Texas","Loving County","82","50",676.71,7.78,668.93
"2720","0100000US","Texas","Lubbock County","278831","115064",900.7,5.1,895.6
"2721","0100000US","Texas","Lynn County","5915","2676",893.48,1.61,891.87
"2722","0100000US","Texas","McCulloch County","8283","4302",1073.43,7.83,1065.6
"2723","0100000US","Texas","McLennan County","234906","95124",1060.23,23.13,1037.1
"2724","0100000US","Texas","McMullen County","707","485",1156.79,17.36,1139.43
"2725","0100000US","Texas","Madison County","13664","5096",472.43,6.37,466.07
"2726","0100000US","Texas","Marion County","10546","6218",420.32,39.44,380.88
"2727","0100000US","Texas","Martin County","4799","1852",915.69,0.75,914.94
"2728","0100000US","Texas","Mason County","4012","2733",932.21,3.41,928.8
"2729","0100000US","Texas","Matagorda County","36702","18801",1612.51,512.23,1100.28
"2730","0100000US","Texas","Maverick County","54258","17462",1291.78,12.52,1279.26
"2731","0100000US","Texas","Medina County","46006","17991",1334.53,9.18,1325.36
"2732","0100000US","Texas","Menard County","2242","1702",902.27,0.24,902.03
"2733","0100000US","Texas","Midland County","136872","54351",902.05,1.75,900.3
"2734","0100000US","Texas","Milam County","24757","11305",1021.77,4.84,1016.93
"2735","0100000US","Texas","Mills County","4936","2846",749.77,1.51,748.26
"2736","0100000US","Texas","Mitchell County","9403","4064",915.91,4.82,911.09
"2737","0100000US","Texas","Montague County","19719","10131",938.28,7.37,930.91
"2738","0100000US","Texas","Montgomery County","455746","177647",1076.88,35.14,1041.73
"2739","0100000US","Texas","Moore County","21904","7881",909.62,9.93,899.69
"2740","0100000US","Texas","Morris County","12934","6024",258.7,6.72,251.98
"2741","0100000US","Texas","Motley County","1210","779",989.81,0.25,989.56
"2742","0100000US","Texas","Nacogdoches County","64524","27406",981.19,34.65,946.54
"2743","0100000US","Texas","Navarro County","47735","20234",1085.94,76.31,1009.63
"2744","0100000US","Texas","Newton County","14445","7142",939.73,6.05,933.68
"2745","0100000US","Texas","Nolan County","15216","7152",913.95,1.95,912
"2746","0100000US","Texas","Nueces County","340223","141033",1165.6,327.12,838.48
"2747","0100000US","Texas","Ochiltree County","10223","4062",918.14,0.51,917.63
"2748","0100000US","Texas","Oldham County","2052","841",1501.44,0.9,1500.53
"2749","0100000US","Texas","Orange County","81837","35313",379.53,45.86,333.67
"2750","0100000US","Texas","Palo Pinto County","28111","15214",985.51,33.72,951.79
"2751","0100000US","Texas","Panola County","23796","10920",821.3,19.55,801.75
"2752","0100000US","Texas","Parker County","116927","46628",910.09,6.62,903.48
"2753","0100000US","Texas","Parmer County","10269","3799",885.16,4.38,880.78
"2754","0100000US","Texas","Pecos County","15507","5585",4764.82,0.98,4763.85
"2755","0100000US","Texas","Polk County","45413","22683",1109.66,52.57,1057.09
"2756","0100000US","Texas","Potter County","121073","47271",921.99,13.62,908.37
"2757","0100000US","Texas","Presidio County","7818","3825",3855.92,0.68,3855.24
"2758","0100000US","Texas","Rains County","10914","5269",258.83,29.38,229.45
"2759","0100000US","Texas","Randall County","120725","51587",922.43,10.88,911.54
"2760","0100000US","Texas","Reagan County","3367","1372",1175.99,0.69,1175.3
"2761","0100000US","Texas","Real County","3309","2599",700.1,0.91,699.19
"2762","0100000US","Texas","Red River County","12860","6826",1056.74,20.16,1036.58
"2763","0100000US","Texas","Reeves County","13783","4640",2642.09,6.72,2635.37
"2764","0100000US","Texas","Refugio County","7383","3726",818.24,47.8,770.44
"2765","0100000US","Texas","Roberts County","929","439",924.19,0.13,924.06
"2766","0100000US","Texas","Robertson County","16622","8484",865.35,9.67,855.68
"2767","0100000US","Texas","Rockwall County","78337","27939",148.72,21.68,127.04
"2768","0100000US","Texas","Runnels County","10501","5298",1057.1,6.15,1050.94
"2769","0100000US","Texas","Rusk County","53330","21191",938.41,14.38,924.03
"2770","0100000US","Texas","Sabine County","10834","7988",576.65,85.26,491.39
"2771","0100000US","Texas","San Augustine County","8865","5342",592.3,61.64,530.66
"2772","0100000US","Texas","San Jacinto County","26384","13187",627.91,58.67,569.24
"2773","0100000US","Texas","San Patricio County","64804","26521",707.94,14.49,693.45
"2774","0100000US","Texas","San Saba County","6131","3177",1138.41,3.12,1135.3
"2775","0100000US","Texas","Schleicher County","3461","1489",1310.66,0.03,1310.63
"2776","0100000US","Texas","Scurry County","16921","6963",907.54,2.1,905.44
"2777","0100000US","Texas","Shackelford County","3378","1754",915.55,1.26,914.29
"2778","0100000US","Texas","Shelby County","25448","11873",834.62,39.03,795.58
"2779","0100000US","Texas","Sherman County","3034","1252",923.2,0.17,923.04
"2780","0100000US","Texas","Smith County","209714","87309",949.72,28.27,921.45
"2781","0100000US","Texas","Somervell County","8490","3674",191.95,5.49,186.46
"2782","0100000US","Texas","Starr County","60968","19526",1229.09,5.91,1223.18
"2783","0100000US","Texas","Stephens County","9630","4938",921.48,24.76,896.72
"2784","0100000US","Texas","Sterling County","1143","615",923.52,0.06,923.45
"2785","0100000US","Texas","Stonewall County","1490","928",920.24,3.93,916.31
"2786","0100000US","Texas","Sutton County","4128","2031",1454.42,0.49,1453.93
"2787","0100000US","Texas","Swisher County","7854","3221",900.69,10.53,890.16
"2788","0100000US","Texas","Tarrant County","1809034","714803",902.3,38.7,863.61
"2789","0100000US","Texas","Taylor County","131506","55750",919.3,3.75,915.55
"2790","0100000US","Texas","Terrell County","984","700",2358.07,0.04,2358.03
"2791","0100000US","Texas","Terry County","12651","4828",890.94,2.1,888.84
"2792","0100000US","Texas","Throckmorton County","1641","1079",915.48,2.93,912.55
"2793","0100000US","Texas","Titus County","32334","12054",425.64,19.59,406.05
"2794","0100000US","Texas","Tom Green County","110224","46571",1540.55,18.57,1521.97
"2795","0100000US","Texas","Travis County","1024266","441240",1023.01,32.81,990.2
"2796","0100000US","Texas","Trinity County","14585","8713",713.97,20.36,693.61
"2797","0100000US","Texas","Tyler County","21766","10579",935.62,11.12,924.5
"2798","0100000US","Texas","Upshur County","39309","16613",592.6,9.65,582.95
"2799","0100000US","Texas","Upton County","3355","1548",1241.5,0.18,1241.32
"2800","0100000US","Texas","Uvalde County","26405","10811",1558.63,6.69,1551.95
"2801","0100000US","Texas","Val Verde County","48879","18651",3232.67,87.92,3144.75
"2802","0100000US","Texas","Van Zandt County","52579","22817",859.61,17.05,842.56
"2803","0100000US","Texas","Victoria County","86793","35417",888.84,6.69,882.14
"2804","0100000US","Texas","Walker County","67861","24058",801.5,17.34,784.17
"2805","0100000US","Texas","Waller County","43205","15839",517.82,4.39,513.43
"2806","0100000US","Texas","Ward County","10658","4694",835.84,0.24,835.6
"2807","0100000US","Texas","Washington County","33718","15514",621.75,17.8,603.95
"2808","0100000US","Texas","Webb County","250304","73496",3375.59,14.11,3361.48
"2809","0100000US","Texas","Wharton County","41280","17127",1094.37,8.22,1086.15
"2810","0100000US","Texas","Wheeler County","5410","2730",915.48,0.96,914.52
"2811","0100000US","Texas","Wichita County","131500","55566",633.12,5.34,627.78
"2812","0100000US","Texas","Wilbarger County","13535","6318",977.89,7.05,970.84
"2813","0100000US","Texas","Willacy County","22134","7040",784.27,193.71,590.55
"2814","0100000US","Texas","Williamson County","422679","162773",1134.44,16.14,1118.3
"2815","0100000US","Texas","Wilson County","42918","16766",808.41,4.68,803.73
"2816","0100000US","Texas","Winkler County","7110","3027",841.27,0.16,841.11
"2817","0100000US","Texas","Wise County","59127","23781",922.58,18.16,904.42
"2818","0100000US","Texas","Wood County","41964","20861",695.72,50.48,645.23
"2819","0100000US","Texas","Yoakum County","7879","2978",799.72,0.01,799.71
"2820","0100000US","Texas","Young County","18550","8622",930.86,16.39,914.47
"2821","0100000US","Texas","Zapata County","14018","6203",1058.02,59.6,998.41
"2822","0100000US","Texas","Zavala County","11677","4283",1301.73,4.33,1297.41
"2824","0100000US","Utah","Beaver County","6629","2908",2591.94,2.06,2589.88
"2825","0100000US","Utah","Box Elder County","49975","17326",6729.32,983.77,5745.55
"2826","0100000US","Utah","Cache County","112656","37024",1173.02,8.21,1164.81
"2827","0100000US","Utah","Carbon County","21403","9551",1484.58,6.09,1478.49
"2828","0100000US","Utah","Daggett County","1059","1141",720.71,23.73,696.98
"2829","0100000US","Utah","Davis County","306479","97570",633.96,335.18,298.78
"2830","0100000US","Utah","Duchesne County","18607","9493",3255.92,14.98,3240.94
"2831","0100000US","Utah","Emery County","10976","4489",4471.81,9.49,4462.31
"2832","0100000US","Utah","Garfield County","5172","3726",5208.25,33.13,5175.12
"2833","0100000US","Utah","Grand County","9225","4816",3683.68,12.14,3671.54
"2834","0100000US","Utah","Iron County","46163","19667",3301.08,4.4,3296.68
"2835","0100000US","Utah","Juab County","10246","3502",3406.4,14.12,3392.28
"2836","0100000US","Utah","Kane County","7125","5815",4108.52,118.29,3990.23
"2837","0100000US","Utah","Millard County","12503","4939",6827.89,255.47,6572.42
"2838","0100000US","Utah","Morgan County","9469","3006",610.91,1.71,609.2
"2839","0100000US","Utah","Piute County","1556","898",765.72,7.93,757.79
"2840","0100000US","Utah","Rich County","2264","2834",1086.36,57.58,1028.77
"2841","0100000US","Utah","Salt Lake County","1029655","364031",807.37,65.09,742.28
"2842","0100000US","Utah","San Juan County","14746","5734",7933.15,113.17,7819.99
"2843","0100000US","Utah","Sanpete County","27822","10379",1602.54,12.38,1590.15
"2844","0100000US","Utah","Sevier County","20802","8449",1918.4,7.82,1910.58
"2845","0100000US","Utah","Summit County","36324","26545",1881.97,10.26,1871.71
"2846","0100000US","Utah","Tooele County","58218","19455",7286.08,344.73,6941.35
"2847","0100000US","Utah","Uintah County","32588","11972",4501.39,21.69,4479.69
"2848","0100000US","Utah","Utah County","516564","148350",2144.11,140.66,2003.45
"2849","0100000US","Utah","Wasatch County","23530","10577",1205.99,30.48,1175.5
"2850","0100000US","Utah","Washington County","138115","57734",2429.95,3.59,2426.36
"2851","0100000US","Utah","Wayne County","2778","1591",2466.49,5.81,2460.68
"2852","0100000US","Utah","Weber County","231236","86187",659.39,83.3,576.08
"2854","0100000US","Vermont","Addison County","36821","16760",807.76,41.43,766.33
"2855","0100000US","Vermont","Bennington County","37125","20922",677.66,2.68,674.98
"2856","0100000US","Vermont","Caledonia County","31227","15942",657.54,8.67,648.86
"2857","0100000US","Vermont","Chittenden County","156545","65722",619.3,82.72,536.58
"2858","0100000US","Vermont","Essex County","6306","5019",675.29,11.7,663.6
"2859","0100000US","Vermont","Franklin County","47746","21588",691.98,58.28,633.71
"2860","0100000US","Vermont","Grand Isle County","6970","5048",194.67,112.86,81.81
"2861","0100000US","Vermont","Lamoille County","24475","12969",463.69,4.89,458.8
"2862","0100000US","Vermont","Orange County","28936","14845",692.27,5.23,687.03
"2863","0100000US","Vermont","Orleans County","27231","16162",721.16,27.9,693.27
"2864","0100000US","Vermont","Rutland County","61642","33768",944.78,14.96,929.82
"2865","0100000US","Vermont","Washington County","59534","29941",695.42,8.19,687.23
"2866","0100000US","Vermont","Windham County","44513","29735",798.07,12.76,785.31
"2867","0100000US","Vermont","Windsor County","56670","34118",976.78,7.45,969.34
"2869","0100000US","Virginia","Accomack County","33164","21002",1310.04,860.54,449.5
"2870","0100000US","Virginia","Albemarle County","98970(r49499)","42122",726.12,5.42,720.7
"2871","0100000US","Virginia","Alleghany County","16250","8074",448.75,3.3,445.46
"2872","0100000US","Virginia","Amelia County","12690","5359",358.52,3.25,355.27
"2873","0100000US","Virginia","Amherst County","32353","13976",478.85,4.92,473.93
"2874","0100000US","Virginia","Appomattox County","14973","6921",334.73,1.24,333.49
"2875","0100000US","Virginia","Arlington County","207627","105404",26.07,0.09,25.97
"2876","0100000US","Virginia","Augusta County","73750","31194",970.86,3.86,967
"2877","0100000US","Virginia","Bath County","4731","3270",534.58,5.42,529.16
"2878","0100000US","Virginia","Bedford County","68676","31937",769.25,16.23,753.02
"2879","0100000US","Virginia","Bland County","6824","3265",358.73,1,357.72
"2880","0100000US","Virginia","Botetourt County","33148","14562",545.91,4.71,541.2
"2881","0100000US","Virginia","Brunswick County","17434","8166",569.38,3.21,566.17
"2882","0100000US","Virginia","Buchanan County","24098","11576",503.84,1.08,502.76
"2883","0100000US","Virginia","Buckingham County","17146","7244",583.56,3.9,579.66
"2884","0100000US","Virginia","Campbell County","54842","24769",507.33,3.46,503.87
"2885","0100000US","Virginia","Caroline County","28545","11729",536.87,9.36,527.51
"2886","0100000US","Virginia","Carroll County","30042","16569",477.64,2.95,474.69
"2887","0100000US","Virginia","Charles City County","7256","3229",204.24,21.43,182.82
"2888","0100000US","Virginia","Charlotte County","12586","6273",477.52,2.25,475.27
"2889","0100000US","Virginia","Chesterfield County","316236","122555",436.95,13.66,423.3
"2890","0100000US","Virginia","Clarke County","14034","6235",178.36,2.18,176.18
"2891","0100000US","Virginia","Craig County","5190","2809",330.61,1.08,329.53
"2892","0100000US","Virginia","Culpeper County","46689","17657",382.54,3.31,379.23
