"","name","rating","genre","creative.type","time","year","production.method","sequel","budget","revenue.all","revenue.dom","revenue.int","revenue.inf"
"4642","Over the Top",NA,"Action","Contemporary Fiction",NA,1987,"Live Action",0,0,14.765355,14.765355,0,31.607681
"4643","The Sixth Man","PG-13","Comedy","Contemporary Fiction",NA,1997,"Live Action",0,0,14.765099,14.765099,0,26.924591
"4644","Fire Birds","PG-13","Action","Contemporary Fiction",NA,1990,"Live Action",0,0,14.760451,14.760451,0,24.549511
"4645","Les emotifs anonymes",NA,"Drama","Contemporary Fiction",0,2010,"Live Action",0,0,14.737098,0,14.737098,0
"4646","I Hate Luv Storys",NA,"Romantic Comedy","Contemporary Fiction",NA,2010,"Live Action",0,0,14.720564,0.847993,13.872571,0.899574
"4647","Orca",NA,NA,NA,NA,1977,NA,0,0,14.717854,14.717854,0,55.241456
"4648","Indian Summer","R","Comedy","Contemporary Fiction",NA,1993,"Live Action",0,0,14.717851,14.717851,0,24.180068
"4649","School Ties","PG-13","Drama","Historical Fiction",NA,1992,"Live Action",0,0,14.715067,14.715067,0,18.075408
"4650","Men At Work","PG-13","Comedy","Contemporary Fiction",NA,1990,"Live Action",0,0,14.707474,14.707474,0,29.170982
"4651","Deutschland: Ein Sommermarchen",NA,"Documentary","Factual",NA,2006,"Live Action",0,0,14.7,0,14.7,NA
"4652","Reversal of Fortune","R","Drama","Contemporary Fiction",NA,1990,"Live Action",0,0,14.69148,14.69148,0,29.16724
"4653","Khiladi 786","Not Rated",NA,NA,0,2012,NA,NA,0,14.683763,0.385422,14.298341,0.406749
"4654","Iron Monkey","PG-13","Action","Historical Fiction",NA,2001,"Live Action",0,0,14.681661,14.681661,0,21.711219
"4655","Arthur 2: On the Rocks",NA,"Comedy","Contemporary Fiction",NA,1988,"Live Action",1,0,14.681192,14.681192,0,20.906553
"4656","Case dpart",NA,"Comedy","Contemporary Fiction",0,2011,"Live Action",0,0,14.679847,0,14.679847,NA
"4657","The Substitute","R","Drama","Contemporary Fiction",NA,1996,"Live Action",0,0,14.675167,14.675167,0,27.789856
"4658","The Nude Bomb",NA,"Comedy","Contemporary Fiction",NA,1980,"Live Action",0,0,14.662035,14.662035,0,14.662035
"4659","Thank You","Not Rated","Romantic Comedy","Contemporary Fiction",155,2011,"Live Action",0,0,14.660045,0.46354,14.196505,0.489252
"4660","Freedomland","R","Drama","Contemporary Fiction",113,2006,"Live Action",0,0,14.651216,12.512886,2.13833,15.989747
"4661","Winning",NA,NA,NA,NA,1969,NA,0,0,14.644335,14.644335,0,86.319073
"4662","Beyond the Lights","PG-13","Drama","Contemporary Fiction",116,2014,"Live Action",0,7,14.618727,14.618727,0,14.975261
"4663","A Life Less Ordinary","R","Comedy","Contemporary Fiction",NA,1997,"Live Action",0,0,14.611918,4.266243,10.345675,7.779622
"4664","Birth","R","Drama","Contemporary Fiction",NA,2004,"Live Action",0,20,14.603001,5.005899,9.597102,6.736862
"4665","Educating Rita",NA,"Drama","Contemporary Fiction",NA,1983,"Live Action",0,0,14.59338,14.59338,0,38.04432
"4666","Kiss of the Spider Woman",NA,"Drama","Contemporary Fiction",NA,1985,"Live Action",0,0,14.582182,14.582182,0,34.115844
"4667","Enfin Veuve",NA,"Comedy","Contemporary Fiction",NA,2008,"Live Action",0,0,14.580557,0,14.580557,NA
"4668","Children of the Corn",NA,"Horror","Fantasy",NA,1984,"Live Action",0,0,14.568989,14.568989,0,36.292395
"4669","Soldier","R","Action","Science Fiction",NA,1998,"Live Action",0,75,14.567883,14.567883,0,25.998542
"4670","Love & Mercy","PG-13","Drama","Dramatization",120,2014,"Live Action",0,0,14.567806,12.551031,2.016775,12.551031
"4671","Envy","PG-13","Comedy","Contemporary Fiction",99,2004,"Live Action",0,20,14.566246,13.548322,1.017924,18.260779
"4672","Cilada.com",NA,"Romantic Comedy","Contemporary Fiction",0,2011,"Live Action",0,0,14.563149,0,14.563149,NA
"4673","Wild at Heart","R","Comedy","Contemporary Fiction",NA,1990,"Live Action",0,0,14.56,14.56,0,14.56
"4674","Bikur Ha-Tizmoret","PG-13","Comedy","Contemporary Fiction",NA,2008,"Live Action",0,0,14.555884,3.053823,11.502061,3.559962
"4675","Soul Plane","R","Comedy","Contemporary Fiction",NA,2004,"Live Action",0,16,14.553807,13.922211,0.631596,18.76472
"4676","Willard","PG-13",NA,NA,NA,1971,NA,0,0,14.545941,14.545941,0,73.787593
"4677","School Daze","R","Drama","Contemporary Fiction",120,1988,"Live Action",0,6,14.545844,14.545844,0,14.545844
"4678","The Vanishing","R","Thriller/Suspense","Contemporary Fiction",NA,1993,"Live Action",0,0,14.543394,14.543394,0,19.85826
"4679","Kickboxer","R","Action","Contemporary Fiction",NA,1989,"Live Action",0,1.5,14.533681,14.533681,0,20.984938
"4680","Chances Are","PG","Romantic Comedy","Fantasy",109,1989,"Live Action",0,0,14.527881,14.527881,0,30.475781
"4681","Deux jours  Paris","R","Comedy","Contemporary Fiction",NA,2007,"Live Action",0,0,14.521665,4.433994,10.087671,5.394264
"4682","Red Lights","R","Thriller/Suspense","Contemporary Fiction",118,2011,"Live Action",0,17.7,14.518884,0.049521,14.469363,0.05207
"4683","Jackie Chan's First Strike","PG-13","Action","Contemporary Fiction",NA,1997,"Live Action",0,0,14.511338,14.511338,0,26.461855
"4684","Oh, God! Book II",NA,"Comedy","Fantasy",NA,1980,"Live Action",1,0,14.504277,14.504277,0,14.504277
"4685","McLintock!",NA,"Western","Historical Fiction",0,1963,"Live Action",0,0,14.5,14.5,0,142.782357
"4686","Being Julia","R","Drama","Historical Fiction",NA,2004,"Live Action",0,18,14.488705,7.739049,6.749656,10.254966
"4687","King of Kings","PG-13",NA,NA,NA,1961,NA,0,0,14.483352,14.483352,0,175.689355
"4688","Psycho III",NA,"Horror","Contemporary Fiction",NA,1986,"Live Action",1,0,14.481606,14.481606,0,14.481606
"4689","A Kiss Before Dying","R","Thriller/Suspense","Contemporary Fiction",NA,1991,"Live Action",0,0,14.47872,14.47872,0,28.785485
"4690","Madeo","R","Drama","Contemporary Fiction",128,2009,"Live Action",0,0,14.472387,0.551509,13.920878,0.585055
"4691","Flight of the Intruder","PG-13","Action","Historical Fiction",NA,1991,"Live Action",0,35,14.47144,14.47144,0,28.771013
"4692","Welcome to Mooseport","PG-13","Comedy","Contemporary Fiction",NA,2004,"Live Action",0,26,14.469428,14.469428,0,19.502276
"4693","Life, or Something Like It","PG-13","Romantic Comedy","Contemporary Fiction",104,2002,"Live Action",0,40,14.448589,14.448589,0,20.814918
"4694","America: Imagine a World Without Her","PG-13","Documentary","Factual",103,2014,"Live Action",0,0,14.444502,14.444502,0,14.798093
"4695","Maria Full of Grace","R","Drama","Contemporary Fiction",NA,2004,"Live Action",0,3.2,14.441158,6.529624,7.911534,8.784047
"4696","Night of the Comet",NA,"Horror","Science Fiction",NA,1984,"Live Action",0,0,14.418922,14.418922,0,35.903467
"4697","Los ojos de Julia",NA,"Horror","Contemporary Fiction",0,2010,"Live Action",0,0,14.404529,0,14.404529,0
"4698","Halloween 3: Season of the Witch",NA,"Horror","Contemporary Fiction",NA,1982,"Live Action",1,2.5,14.4,14.4,0,36.518954
"4699","Trapeze",NA,NA,NA,NA,1956,NA,0,4,14.4,14.4,0,242.511066
"4700","Tea with Mussolini","PG","Drama","Dramatization",NA,1999,"Live Action",0,14,14.395874,14.395874,0,23.706753
"4701","Remo Williams: The Adventure Begins",NA,"Adventure","Contemporary Fiction",NA,1985,"Live Action",0,0,14.393902,14.393902,0,33.937169
"4702","Mnnersache",NA,NA,NA,NA,2009,NA,0,0,14.378901,0,14.378901,NA
"4703","Snow Falling on Cedars","PG-13","Drama","Contemporary Fiction",127,1999,"Live Action",0,36,14.378353,14.378353,0,22.341355
"4704","Ishtar",NA,"Comedy","Contemporary Fiction",NA,1987,"Live Action",0,40,14.375181,14.375181,0,27.218964
"4705","City of Joy","PG-13","Drama","Contemporary Fiction",132,1992,"Live Action",0,0,14.371061,14.371061,0,23.6986
"4706","The Buddy Holly Story",NA,"Drama","Historical Fiction",NA,1978,"Live Action",0,0,14.3634,14.3634,0,51.376776
"4707","Memoirs of an Invisible Man","PG-13","Comedy","Science Fiction",NA,1992,"Live Action",0,40,14.358033,14.358033,0,17.640177
"4708","Rapid Fire","R","Action","Contemporary Fiction",NA,1992,"Live Action",0,0,14.356479,14.356479,0,23.883912
"4709","Friday the 13th Part VIII: Jason Takes Manhattan",NA,"Horror","Fantasy",NA,1989,"Live Action",1,5,14.343976,14.343976,0,23.252739
"4710","Hot Rod","PG-13","Comedy","Contemporary Fiction",NA,2007,"Live Action",0,25,14.334401,13.938332,0.396069,16.95695
"4711","Dostana","Not Rated","Musical","Contemporary Fiction",NA,2008,"Live Action",0,0,14.332659,1.235028,13.097631,1.439715
"4712","Surviving Christmas","PG-13","Comedy","Contemporary Fiction",NA,2004,"Live Action",0,0,14.328813,11.198345,3.130468,15.09342
"4713","Excess Baggage","PG-13","Comedy","Contemporary Fiction",NA,1997,"Live Action",0,0,14.327206,14.327206,0,26.126085
"4714","Turistas","R","Thriller/Suspense","Contemporary Fiction",NA,2006,"Live Action",0,10,14.32107,7.027762,7.293308,8.976055
"4715","Tropa de Elite","R","Action","Historical Fiction",NA,2008,"Live Action",0,6.53789,14.319195,0.008744,14.310451,0.010195
"4716","Beginners","R","Drama","Contemporary Fiction",105,2010,"Live Action",0,3.2,14.314407,5.790894,8.523513,6.112201
"4717","On His Majesty's Secret Service",NA,NA,NA,NA,2009,NA,0,0,14.303209,0,14.303209,NA
"4718","The Mosquito Coast",NA,"Drama","Contemporary Fiction",NA,1986,"Live Action",0,0,14.302,14.302,0,14.302
"4719","Blue Skies",NA,"Musical",NA,NA,1946,"Live Action",0,0,14.3,14.3,0,297
"4720","Grease 2",NA,"Musical","Historical Fiction",NA,1982,"Live Action",1,0,14.297083,14.297083,0,40.702917
"4721","Supergirl",NA,"Adventure","Super Hero",NA,1984,"Live Action",0,0,14.296438,14.296438,0,35.505607
"4722","Ballistic: Ecks vs. Sever","R","Action","Contemporary Fiction",NA,2002,"Live Action",0,70,14.294842,14.294842,0,20.593431
"4723","Z",NA,NA,NA,NA,1969,NA,0,0,14.283305,14.283305,0,84.191026
"4724","The Wizard","PG","Comedy","Contemporary Fiction",NA,1989,"Live Action",0,0,14.2789,14.2789,0,18.892856
"4725","Baby: Secret of the Lost Legend",NA,"Adventure","Science Fiction",NA,1985,"Live Action",0,0,14.276095,14.276095,0,33.659411
"4726","The Messenger: The Story of Joan of Arc","R","Drama","Dramatization",NA,1999,"Live Action",0,50,14.271297,14.271297,0,23.500667
"4727","The Chamber","R","Drama","Contemporary Fiction",NA,1996,"Live Action",0,0,14.259205,14.259205,0,27.002156
"4728","Sukkar banat","PG","Romantic Comedy","Contemporary Fiction",NA,2007,"Live Action",0,1.6,14.25376,1.060591,13.193169,1.290286
"4729","Josie and the Pussycats","PG-13","Comedy","Contemporary Fiction",NA,2001,"Live Action",0,22,14.25283,14.25283,0,21.077066
"4730","Freddy Got Fingered","R","Comedy","Contemporary Fiction",NA,2001,"Live Action",0,15,14.249005,14.249005,0,21.071408
"4731","The Return of the Living Dead",NA,"Horror","Science Fiction",NA,1985,"Live Action",1,4,14.23788,14.23788,0,33.569308
"4732","Mere Brother Ki Dulhan","Not Rated","Romantic Comedy","Contemporary Fiction",145,2011,"Live Action",0,0,14.233249,0.496172,13.737077,0.523694
"4733","Supernova","PG-13","Action","Science Fiction",NA,2000,"Live Action",0,60,14.218868,14.218868,0,22.080135
"4734","Sweet Liberty",NA,"Comedy","Contemporary Fiction",NA,1986,"Live Action",0,0,14.205021,14.205021,0,26.190065
"4735","A Chorus Line",NA,"Musical","Contemporary Fiction",120,1985,"Live Action",0,0,14.202899,14.202899,0,32.64978
"4736","Scanners",NA,"Horror","Science Fiction",NA,1981,"Live Action",0,0,14.2,14.2,0,42.75324
"4737","The Eiger Sanction",NA,"Action","Contemporary Fiction",NA,1975,"Live Action",0,0,14.2,14.2,0,57.977559
"4738","Highlander II: The Quickening","R","Action","Fantasy",NA,1991,"Live Action",1,0,14.184134,14.184134,0,23.227788
"4739","Prince of Darkness",NA,"Horror","Fantasy",NA,1987,"Live Action",0,0,14.182,14.182,0,23.924289
"4740","The Snows of Kilimanjaro",NA,"Drama","Contemporary Fiction",NA,1952,"Live Action",0,0,14.18133,13,1.18133,181.350003
"4741","Dirty Pretty Things","R","Drama","Contemporary Fiction",NA,2003,"Live Action",0,10,14.156753,8.112414,6.044339,11.257617
"4742","Wholly Moses!",NA,"Comedy","Fantasy",NA,1980,"Live Action",0,0,14.155617,14.155617,0,14.155617
"4743","Ernest Scared Stupid","PG","Comedy","Fantasy",NA,1991,"Live Action",1,0,14.14328,14.14328,0,25.442096
"4744","The Hospital","PG-13",NA,NA,NA,1971,NA,0,0,14.142409,14.142409,0,71.740584
"4745","In the Land of Women","PG-13","Comedy","Contemporary Fiction",NA,2007,"Live Action",0,10.5,14.140402,11.052958,3.087444,13.435122
"4746","Havana Nights: Dirty Dancing 2","PG-13","Drama","Contemporary Fiction",NA,2004,"Live Action",1,0,14.140215,14.140215,0,19.058549
"4747","Little Children","R","Drama","Contemporary Fiction",NA,2006,"Live Action",0,14,14.121177,5.463019,8.658158,6.797846
"4748","Poltergeist III",NA,"Horror","Fantasy",NA,1988,"Live Action",1,9.5,14.114,14.114,0,14.114
"4749","Cool World","PG-13","Comedy","Fantasy",101,1992,"Animation/Live Action",0,0,14.110589,14.110589,0,20.903966
"4750","How to Deal","PG-13","Drama","Contemporary Fiction",NA,2003,"Live Action",0,16,14.108518,14.108518,0,19.583465
"4751","Tomboy",NA,NA,NA,NA,1985,NA,0,0,14.1,14.1,0,33.244225
"4752","Leviathan",NA,"Horror","Science Fiction",NA,1989,"Live Action",0,0,14.090585,14.090585,0,29.558446
"4753","La famille Blier","Not Rated","Comedy","Contemporary Fiction",105,2014,"Live Action",0,0,14.078471,0,14.078471,0
"4754","Gegen die Wand","Not Rated","Drama",NA,NA,2005,"Live Action",0,0,14.060854,0.435395,13.625459,0.567988
"4755","Big Night","R","Drama","Contemporary Fiction",NA,1996,"Live Action",0,0,14.058979,11.881039,2.17794,22.441611
"4756","Fairytale: A True Story","PG","Drama","Dramatization",NA,1997,"Live Action",0,0,14.057929,14.057929,0,25.633318
"4757","Private School",NA,"Comedy","Contemporary Fiction",NA,1983,"Live Action",0,0,14.04954,14.04954,0,37.331631
"4758","My Left Foot: The Story of Christy Brown","R","Drama","Dramatization",NA,1989,"Live Action",0,0,14.041353,14.041353,0,20.283933
"4759","Shootout at Wadala","Not Rated","Action","Contemporary Fiction",155,2013,"Live Action",1,0,14.03866,0.36931,13.66935,0.380207
"4760","The Arrival","PG-13","Thriller/Suspense","Science Fiction",NA,1996,"Live Action",0,0,14.012411,14.012411,0,26.534817
"4761","Def Jam's How To Be a Player","R","Comedy","Contemporary Fiction",NA,1997,"Live Action",0,12,14.008431,14.008431,0,25.544788
"4762","Sharks 3D","Not Rated","Documentary","Factual",NA,2005,"Live Action",0,0,14,8.5,5.5,11.099064
"4763","Charlie and the Chocolate Factory (IMAX)","PG","Comedy","Kids Fiction",NA,2005,"Live Action",0,0,14,14,0,14
"4764","The Night the Lights Went Out in Georgia",NA,NA,NA,NA,1981,NA,0,0,14,14,0,24.881532
"4765","Creepshow 2",NA,"Horror","Fantasy",NA,1987,"Live Action",1,3.5,14,14,0,26.396067
"4766","The Survivors",NA,"Comedy","Contemporary Fiction",NA,1983,"Live Action",0,0,14,14,0,37.199996
"4767","The Bad News Bears Go To Japan",NA,"Comedy",NA,NA,1978,"Live Action",1,0,14,14,0,50.076923
"4768","The Greek Tycoon",NA,"Drama",NA,NA,1978,"Live Action",0,0,14,14,0,50.076923
"4769","The Missouri Breaks",NA,NA,NA,NA,1976,NA,0,0,14,14,0,55.014085
"4770","The Thomas Crown Affair",NA,"Drama",NA,NA,1968,"Live Action",0,0,14,14,0,89.450383
"4771","Un homme et une femme",NA,"Drama","Contemporary Fiction",NA,1966,"Live Action",0,0,14,14,0,107.50459
"4772","David and Bathsheba",NA,NA,NA,NA,1951,NA,0,0,14,14,0,221.931822
"4773","Imitation of Life",NA,"Drama","Contemporary Fiction",NA,1959,"Live Action",0,0,14,14,0,229.764703
"4774","Stand and Deliver",NA,"Drama","Dramatization",103,1988,"Live Action",0,0,13.99492,13.99492,0,28.500603
"4775","The Sterile Cuckoo",NA,NA,NA,NA,1969,NA,0,0,13.982357,13.982357,0,82.41713
"4776","Blues Brothers 2000","PG-13","Comedy","Contemporary Fiction",NA,1998,"Live Action",1,0,13.979599,13.979599,0,24.948668
"4777","Stealing Harvard","PG-13","Comedy","Contemporary Fiction",NA,2002,"Live Action",0,25,13.973532,13.973532,0,20.130545
"4778","Hong men yan",NA,"Action","Historical Fiction",138,2012,"Live Action",0,0,13.969132,0,13.969132,0
"4779","Sesame Street Presents Follow That Bird",NA,"Comedy","Kids Fiction",NA,1985,"Live Action",0,0,13.96137,13.96137,0,32.917369
"4780","Los amantes pasajeros","R","Comedy","Contemporary Fiction",89,2013,"Live Action",0,0,13.941437,1.359796,12.581641,1.399933
"4781","The Commitments","R","Drama","Contemporary Fiction",118,1991,"Live Action",0,0,13.931633,13.931633,0,27.697803
"4782","Waltz with Bashir","R","Documentary","Factual",NA,2008,"Hand Animation",0,2,13.912289,2.283849,11.62844,2.559739
"4783","Candyman: Farewell to Flesh","R","Horror","Fantasy",NA,1995,"Live Action",1,0,13.899536,13.899536,0,26.744628
"4784","Stolen","R","Action","Contemporary Fiction",96,2012,"Live Action",0,0,13.887877,0.289773,13.598104,0.304693
"4785","Sophie Scholl - Die letzten Tage","Not Rated","Drama","Dramatization",NA,2006,"Live Action",0,0,13.887199,0.680331,13.206868,0.869367
"4786","Religulous","R","Documentary","Factual",NA,2008,"Live Action",0,2.5,13.881317,13.01116,0.870157,15.167603
"4787","Les Miserables","PG-13","Drama","Historical Fiction",NA,1998,"Live Action",0,0,13.871914,13.871914,0,24.756485
"4788","Seven Days",NA,"Thriller/Suspense","Contemporary Fiction",NA,2007,"Live Action",0,0,13.85786,0,13.85786,NA
"4789","My Stepmother Is an Alien",NA,"Comedy","Science Fiction",NA,1988,"Live Action",0,16,13.854,13.854,0,25.928996
"4790","Smoke","R","Drama","Contemporary Fiction",NA,1995,"Live Action",0,0,13.853284,8.353284,5.5,16.072869
"4791","Angus, Thongs and Perfect Snogging","PG-13","Comedy","Contemporary Fiction",NA,2008,"Live Action",0,0,13.835569,0,13.835569,NA
"4792","Vykrutasy",NA,"Romantic Comedy","Contemporary Fiction",0,2010,"Live Action",0,0,13.835287,0,13.835287,0
"4793","The Spanish Prisoner","PG","Drama","Contemporary Fiction",NA,1998,"Live Action",0,100,13.83513,10.162034,3.673096,18.135656
"4794","In the Mood for Love","PG","Drama","Contemporary Fiction",NA,2001,"Live Action",0,0,13.834044,2.734044,11.1,4.043103
"4795","The Beauty Inside","Not Rated","Drama","Contemporary Fiction",127,2015,"Live Action",0,0,13.83373,0.108238,13.725492,0.108238
"4796","The Milagro Beanfield War",NA,"Comedy",NA,NA,1988,"Live Action",0,0,13.825794,13.825794,0,28.156178
"4797","Lord of the Flies","R","Adventure","Contemporary Fiction",NA,1990,"Live Action",0,0,13.81223,13.81223,0,20.986344
"4798","The Man Who Knew Too Little","PG","Comedy","Contemporary Fiction",NA,1997,"Live Action",0,20,13.801755,13.801755,0,25.163108
"4799","New York, New York",NA,"Musical",NA,NA,1977,"Live Action",0,14,13.8,13.8,0,51.796414
"4800","Leave Her to Heaven",NA,NA,NA,NA,1945,NA,0,0,13.8,13.8,0,328.142042
"4801","The Long Walk Home","PG","Drama","Dramatization",NA,1990,"Live Action",0,0,13.79803,13.79803,0,27.36718
"4802","Toy Soldiers","R","Action","Contemporary Fiction",104,1991,"Live Action",0,0,13.783137,13.783137,0,27.402576
"4803","The Thing",NA,"Horror","Science Fiction",NA,1982,"Live Action",0,0,13.782838,13.782838,0,39.238895
"4804","Juwanna Mann","PG-13","Comedy","Contemporary Fiction",NA,2002,"Live Action",0,15.6,13.771817,13.571817,0.2,19.551826
"4805","The House of the Dead","R","Horror","Contemporary Fiction",NA,2003,"Live Action",0,7,13.767816,10.199354,3.568462,14.157311
"4806","Wanted",NA,NA,NA,NA,2009,NA,0,0,13.753723,0.349637,13.404086,0.390193
"4807","Blow Out",NA,"Thriller/Suspense","Contemporary Fiction",NA,1981,"Live Action",0,18,13.747234,13.747234,0,41.390052
"4808","Trespass","R","Action","Contemporary Fiction",NA,1992,"Live Action",0,0,13.747138,13.747138,0,19.495488
"4809","Drop Dead Fred","PG-13","Comedy","Fantasy",NA,1991,"Live Action",0,0,13.7463,13.7463,0,19.368096
"4810","Highlander III: The Sorcerer","PG-13","Action","Fantasy",NA,1995,"Live Action",1,26,13.738574,13.738574,0,26.434912
