"","ID","V","BV","Para","Uncert"
"5424",5030,12,1.42,0.034,52
"5425",5033,8.9,0.57,0.0354,150
"5426",5034,8.63,0.67,0.0234,96
"5427",5035,5.55,0.97,0.0166,84
"5428",5036,4.67,0.89,0.0329,149
"5429",5037,5.61,-0.15,0.0063,72
"5430",5037.1,6.21,0.63,0.0352,98
"5431",5037.11,8,1.67,0.044,188
"5432",5039,9.4,1.25,0.0262,173
"5433",5039.1,6.64,0.68,0.0171,150
"5434",5039.3,12.85,1.65,0.0445,173
"5435",5040,5.65,1.61,0.0088,134
"5436",5041,5.94,1.11,0.0169,149
"5437",5042,6.56,0.55,0.0177,53
"5438",5043,10.1,1.52,0.0684,33
"5439",5043,10.34,1.52,0.0684,33
"5440",5045,5.3,0.41,0.0227,137
"5441",5046,11.23,1.49,0.07,54
"5442",5047,5.51,1.4,0.0025,98
"5443",5048.01,16.4,0.37,0.0261,44
"5444",5049.01,15.07,0.1,0.029,35
"5445",5049.02,16.57,0.5,0.0361,42
"5446",5050,5.16,1.21,0.0213,149
"5447",5051,6.25,0.48,0.0355,125
"5448",5051,6.25,0.48,0.0355,125
"5449",5053,7.46,1.3,0.0075,150
"5450",5054,10.52,0.97,0.022,109
"5451",5055,4.84,0.17,0.0535,142
"5452",5055.01,13.56,0.25,0.0586,88
"5453",5058,5.68,0.59,0.0442,110
"5454",5061,7.68,0.97,0.0464,58
"5455",5062,8.45,0.65,0.0108,98
"5456",5063,7.36,0.53,0.0047,72
"5457",5064,6.48,-0.15,0.0015,107
"5458",5065,11.48,1.44,0.0669,51
"5459",5066,5.61,1.65,0.0096,111
"5460",5067,9.11,0.63,0.0159,150
"5461",5067.01,14.56,1.58,0.0159,31
"5462",5068,4.07,-0.01,0.0156,161
"5463",5069,5.18,1.1,0.0113,117
"5464",5069.01,12.81,1.43,0.0197,30
"5465",5070,8.3,1.22,0.0605,53
"5466",5071,5.94,0.54,0.0134,107
"5467",5071.01,12.25,1.49,0.0391,28
"5468",5072,10.1,0.67,0.01,87
"5469",5074,3.72,1.65,0.0055,59
"5470",5075,4.5,1.61,0.0207,149
"5471",5076,7.1,0.9,0.0679,88
"5472",5077,5.21,1.18,0.2869,11
"5473",5078,7.58,0.54,0.0323,173
"5474",5079,5.3,0.01,0.0446,137
"5475",5082,4.55,1.57,0.0052,89
"5476",5083.01,9.63,1.04,0.0266,136
"5477",5083.02,9.44,1.13,0.0446,86
"5478",5083.03,9.88,1.16,0.0417,92
"5479",5084,10.87,1.49,0.0813,39
"5480",5085,5.02,1.58,0.006,117
"5481",5086,4.51,0.94,0.016,67
"5482",5089,12.01,1.56,0.0426,83
"5483",5090,10.78,0.95,0.0394,178
"5484",5091,4.69,0.26,0.0266,82
"5485",5092,13.3,1.55,0.0418,27
"5486",5093,6.07,0.02,0.0077,82
"5487",5094,5.87,0.4,0.0308,81
"5488",5095,5.83,0.45,0.0408,92
"5489",5096,8.18,0.77,0.0141,120
"5490",5097,5.26,0.44,0.0273,149
"5491",5098,7.37,0.51,0.0315,18
"5492",5098.1,8.05,0.59,0.0154,42
"5493",5099,7.83,0.78,0.0297,82
"5494",5100,11.75,1.19,0.0135,150
"5495",5101,7.33,1.49,0.0025,128
"5496",5102,14.96,1.61,0.0257,32
"5497",5102.01,16.17,0.45,0.0411,38
"5498",5103,3.2,0.99,0.0244,89
"5499",5104,8.7,0.82,0.0286,109
"5500",5105.01,14.69,0.25,0.0314,37
"5501",5106.1,9.56,0.64,0.0099,150
"5502",5107,4.49,0.5,0.0545,9
"5503",5108,5.24,1.17,0.019,161
"5504",5108.01,12.35,0.54,0.0052,25
"5505",5112,11.84,1.26,0.0404,133
"5506",5113,9.72,0.54,0.0147,160
"5507",5114,3.72,0.39,0.0552,50
"5508",5115,3.92,0.53,0.0186,49
"5509",5116,6.6,0.69,0.047,101
"5510",5117,6.68,1.41,0.2588,109
"5511",5118,10.9,1.45,0.0427,103
"5512",5119.01,7.95,1.02,0.0621,45
"5513",5119.02,6.39,0.6,0.0224,98
"5514",5120,4.71,0.06,0.032,149
"5515",5120.1,6.75,0.63,0.0459,150
"5516",5122,4.39,0.19,0.0418,137
"5517",5122,4.48,0.16,0.0418,137
"5518",5123,9.53,0.75,0.0378,85
"5519",5124,8.23,0.99,0.0478,54
"5520",5125,5.82,-0.13,0.0068,84
"5521",5126,4.23,0.12,0.0083,106
"5522",5127,4.43,-0.11,0.0172,93
"5523",5128,10.64,0.81,0.0442,150
"5524",5129,6.56,0.73,0.055,78
"5525",5129,6.63,0.7,0.055,78
"5526",5130,4.82,0.02,0.0112,117
"5527",5133,9.26,1.35,0.0539,65
"5528",5136.01,15.17,1.66,0.0218,38
"5529",5137,5.87,0.92,0.0154,98
"5530",5137.01,15.21,1.41,0.0142,40
"5531",5139,2.44,0.22,0.0664,56
"5532",5140,5.66,1.38,0.0054,72
"5533",5143,4.28,0.9,0.0311,137
"5534",5144,8.27,0.83,1e-04,133
"5535",5145.01,10.26,1.24,0.0183,120
"5536",5146,7.83,0.57,0.0167,97
"5537",5147,6.4,0.53,0.0358,72
"5538",5148,6.04,0.03,0.0052,125
"5539",5150,4.08,1.11,0.0104,92
"5540",5150.1,12.46,1.56,0.0526,149
"5541",5151,5.16,0.05,0.0269,68
"5542",5152,4.22,0.49,0.1149,101
"5543",5153,5.69,1.1,0.0107,111
"5544",5154,5.41,1.16,0.0184,137
"5545",5155,5.71,0.32,0.027,84
"5546",5156,8.66,0.92,0.0464,106
"5547",5156.1,5.7,0.2,0.0067,98
"5548",5157,5.34,1.55,0.0212,117
"5549",5158.01,5.68,0.31,0.0119,98
"5550",5159,7.48,0.91,0.067,150
"5551",5161,6.13,0.44,0.0292,60
"5552",5162,7.32,0.5,0.0064,146
"5553",5163,5.6,0.32,0.0384,58
"5554",5164,10.57,1.36,0.0528,102
"5555",5165,11.08,1.49,0.0535,127
"5556",5165.01,11.61,1.56,0.0407,59
"5557",5166,4.51,0.91,0.022,149
"5558",5166.01,14.75,0.13,0.0278,30
"5559",5167,5.31,0.07,0.0047,111
"5560",5168,5.41,0.04,0.0154,84
"5561",5169,8.74,0.86,0.0507,150
"5562",5171,6.03,-0.12,0.0169,84
"5563",5172,5.8,0.32,0.0233,71
"5564",5173,11.17,1.06,0.0324,49
"5565",5174,9.1,1.28,0.06,81
"5566",5176,8.71,0.61,0.0222,185
"5567",5177,10.31,1.62,0.148,48
"5568",5178.01,14.96,1.3,0.0077,53
"5569",5180,4.57,1.62,0.0114,86
"5570",5181,8.86,0.84,0.0153,120
"5571",5182,5.44,-0.11,0.0063,146
"5572",5183,5.24,0.97,0.024,49
"5573",5184,12,1.67,0.1258,23
"5574",5184,12.05,1.67,0.1258,23
"5575",5185,5.29,1.1,0.0104,137
"5576",5186,7.9,0.76,0.0204,101
"5577",5188,2.91,0.83,0.004,60
"5578",5188.01,12.78,0.02,0.0471,24
"5579",5188.02,9.25,1.05,0.0407,74
"5580",5189,8.48,0.91,0.033,92
"5581",5190,8.68,1.46,0.2139,88
"5582",5191,9.89,0.96,0.0252,24
"5583",5192,3.23,-0.22,0.0124,65
"5584",5193,8.3,0.61,0.0094,127
"5585",5194.01,8.85,0.94,0.0328,92
"5586",5195.01,15.28,1.66,0.0332,54
"5587",5196,8.14,0.62,0.0373,113
"5588",5197.01,12.15,0.44,0.0023,26
"5589",5197.02,13.35,1.68,0.0686,56
"5590",5198,7.14,0.88,0.0739,101
"5591",5199,5.77,1.11,0.0022,84
"5592",5201,3.76,1,0.0516,127
"5593",5202,4.9,1.08,0.0104,92
"5594",5205.01,11.78,1.46,0.0565,99
"5595",5206,9,0.5,0.0343,150
"5596",5206.01,16.05,0.7,0.03,61
"5597",5206.02,13.37,1.56,0.0382,166
"5598",5208,4.69,0.17,0.0105,72
"5599",5209.01,10.33,1.42,0.0451,62
"5600",5210,5.01,0.18,0.0169,98
"5601",5211,8.62,0.84,0.0364,68
"5602",5212,5.45,0.3,0.0049,84
"5603",5213,13.4,1.56,0.0733,120
"5604",5214,6.74,0.62,0.0452,97
"5605",5216,5.67,0.25,0.0325,84
"5606",5218.11,15.25,0.14,0.0238,31
"5607",5219,5.85,0.32,0.0211,98
"5608",5220,6.63,0.52,0.0286,47
"5609",5221,5.1,1.04,0.0056,68
"5610",5222,3.68,0.32,0.0272,84
"5611",5223,9.72,0.87,0.0378,150
"5612",5226,7.56,1.21,0.0032,65
"5613",5228,8.82,1.04,0.0511,150
"5614",5229,5.18,0.65,0.0319,89
"5615",5230,5.11,1.6,0.0041,98
"5616",5231,5.24,0.95,0.0234,127
"5617",5233,7.46,0.7,0.0321,85
"5618",5234,12.73,1.49,0.0286,26
"5619",5236,4.73,0.88,0.0258,106
"5620",5237.01,16.58,0.29,0.0054,25
"5621",5238,6.11,0.07,0.0123,86
"5622",5238.01,13.24,0.16,0.0799,32
"5623",5238.02,6.17,1.55,0.003,60
"5624",5239.1,13.02,0,0.0384,45
"5625",5240,11.44,0.38,0.0096,46
"5626",5241,4.34,-0.05,0.0387,127
"5627",5242,2.39,1.53,0.0046,86
"5628",5242.01,12.06,1.53,0.0481,123
"5629",5243,8.79,1.32,0.0526,97
"5630",5245,4.73,0.48,0.0421,49
"5631",5246,9.46,0.76,0.0365,150
"5632",5246.1,5.94,0.59,0.0662,98
"5633",5247,5.09,1.11,0.0014,80
"5634",5248,4.34,1.17,0.0053,73
"5635",5248.1,12.82,1.59,0.0335,199
"5636",5250,4.13,0.43,0.0338,49
"5637",5252,4.08,2.35,0.005,57
"5638",5253,9.63,1.34,0.0525,63
"5639",5254,4.56,1.1,0.0051,75
"5640",5256,5.58,-0.01,0.0159,89
"5641",5257,5.29,1.41,0.0059,84
"5642",5257.01,13.27,1.44,0.0248,24
"5643",5257.02,12.67,1.62,0.0835,39
"5644",5258,2.87,0.29,0.0759,79
"5645",5259,5.17,1.05,0.0145,81
"5646",5260,6.28,1.21,0.005,141
"5647",5261,8.62,0.97,0.0435,97
"5648",5262,5.58,0.6,0.0722,97
"5649",5263,5.01,0.04,0.0052,127
"5650",5264,5.64,0,0.0051,80
"5651",5264.01,14.83,-0.11,0.0144,58
"5652",5265,5.53,1.37,0.0268,161
"5653",5267,4.29,0.52,0.0112,82
"5654",5267.1,8.64,0.62,0.0074,150
"5655",5268.01,11.99,1.62,0.0548,44
"5656",5270,8.24,1,0.0347,150
"5657",5271,8.65,1.04,0.0445,93
"5658",5272,10.84,1.36,0.0414,82
"5659",5273,5.52,1.52,0.021,149
"5660",5273.01,14.89,1.81,0.0389,39
"5661",5273.02,14.68,-0.01,0.0283,30
"5662",5274,5.04,-0.03,0.003,125
"5663",5275,5.29,0.37,0.0279,47
"5664",5276,7.43,0.69,0.0301,97
"5665",5277,6.85,0.49,0.0347,106
"5666",5279,8.63,0.78,1e-04,118
"5667",5279.01,13.42,1.5,0.0383,36
"5668",5280,8.6,0.83,0.0257,22
"5669",5280.01,15.05,1.64,0.0212,42
"5670",5282.01,12.73,0.06,0.0408,25
"5671",5285,5.08,0.37,0.0457,127
"5672",5286,7.86,0.79,0.0461,84
"5673",5287,3.01,-0.12,0.0117,149
"5674",5288,5.53,0.42,0.0392,72
"5675",5288.01,8.23,0.73,0.0373,241
"5676",5289,8.99,0.86,0.0429,99
"5677",5289.1,12.05,1.58,0.0887,173
"5678",5290,5.08,-0.17,0.0013,111
"5679",5290.1,5.71,1.18,0.0197,111
"5680",5291,6.8,0.25,0.0018,73
"5681",5292,10.35,1.36,0.0464,54
"5682",5293,7.78,0.92,0.0431,82
"5683",5293.01,17.4,2.15,0.0195,40
"5684",5295,7.63,0.67,0.0038,150
"5685",5296,11.1,0.63,0.0058,92
"5686",5299,10.4,1.5,0.0685,106
"5687",5300,4.4,0.28,0.0191,161
"5688",5301,6.94,0.46,0.015,80
"5689",5301.01,14.64,1.76,0.0748,32
"5690",5301.02,6.4,1.7,0.0017,61
"5691",5305,9.75,1.49,0.0797,88
"5692",5305.1,11.01,1.5,0.0487,93
"5693",5306,6.94,0.6,0.0222,93
"5694",5307,6.22,1,0.0277,49
"5695",5308,4.91,1.77,0.005,38
"5696",5309,14.06,1.51,0.0424,249
"5697",5309.01,9.09,1.04,0.0258,86
"5698",5310,6.94,0.51,0.0287,59
"5699",5310.01,14.27,1.08,0.0042,41
"5700",5313,7.13,0.57,0.0141,92
"5701",5313.02,13.89,1.56,0.0331,41
"5702",5314,4.69,1.06,0.2893,88
"5703",5314.1,10.97,1.38,0.0475,97
"5704",5315,10.48,0.98,0.0209,106
"5705",5316,5.6,0.34,0.0366,111
"5706",5316.1,12.03,1.59,0.0782,117
"5707",5316.11,12.01,1.63,0.1114,21
"5708",5317,10.62,1.58,0.0709,150
"5709",5318,9.18,1.48,0.101,47
"5710",5318.1,9.99,0.63,0.0095,150
"5711",5319,8.84,1.09,0.025,106
"5712",5320,10.56,1.45,0.0541,44
"5713",5321,5.03,0.44,0.0309,96
"5714",5322,8.61,0.65,0.0129,208
"5715",5322.01,10.34,0.73,0.0433,98
"5716",5325,5.3,0.23,0.013,77
"5717",5325.01,13.93,1.45,0.0025,70
"5718",5326.01,10.93,0.94,0.0126,50
"5719",5328,4.46,1.37,0.0114,149
"5720",5329,8.43,0.85,0.0538,97
"5721",5330,8.71,0.52,0.0049,141
"5722",5331,4.84,1.44,0.0121,79
"5723",5332,2.96,0.98,0.0081,72
"5724",5333,4.29,0.34,0.0306,64
"5725",5335,7.25,0.53,0.022,72
"5726",5336,10.51,1.21,0.0474,150
"5727",5337,6.98,0.52,0.0095,49
"5728",5339,1.74,-0.13,0.0357,71
"5729",5340,5.27,1.41,0.0017,73
"5730",5341,5.14,1.57,0.0025,84
"5731",5345,3.76,0.44,0.088,51
"5732",5346,4.5,0.05,0.0287,137
"5733",5347,4.99,1.48,0.0069,117
"5734",5348,5.74,0.31,0.0147,84
"5735",5349,7.79,0.79,0.0339,69
"5736",5350,9.15,0.66,0.0146,162
"5737",5351,6.32,0.88,0.0167,141
"5738",5352,12.94,1.36,0.0192,53
"5739",5353,5.37,0.24,0.0258,117
"5740",5354,7.22,0.66,0.0242,150
"5741",5356,6.59,0.75,0.0439,69
"5742",5357,4.92,0.48,0.0505,97
"5743",5358,10.42,1.52,0.1153,33
"5744",5360,5.58,1,0.0068,84
"5745",5360.01,15.66,0.23,0.0392,44
"5746",5361,8.75,0.52,0.0079,173
"5747",5362,3.53,0.08,0.0475,77
"5748",5363.01,12.57,1.49,0.0441,31
"5749",5364,4.29,0.46,0.0043,110
"5750",5364.1,11.24,1.48,0.0187,178
"5751",5365,9.17,0.93,0.0338,58
"5752",5367,10.23,1.49,0.0843,26
"5753",5368,9.48,0.43,0.0095,19
"5754",5368.1,7.24,0.79,0.0499,98
"5755",5369,12.14,0.6,0.0202,115
"5756",5369.02,11.11,1.45,0.0247,117
"5757",5370,5.4,0.15,0.0061,77
"5758",5372,3.35,1.57,0.0147,90
"5759",5372.1,10.15,1.15,0.0225,36
"5760",5373,12,1.56,0.0472,84
"5761",5374,4.79,0.92,0.0149,65
"5762",5375.01,13.56,1.76,0.096,39
"5763",5376,5.24,0.51,0.0215,89
"5764",5376.01,16.32,1.88,0.0095,61
"5765",5377,5.5,0.38,0.0374,55
"5766",5378,5.33,1.13,0.0036,98
"5767",5379,6.23,0.65,0.0396,91
"5768",5380,6.57,1.03,0.0063,98
"5769",5381,5.43,-0.16,0.0108,137
"5770",5382,5.32,0.8,0.0132,113
"5771",5384,8.24,0.34,0.0022,133
"5772",5385,6.54,0.9,0.0345,92
"5773",5386,4.49,1.39,0.0181,82
"5774",5387,4.79,0.8,0.0075,149
"5775",5387.1,10.35,1.46,0.0389,63
"5776",5388,9.83,0.72,0.0483,150
"5777",5389,5.1,0.92,0.0087,137
"5778",5391,6.08,1.01,0.0145,98
"5779",5392,4.19,0.28,0.0402,58
"5780",5393,4.13,1.46,8e-04,89
"5781",5394,4.16,0.98,0.0199,71
"5782",5395,5.37,0.6,0.0827,110
"5783",5396,2.86,1.39,0.0247,67
"5784",5397,13.33,1.66,0.0996,33
"5785",5398,7.04,0.6,0.037,54
"5786",5399,13.55,1.54,0.0521,241
"5787",5402,9.23,1.14,0.0445,52
"5788",5402.01,12.12,1.47,0.0452,23
"5789",5404,5.29,0.65,0.0308,85
"5790",5405,5.13,1.07,0.014,137
"5791",5406,8.76,0.82,0.0264,150
"5792",5407,3.84,-0.05,0.0436,64
"5793",5408,4.81,0,0.0217,111
"5794",5409,4.57,-0.1,0.0389,173
"5795",5410,10.73,1.51,0.0566,92
"5796",5411,5.62,0.36,0.0259,110
"5797",5412,8.19,0.75,0.0282,101
"5798",5413,7.86,0.61,0.0191,97
"5799",5413.01,13.25,1.84,0.1344,49
"5800",5414,7.92,0.68,0.0225,125
"5801",5415,5.32,0.67,0.0564,117
"5802",5416,6.2,0.49,0.0354,51
"5803",5416.11,13.82,1.45,0.0192,27
"5804",5418,4.43,1.02,0.0196,96
"5805",5418.1,8.82,1.19,0.0505,57
"5806",5418.1,8.87,1.19,0.0505,57
"5807",5419,4.57,0.09,7e-04,72
"5808",5419.1,12.28,1,0.0313,106
"5809",5419.11,15.65,-0.05,0.0149,44
"5810",5419.12,14.94,1.81,0.0627,36
"5811",5421,6.35,0.61,0.0575,75
"5812",5422,7.48,0.73,0.0228,103
"5813",5422.01,13.68,1.59,0.0392,33
"5814",5423,5.27,-0.03,0.0051,120
"5815",5425,5.75,0.52,0.0407,74
"5816",5427,9.71,0.88,0.0342,150
"5817",5428,4.79,1.05,0.0229,75
"5818",5429,5.47,0.95,0.0136,149
"5819",5430,7.08,0.9,0.0416,193
"5820",5431,3.97,1.03,0.0224,173
"5821",5431.01,17.14,2.16,0.0888,49
"5822",5432,7.65,1.1,0.0763,101
"5823",5434,14.21,1.42,0.0228,26
"5824",5435,4.42,0.38,0.0225,56
"5825",5437,13.54,-0.39,0.0073,32
"5826",5438,9.59,1.65,0.2515,37
"5827",5438,9.85,1.62,0.2515,37
"5828",5440,5.48,0.38,0.0281,73
"5829",5440.1,6.8,0.61,0.0361,150
"5830",5441,4.36,1.68,0.0042,107
"5831",5441.01,13.25,1.65,0.0725,29
"5832",5442,4.82,-0.06,0.0193,82
"5833",5443,3.75,0.6,0.0088,48
"5834",5444,4.29,0.01,0.0196,109
"5835",5445,9.74,0.75,0.0244,150
"5836",5446,6.14,0.56,0.0458,111
"5837",5447,4.81,1.61,0.0061,149
"5838",5448,8.54,0.72,0.0017,101
"5839",5449,3.77,0.01,0.0352,102
"5840",5452,7.79,0.72,0.0435,92
"5841",5452.1,6.42,0.32,0.0134,84
"5842",5453,9.66,0.42,0.0059,150
"5843",5454,10.37,1.51,0.0683,37
"5844",5455,10.09,1.36,0.0431,43
"5845",5455,10.84,1.36,0.0431,43
"5846",5456,5.5,0.06,0.0059,72
"5847",5457,10.21,1.83,0.0255,132
"5848",5458,6.21,1.14,0.0446,149
"5849",5458.01,14.83,1.7,0.0425,37
"5850",5459,9.56,0.6,0.0351,163
"5851",5460,7.58,0.66,0.0438,101
"5852",5461,6.6,0.32,0.0015,105
"5853",5462,4.02,-0.09,0.0209,82
"5854",5463.1,8.28,0.72,0.0071,117
"5855",5464,6.76,0.53,0.0375,150
"5856",5464.02,9.26,0.51,0.0218,275
"5857",5465,10.01,1.44,0.064,76
"5858",5467,7.08,0.39,0.0301,151
"5859",5468,11.52,1.62,0.0888,120
"5860",5471,5.03,1.14,0.0185,79
"5861",5472,7.88,0.63,0.0183,101
"5862",5475,12.32,2.04,0.2895,44
"5863",5476,5.08,0.39,0.0089,85
"5864",5477,4.63,0.24,0.0198,98
"5865",5477.01,9.1,1.51,0.1151,74
"5866",5478,7.56,0.48,0.0375,103
"5867",5480.1,5.82,0.92,0.0125,111
"5868",5482,8.51,0.78,0.0457,79
"5869",5482.1,6.83,0.55,0.0329,45
"5870",5484,5.87,1.3,0.013,149
"5871",5485,5.19,0.06,0.0071,98
"5872",5486,7.82,1.13,0.0691,150
"5873",5487,7.39,0.8,0.0606,150
"5874",5489,9.19,0.4,0.0093,71
"5875",5490,5.71,0.72,0.0273,46
"5876",5490.02,9.83,1.09,0.0317,28
"5877",5491,4.46,1.33,0.0083,98
"5878",5492,3.4,-0.09,0.0225,88
"5879",5493,5.98,0.58,0.0619,110
"5880",5493,6,0.56,0.0619,110
"5881",5494,2.1,1.6,0.0068,161
"5882",5496,4.79,-0.01,0.0217,111
"5883",5498,11.9,1.42,0.0188,150
"5884",5499,7.42,0.63,0.029,120
"5885",5499.01,11.78,1.56,0.0526,60
"5886",5500,4.85,1.03,0.0275,117
"5887",5500.01,16.14,0.27,0.0089,57
"5888",5502,4.69,1.37,0.0119,161
"5889",5503,2.94,0.86,0.0176,41
"5890",5504,7.46,0.51,0.0238,20
"5891",5505,4.85,1.18,0.0038,161
"5892",5506,5.08,0.96,0.008,84
"5893",5507,5.95,1.48,0.0059,78
"5894",5508,11.5,0.66,0.0013,113
"5895",5510.01,9.98,1.13,0.0395,88
"5896",5512,6.4,0.94,0.0259,63
"5897",5512.01,16,1.83,0.0533,46
"5898",5513,10.46,1.24,0.031,106
"5899",5514,5.76,0.36,0.0179,111
"5900",5515,3.95,1.07,0.0406,112
"5901",5516,4.19,0.5,0.0501,106
"5902",5517,7.86,0.8,0.0479,150
"5903",5518,7.33,0.68,0.0279,101
"5904",5519,5.26,0.94,0.0328,149
"5905",5519.01,9.03,1.04,0.0339,92
"5906",5520,10.06,1.39,0.198,26
"5907",5520,10.26,1.61,0.198,26
"5908",5520.1,11.92,1.48,0.0507,113
"5909",5521,3.49,0.08,0.0429,120
"5910",5523,6.66,0.65,0.0272,64
"5911",5523.02,9.57,0.57,0.0561,215
"5912",5524,10.93,1.4,0.0301,111
"5913",5524.01,14.37,0.17,0.0525,41
"5914",5525.01,15.81,1.67,0.0243,50
"5915",5526,7.77,0.74,0.0436,106
"5916",5527,9.85,1.48,0.0707,97
"5917",5528,3.48,0.93,0.0376,86
"5918",5530,6.19,0.42,0.0268,51
"5919",5531,9.35,0.69,0.0199,117
"5920",5531.01,11.72,1.54,0.0506,47
"5921",5532,3.52,1.05,0.026,15
"5922",5534,8.3,0.84,0.045,82
"5923",5534.01,15.51,0.63,0.0478,42
"5924",5536,4.46,-0.04,0.0424,173
"5925",5536,4.51,-0.06,0.0424,173
"5926",5537,11.64,1.55,0.0661,30
"5927",5538,9.66,1.13,0.0414,77
"5928",5539,5.16,0.48,0.0447,76
"5929",5540,3.74,1.64,0.0144,70
"5930",5541,5.6,0.78,0.0066,84
"5931",5541,5.6,0.78,0.0066,84
"5932",5542,4.94,1.56,0.022,84
"5933",5543,6.04,0.62,0.0422,101
"5934",5544.01,13.41,1.19,0.0122,51
"5935",5546,10.17,1.58,0.2119,54
"5936",5546.01,8.44,1.03,0.037,52
"5937",5547,10.22,1.49,0.121,107
"5938",5548.01,15.65,1.91,0.1237,43
"5939",5549,11.46,0.8,0.0099,16
"5940",5550,8.51,0.74,0.0114,71
"5941",5551,5.81,0.26,0.0161,182
"5942",5552,3.27,0.05,0.037,97
"5943",5553,7.03,0.57,0.0204,72
"5944",5553,7.03,0.57,0.0204,72
"5945",5554,5.56,1.14,0.018,137
"5946",5557,4.9,0,0.0038,75
"5947",5558,8.12,0.83,0.0366,150
"5948",5559,4.21,0.97,0.02,161
"5949",5559,4.18,0.94,0.02,161
"5950",5560,12.76,1.6,0.0657,59
"5951",5561,8,0.65,0.0367,53
"5952",5562,6.48,1.1,0.1279,101
"5953",5563,8.67,1.5,0.1489,30
"5954",5565,1.16,0.09,0.1455,91
"5955",5566,7.37,0.68,0.0037,106
"5956",5566.02,14.68,1.7,0.0391,34
"5957",5568,5.49,0.67,0.0575,51
"5958",5569,6.43,0.64,0.0334,69
"5959",5572,7.88,1.39,0.1292,79
"5960",5573,4.12,0.98,0.0375,149
"5961",5573.01,10.3,1.35,0.0381,150
"5962",5574,8.75,0.78,0.0177,64
"5963",5575.1,12.37,0.85,0.0251,150
"5964",5576,5,1.42,8e-04,73
"5965",5577,7.46,0.95,0.0583,100
"5966",5577.1,7.74,0.86,0.0128,150
"5967",5578,3.62,-0.09,0.011,73
"5968",5579,8.92,0.55,0.0285,222
"5969",5580,5.1,0.09,0.0192,101
"5970",5581,5.11,0.29,0.0503,137
"5971",5582,5.37,1.45,0.0107,117
"5972",5583,2.42,1.67,0.0198,63
"5973",5584,7.34,1.49,0.2786,86
"5974",5587,2.49,-0.04,0.0344,70
"5975",5588,5.43,0.3,0.0208,64
"5976",5589,8.66,0.71,0.0096,150
"5977",5590,6.44,0.83,0.0248,82
"5978",5591,9.89,1.4,0.0335,133
"5979",5591.01,12.97,0.98,3e-04,75
"5980",5592,7.48,0.65,0.0399,109
"5981",5593,4.28,0.42,0.0193,113
"5982",5594,6.13,0.44,0.0165,84
"5983",5595,4.47,0.9,0.0276,78
"5984",5595.01,11.64,1.36,0.028,92
"5985",5595.04,9.62,1.3,0.0487,150
"5986",5596,4.52,1.57,0.016,78
"5987",5597,4.76,1.34,0.0024,81
"5988",5597.3,10.89,1.51,0.0674,150
"5989",5597.31,10.88,1.42,0.0418,34
"5990",5598,5.7,0.44,0.0199,86
"5991",5599,8.83,0.84,0.0179,150
"5992",5600.02,14.66,1.53,0.0224,30
"5993",5600.03,12.45,1.54,0.0655,36
"5994",5602,8.59,1.01,0.031,84
"5995",5603,3.66,1.22,0.0188,38
"5996",5603.2,9.96,0.69,0.0186,46
"5997",5604,5.81,0.48,0.0391,101
"5998",5605,5.12,1.47,0.0046,66
"5999",5606,4.69,0.65,0.0391,149
"6000",5607,4.41,0.8,0.0051,80
"6001",5608,3.9,1.02,0.029,137
"6002",5608.1,11.27,1.52,0.0694,101
"6003",5609,9.64,0.91,0.0163,150
"6004",5610.01,7.91,0.9,0.0286,36
"6005",5611,5.94,0.44,0.0249,76
"6006",5612,5.16,0.13,0.0255,98
"6007",5613,6.17,0.94,0.0244,60
"6008",5614,6.12,0.79,0.0305,92
"6009",5615,4.52,0.29,0.0488,61
"6010",5616,5.56,1.01,0.1538,10
"6011",5617,11.06,0.62,0.0118,28
"6012",5618,7.09,0.61,0.0197,66
"6013",5618,7.56,0.56,0.0197,66
"6014",5620,4.22,1.56,0.0089,80
"6015",5621,8.58,0.76,0.0362,150
"6016",5621.01,15.42,0.22,0.0398,47
"6017",5622.01,16.29,0.51,0.0375,59
"6018",5625,4.21,1.11,0.0221,29
"6019",5626,8.73,1.05,0.0369,68
"6020",5626.1,11.57,0.9,0.0483,150
"6021",5627,8.09,0.88,0.0171,163
"6022",5628,9.04,0.76,0.0278,150
"6023",5629,3.99,0.4,0.041,127
"6024",5629.1,10.52,1.41,0.0347,150
"6025",5630,5.06,1.6,0.0099,84
"6026",5631,8.16,0.47,0.0233,46
"6027",5632,3.69,0.92,0.0246,25
"6028",5632.01,9.72,0.8,0.012,38
"6029",5633,5.54,0.52,0.0383,64
"6030",5633.1,10.38,1.33,0.0615,150
"6031",5633.11,9.72,1.13,0.0514,79
"6032",5634,7.87,0.67,0.0082,67
"6033",5634,7.88,0.7,0.0082,67
"6034",5634.01,11.46,1.54,0.0571,32
"6035",5634.02,10.32,0.45,2e-04,45
"6036",5635,7.52,0.65,0.0395,150
"6037",5637,4.85,1.67,0.0119,98
"6038",5638,4.41,1.13,0.0421,127
"6039",5639,10.9,1.45,0.0478,173
"6040",5640,8.39,0.82,0.0293,52
"6041",5641,4.98,-0.02,0.0106,95
"6042",5642,5.08,0.8,0.039,84
"6043",5643,4.75,0.84,0.0217,110
"6044",5643.01,11.65,-0.31,0.0077,42
"6045",5644,5.44,1.03,0.0179,72
"6046",5646,8.89,0.81,0.0411,126
"6047",5647,6.67,0.5,0.0198,98
"6048",5648,5.05,1.2,0.0023,89
