"","RA","Dec","HIP_Num","Vmag","Plx","pmRA","pmDE","e_Plx","B.V"
"2390",317.441193,19.210753,104471,6.96,23.24,-0.47,20.66,0.94,0.507
"2391",317.501823,-53.054984,104488,11.65,22.53,71.38,-155.31,3.17,1.29
"2392",317.509238,-13.176488,104493,10.58,22.07,-8.02,59.49,2.22,1.11
"2393",317.844956,-52.339247,104604,6.98,20.47,-16.3,18.4,2.08,0.575
"2394",317.852552,5.493748,104606,11.72,20.68,-96.51,-75.95,3.47,1.262
"2395",318.094197,-15.0001,104687,7.44,20.87,78.03,-39.58,1.99,0.654
"2396",318.234109,30.226916,104732,3.21,21.62,6.87,-68.12,0.63,0.99
"2397",318.343519,11.211522,104759,8.18,20.27,162.24,-16.19,1.03,0.665
"2398",318.427012,64.403952,104788,6.38,24.16,17.13,-105.43,0.48,0.625
"2399",318.636847,-22.878098,104864,8.39,20.13,101.39,-10.22,1.16,0.614
"2400",318.740705,-20.789209,104903,8.08,21.58,-38.23,-119.77,1.14,0.714
"2401",319.117664,53.311163,105033,9.12,23.21,-159.54,-235.59,0.96,0.924
"2402",319.249532,-46.062613,105062,10.04,23.81,274.02,-194.87,1.6,1.079
"2403",319.258883,-1.077427,105066,8.08,23.33,160.12,-23.94,1.32,0.737
"2404",319.521465,-29.513383,105156,8.47,21.09,55.64,-136.83,1.59,0.667
"2405",319.654903,8.959657,105202,7.27,23.78,141.19,-42.33,0.91,0.488
"2406",319.742579,26.230545,105232,8.45,24.48,132.88,9.2,1.05,0.75
"2407",319.826051,-0.555303,105261,11.57,24.49,-247.27,-286.67,3.16,1.409
"2408",320.135659,-23.607553,105368,10.56,21.08,-154.63,-416.14,1.82,1.024
"2409",320.208151,-53.034207,105388,8.65,21.81,30,-94.36,1.17,0.69
"2410",320.249187,-52.477805,105404,8.89,21.72,30.75,-107.93,1.45,0.854
"2411",320.339936,10.332279,105431,6.72,21.54,41.29,-40.89,0.82,0.535
"2412",320.348308,-51.752617,105439,6.75,20.85,-123.2,-90.21,0.8,0.654
"2413",320.50277,31.101215,105496,10.67,24.43,375.04,177.31,1.94,1.21
"2414",320.521665,19.804508,105502,4.08,21.19,105.94,62.61,0.87,1.108
"2415",320.532423,-10.513314,105504,10.21,20.7,-43.37,-11.46,2.33,1.255
"2416",320.536117,-51.355229,105506,9.76,22.77,205.98,-103.06,1.48,1.022
"2417",320.953281,-40.70143,105638,12.37,21.01,31.43,-3.56,6.29,1.5
"2418",321.047889,-12.878108,105668,5.48,20.8,91.67,8.96,0.91,0.297
"2419",321.152514,32.122983,105707,11.09,23.06,-155.9,-118.88,2.48,NA
"2420",321.257652,-23.318899,105740,9.92,20.71,119.37,-153.15,1.61,0.989
"2421",321.483359,-31.182777,105821,9.48,20.22,-26.05,-58.71,1.42,0.858
"2422",321.611093,19.37564,105860,6.08,21.72,80.23,17.28,0.78,0.235
"2423",321.616888,1.103359,105864,6.12,20.89,110.49,-161.72,0.88,0.481
"2424",321.744787,81.742406,105906,8.06,21.28,213.25,119.66,0.7,0.8
"2425",322.03438,32.22533,106003,5.75,22.41,134.05,79.39,0.65,0.333
"2426",322.048763,10.610577,106005,8.73,21.79,117.86,20.23,1.28,0.864
"2427",322.050859,-21.726255,106006,7.99,21.14,41.58,-271.22,1.06,0.697
"2428",322.276197,19.484333,106072,10.87,23.38,-210.77,-161.97,1.86,1.305
"2429",322.465473,-55.017059,106130,11.56,20.99,91.78,-32.73,4.82,1.38
"2430",322.676258,-24.168617,106204,10.67,22.86,-240.47,-115.86,1.88,1.224
"2431",322.713677,36.889618,106218,10.66,20.6,299.15,143.78,1.98,1.03
"2432",322.755645,59.418167,106230,6.86,20.19,137.24,42.13,0.57,0.681
"2433",322.935141,22.235686,106296,9.55,21.33,-101.36,-27.79,1.46,0.831
"2434",323.003488,-30.399692,106317,11.81,22.32,146.66,-99.38,3.3,1.414
"2435",323.049699,0.221702,106335,9.72,20.26,415.31,27.96,2,0.954
"2436",323.379095,-27.890262,106438,7.65,21.19,201.73,-65.31,0.95,0.656
"2437",323.381098,-2.505987,106439,10.67,22.92,175.47,-95.37,3.57,1.61
"2438",323.5878,-7.746074,106510,10.7,21.02,-27.68,67.87,2.46,1.15
"2439",323.681019,-49.561099,106546,11.13,23.24,182.7,-96.88,2.52,1.29
"2440",323.712355,-49.793077,106560,8.12,24.09,-581.5,-116.15,1.1,0.622
"2441",324.198481,-30.724684,106701,8.03,20.2,110.78,-24.23,1.14,0.699
"2442",324.45517,-25.200555,106792,11.11,20.58,208,-158.23,2.44,1.298
"2443",324.669614,-18.692086,106868,8.39,21.1,-38.03,-268.89,1.28,0.641
"2444",324.736218,80.677892,106882,8.91,23.72,144.57,160.12,0.75,0.867
"2445",324.775484,-33.678856,106907,6.28,22.16,71.63,-42.75,0.81,0.949
"2446",324.837191,-37.141045,106931,8.07,24.81,129.3,-65.98,1.03,0.684
"2447",324.881372,-0.05111,106942,6.66,23.13,237.72,12.68,1.45,0.514
"2448",325.022735,-16.662308,106985,3.69,23.48,187.39,-22.33,1.1,0.32
"2449",325.099377,-71.503333,107010,7.43,20.1,387.46,-54.37,0.71,0.536
"2450",325.115659,-2.01758,107020,8.54,24.66,221.24,-111.83,1.2,0.672
"2451",325.181328,-31.255218,107042,11.35,20.79,238.27,-126.2,2.68,1.231
"2452",325.269799,-18.739863,107068,10.74,20.01,-194.91,-118.96,3.17,1.105
"2453",325.637989,17.842315,107175,10.94,22.13,264.96,-109.69,1.93,1.189
"2454",325.826729,12.518352,107246,7.85,20.97,73.97,-75.04,1.22,0.654
"2455",325.988544,-46.613581,107295,9.22,21.68,-29.94,15.69,1.36,0.831
"2456",325.99596,-57.325247,107299,6.49,23.05,-116.86,-52.55,0.77,0.484
"2457",326.00157,-57.283054,107300,6.86,23.3,-113.96,-53.24,0.81,0.477
"2458",326.041623,25.331652,107314,9.48,22.39,-359.01,-506.62,1.41,0.781
"2459",326.105903,46.86283,107339,6.61,20.9,-11.75,23.78,0.64,0.413
"2460",326.125509,-60.977467,107345,11.72,23.66,41.2,-91.61,2.85,1.4
"2461",326.536352,-54.312585,107476,11.25,20.79,148.12,99.08,2.88,1.31
"2462",326.860525,6.604861,107587,10.16,22.72,210.38,106.25,1.98,1.055
"2463",326.946696,-63.92401,107614,8.58,22.36,63.38,26.77,1.07,0.674
"2464",326.959392,-16.079784,107618,8.06,21.08,-224.19,-62.57,1.03,0.613
"2465",327.129104,-78.433237,107665,8.72,22.16,-137.68,119.98,0.88,0.819
"2466",327.520796,-38.614719,107779,7.45,20.39,139.01,-176.38,0.93,0.573
"2467",327.599121,-58.305052,107806,7.89,24.46,49.87,-93.85,1.02,0.726
"2468",327.650916,28.767177,107821,7.97,20.27,-49.55,-19.43,0.97,0.737
"2469",328.040518,-62.052364,107947,7.22,22.18,43.57,-91.84,0.8,0.51
"2470",328.081928,39.801727,107958,8.24,24.95,436.77,6.09,1.05,0.72
"2471",328.336438,-73.725527,108041,8.7,20.75,141.82,-109.3,0.96,0.746
"2472",328.748919,53.935603,108174,6.92,20.8,149.44,87.03,0.58,0.486
"2473",328.793573,-69.020616,108193,8.96,21.48,-157.54,-249.5,1.1,0.67
"2474",328.797471,-61.886608,108195,5.92,21.49,43.53,-90.56,0.67,0.393
"2475",328.880683,10.880077,108228,7.72,22.51,-97.31,-140.76,1.76,0.64
"2476",329.022144,55.709817,108271,10.89,23.33,-26.93,-207.62,1.61,1.7
"2477",329.332699,-37.763621,108375,7.47,22.73,101.45,-117.99,1.01,0.568
"2478",329.459447,-17.785701,108419,11.7,24.09,-101.48,-329.34,3.09,1.393
"2479",329.618401,3.776917,108473,6.95,23.68,-248.23,-133.05,1.05,0.577
"2480",329.720352,-31.082387,108504,10.65,22.67,-218.27,-208.21,1.86,0.945
"2481",329.974182,-62.104401,108594,11.97,23.51,86.83,-9.31,3.25,1.42
"2482",329.985588,-54.654872,108598,9.57,22.95,-54.83,-92.17,1.38,0.711
"2483",330.009406,54.107561,108602,7.54,21.27,-21.43,-20.97,0.69,0.553
"2484",330.116455,33.679404,108634,9.44,20.4,-245.88,-247.94,1.5,0.946
"2485",330.475542,4.770458,108761,8,21.86,69.08,-101.27,1.11,0.687
"2486",330.565716,-54.492458,108787,9.01,21.09,145.28,-67.87,1.4,0.847
"2487",330.628106,11.371308,108806,8.06,21.36,154.47,67.13,1.15,0.576
"2488",330.687421,8.328242,108820,12.1,21.75,20.52,-149.6,4,1.437
"2489",330.692081,-12.217384,108821,9.84,20.03,46.06,-207.23,4.98,0.737
"2490",330.693394,12.124228,108822,11.98,22.95,-28.25,-354.45,4.25,NA
"2491",330.720897,-3.794365,108836,10.99,23.98,-121.12,-188.21,2.85,1.14
"2492",330.794885,18.884319,108859,7.65,21.24,28.9,-18.37,1,0.594
"2493",330.896854,-55.976961,108903,6.88,20.76,-241.03,-94.62,0.82,0.564
"2494",330.92676,-60.437458,108912,7.87,23.29,105.7,2.45,0.98,0.617
"2495",331.129265,5.775975,108962,10.93,20.32,212.11,-2.32,2.39,1.243
"2496",331.331145,-23.438528,109037,8.86,20.21,11.09,-93.25,1.24,0.67
"2497",331.339552,29.548682,109040,10.81,21.82,178.84,-79.9,1.95,NA
"2498",331.396576,-9.897309,109058,9.07,20.01,85.85,-22.31,1.28,0.754
"2499",331.419595,12.376685,109067,9.55,21.52,200.55,-420.89,1.59,0.672
"2500",331.554924,-14.89601,109122,7.12,21.53,226.28,-7.39,0.97,0.445
"2501",331.645512,-34.408527,109149,10.26,21.1,63.89,-31.08,1.89,1.02
"2502",331.874821,-68.023484,109214,6.99,22.49,-238.93,-54.43,0.72,0.585
"2503",331.950815,37.61663,109237,9.54,24.99,86.37,-158.2,2.26,0.876
"2504",332.042331,-51.218274,109262,10.52,20.32,339.6,-142.73,1.94,1.186
"2505",332.170075,45.742254,109303,6.11,23.79,-52.48,47.88,0.59,0.763
"2506",332.197625,-13.300463,109316,6.91,20.4,95.63,-10.56,0.9,0.469
"2507",332.343698,35.129304,109361,7.45,23.47,49.12,-34.61,0.78,0.561
"2508",332.394216,-41.224891,109381,7.83,22.85,158.69,-71.49,0.96,0.66
"2509",332.467908,52.58851,109403,9.55,23.88,-197.37,-243.68,1.09,0.9
"2510",332.609009,18.797103,109450,7.57,20.58,353.19,-29.57,0.78,0.618
"2511",332.647569,-40.411784,109468,9.57,20.63,148.99,-60.75,1.48,0.96
"2512",332.682797,71.128249,109479,7.49,23.7,54.09,-73.84,0.55,0.631
"2513",332.710828,15.708224,109490,8.02,22.24,25.37,-21.13,1,0.598
"2514",332.800884,-12.861706,109528,11.07,24.11,79.72,-99.06,2.1,1.32
"2515",333.026733,31.561404,109601,10.16,24.11,-345.06,-418.84,1.5,1.167
"2516",333.070581,-54.977969,109612,9.66,20.39,111.45,-65.02,1.56,0.955
"2517",333.107323,-14.193957,109624,6.04,23,26.09,-47.47,0.9,0.386
"2518",333.20051,-56.419796,109655,9.74,22.22,-42.28,-274.2,1.64,1.01
"2519",333.700079,24.314956,109842,7,20.72,63.77,18.51,0.76,0.48
"2520",333.935515,-18.144721,109918,9.66,20.6,161.45,-159.68,1.49,0.903
"2521",334.234457,-14.656977,110014,7.16,21.96,2.78,-20.37,1.05,0.476
"2522",334.477785,-32.478837,110084,8.61,22.54,162.57,-203.08,1.18,0.717
"2523",334.517802,-0.237656,110091,6.39,24.11,-41.39,-54.73,0.92,0.441
"2524",334.55498,-3.172178,110106,11.2,22.72,216.95,10.46,2.34,1.399
"2525",334.80141,36.908983,110190,10.55,21.92,-192.51,-1.24,1.73,0.951
"2526",334.854598,12.459792,110205,7.98,23.88,66.56,-98.29,0.98,0.666
"2527",334.893162,21.367165,110218,10.3,20.12,370.21,204.07,1.71,1.586
"2528",334.893373,-16.704357,110219,7.28,22.36,39.85,-82.26,0.91,0.526
"2529",335.145193,54.841824,110309,7.41,21.02,201.48,-84,0.61,0.497
"2530",335.214419,46.062244,110339,7.43,20.31,4.79,-50.76,0.68,0.474
"2531",335.232247,-41.430102,110340,8.65,21.12,55.47,13.84,1.2,0.663
"2532",335.414064,-1.387332,110395,3.86,20.67,129.24,8.9,1.71,-0.057
"2533",335.783279,-45.928488,110506,5.62,24.62,233.33,-57.92,0.7,0.372
"2534",336.157756,39.43075,110626,8.03,21.88,192.38,92.42,0.95,0.678
"2535",336.197901,34.723714,110642,10.27,22.9,-190.01,-25.88,1.77,1.185
"2536",336.267772,-13.99831,110663,8.63,23.97,169.22,-41.18,1.07,0.77
"2537",336.402271,-34.909583,110692,10.55,24.49,25.02,-30.58,1.97,1.21
"2538",336.418499,-24.728815,110695,9.51,23.63,22.06,-33.69,1.4,0.925
"2539",336.634709,79.814887,110773,9.32,22.83,42.06,-176.04,0.81,0.914
"2540",336.639661,4.609772,110776,9.7,21.67,223.91,82.67,1.44,0.821
"2541",336.708216,-54.756624,110797,10.25,21.59,27.77,-192.93,4.76,1.21
"2542",336.964676,4.695664,110882,4.78,20.39,77.29,-307.36,0.78,1.039
"2543",337.055212,23.532573,110911,8.5,21.59,38.52,-40.03,2.01,0.851
"2544",337.156966,-67.489059,110935,5.56,22.96,151.41,-70.67,0.6,0.208
"2545",337.394747,52.39025,111029,8.41,23.23,166.25,45.83,0.85,0.716
"2546",337.441746,-27.107284,111045,5.95,23.76,119.31,-20.31,0.81,0.362
"2547",337.494991,-16.468718,111063,8.16,21.66,58.5,-77.92,1.36,0.599
"2548",337.75153,-49.43327,111143,6.81,24.54,-135.16,-194.06,0.81,0.603
"2549",337.773852,45.145097,111148,7.68,23.14,-176.51,34.98,0.82,0.649
"2550",337.876378,-32.346073,111188,4.29,21.99,59.64,-18.7,0.78,0.011
"2551",338.544974,-43.067727,111407,8.84,20.44,140.71,38.58,1.22,0.817
"2552",338.773614,11.881407,111473,8.66,23.1,-335.37,-326.1,1.14,0.866
"2553",338.795616,-72.551524,111478,8.01,21.06,-134.42,90.02,0.77,0.563
"2554",338.839466,64.381451,111496,9.36,22.45,200.62,29.07,1.15,0.842
"2555",338.917314,-28.13313,111520,10.23,21.75,193.73,-158.94,2.49,1.256
"2556",338.984647,-59.864469,111553,7.95,20.98,-108.27,-85.39,0.98,0.614
"2557",339.211902,-35.456427,111629,8.93,21.87,-73.2,-63.29,1.28,0.86
"2558",339.239333,-18.887101,111640,9.58,20.22,118.08,-42.99,1.32,0.794
"2559",339.286414,11.984069,111657,10.59,23.3,-248.61,-188.71,1.78,1.271
"2560",339.362842,23.937859,111680,9.62,20.12,86.65,-24.69,2.23,1.08
"2561",339.403085,-28.091324,111698,10.67,24.9,334.15,-211.86,1.94,1.29
"2562",339.468077,14.986474,111723,7.86,20.45,36.35,-156.15,1.04,0.576
"2563",339.532546,-25.141471,111742,10.13,22.14,-110.78,-76.84,2.14,1.005
"2564",339.585287,-44.144269,111755,10.42,24.45,117.99,-3.39,1.87,1.35
"2565",339.709043,4.969946,111808,11.63,24.6,86.65,74.7,3.48,1.41
"2566",339.744505,-36.533834,111824,11.64,22.13,-187.09,-227.47,4.96,1.278
"2567",339.857411,57.323535,111854,10.74,24.86,-128.91,-280.73,1.45,1.281
"2568",340.126233,43.013174,111942,9.83,23.29,96.86,-132.67,1.42,1.094
"2569",340.433091,-83.463896,112049,9.39,23.29,39.11,-40.85,0.94,0.972
"2570",340.506845,9.76923,112073,11.99,22.84,15.85,22.46,3.4,1.326
"2571",340.6471,-73.242344,112113,8.1,20.4,157.61,-279.58,0.83,0.735
"2572",340.716675,-4.999195,112135,10.6,24.85,15.22,-357.25,2.52,1.145
"2573",340.918607,30.092511,112219,7.99,22.27,239.73,23.5,0.97,0.703
"2574",340.927896,10.93937,112222,6.51,24.86,9.8,-171.17,0.93,0.502
"2575",340.961325,3.88684,112229,7.41,23.66,150.64,331.61,0.97,0.515
"2576",341.366122,11.191945,112354,9.81,24.37,13.82,-162.9,3.3,1.131
"2577",341.416061,45.389872,112379,10.46,24.47,332.22,74.17,3.45,1.24
"2578",341.514616,-81.381615,112405,4.13,23.23,-55.35,0.88,0.5,0.208
"2579",341.653143,-56.599534,112441,8.96,22.97,-54.23,-60.88,1.25,0.953
"2580",341.854896,-17.550756,112512,6.8,21.59,105.95,-0.86,0.86,0.5
"2581",342.058113,41.532499,112595,8.04,21.65,-157.01,-137.29,0.97,0.664
"2582",342.220612,-28.834162,112648,10.67,23.03,-170.09,-242.43,2.04,1.358
"2583",342.243274,-3.338975,112662,9.92,22.03,254.12,-109.96,1.93,0.876
"2584",342.724018,36.066066,112823,11.55,22.39,-372.36,-120.2,7.56,NA
"2585",342.745949,54.142347,112829,8.46,25,-190.75,-103.96,0.81,0.817
"2586",342.926216,-56.490813,112892,10.22,21.79,225.77,48.65,23.2,0.754
"2587",342.963264,-46.777019,112908,8.75,23.18,-2.03,-50.95,2.78,0.925
"2588",343.140518,76.027904,112951,9.37,21.14,288.37,112.46,0.82,0.888
"2589",343.299061,-37.839171,113010,9.36,21.08,118.58,-66.1,2.1,0.875
"2590",343.508495,34.198707,113076,7.61,23.5,-73.88,-236.01,0.88,0.493
"2591",343.530879,19.892042,113086,7.02,22.89,-61.61,-135.54,0.86,0.53
"2592",343.567663,-45.888688,113100,8.29,20.32,71.91,-43.92,1.17,0.59
"2593",343.572367,-43.010349,113103,9.95,22.4,1.89,26.59,1.47,0.969
"2594",343.662552,-15.82082,113136,3.27,20.44,-44.08,-24.81,2.26,0.066
"2595",343.689454,-16.271957,113148,5.53,23.27,-223.65,-88.58,0.8,1.111
"2596",343.728254,-22.368951,113159,6.76,24.67,60.18,-202.36,0.81,0.469
"2597",343.761036,37.076827,113174,5.91,24.24,88.52,9.25,0.68,0.397
"2598",343.816646,-48.491751,113190,6.67,21.47,-226.02,55.73,0.8,0.458
"2599",343.817279,-48.465799,113191,7.04,21.58,-226.19,60.52,1.7,0.56
"2600",344.178633,29.50433,113302,10.38,23.13,248.21,16.44,1.67,1.235
"2601",344.358006,-3.157428,113355,7.73,22.41,45.25,-122.96,0.91,0.549
"2602",344.624499,9.825539,113438,7.67,22.87,129.81,5.89,1.03,0.617
"2603",344.651702,-45.519328,113454,7.67,22.68,73.22,52.87,1.59,0.644
"2604",344.724189,69.030595,113477,8.76,24.52,593.24,299.1,0.77,0.782
"2605",344.774834,15.547965,113495,10.91,23.12,160.29,-77.76,4.11,1.511
"2606",344.831065,12.19234,113514,8.35,20.59,334.25,-153.81,1.18,0.58
"2607",344.911208,41.053697,113535,10.98,20.9,-205.37,-201.67,2.2,1.2
"2608",345.108598,-53.227792,113596,10.55,23.71,-132.09,-228.86,1.84,1.192
"2609",345.196045,76.609817,113628,9.88,20.23,131.03,-0.77,1.15,0.88
"2610",345.413844,25.78793,113698,9.77,21.1,219.51,-173.6,1.41,1.005
"2611",345.414146,4.461151,113699,7.06,23.23,78.59,-104.03,2.62,0.586
"2612",345.44674,5.178903,113712,11.04,21.67,-63.87,-82.45,2.53,1.157
"2613",345.567674,-42.971498,113760,10.71,24.7,69.78,-157.1,4.36,1.577
"2614",345.636702,5.718118,113782,11.51,20.95,91.4,-84.04,3.26,1.35
"2615",345.644037,29.805064,113785,8.85,22.39,-122.3,3.1,1.23,0.852
"2616",345.982398,10.8176,113894,12.27,21.64,133.41,195.94,4.11,1.41
"2617",346.00915,74.477421,113905,8.12,20.49,107.38,33.99,0.66,0.632
"2618",346.190224,15.205264,113963,2.49,23.36,61.1,-42.56,0.76,-0.002
"2619",346.214583,-49.990605,113968,11.96,21.33,64.21,-389.05,3.65,1.613
"2620",346.250673,4.225403,113980,7.07,21.94,153.93,-161.72,0.92,0.472
"2621",346.276183,16.562837,113994,6.43,24.78,-186.48,-210.97,0.94,0.886
"2622",346.333941,-6.668908,114007,9.62,24.39,-172.51,-201.31,1.75,0.988
"2623",346.575584,18.517765,114081,6.16,23.16,224.28,62.18,0.88,0.482
"2624",346.638228,69.872308,114099,10.71,21.2,216.98,44.12,1.45,1.027
"2625",346.663157,-43.503738,114112,7.67,24.96,-49.97,-23.93,0.92,0.606
"2626",346.719707,-43.520358,114131,4.28,24.51,-48.35,-13.98,0.75,0.423
"2627",347.218732,6.561114,114294,10.9,24.92,102.46,-39.76,2.24,1.37
"2628",347.584676,50.627514,114417,10.91,24.28,-251.55,-319.47,1.72,1.25
"2629",347.5887,49.018322,114420,7.29,21.61,236.48,51.96,0.89,0.674
"2630",347.660575,-45.456623,114443,9.55,21.47,244.84,-143,1.32,0.92
"2631",347.710959,0.409731,114458,9.01,22.57,-22.77,-271.19,1.33,0.854
"2632",347.713348,-69.031841,114460,8.69,22.35,-224.73,-31.83,0.95,0.753
"2633",347.911376,47.098697,114512,7.21,20.9,-249.51,-164.53,0.72,0.694
"2634",348.027573,26.929394,114543,9.55,21.13,146.14,-122.52,2.14,1.05
"2635",348.092076,52.092653,114561,9.42,21.55,342.56,-47.51,1.12,0.99
"2636",348.450966,15.367632,114670,7.37,21.68,22,-72.63,0.84,0.561
"2637",348.631885,-53.957945,114736,11.01,20.77,49.21,-59.9,2.73,1.27
"2638",348.894835,1.791303,114823,11.21,24.51,134.07,-11.76,2.74,1.156
"2639",348.917783,1.308253,114834,6.76,22.51,188.89,-51.24,1.68,0.537
"2640",348.972894,-9.087737,114855,4.24,21.97,368.56,-17.02,0.89,1.107
"2641",348.991199,24.770945,114863,6.57,23.25,95.33,2.03,0.75,0.415
"2642",349.291408,3.282289,114971,3.7,24.92,760.35,17.96,0.89,0.916
"2643",349.914842,42.252729,115162,8.94,20.26,78.53,-67.36,1.26,0.749
"2644",350.06604,-3.919142,115220,6.64,20.96,287.25,-109.96,0.85,0.52
"2645",350.221937,38.182326,115280,5.77,23.59,129.56,-61.21,0.77,0.468
"2646",350.453708,-36.901428,115344,10.17,20.2,123.76,-147.23,1.65,1.001
"2647",350.68004,-19.690539,115411,8.68,22.08,-227.47,-179.97,1.16,0.7
"2648",350.729149,-24.035061,115430,10.03,24.3,92.99,26.67,1.86,0.95
"2649",350.742612,-20.10058,115438,3.96,20.14,-120.27,-96.7,0.72,1.082
"2650",350.87786,45.788518,115473,9.3,23.39,178.41,-10.78,4.09,1.095
"2651",351.078434,-72.165196,115547,6.88,23.86,-17.08,-45.6,0.62,0.541
"2652",351.175475,-52.701877,115577,7.59,23.01,-18.35,-157.36,0.93,0.692
"2653",351.324241,3.140707,115618,11.47,23.03,61.09,-359.94,6.42,1.285
"2654",351.4708,-20.616029,115662,7.74,22.11,-14.7,-178.42,0.92,0.603
"2655",351.614353,8.643844,115697,7.1,20.65,26.95,-222.83,1.04,0.602
"2656",351.733147,1.255608,115738,4.95,20.12,85.6,-94.43,0.79,0.036
"2657",351.992063,6.378992,115830,4.27,20.54,-123.83,-43.26,0.8,1.062
"2658",352.347516,-45.622728,115937,11.15,20.68,148.8,-181.98,2.57,1.29
"2659",352.383672,-4.532747,115953,6.26,20.44,179.73,-231.95,0.86,1.123
"2660",352.667275,-24.196071,116033,7.53,24.16,57.64,28.64,0.94,0.636
"2661",353.394985,17.81883,116277,6.81,20.74,255.89,24.28,0.8,0.666
"2662",353.650603,34.039494,116351,9.05,21.01,360.65,166.57,1.2,0.792
"2663",353.653173,-16.993236,116352,8.28,20.82,141.08,127.29,1.24,0.613
"2664",353.969379,-46.163942,116460,9.7,24.44,-215.82,-345.73,1.63,1.16
"2665",354.190755,-17.236803,116519,9.31,20.61,446.84,4.65,1.53,0.904
"2666",354.879049,28.246505,116740,7.04,20.27,303.04,227.05,0.76,0.658
"2667",354.914498,-69.19575,116748,8.17,21.64,79.04,-67.11,1.32,0.78
"2668",354.946117,-14.222178,116758,4.97,24.38,51.8,-55.58,0.85,0.257
"2669",355.169319,36.720768,116824,6.24,22.63,234.51,23.57,0.81,0.424
"2670",355.284794,-32.071257,116852,7.11,22.13,114.41,30.09,0.83,0.667
"2671",355.464708,-5.985757,116906,7.68,23.84,-145.41,-111.1,1.11,0.648
"2672",355.466968,14.107108,116907,11.98,21.63,180.87,-68.48,3.96,1.431
"2673",355.632476,80.638469,116960,10.45,20.11,158.75,37.3,1.16,1.232
"2674",355.680601,-14.544905,116971,4.49,21.16,98.35,-66.78,0.87,-0.032
"2675",355.682569,-19.882586,116973,10.09,23.75,-244.13,-281.43,2,1.085
"2676",355.735635,0.239732,116984,8.65,22.85,36.64,22.6,1.48,0.81
"2677",355.862679,58.080297,117029,7.14,22.01,390.05,481.19,0.65,0.645
"2678",355.883247,-24.287803,117036,11.27,21.73,-76.3,-221.36,2.69,1.19
"2679",356.105964,-70.490227,117105,6.06,21.77,245.19,61.31,0.57,0.91
"2680",356.308263,8.230839,117164,8.66,21.52,178.53,-8.55,2.51,0.761
"2681",356.352681,39.123384,117177,10.15,20.08,267.8,-94.89,1.43,1.041
"2682",356.574821,10.27827,117235,11.78,21.67,-88.55,-252.44,3.17,1.376
"2683",356.576456,9.78507,117236,7.48,22.2,-51.55,-183.74,0.94,0.582
"2684",356.732484,-31.981811,117288,9.37,24.25,128.52,-55.41,1.46,0.94
"2685",356.836779,-48.275586,117320,6.89,24.21,-383.98,-212.97,0.76,0.659
"2686",356.878284,18.223398,117336,11.83,24.9,269.03,-28.26,3,1.41
"2687",356.968349,4.175474,117367,7.69,21.43,349.47,-32.58,1.05,0.627
"2688",356.984384,-66.567417,117374,6.73,20.71,-67.49,25.19,0.61,0.446
"2689",357.06329,-19.07135,117399,9.64,20.68,206.14,10.61,1.68,0.92
"2690",357.231442,-28.130268,117452,4.59,22.73,100.03,-104.04,1.12,0.001
"2691",357.241266,0.437535,117457,8.93,22.4,24.41,-203.61,1.57,0.753
"2692",357.245096,9.865057,117461,12.14,20.46,156.88,-52.02,4.2,1.5
"2693",357.523942,2.877171,117526,8.34,20.55,458.52,185.16,1.23,0.744
"2694",357.59264,51.621663,117551,6.47,24.68,121.19,-18.1,0.85,0.403
"2695",357.64327,-51.705414,117570,7.62,24.45,55.03,-109.53,2.38,0.764
"2696",357.788163,-19.046698,117610,10.68,21.53,52.35,13.57,16.62,0.49
"2697",358.060122,-61.425151,117702,9.43,20.7,178.75,-815.82,1.2,0.794
"2698",358.078181,-46.128648,117706,9.17,22.52,-63.71,-32.08,1.55,0.734
"2699",358.234259,36.954255,117762,6.52,20.07,-124.14,-90.29,0.75,0.571
"2700",358.39809,12.106182,117809,10.72,22.33,43.49,-111.89,4.61,1.439
"2701",358.520116,17.550054,117846,10.08,21.93,186.69,63.06,1.62,0.96
"2702",358.601245,-31.300591,117865,9.93,22.82,458.9,-73.17,1.55,1.098
"2703",358.704887,-30.144138,117894,11.84,21.06,-263.67,-203.69,3.04,1.358
"2704",358.726919,-19.130489,117905,8.86,20.13,4.22,12.3,1.76,0.68
