"","R.A.","Dec.","Mag","Vel","SigVel"
"4182",214.6475,-31.68361,14.76,15894,66
"4183",214.67958,-27.60972,15.7,6452,166
"4184",214.6925,-30.03694,16.3,17094,76
"4185",214.70458,-30.62472,15.43,6411,3
"4186",214.71625,-28.50972,15.9,17355,108
"4187",214.72708,-31.37444,16.3,2722,69
"4188",214.8075,-31.03111,14.34,20616,91
"4189",214.885,-27.58556,0,6730,99
"4190",214.88583,-30.43139,16.4,16651,66
"4191",215.02375,-32.54556,0,19157,120
"4192",215.03167,-32.54917,16.2,7735,120
"4193",215.06,-29.7475,14.03,3863,52
"4194",215.13917,-28.90806,14.9,7085,59
"4195",215.13917,-33.34611,15.5,7350,10
"4196",215.1425,-29.24222,12.43,1380,7
"4197",215.22417,-29.02194,16.14,7200,7
"4198",215.31625,-30.77056,16.19,31472,61
"4199",215.32125,-29.26333,14.63,1335,9
"4200",215.33375,-31.72778,14.16,38635,83
"4201",215.34292,-31.24139,15.53,3973,105
"4202",215.3725,-27.93389,16.63,2476,0
"4203",215.39542,-30.8975,15.09,31718,80
"4204",215.42083,-29.88806,15.3,16812,99
"4205",215.455,-31.17944,16.2,19389,73
"4206",215.57,-32.28167,16.11,11846,65
"4207",215.64875,-27.69028,16.7,3633,108
"4208",215.70833,-27.69889,0,7904,0
"4209",215.75,-31.10028,0,19583,95
"4210",215.875,-30.21361,15.5,17004,53
"4211",215.94833,-28.73861,15.27,10749,33
"4212",215.97917,-28.68806,13.53,4312,10
"4213",215.99125,-29.50778,16.4,13350,91
"4214",215.99375,-30.01861,15.7,16462,49
"4215",216.03,-30.10083,15.78,8879,67
