"","u_g","g_r","r_i","i_z","Class"
"7411",0.425,-0.161,-0.177,-0.583,3
"7412",0.173,-0.28,-0.263,-0.308,3
"7413",0.339,-0.206,-0.143,-0.27,3
"7414",0.547,0.593,0.831,0.541,3
"7415",-0.008,-0.266,-0.332,-0.249,3
"7416",0.231,-0.279,-0.295,-0.204,3
"7417",0.359,-0.192,-0.262,-0.012,3
"7418",-0.039,-0.336,-0.273,-0.238,3
"7419",0.154,-0.264,-0.308,-0.029,3
"7420",-0.495,-0.48,-0.359,-0.353,3
"7421",0.145,-0.207,-0.167,-0.135,3
"7422",0.406,-0.204,-0.211,-0.289,3
"7423",0.456,-0.261,-0.201,-0.229,3
"7424",0.505,-0.005,0.55,0.545,3
"7425",0.384,-0.107,-0.266,-0.169,3
"7426",0.055,-0.284,-0.274,-0.558,3
"7427",-0.099,-0.337,-0.204,-0.255,3
"7428",0.274,-0.247,0.038,0.255,3
"7429",0.274,-0.247,0.038,0.255,3
"7430",0.588,0.413,0.939,0.683,3
"7431",0.436,-0.003,-0.107,-0.064,3
"7432",0.901,0.626,-0.03,0.45,3
"7433",0.476,-0.022,-0.132,-0.181,3
"7434",0.337,-0.219,-0.313,0.244,3
"7435",-0.075,-0.264,-0.255,-0.223,3
"7436",0.39,0.196,0.072,-0.025,3
"7437",0.39,0.196,0.072,-0.025,3
"7438",0.059,-0.291,-0.263,-0.228,3
"7439",0.335,-0.259,-0.338,-0.096,3
"7440",0.452,-0.095,-0.139,0.017,3
"7441",0.019,-0.329,-0.221,-0.215,3
"7442",0.453,-0.087,-0.085,-0.267,3
"7443",-0.153,-0.145,-0.307,-0.269,3
"7444",-0.153,-0.145,-0.307,-0.269,3
"7445",0.308,-0.167,-0.287,-0.246,3
"7446",0.114,-0.287,-0.326,-0.296,3
"7447",0.463,-0.207,-0.207,-0.209,3
"7448",0.407,-0.007,0.428,0.505,3
"7449",0.892,0.087,0.064,0.12,3
"7450",-0.017,-0.331,-0.284,-0.382,3
"7451",0.474,0.006,-0.042,-0.165,3
"7452",0.373,0.152,-0.067,0.013,3
"7453",0.608,0.227,0.047,-0.033,3
"7454",-0.312,-0.538,-0.311,-0.337,3
"7455",0.472,-0.176,-0.273,-0.497,3
"7456",0.17,-0.299,-0.264,-0.21,3
"7457",0.413,0.12,-0.042,-0.084,3
"7458",-0.156,-0.416,-0.326,-0.284,3
"7459",0.371,-0.149,-0.223,-0.027,3
"7460",0.132,-0.351,-0.251,-0.196,3
"7461",0.366,-0.22,-0.205,-0.502,3
"7462",0.366,-0.22,-0.205,-0.502,3
"7463",0.442,0.097,0.115,-0.021,3
"7464",0.576,-0.063,0.006,-0.252,3
"7465",0.421,-0.094,-0.093,-0.116,3
"7466",0.421,-0.094,-0.093,-0.116,3
"7467",-0.017,-0.317,-0.286,-0.189,3
"7468",-0.017,-0.317,-0.286,-0.189,3
"7469",0.151,-0.211,-0.228,-0.479,3
"7470",0.466,0.099,-0.075,0.006,3
"7471",0.307,-0.245,-0.237,-0.063,3
"7472",0.307,-0.245,-0.237,-0.063,3
"7473",-0.048,-0.227,-0.149,-0.382,3
"7474",0.047,-0.326,-0.375,-0.093,3
"7475",0.047,-0.326,-0.375,-0.093,3
"7476",0.406,0.016,-0.115,-0.331,3
"7477",0.183,-0.249,-0.285,-0.149,3
"7478",0.428,-0.044,-0.123,-0.212,3
"7479",0.478,-0.146,-0.064,-0.191,3
"7480",0.437,-0.204,-0.17,-0.899,3
"7481",0.437,-0.204,-0.17,-0.899,3
"7482",0.257,-0.261,-0.29,-0.21,3
"7483",-0.045,-0.331,-0.393,-0.223,3
"7484",0.55,0.003,0.572,0.736,3
"7485",0.147,-0.307,-0.268,-0.114,3
"7486",0.147,-0.307,-0.268,-0.114,3
"7487",0.543,-0.122,-0.142,-0.31,3
"7488",0.543,-0.122,-0.142,-0.31,3
"7489",-0.011,-0.254,-0.121,-0.186,3
"7490",-0.011,-0.254,-0.121,-0.186,3
"7491",0.418,-0.264,-0.278,-0.248,3
"7492",-0.02,-0.284,-0.248,-0.307,3
"7493",-0.216,-0.413,-0.313,-0.348,3
"7494",-0.216,-0.413,-0.313,-0.348,3
"7495",0.557,-0.081,-0.175,-0.267,3
"7496",0.557,-0.081,-0.175,-0.267,3
"7497",-0.088,-0.353,-0.35,-0.532,3
"7498",0.173,-0.276,-0.231,-0.271,3
"7499",0.173,-0.276,-0.231,-0.271,3
"7500",-0.292,-0.454,-0.276,-0.401,3
"7501",-0.292,-0.454,-0.276,-0.401,3
"7502",0.49,-0.296,-0.212,-0.034,3
"7503",0.29,0.084,-0.102,0.131,3
"7504",0.32,-0.055,-0.122,-0.162,3
"7505",0.32,-0.055,-0.122,-0.162,3
"7506",0.648,-0.292,-0.241,-0.406,3
"7507",-0.253,-0.429,-0.279,-0.443,3
"7508",0.463,0.145,0.062,-0.161,3
"7509",0.463,0.145,0.062,-0.161,3
"7510",0.414,0.103,-0.055,-0.039,3
"7511",0.312,-0.156,-0.312,-0.011,3
"7512",-0.162,-0.72,-0.05,-0.095,3
"7513",0.266,0.551,0.84,0.528,3
"7514",0.266,0.551,0.84,0.528,3
"7515",0.232,0.008,-0.139,0.062,3
"7516",0.232,0.008,-0.139,0.062,3
"7517",-0.312,-0.477,-0.296,-0.337,3
"7518",0.352,-0.009,-0.111,-0.158,3
"7519",0.121,-0.309,-0.311,-0.223,3
"7520",0.464,-0.053,-0.066,-0.28,3
"7521",-0.044,-0.394,-0.286,-0.42,3
"7522",0.516,0.213,0.08,-0.017,3
"7523",0.473,0.036,-0.167,-0.135,3
"7524",0.499,0.09,-0.02,-0.034,3
"7525",0.499,0.09,-0.02,-0.034,3
"7526",0.499,0.09,-0.02,-0.034,3
"7527",0.434,-0.21,-0.203,-0.207,3
"7528",0.434,-0.21,-0.203,-0.207,3
"7529",0.493,0.08,-0.029,-0.038,3
"7530",0.094,-0.247,-0.307,-0.263,3
"7531",0.471,-0.059,-0.197,-0.158,3
"7532",0.06,-0.04,-0.218,-0.202,3
"7533",1.062,0.925,0.866,0.458,3
"7534",0.597,0.182,-0.012,0.026,3
"7535",0.513,-0.144,-0.185,-0.098,3
"7536",0.051,-0.39,-0.17,-0.331,3
"7537",-0.432,-0.548,-0.382,-0.163,3
"7538",0.448,-0.081,-0.136,-0.177,3
"7539",0.311,0.002,-0.029,0.033,3
"7540",0.071,-0.197,-0.425,-0.334,3
"7541",-0.343,-0.423,-0.323,-0.433,3
"7542",0.44,-0.002,-0.064,-0.098,3
"7543",0.899,0.826,0.777,0.498,3
"7544",-0.266,-0.47,-0.308,0.119,3
"7545",-0.077,-0.24,-0.297,-0.211,3
"7546",0.497,-0.007,-0.053,-0.067,3
"7547",0.483,-0.253,-0.193,-0.203,3
"7548",0.008,-0.346,-0.237,-0.302,3
"7549",0.386,-0.17,-0.3,-0.108,3
"7550",0.746,0.563,0.935,0.614,3
"7551",0.466,0.004,-0.029,0.121,3
"7552",0.448,-0.063,-0.127,-0.227,3
"7553",0.34,-0.242,-0.263,-0.539,3
"7554",0.544,-0.231,-0.234,-0.042,3
"7555",-0.04,-0.31,-0.195,-0.251,3
"7556",0.041,-0.087,-0.236,-0.208,3
"7557",0.419,-0.169,-0.181,-0.258,3
"7558",-0.097,-0.42,-0.249,-0.383,3
"7559",0.483,-0.206,-0.137,-0.236,3
"7560",0.393,0.076,-0.002,-0.097,3
"7561",0.189,-0.305,-0.28,-0.042,3
"7562",0.444,0.073,-0.017,-0.064,3
"7563",0.507,-0.17,-0.187,-0.214,3
"7564",0.476,-0.112,-0.201,-0.227,3
"7565",0.429,-0.044,-0.121,-0.129,3
"7566",0.449,-0.115,-0.164,-2.333,3
"7567",0.286,0.125,0.004,-0.072,3
"7568",0.022,-0.329,-0.248,-0.272,3
"7569",0.23,-0.331,-0.168,-0.252,3
"7570",0.858,-0.05,-0.029,0.121,3
"7571",-0.164,-0.319,-0.145,-0.014,3
"7572",-0.071,-0.235,-0.215,-0.307,3
"7573",0.429,-0.155,-0.237,-0.071,3
"7574",0.209,-0.25,-0.292,-0.29,3
"7575",-0.093,-0.283,-0.226,-0.295,3
"7576",0.242,-0.271,-0.242,-0.298,3
"7577",0.318,-0.193,-0.253,-0.278,3
"7578",0.428,0.15,0.001,-0.138,3
"7579",0.406,-0.086,0.431,0.53,3
"7580",0.591,0.161,0.028,-0.003,3
"7581",-0.067,-0.196,-0.214,-0.184,3
"7582",0.188,-0.343,-0.271,-0.321,3
"7583",0.387,-0.064,-0.135,-0.087,3
"7584",0.409,0.251,0.02,-0.058,3
"7585",0.474,0.059,-0.094,-0.07,3
"7586",-0.383,-0.449,-0.314,-0.322,3
"7587",0.511,0.236,-0.012,-0.038,3
"7588",0.421,0.239,0.714,0.75,3
"7589",-0.12,-0.285,-0.235,-0.362,3
"7590",0.198,-0.381,-0.222,-0.291,3
"7591",0.456,0.15,0.666,0.609,3
"7592",0.529,-0.161,-0.17,-0.188,3
"7593",0.483,0.047,-0.184,-0.286,3
"7594",-0.045,-0.406,-0.365,-0.192,3
"7595",-0.053,-0.21,-0.212,-0.154,3
"7596",-0.137,-0.424,-0.351,-0.236,3
"7597",0.336,0.086,-0.017,-0.123,3
"7598",0.557,0.204,0.077,-0.071,3
"7599",-0.316,-0.373,-0.352,-0.012,3
"7600",0.491,-0.046,-0.07,-0.078,3
"7601",0.507,0.175,0.041,-0.104,3
"7602",-0.142,-0.298,-0.216,-0.27,3
"7603",0.184,-0.324,-0.193,-0.124,3
"7604",0.504,-0.126,-0.157,-0.288,3
"7605",0.531,0.002,-0.017,-0.057,3
"7606",0.318,-0.193,-0.208,-0.148,3
"7607",0.469,-0.051,-0.123,-0.157,3
"7608",0.302,0.073,0.014,-0.12,3
"7609",0.401,0.159,0.011,-0.039,3
"7610",0.401,0.159,0.011,-0.039,3
"7611",0.359,-0.188,-0.521,-0.002,3
"7612",0.414,-0.102,-0.156,-0.538,3
"7613",0.195,-0.27,-0.315,-0.234,3
"7614",0.506,0.074,0.045,-0.223,3
"7615",0.227,-0.302,-0.263,-0.007,3
"7616",0.388,-0.213,-0.224,-0.093,3
"7617",0.52,0.169,0.043,0.014,3
"7618",0.052,-0.242,-0.142,-0.201,3
"7619",-0.411,-0.486,-0.335,-0.415,3
"7620",0.5,-0.138,-0.167,-0.041,3
"7621",0.119,-0.109,-0.177,-0.125,3
"7622",0.262,-0.281,-0.192,-0.563,3
"7623",0.164,-0.111,-0.153,-0.234,3
"7624",0.286,-0.176,-0.128,-0.158,3
"7625",-0.307,-0.515,-0.341,0.092,3
"7626",0.362,-0.123,-0.243,-0.225,3
"7627",0.228,-0.139,0.329,0.537,3
"7628",0.511,-0.061,0,0.015,3
"7629",0.415,0.093,-0.016,-0.084,3
"7630",0.452,0.185,-0.009,-0.024,3
"7631",-0.321,-0.387,-0.257,-0.4,3
"7632",0.037,-0.269,-0.246,-0.159,3
"7633",0.854,0.401,0.953,0.834,3
"7634",0.901,0.737,1.06,0.622,3
"7635",0.901,0.737,1.06,0.622,3
"7636",0.901,0.737,1.06,0.622,3
"7637",0.05,-0.246,-0.185,-0.273,3
"7638",0.436,0.15,0.065,-0.195,3
"7639",0.448,-0.047,-0.036,-0.133,3
"7640",0.45,-0.113,-0.239,-0.027,3
"7641",0.419,-0.22,-0.245,-0.234,3
"7642",-0.006,-0.233,-0.18,-0.221,3
"7643",3.104,1.299,0.805,0.538,3
"7644",3.104,1.299,0.805,0.538,3
"7645",3.104,1.299,0.805,0.538,3
"7646",0.491,0.022,0.373,0.547,3
"7647",0.516,0.245,0.726,0.699,3
"7648",0.43,-0.147,-0.22,-0.319,3
"7649",0.048,-0.397,-0.178,0.025,3
"7650",0.498,0.143,0.011,0.002,3
"7651",0.498,0.143,0.011,0.002,3
"7652",0.205,-0.238,-0.28,-0.249,3
"7653",0.372,-0.133,-0.218,-0.287,3
"7654",0.468,0.095,0.019,-0.029,3
"7655",0.36,0.026,-0.102,-0.121,3
"7656",0.364,0.133,-0.047,-0.054,3
"7657",0.434,-0.038,-0.138,-0.209,3
"7658",0.415,-0.654,0.114,-0.036,3
"7659",0.415,-0.654,0.114,-0.036,3
"7660",0.374,-0.252,-0.232,-0.242,3
"7661",0.335,0.126,0.022,-0.131,3
"7662",0.318,0.013,-0.107,-0.204,3
"7663",-0.064,-0.386,-0.34,-0.298,3
"7664",-0.064,-0.386,-0.34,-0.298,3
"7665",0.375,0.01,-0.065,-0.12,3
"7666",0.427,-0.023,-0.126,-0.189,3
"7667",0.427,-0.023,-0.126,-0.189,3
"7668",0.428,-0.076,-0.094,-0.036,3
"7669",0.207,-0.34,-0.247,-0.259,3
"7670",0.376,-0.135,-0.163,-0.432,3
"7671",0.098,-0.258,-0.269,-0.232,3
"7672",0.149,-0.295,-0.278,-0.039,3
"7673",0.244,-0.164,-1.061,0.841,3
"7674",-0.201,-0.406,-0.265,-0.529,3
"7675",0.407,-0.275,-0.179,-0.291,3
"7676",0.191,-0.279,-0.324,-0.408,3
"7677",0.54,0.201,0.017,0.082,3
"7678",0.429,-0.005,-0.126,-0.051,3
"7679",0.164,-0.005,-0.15,-0.123,3
"7680",0.468,-0.104,-0.098,-0.298,3
"7681",0.353,-0.077,-0.12,-0.208,3
"7682",-0.042,-0.316,-0.329,-0.051,3
"7683",0.49,-0.053,-0.223,-0.212,3
"7684",0.462,0.328,0.929,0.757,3
"7685",0.462,0.328,0.929,0.757,3
"7686",0.314,-0.026,0.425,0.687,3
"7687",1.062,0.719,1.173,0.663,3
"7688",1.062,0.719,1.173,0.663,3
"7689",0.457,-0.153,-0.152,-0.241,3
"7690",0.375,-0.098,-0.166,-0.225,3
"7691",0.351,-0.207,-0.187,0.184,3
"7692",0.361,-0.018,-0.119,-0.171,3
"7693",0.39,-0.12,-0.156,-0.222,3
"7694",0.666,0.75,0.949,0.609,3
"7695",0.557,-0.128,-0.241,-0.093,3
"7696",0.436,0.08,0.832,0.808,3
"7697",0.501,-0.047,-0.171,-0.066,3
"7698",0.501,-0.047,-0.171,-0.066,3
"7699",0.501,-0.047,-0.171,-0.066,3
"7700",0.262,-0.215,-0.142,0.037,3
"7701",0.072,-0.36,-0.291,-0.254,3
"7702",0.046,0.087,0.438,0.358,3
"7703",0.418,0.014,-0.084,-0.034,3
"7704",0.464,-0.076,-0.186,-0.066,3
"7705",0.268,-0.273,-0.413,-0.175,3
"7706",-0.12,-0.242,-0.282,-0.174,3
"7707",0.056,-0.306,-0.215,-0.287,3
"7708",0.411,0.134,-0.063,-0.114,3
"7709",-0.344,-0.339,0.221,0.166,3
"7710",0.558,0.106,-0.034,-0.025,3
"7711",0.558,0.106,-0.034,-0.025,3
"7712",0.998,1.12,0.803,0.495,3
"7713",0.817,1.041,0.878,0.509,3
"7714",0.352,-0.204,-0.256,-0.261,3
"7715",0.5,-0.224,-0.173,-0.098,3
"7716",0.372,-0.163,-0.263,0.018,3
"7717",0.597,0.42,1.087,0.677,3
"7718",0.167,-0.391,-0.077,-0.213,3
"7719",0.167,-0.391,-0.077,-0.213,3
"7720",0.167,-0.391,-0.077,-0.213,3
"7721",0.167,-0.391,-0.077,-0.213,3
"7722",0.167,-0.391,-0.077,-0.213,3
"7723",0.184,-0.075,-0.172,-0.279,3
"7724",0.167,-0.31,-0.279,-0.337,3
"7725",0.543,0.492,0.91,0.599,3
"7726",0.722,0.004,0.24,0.705,3
"7727",0.722,0.004,0.24,0.705,3
"7728",0.722,0.004,0.24,0.705,3
"7729",0.146,0.325,0.852,0.541,3
"7730",0.315,-0.236,-0.291,-0.219,3
"7731",0.375,-0.026,-0.046,-0.175,3
"7732",0.375,-0.026,-0.046,-0.175,3
"7733",0.375,-0.026,-0.046,-0.175,3
"7734",0.375,-0.026,-0.046,-0.175,3
"7735",0.375,-0.026,-0.046,-0.175,3
"7736",0.375,-0.026,-0.046,-0.175,3
"7737",0.375,-0.026,-0.046,-0.175,3
"7738",0.531,0.782,1.424,0.781,3
"7739",0.643,0.348,0.085,-0.165,3
"7740",0.643,0.348,0.085,-0.165,3
"7741",0.116,-0.309,-0.325,-0.224,3
"7742",0.492,-0.027,-0.133,-0.101,3
"7743",0.507,0.115,0.046,-0.123,3
"7744",0.38,-0.067,-0.102,-0.231,3
"7745",0.38,-0.067,-0.102,-0.231,3
"7746",0.38,-0.067,-0.102,-0.231,3
"7747",0.38,-0.067,-0.102,-0.231,3
"7748",0.38,-0.067,-0.102,-0.231,3
"7749",0.467,0.046,-0.031,-0.004,3
"7750",0.467,0.046,-0.031,-0.004,3
"7751",0.467,0.046,-0.031,-0.004,3
"7752",0.467,0.046,-0.031,-0.004,3
"7753",0.467,0.046,-0.031,-0.004,3
"7754",0.467,0.046,-0.031,-0.004,3
"7755",0.457,-0.124,-0.104,-0.243,3
"7756",0.457,-0.124,-0.104,-0.243,3
"7757",0.457,-0.124,-0.104,-0.243,3
"7758",0.457,-0.124,-0.104,-0.243,3
"7759",0.457,-0.124,-0.104,-0.243,3
"7760",0.457,-0.124,-0.104,-0.243,3
"7761",0.477,0.035,-0.035,-0.047,3
"7762",0.477,0.035,-0.035,-0.047,3
"7763",0.477,0.035,-0.035,-0.047,3
"7764",0.437,-0.064,-0.135,-0.274,3
"7765",0.437,-0.064,-0.135,-0.274,3
"7766",0.726,0.401,0.741,0.55,3
"7767",0.146,-0.05,-0.179,-0.194,3
"7768",0.371,-0.025,-0.131,-0.169,3
"7769",0.399,-0.181,-0.204,-0.203,3
"7770",0.399,-0.181,-0.204,-0.203,3
"7771",0.399,-0.181,-0.204,-0.203,3
"7772",0.399,-0.181,-0.204,-0.203,3
"7773",0.399,-0.181,-0.204,-0.203,3
"7774",0.123,-0.269,-0.257,0.086,3
"7775",0.123,-0.269,-0.257,0.086,3
"7776",0.123,-0.269,-0.257,0.086,3
"7777",0.123,-0.269,-0.257,0.086,3
"7778",0.123,-0.269,-0.257,0.086,3
"7779",0.441,-0.008,-0.308,-0.101,3
"7780",0.042,-0.392,-0.268,-0.441,3
"7781",0.042,-0.392,-0.268,-0.441,3
"7782",0.042,-0.392,-0.268,-0.441,3
"7783",0.042,-0.392,-0.268,-0.441,3
"7784",0.042,-0.392,-0.268,-0.441,3
"7785",0.501,0.108,0.001,0.083,3
"7786",0.189,-0.319,-0.237,-0.279,3
"7787",0.189,-0.319,-0.237,-0.279,3
"7788",0.189,-0.319,-0.237,-0.279,3
"7789",0.189,-0.319,-0.237,-0.279,3
"7790",0.189,-0.319,-0.237,-0.279,3
"7791",0.384,0.148,0.036,-0.15,3
"7792",0.384,0.148,0.036,-0.15,3
"7793",0.384,0.148,0.036,-0.15,3
"7794",0.384,0.148,0.036,-0.15,3
"7795",0.384,0.148,0.036,-0.15,3
"7796",0.325,0.009,-0.024,0.131,3
"7797",0.519,-0.032,-0.081,-0.169,3
"7798",0.519,-0.032,-0.081,-0.169,3
"7799",0.519,-0.032,-0.081,-0.169,3
"7800",0.519,-0.032,-0.081,-0.169,3
"7801",0.519,-0.032,-0.081,-0.169,3
"7802",0.813,0.883,1.299,0.882,3
"7803",0.006,-0.363,-0.261,-0.42,3
"7804",0.006,-0.363,-0.261,-0.42,3
"7805",0.006,-0.363,-0.261,-0.42,3
"7806",0.006,-0.363,-0.261,-0.42,3
"7807",0.006,-0.363,-0.261,-0.42,3
"7808",0.418,-0.204,-0.164,0.115,3
"7809",0.418,-0.204,-0.164,0.115,3
"7810",0.418,-0.204,-0.164,0.115,3
"7811",0.418,-0.204,-0.164,0.115,3
"7812",0.418,-0.204,-0.164,0.115,3
"7813",-0.056,-0.217,-0.203,-0.197,3
"7814",0.361,-0.092,-0.162,-0.197,3
"7815",0.069,-0.324,-0.33,-0.254,3
"7816",0.4,-0.024,-0.22,-0.13,3
"7817",0.167,-0.336,-0.3,-0.258,3
"7818",0.264,-0.138,-0.179,-0.222,3
"7819",0.264,-0.138,-0.179,-0.222,3
"7820",0.264,-0.138,-0.179,-0.222,3
"7821",0.264,-0.138,-0.179,-0.222,3
"7822",0.264,-0.138,-0.179,-0.222,3
"7823",0.41,-0.099,-0.117,-0.105,3
"7824",0.444,-0.072,-0.092,0.126,3
"7825",-0.01,-0.398,-0.304,-0.271,3
"7826",-0.01,-0.398,-0.304,-0.271,3
"7827",-0.01,-0.398,-0.304,-0.271,3
"7828",-0.01,-0.398,-0.304,-0.271,3
"7829",-0.01,-0.398,-0.304,-0.271,3
"7830",0.554,-0.049,-0.102,-0.07,3
"7831",0.554,-0.049,-0.102,-0.07,3
"7832",0.554,-0.049,-0.102,-0.07,3
"7833",0.554,-0.049,-0.102,-0.07,3
"7834",0.554,-0.049,-0.102,-0.07,3
"7835",0.488,-0.162,-0.187,-0.233,3
"7836",0.025,-0.357,-0.247,-0.838,3
"7837",0.395,-0.112,0.358,0.55,3
"7838",0.311,0.026,-0.136,-0.063,3
"7839",-0.067,-0.467,-0.245,0.01,3
"7840",0.297,-0.176,-0.088,-0.26,3
"7841",0.381,0.141,-0.002,-0.215,3
"7842",0.267,0,-0.08,-0.166,3
"7843",0.168,-0.125,0.415,0.664,3
"7844",-0.105,-0.185,-0.123,-0.275,3
"7845",0.017,-0.106,-0.189,-0.264,3
"7846",0.369,-0.27,-0.212,-0.34,3
"7847",-0.086,-0.314,-0.264,-0.505,3
"7848",0.163,0.015,-0.116,-0.042,3
"7849",0.163,0.015,-0.116,-0.042,3
"7850",1.607,3.364,1.181,0.616,3
"7851",1.607,3.364,1.181,0.616,3
"7852",0.276,-0.255,-0.312,0.023,3
"7853",0.48,0.223,0.09,-0.059,3
"7854",0.194,-0.299,-0.331,-0.19,3
"7855",0.244,-0.283,-0.198,-0.415,3
"7856",0.24,-0.326,-0.168,-0.084,3
"7857",0.414,-0.003,-0.183,0.041,3
"7858",0.149,-0.257,-0.347,-0.245,3
"7859",0.336,-0.044,-0.035,-0.125,3
"7860",-0.007,-0.351,-0.272,-0.103,3
"7861",0.362,-0.137,-0.201,-0.037,3
"7862",0.362,-0.137,-0.201,-0.037,3
"7863",0.124,-0.343,-0.184,-0.631,3
"7864",0.378,0.528,0.808,0.544,3
"7865",-0.179,-0.424,-0.281,-0.461,3
"7866",0.285,-0.315,-0.241,-0.211,3
"7867",0.503,-0.01,-0.107,-0.123,3
"7868",0.503,-0.01,-0.107,-0.123,3
"7869",0.503,-0.01,-0.107,-0.123,3
"7870",0.343,-0.2,-0.276,-0.255,3
"7871",0.199,-0.02,-0.063,-0.112,3
"7872",-0.445,-0.46,-0.353,-0.478,3
"7873",0.415,-0.271,-0.164,-0.294,3
"7874",-0.017,-0.172,-0.147,-0.132,3
"7875",0.007,-0.256,-0.196,-0.071,3
"7876",0.391,-0.044,-0.106,-0.122,3
"7877",-0.493,-0.489,-0.25,0.2,3
"7878",0.465,0.032,-0.042,-0.114,3
"7879",0.41,-0.098,-0.174,-0.198,3
"7880",0.052,-0.345,-0.17,-0.002,3
"7881",0.052,-0.345,-0.17,-0.002,3
"7882",-0.167,-0.228,-0.196,-0.255,3
"7883",0.564,0.54,0.968,0.729,3
"7884",0.374,-0.205,-0.187,-0.18,3
"7885",0.397,0.085,-0.037,-0.158,3
"7886",0.339,0.084,-0.089,-0.209,3
"7887",0.341,-0.262,-0.224,-0.177,3
"7888",0.378,-0.018,-0.012,-0.171,3
"7889",0.371,0.128,-0.047,-0.082,3
"7890",0.38,-0.234,-0.302,-0.353,3
"7891",0.068,-0.361,-0.264,-0.385,3
"7892",0.42,-0.102,-0.176,-0.259,3
"7893",0.377,0.137,0.026,-0.186,3
"7894",0.088,-0.129,-0.209,-0.099,3
"7895",-0.202,-0.312,-0.182,0.324,3
"7896",0.566,0.079,0.001,0.03,3
"7897",0.443,-0.068,-0.082,-0.218,3
"7898",0.262,-0.253,-0.291,-0.091,3
"7899",0.003,-0.31,-0.217,-0.654,3
"7900",-0.176,-0.417,-0.38,-0.167,3
"7901",0.4,0.041,-0.074,-0.117,3
"7902",0.532,0.559,0.911,0.577,3
"7903",0.369,-0.253,-0.112,-0.028,3
"7904",0.47,0.138,-0.075,-0.048,3
"7905",0.074,-0.332,-0.266,-0.282,3
"7906",0.071,0.082,-0.031,0.049,3
"7907",0.526,-0.043,-0.039,-0.096,3
"7908",0.462,0.076,0.016,-0.14,3
"7909",0.462,0.076,0.016,-0.14,3
"7910",0.355,-0.216,-0.26,-0.607,3
"7911",0.142,-0.287,-0.441,-0.087,3
"7912",-0.067,-0.285,-0.131,-0.211,3
"7913",0.464,0.008,-0.039,-0.091,3
"7914",0.341,0.056,-0.005,-0.155,3
"7915",0.341,0.056,-0.005,-0.155,3
"7916",0.067,0.281,0.806,0.655,3
"7917",0.396,0.036,0.086,-0.033,3
"7918",0.522,0.494,0.978,0.66,3
"7919",0.36,-0.265,-0.269,-0.258,3
"7920",-0.115,-0.379,-0.202,-0.125,3
"7921",0.457,0.073,-0.005,0.183,3
"7922",0.763,0.807,1.132,0.692,3
"7923",0.763,0.807,1.132,0.692,3
"7924",0.763,0.807,1.132,0.692,3
"7925",0.763,0.807,1.132,0.692,3
"7926",0.415,-0.053,-0.195,-0.129,3
"7927",-0.014,-0.371,-0.345,0.461,3
"7928",-0.007,-0.463,-0.268,0.063,3
"7929",0.228,-0.407,-0.262,-0.284,3
"7930",0.254,-0.335,-0.379,-0.276,3
"7931",0.559,-0.209,-0.209,-0.166,3
"7932",0.324,-0.276,-0.205,-0.285,3
"7933",0.48,-0.04,-0.088,-0.207,3
"7934",0.48,-0.04,-0.088,-0.207,3
"7935",0.145,-0.331,-0.283,0.481,3
"7936",0.318,-0.312,-0.25,-0.248,3
"7937",0.363,-0.011,-0.042,-0.225,3
"7938",0.338,-0.184,-0.141,-0.241,3
"7939",0.425,-0.046,-0.125,-0.158,3
"7940",0.093,-0.354,-0.304,0.02,3
"7941",0.125,-0.289,-0.29,-0.266,3
"7942",0.125,-0.289,-0.29,-0.266,3
"7943",0.354,-0.24,-0.256,-0.192,3
"7944",-0.254,-0.268,0.054,0.358,3
"7945",0.505,0.157,0.046,-0.018,3
"7946",0.505,0.157,0.046,-0.018,3
"7947",1.134,0.91,1.308,0.754,3
"7948",1.134,0.91,1.308,0.754,3
"7949",1.134,0.91,1.308,0.754,3
"7950",0.722,0.504,1.165,0.769,3
"7951",0.722,0.504,1.165,0.769,3
"7952",0.538,-0.258,-0.253,-0.843,3
"7953",0.294,-0.085,-0.097,-0.162,3
"7954",0.294,-0.085,-0.097,-0.162,3
"7955",0.294,-0.085,-0.097,-0.162,3
"7956",-0.344,-0.503,-0.429,-0.235,3
"7957",0.401,-0.385,-0.276,-1.023,3
"7958",0.357,-0.192,-0.347,0.084,3
"7959",0.451,0.131,-0.029,-0.132,3
"7960",0.386,-0.096,-0.192,0.841,3
"7961",0.196,-0.314,-0.207,-0.307,3
"7962",0.275,-0.244,-0.242,-0.234,3
"7963",0.479,0.049,0.108,-0.1,3
"7964",-0.482,-0.5,-0.379,-0.246,3
"7965",0.278,-0.25,-0.285,-0.731,3
"7966",0.278,-0.25,-0.285,-0.731,3
"7967",0.4,0.004,-0.04,-0.128,3
"7968",0.311,-0.263,-0.19,-0.593,3
"7969",0.311,-0.263,-0.19,-0.593,3
"7970",0.472,-0.009,-0.103,-0.339,3
"7971",0.278,-0.275,-0.215,0.387,3
"7972",0.497,-0.203,-0.212,-0.156,3
"7973",0.497,-0.203,-0.212,-0.156,3
"7974",0.562,0.137,0.036,0.021,3
"7975",0.046,-0.311,-0.268,-0.39,3
"7976",0.94,1.013,1.002,0.585,3
"7977",0.94,1.013,1.002,0.585,3
"7978",0.413,-0.21,-0.195,-0.031,3
"7979",0.413,-0.21,-0.195,-0.031,3
"7980",0.55,-0.169,-0.146,-0.322,3
"7981",0.492,-0.241,-0.211,-0.019,3
"7982",0.443,-0.045,0.603,0.609,3
